audit_id,stratum,title,abstract,authors,year,publication_date,venue,doi,arxiv_id,url,record_type,sources,query_labels,source_status,original_exclusion_reason
AUD-c2e5cb2774c7,expanded_alternate_terms,Analysis of thioredoxin 1 levels in a mouse model of unilateral renal ischemia-reperfusion injury,"Kidney disease, acute and chronic, is associated with high morbidity and mortality. Currently, a major obstacle in the field of nephrology is the lack of novel and more sensitive biomarkers that would allow an early diagnose and a proper monitoring of disease progression. Oxidative stress and the increased production of reactive oxygen species (ROS) have been implicated in the pathophysiology of a variety of renal diseases. Proteins of the thioredoxin (Trx) family, among others thioredoxins (Trxs) and glutaredoxins (Grxs), represent one of the most important protective systems in the defense against ROS as well as in the repair of their intracellular effects. Thioredoxin 1 (Trx1) is a cytosolic redox protein that catalyzes the reduction of protein disulfides using the thiol groups of two cysteine residues on its CGPC active site. Trx1 is abundantly expressed in different segments of the nephron and has been shown to be released from cells under conditions of oxidative stress in vitro and in vivo. We hypothesized that renal IRI induces the release of Trx1 from cells into extracellular fluids such as serum and tubular fluid/urine and that Trx1 increase may correlate with the degree of damage in the kidney. We established an effective mouse model of unilateral renal ischemia-reperfusion injury (IRI) and studied Trx1 levels in the serum, urine, as well as in various nephron segments of mice following IRI or sham surgery. We compared different reperfusion times (4h, 8h, 16h, 24h, 48h, 96h, and 168h) to track Trx1 levels fluctuation over time. Serum levels of Trx1 increased 4h after renal IRI, while other markers such as blood urea nitrogen and creatinine remained low. Serum Trx1 showed a positive correlation with tubular injury score helping predict intrarenal damage over time. Additionally, immunohistochemistry studies revealed an increase in Trx1 signals in the proximal tubules and collecting ducts as well as a strong nuclear localization in the same nephron segments that became more intense by 96h, a time point characterized by an intense mitotic activity in the tubules. Between 16 and 24h, Trx1 appeared in the lumen of proximal tubules, however urinary levels of Trx1 did not significantly increase. Based on these findings we conclude that serum Trx1 may represent a novel biomarker for assessing renal damage. In addition to this, we hypothesize that intrarenal changes in Trx1 expression and localization might be related to the activation of regeneration mechanisms in the renal tubular epithelium. Further studies are needed to understand the role of Trx1 in the regeneration process after renal IRI. This work was funded by the Center of Integrative Mammalian Research of Ross University School of Veterinary Medicine and by a Startup funding from Long Island University. This is the full abstract presented at the American Physiology Summit 2024 meeting and is only available in HTML format. There are no additional versions or additional content available for this abstract. Physiology was not involved in the peer review process.",Jose Godoy; Marcela Moncada,2024,2024,Physiology,10.1152/physiol.2024.39.s1.2008,,https://doi.org/10.1152/physiol.2024.39.s1.2008,journal-article,['crossref'],"['""world model"" physiology']",registered,world-model phrase absent from title and abstract
AUD-e9c761f60985,expanded_alternate_terms,Approach Towards the Development of Digital Twin for Structural Health Monitoring of Civil Infrastructure: A Comprehensive Review.,"Civil infrastructure assets' contribution to countries' economic growth is significantly increasing due to the rapid population growth and demands for public services. These civil infrastructures, including roads, bridges, railways, tunnels, dams, residential complexes, and commercial buildings, experience significant deterioration from the surrounding harsh environment. Traditional methods of visual inspection and non-destructive tests are generally undertaken to monitor and evaluate the structural health of the infrastructure. However, these methods lack reliability due to the need for instrumentation calibration and reliance on subjective visual judgments. Digital twin (DT) technology digitally replicates existing infrastructure, offering significant potential for real-time intelligent monitoring and assessment of structural health. This study reviews the existing applications of DTs across various sectors. It proposes an approach for developing DT applications in civil infrastructure, including using the Internet of Things, data acquisition, and modelling, together with the platform requirements and challenges that may be confronted during DT development. This comprehensive review is a state-of-the-art review of advancements and challenges in DT technology for intelligent monitoring and maintenance of civil infrastructure.","Sun Z, Jayasinghe S, Sidiq A, Shahrivar F, Mahmoodian M, Setunge S.",2024,2024-12-25,,10.3390/s25010059,,https://europepmc.org/article/MED/39796850,,['europe_pmc'],['europe_pmc_core'],indexed,world-model phrase absent from title and abstract
AUD-0b8b1442deed,expanded_alternate_terms,Artificial Intelligence in Physical Therapy and Rehabilitation,"Artificial intelligence is used for various purposes in the field of physical therapy and rehabilitation, such as assessment, treatment planning, motion analysis, patient education, and remote monitoring. This section discusses research findings on AI-supported applications to evaluate the potential of these technologies in rehabilitation. Camera- and sensor-based systems can contribute to motion recognition, the measurement of joint movements, and the assessment of exercise performance. Meanwhile, virtual and augmented reality applications can make treatment more interactive and provide personalized feedback. Robotic rehabilitation systems can support the performance of repetitive movements and the regular monitoring of patient performance. Systems that monitor at-home exercises can track the patient’s participation in the exercises and whether they are performing the movements correctly. Virtual physical therapist applications can also be useful for demonstrating exercises, guiding the patient, and providing real-time feedback. However, there is insufficient evidence to support these systems making clinical decisions independently. Digital twins aim to integrate a patient’s clinical and functional data into a digital model. This approach can contribute to monitoring the course of the disease and evaluating the potential outcomes of different treatment options. On the other hand, large language models and agent-based artificial intelligence systems can be used in the areas of patient education, summarization of clinical records, access to information, and decision support. Although current studies show promising results, there are significant differences in terms of sample sizes, follow-up periods, and the methods used. Data security, algorithmic bias, explainability, ethical responsibility, and clinical oversight must also be taken into account. In conclusion, artificial intelligence should be viewed not as a replacement for physical therapists, but as a supportive tool that aids in assessment and treatment processes. There is a need for studies with larger sample sizes, longer follow-up periods, and conducted under real-world conditions.",Caglayan Pinar Ozturk; Neriman Aksu,2026,2026-09-03,Özgür Yayınları eBooks,10.58830/ozgur.pub1402.c5633,,https://doi.org/10.58830/ozgur.pub1402.c5633,book-chapter,['openalex'],"['""medical world model""', '""world model"" patient', '""world model"" treatment']",open-access,world-model phrase absent from title and abstract
AUD-08f59142a2db,expanded_alternate_terms,Blood Flow Restriction Exercise Training in Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease (COPD) is a systemic disease that causes progressive airflow limitation, as well as decreases i[1]n skeletal muscle mass, strength, and endurance. Skeletal muscle dysfunction contributes to disease progression by creating a vicious cycle that leads to exercise intolerance, shortness of breath, reduced physical activity levels, and impaired quality of life. Resistance exercise, a key component of pulmonary rehabilitation, is effective in improving muscle function; however, high-intensity exercise can be difficult to implement in patients with COPD because of symptoms and respiratory limitations. Blood flow restriction training (BFRT) is an alternative method that aims to stimulate muscle adaptations by increasing metabolic stress through partial vascular restriction applied to the extremities during low-intensity exercise. This approach appears promising for individuals with low exercise tolerance because it can yield gains in muscle strength and hypertrophy comparable to those achieved with conventional high-load training. The ability to perform BFRT with a low mechanical load may offer a significant advantage in COPD, particularly for patients in the advanced stages of the disease. However, current evidence does not definitively show that BFRT is superior to conventional exercise training. Significant limitations include differences in application protocols, the fact that optimal occlusion pressure and exercise parameters have not yet been established, and the limited availability of long-term safety data. In conclusion, BFRT is a potentially effective method that can complement pulmonary rehabilitation in individuals with COPD; however, well-designed randomized controlled trials with sufficient sample sizes and long-term follow-up are needed to develop evidence-based recommendations for clinical practice.",Neriman Aksu; Caglayan Pinar Ozturk,2026,2026-09-03,Özgür Yayınları eBooks,10.58830/ozgur.pub1402.c5632,,https://doi.org/10.58830/ozgur.pub1402.c5632,book-chapter,['openalex'],"['""medical world model""']",open-access,world-model phrase absent from title and abstract
AUD-41629af260f1,expanded_alternate_terms,Building Predictive Models for Clinical Care—Where to Build and What to Predict?,"Coquet et al 1 evaluate the performance of a survival prediction model for patients with metastatic castration-resistant prostate cancer (CRPC).The model was developed using machine learning in data pooled from the control groups of 4 randomized clinical trials (RCTs).The model's parameters were then applied to a population of 513 patients with metastatic CRPC identified from the electronic health records (EHRs) of a cancer center over a 12-year period.After linkage with data from state and local cancer registries and the Social Security Death Index, the authors examined the model's performance in EHR data on these real-world patients.1 Predictive models are a tool of increasing value for practicing personalized, patient-centered medicine, providing both patients and their clinicians with individualized information on prognosis or response to therapy.An individual's predicted probability of dying or experiencing nonfatal complications or disease progression is often assumed to be a marker of the need for further treatment, the reasoning being that persons at greater risk have the most to gain from treatment.The Framingham Risk Score is a familiar prediction model score used to determine the need for treatment to prevent coronary artery disease.Few models have been developed to date to directly predict individual response to specific treatments.For many conditions, RCTs have offered the only cohorts of patients with rich clinical information and prognostic information suitable for developing prediction models.However, the now widespread use of EHRs in clinical care raises the possibility that EHR data from very large realworld populations could be used to identify persons with a specific condition and to apply and possibly improve on risk prediction models derived from RCTs.",Joe V. Selby; Bruce Fireman,2021,2021-01-22,JAMA Network Open,10.1001/jamanetworkopen.2020.32539,,https://doi.org/10.1001/jamanetworkopen.2020.32539,article,['openalex'],"['""world model"" EHR', '""world model"" clinical', '""world model"" medicine', '""world model"" patient', '""world model"" treatment']",open-access,world-model phrase absent from title and abstract
AUD-9d6f07506042,expanded_alternate_terms,Can digital twin technology revolutionize public health emergency management? Insights from the PPRR framework.,"The inherent nature of public health emergencies often renders them unpredictable and inadequately managed in a timely manner, resulting in significant impacts on lives, property, and social stability. In recent years, the frequency and severity of such emergencies have escalated. As an integration of artificial intelligence, machine learning, deep learning, big data, and the Internet of Things, digital twin technology has been increasingly adopted across diverse fields, including industrial production, urban planning, and healthcare. This study aimed to investigate recent advancements in digital twin technology, particularly in the fields of medicine and urban construction, with a focus on its potential to mitigate the impacts of public health crises. By employing the PPRR framework, this study further explored the prospects for constructing and applying digital twin technology within the public health management system. Taking perceived fidelity (SF), model plasticity (MP), decision coupling (DC), and governance credibility (GC) as the core constructs, we discussed the operability of unified modeling and quantitative evaluation of each stage of digital twin implementation. This approach comprehensively explained all four phases of emergency management: prevention, preparedness, response, and recovery. Through enabling the digitalization, intelligence, and visualization of the entire health emergency management process, digital twin technology offers holistic solutions throughout the life cycle of public health emergencies. These include preventive measures, real-time detection, early warning systems, and intelligent emergency response management. Such innovations have the potential to significantly enhance management efficiency and effectiveness, bolster coordinated responses to public health crises, and improve the overall resilience of public health systems.","Sun T, Lu J, Li Q, Kou Y.",2025,2025-09-25,Frontiers in Public Health,10.3389/fpubh.2025.1631339,,https://europepmc.org/article/MED/41080840,article,"['europe_pmc', 'openalex']","['""world model"" medicine', '""world model"" physiology', 'europe_pmc_core']",indexed,world-model phrase absent from title and abstract
AUD-6f40540d5fb2,expanded_alternate_terms,Causal Digital Twins for Precision Medicine: Integrating Multi-Omics and Wearable Data for Intervention Planning,"Abstract This manuscript develops the idea of a causal digital twin for precision medicine as a research and implementation architecture that couples biological measurement, behavioural sensing, and intervention reasoning within a unified decision framework. Rather than treating multi-omics assays and wearable streams as independent data assets, the book argues that their value emerges when they are aligned through causal structure, uncertainty accounting, and continuously updated representations of patient state. The central claim is that intervention planning becomes more defensible when digital twins are designed as scientific instruments for explanation, prediction, and policy-aware action rather than as black-box recommendation engines. Across five chapters, the text links research design, statistical identification, machine learning, data engineering, and governance into a coherent lifecycle. It proposes schemas for outcome definition, model validation, workflow reproducibility, and deployment oversight that are adaptable across health systems with different capacities. The resulting contribution is both methodological and institutional: it outlines how researchers can build evaluable twin architectures, how practitioners can translate outputs into clinical and operational pathways, and how policymakers can shape accountability for data-intensive medicine. The manuscript is intended as a publisher-ready foundation for advanced readers seeking a rigorous, interdisciplinary roadmap for intervention-oriented digital health research. Keywords causal digital twins, precision medicine, multi-omics integration, wearable sensing, intervention planning, causal inference, statistical modeling, machine learning, trustworthy AI, reproducible analytics, MLOps, digital health governance, translational medicine, patient-specific simulation, systems medicine, scalable analytics",Murali Krishna Pasupuleti,2026,2026-02-28,,10.62311/nesx/rb-978-81-999904-5-6,,https://doi.org/10.62311/nesx/rb-978-81-999904-5-6,reference-entry,['openalex'],"['""world model"" medicine']",open-access,world-model phrase absent from title and abstract
AUD-35ea1704d692,expanded_alternate_terms,Chronic diarrhoea in a human immunodeficiency virus/acquired immunodeficiency syndrome patient: A case report,"BACKGROUND Chronic diarrhoea in people living with human immunodeficiency virus (PLHIV)/acquired immunodeficiency syndrome presents a diagnostic challenge, often resulting from opportunistic infections (OIs), malignancies, or disease progression itself. We present a case of an advanced human immunodeficiency virus (HIV) patient with chronic diarrhoea, significant weight loss, and antiretroviral therapy (ART) non-compliance, highlighting the diagnostic dilemma between HIV wasting syndrome, OIs, and malignancy. CASE SUMMARY A 36-year-old female, diagnosed with HIV five years ago on family screening, presented with three months of profuse watery diarrhoea, associated with crampy abdominal pain and weight loss (14 kg, 30% in 3 months). She was non-compliant with ART. There was no history of recent travel, food contamination, or tuberculosis contact. Fever episodes were mild and transient. Physical examination revealed pallor and bilateral pedal oedema without lymphadenopathy or organomegaly. Genital examination was unremarkable. Routine investigations revealed severe anaemia and confirmed PLHIV status. CD4 count was CONCLUSION In ART-noncompliant PLHIV with chronic diarrhoea, distinguishing between HIV wasting syndrome, OIs (Cryptosporidium , Mycobacterium avium complex, cytomegalovirus colitis) and malignancies (non-Hodgkin lymphoma and anal carcinoma) are critical. Gradual CD4 decline, systemic inflammation, and malnutrition favour progressive HIV/acquired immunodeficiency syndrome rather than an acute OI or malignancy. Early recognition and management, including ART reinitiation and nutritional support, are crucial for prognosis.",Sheetal Panjaria; Prasan Kumar Panda,2025,2025,World Journal of Virology,10.5501/wjv.v14.i2.108412,,https://doi.org/10.5501/wjv.v14.i2.108412,journal-article,['crossref'],"['""patient world model""', '""world model"" patient']",registered,world-model phrase absent from title and abstract
AUD-ed4fde5f4149,expanded_alternate_terms,Chronobiology of Cancers in the Liver and Gut.,"Circadian rhythms dictate the timing of cellular and organismal physiology to maintain homeostasis. Within the liver and gut, circadian rhythms influence lipid and glucose homeostasis, xenobiotic metabolism, and nutrient absorption. Disruption of this orchestrated timing is known to negatively impact human health and contribute to disease progression, including carcinogenesis. Dysfunctional core clock timing has been identified in malignant growths and may be used as a molecular signature of disease progression. Likewise, the circadian clock and its downstream effectors also represent potential for novel therapeutic targets. Here, the role of circadian rhythms in the pathogenesis of cancers of the liver and gut will be reviewed, and chronotherapy and chronopharmacology will be explored as potential treatment options.",Ferrell JM.,2024,2024-08-23,Cancers,10.3390/cancers16172925,,https://europepmc.org/article/MED/39272783,article,"['europe_pmc', 'openalex']","['""world model"" physiology', '""world model"" treatment', 'europe_pmc_core']",indexed,world-model phrase absent from title and abstract
AUD-49e3a7b5463b,expanded_alternate_terms,Computational Psychiatry Needs Time and Context,"Why has computational psychiatry yet to influence routine clinical practice? One reason may be that it has neglected context and temporal dynamics in the models of certain mental health problems. We develop three heuristics for estimating whether time and context are important to a mental health problem: Is it characterized by a core neurobiological mechanism? Does it follow a straightforward natural trajectory? And is intentional mental content peripheral to the problem? For many problems the answers are no, suggesting that modeling time and context is critical. We review computational psychiatry advances toward this end, including modeling state variation, using domain-specific stimuli, and interpreting differences in context. We discuss complementary network and complex-systems approaches. Novel methods and unification with adjacent fields may inspire a new generation of computational psychiatry.",Peter Hitchcock; Eiko I. Fried; Michael J. Frank,2021,2021-04-01,,10.31234/osf.io/xf2u3,,https://doi.org/10.31234/osf.io/xf2u3,preprint,['openalex'],"['""world model"" clinical', '""world model"" medicine']",open-access,world-model phrase absent from title and abstract
