candidate_id,title,abstract,authors,year,publication_date,venue,doi,arxiv_id,url,record_type,sources,query_labels,source_status,reviewer_a_decision,reviewer_a_reason_code,reviewer_a_dynamics,reviewer_a_evaluation,reviewer_a_lineage,reviewer_a_full_text_url,reviewer_b_decision,reviewer_b_reason_code,reviewer_b_dynamics,reviewer_b_evaluation,reviewer_b_lineage,reviewer_b_full_text_url,final_decision,final_corpus_type,final_reason_code,resolution_route,adjudication_rationale
MWM-0054,CrossScope: A Role-Asymmetric World Model for Joint Dual-Scope Surgical Video Prediction,"Visual world models typically learn future dynamics from a single observation stream, limiting their ability to model cooperative systems with multiple independently moving observers. We investigate this challenge in Mother--Child endoscopic retrograde cholangiopancreatography (ERCP), where two flexible scopes provide complementary yet role-dependent views without a calibrated stereo relationship. Unlike conventional multi-view fusion that assumes symmetric information exchange, we formulate \textbf{role-asymmetric dual-scope future prediction}, where cross-view evidence is selectively transferred according to the prediction target and its underlying spatial requirements. We propose \textbf{CrossScope}, a dual-stream surgical world model that preserves view-specific experts while enabling target-specific evidence routing through geometry-guided residual interactions. CrossScope learns two complementary communication directions: geometric motion cues from the Mother view guide Child-view future dynamics, while pose-aligned Child appearance supports Mother-view prediction only when valid spatial correspondence is established. This design allows each scope to contribute task-relevant evidence without compromising its view-specific representation. To evaluate this problem, we establish a paired dual-scope benchmark comprising synchronized phantom and real-world ERCP episodes, with evaluations assessing visual fidelity, structural preservation, target localization, and motion consistency. Experiments demonstrate that CrossScope consistently outperforms strong surgical video generation baselines, validating the importance of role-aware evidence routing for multi-observer visual world modeling.",Wanhao Liu; Jinsong Lin; Rulin Zhou; Chi Kit Ng; Wenbin Pan; Zhiqing Tang; Dongyue Li; Liwei Luo; Yanshen Wu; Panshuo Li; Zhiyong Xiong; Huxin Gao; Tamas Haidegger; Hongliang Ren,2026,2026-08-04,arXiv (Cornell University),10.48550/arxiv.2608.03211,2608.03211,https://arxiv.org/abs/2608.03211,preprint,openalex,"""surgical world model"";""world model"" clinical;""world model"" medicine;""world model"" patient",open-access,include,include_empirical,Learns coupled future-video dynamics across two synchronized surgical scopes.,Multi-frame predictions are assessed with image and video fidelity metrics over future surgical observations.,Single identified arXiv preprint.,https://arxiv.org/pdf/2608.03211,include,include_empirical,Learns directional cross-view transitions to jointly forecast future Mother and Child endoscopy streams.,"Evaluates eight-frame predictions using visual fidelity, structural consistency, target localization, and motion accuracy.",Distinct CrossScope study; no duplicate record identified.,https://arxiv.org/abs/2608.03211,include,empirical,include_empirical,reviewer_consensus,A: The surgical world model directly evaluates learned future-observation generation. B: Dual-scope surgical future observations and interaction dynamics are directly evaluated.
MWM-0068,DreamReg: Belief-Driven World Model for 2D-3D Ultrasound Registration,"Ultrasound (US) is widely used for surgical navigation, yet real-time registration between intraoperative 2D slices and preoperative 3D volumes remains challenging due to partial observability, speckle noise, and the action-dependent US acquisition. Existing methods are one-shot or short-horizon, making it hard for them to gather evidence over time or capture how surgeons adjust probe motion based on on-screen feedback. We propose DreamReg, a belief-driven world-model framework that formulates 2D-3D registration as belief updating over rigid transformations. DreamReg maintains a latent belief state that summarizes past observations and poses information, and continuously refines the transformation through learned dynamics as new slices arrive. During training, DreamReg is exposed to probe-motion trajectories that mimic clinical scanning behavior and learns to update its belief by conditioning pose refinement on the current US observation. During inference, DreamReg refines registration via internal imagination: it rolls out the learned world model to simulate candidate probe motions and their predicted observations, and integrates these imagined outcomes to converge to an accurate rigid transformation. Experiments on CAMUS and u-RegPro datasets demonstrate improved robustness and competitive registration accuracy for real-time guidance compared with state-of-the-art methods.",Luoyao Kang; Yuelin Zhang; Jiwei Shan; Haifan Gong; Qingpeng Ding; Shing Shin Cheng,2026,2026-06-17,arXiv (Cornell University),10.48550/arxiv.2606.18825,2606.18825,https://arxiv.org/abs/2606.18825,preprint,openalex,"""medical world model"";""world model"" clinical;""world model"" echocardiography;""world model"" medicine;""world model"" patient",open-access,include,include_empirical,Learns belief and observation transitions for imagined ultrasound probe movements in 2D–3D registration.,Registration accuracy and reconstruction-based belief updates are evaluated under candidate probe actions.,Single identified arXiv preprint.,https://arxiv.org/pdf/2606.18825,include,include_empirical,Maintains a learned registration belief state and imagines candidate probe motions and predicted observations.,"Tests imagination-based registration on two datasets using geometric accuracy, image similarity, robustness, and speed.",Distinct DreamReg study; no duplicate record identified.,https://arxiv.org/abs/2606.18825,include,empirical,include_empirical,reviewer_consensus,A: Action-conditioned ultrasound dynamics are evaluated through model-based registration. B: Learned belief dynamics are used for internal planning and empirically assessed.
MWM-0073,ECG-WM: A Physiology-Informed ECG World Model for Clinical Intervention Simulation,"Electrocardiogram (ECG)-based models have achieved strong performance in diagnostic tasks, yet they remain limited in modeling how cardiac dynamics evolve under external interventions. In particular, existing approaches focus primarily on static prediction and lack mechanisms to capture ECG variations under different pharmacological conditions. In this work, we propose an ECG World Model for action-conditioned predictive simulation of cardiac electrophysiology. Moving beyond disjoint pipelines, our framework features a principled integration of physiological ordinary differential equation (ODE) priors into latent diffusion dynamics via energy regularization. This structural constraint enables the synthesis of physiologically plausible post-intervention ECG trajectories while effectively mitigating generative hallucinations. Building on this simulation process, we introduce an uncertainty-aware evaluation strategy that leverages the stochasticity of diffusion sampling to characterize both the expected clinical risk and its variability, allowing a more reliable comparative assessment of candidate interventions. We evaluate our method across diverse settings, including controlled drug-response scenarios and real-world clinical records. Beyond standard waveform metrics, experimental results demonstrate improved risk calibration and strong alignment with expert-informed treatment preferences. These results establish our approach as a robust foundation for safe and intervention-aware clinical decision support.",Zhikang Chen; Yue Wang; Sen Cui; Yu Zhang; Changshui Zhang; Tianling Ren; Tingting Zhu,2026,2026-05-17,arXiv (Cornell University),10.48550/arxiv.2605.17580,2605.17580,https://arxiv.org/abs/2605.17580,preprint,openalex,"""medical world model"";""world model"" EHR;""world model"" clinical;""world model"" patient;""world model"" physiology;""world model"" treatment",open-access,include,include_empirical,"Learns physiology-informed, intervention-conditioned ECG state transitions and multi-step rollouts.",Single-step and multi-step generated ECG responses are compared with observed signals using quantitative metrics.,Single identified arXiv preprint.,https://arxiv.org/pdf/2605.17580,include,include_empirical,Uses action-conditioned latent diffusion with physiological priors to simulate post-intervention ECG trajectories.,"Evaluates controlled drug responses, clinical data, uncertainty, and multistep rollout error.",Distinct ECG-WM study; no duplicate record identified.,https://arxiv.org/abs/2605.17580,include,empirical,include_empirical,reviewer_consensus,A: The model directly evaluates intervention-conditioned physiological trajectories. B: The intervention-conditioned electrophysiology simulator is directly evaluated.
MWM-0074,EHRWorld: A Patient-Centric Medical World Model for Long-Horizon Clinical Trajectories,"World models offer a principled framework for simulating future states under interventions, but realizing such models in complex, high-stakes domains like medicine remains challenging. Recent large language models (LLMs) have achieved strong performance on static medical reasoning tasks, raising the question of whether they can function as dynamic medical world models capable of simulating disease progression and treatment outcomes over time. In this work, we show that LLMs only incorporating medical knowledge struggle to maintain consistent patient states under sequential interventions, leading to error accumulation in long-horizon clinical simulation. To address this limitation, we introduce EHRWorld, a patient-centric medical world model trained under a causal sequential paradigm, together with EHRWorld-110K, a large-scale longitudinal clinical dataset derived from real-world electronic health records. Extensive evaluations demonstrate that EHRWorld significantly outperforms naive LLM-based baselines, achieving more stable long-horizon simulation, improved modeling of clinically sensitive events, and favorable reasoning efficiency, highlighting the necessity of training on causally grounded, temporally evolving clinical data for reliable and robust medical world modeling.",Linjie Mu; Zhongzhen Huang; Yannian Gu; Shengqian Qin; Shaoting Zhang; Xiaofan Zhang,2026,2026-02-03,arXiv (Cornell University),10.48550/arxiv.2602.03569,2602.03569,http://arxiv.org/abs/2602.03569,preprint,openalex,"""medical world model"";""world model"" EHR;""world model"" clinical;""world model"" medicine;""world model"" patient;""world model"" physiology;""world model"" treatment",open-access,include,include_empirical,Autoregressively models long-horizon patient event and state trajectories from EHR histories.,Generated clinical trajectories are evaluated with long-horizon sequence and numerical-error measures.,Single identified arXiv preprint.,https://arxiv.org/pdf/2602.03569,include,include_empirical,Learns causal sequential updates for long-horizon EHR states under interventions and inquiries.,Measures numerical and semantic trajectory fidelity and stability across long sequential simulations.,Distinct EHRWorld study; no duplicate record identified.,https://arxiv.org/abs/2602.03569,include,empirical,include_empirical,reviewer_consensus,A: The patient-centric EHR world model has direct long-horizon rollout evaluation. B: The patient simulator is tested on long-horizon future-state generation.
MWM-0077,EyeWorld: A Generative World Model of Ocular State and Dynamics,"Ophthalmic decision-making depends on subtle lesion-scale cues interpreted across multimodal imaging and over time, yet most medical foundation models remain static and degrade under modality and acquisition shifts. Here we introduce EyeWorld, a generative world model that conceptualizes the eye as a partially observed dynamical system grounded in clinical imaging. EyeWorld learns an observation-stable latent ocular state shared across modalities, unifying fine-grained parsing, structure-preserving cross-modality translation and quality-robust enhancement within a single framework. Longitudinal supervision further enables time-conditioned state transitions, supporting forecasting of clinically meaningful progression while preserving stable anatomy. By moving from static representation learning to explicit dynamical modeling, EyeWorld provides a unified approach to robust multimodal interpretation and prognosis-oriented simulation in medicine.",Ziyu Gao; Xinyuan Wu; Xiaolan Chen; Zhuoran Liu; Ruoyu Chen; Bowen Liu; Bingjie Yan; Zhenhan Wang; Kai Jin; Jiancheng Yang; Yih Chung Tham; Mingguang He; Danli Shi,2026,2026-03-14,arXiv (Cornell University),10.48550/arxiv.2603.14039,2603.14039,http://arxiv.org/abs/2603.14039,preprint,openalex,"""world model"" clinical;""world model"" medicine;""world model"" treatment",open-access,include,include_empirical,Learns a generative ocular-state transition model from longitudinal ophthalmic imaging.,Future ocular observations and disease-evolution trajectories are evaluated against held-out longitudinal data.,Single identified arXiv preprint.,https://arxiv.org/pdf/2603.14039,include,include_empirical,Learns time-conditioned ocular-state transitions from longitudinal multimodal imaging.,"Directly tests future OCT progression with LPIPS, SSIM, and PSNR and demonstrates targeted counterfactual progression synthesis.",Distinct EyeWorld study; no duplicate record identified.,https://arxiv.org/abs/2603.14039,include,empirical,include_empirical,reviewer_consensus,A: The study directly evaluates learned longitudinal ocular dynamics. B: Longitudinal ocular dynamics and generated future states receive direct empirical evaluation.
MWM-0078,Failure Detection for Surgical Robot Imitation Policies via Flow-Matching World Modeling,"Imitation learning has shown increasing promise for autonomous robotic surgery, yet safe deployment remains challenging due to the safety-critical nature of surgical tasks and the complexity and variability of surgical environments. Failure detection is therefore an essential safeguard, but its development remains difficult due to the challenges of scarce failure data, highly variable manipulation dynamics, and the need to balance missed detections against disruptive false alarms. To address these challenges, we introduce FoMo-FD (Flow-Matching World Model for Failure Detection), a failure detection method that learns nominal short-horizon visual dynamics with an action-conditioned flow-matching world model. FoMo-FD scores the inverse-transport nonconformity of observed endpoint latents, enabling window-level detection of visual-action inconsistencies without requiring failure demonstrations. Detection thresholds are obtained by conformal calibration on successful executions, yielding task-specific alarms without assuming future failure types. We evaluate FoMo-FD on four surgically relevant manipulation tasks with twenty failure modes across simulation and real-world experiments using the da Vinci Research Kit (dVRK). Results show that FoMo-FD outperforms observation-level anomaly baselines and a prediction-error variant of the same world model, with the wrist-camera view achieving the strongest performance, including a 96.6% failure detection rate (FDR) at a 1.3% false alarm rate (FAR).",Zhefeng Huang; Yilin Cai; Ankit Patel; Mohammad Hajiha; Brendan Browne; Yue Chen,2026,2026-07-29,arXiv (Cornell University),,2607.27511,https://arxiv.org/abs/2607.27511,preprint,openalex,"""surgical world model"";""world model"" clinical;""world model"" patient",open-access,include,include_empirical,Uses flow matching to predict action-conditioned terminal surgical observations from current states.,Predicted action consequences are evaluated through rollout-level policy-failure detection across simulated and real settings.,Single identified arXiv preprint.,https://arxiv.org/pdf/2607.27511,include,include_empirical,Predicts a short-horizon endpoint latent conditioned on visual history and robot action chunks.,"Evaluates realized transition consistency on simulated and real dVRK failures, including action and horizon ablations.",Distinct FoMo-FD study; no duplicate record identified.,https://arxiv.org/abs/2607.27511,include,empirical,include_empirical,reviewer_consensus,A: The action-conditioned dynamics model is empirically evaluated for surgical policy monitoring. B: Action-conditioned nominal dynamics are directly probed through endpoint-consistency detection.
MWM-0094,Future Querying: Can LLMs Serve as Implicit Medical World Models?,"Traditional clinical prediction models rely on task-specific pipelines and curated, structured data, which scale poorly and underutilize unstructured text. To address this, we introduce future querying, a paradigm that probes whether large language models (LLMs) can function as implicit medical world models by evaluating their ability to answer time-indexed clinical queries about a patient's future. Our framework operates on unstructured clinical documentation using endpoint-agnostic training, enabling a single model to answer diverse clinical queries over patient trajectories without manual feature engineering or task-specific retraining. We show that small, locally fine-tuned open-weight models can match or approach larger proprietary systems, making the framework suitable for privacy-preserving, on-premise deployment. Evaluated on a new synthetic medical reports dataset and real ICU notes from the MIMIC-IV dataset, our results provide encouraging evidence that LLMs can capture aspects of clinical dynamics.",Siri Willems; James Butterworth; Lore Goetschalckx; Peter Vrancx; Philippe Modard; Elke Giets; Ludovic Denoyer,2026,2026-08-24,arXiv (Cornell University),10.48550/arxiv.2608.23248,2608.23248,https://arxiv.org/abs/2608.23248,preprint,openalex,"""medical world model"";""world model"" EHR;""world model"" clinical;""world model"" medicine;""world model"" patient;""world model"" treatment",open-access,include,include_empirical,Treats an LLM as an implicit clinical dynamics model that answers questions about future patient states.,Future-query answers are compared with held-out subsequent clinical trajectories.,Single identified arXiv preprint.,https://arxiv.org/pdf/2608.23248,include,include_empirical,Fine-tunes LLMs to answer time-indexed queries about future patient states from prior clinical notes.,Evaluates future-query accuracy across synthetic reports and MIMIC-IV ICU notes at multiple model scales.,Distinct Future Querying study; no duplicate record identified.,https://arxiv.org/abs/2608.23248,include,empirical,include_empirical,reviewer_consensus,A: The study directly tests future-state prediction from longitudinal medical records. B: The implicit clinical future-state capability is explicitly trained and tested.
MWM-0095,"GEMEO: the first patient world model for rare disease, grounding generative clinical trajectories in the genome and a biomedical knowledge graph","GEMEO is, to our knowledge, the first patient world model built specifically for rare disease, and the first trained on real data from a national single-payer system (the Brazilian Unified Health System, SUS). It is a three-pillar architecture (Propose, Simulate, Verify): (A) a proposer that grounds candidate first-onset events in both a biomedical knowledge graph (PrimeKG) and the patient's genome via an ensemble of genomic foundation models (AlphaMissense, Evo 2, AlphaGenome); (B) a Causal Diffusion Forcing transformer trained with a recurrence-aware objective so it predicts genuinely novel events rather than echoing the patient's past; and (C) an agentic verifier that adjudicates every prediction with a traceable evidence path. On a new public benchmark designed to be immune to event autocorrelation (RareBench-BR Trajectory), GEMEO attains new-onset prediction Top-1 of 53.7% (95% CI 51.4-56.1) versus a 38.2% frequency baseline, and beats count-based methods on every long-context task: will-change AUROC 0.906, time-to-transition 0.827, and treatment discontinuation 0.838 versus 0.696. Its genomic pillar, validated on real ClinVar variants, scores variant pathogenicity at AUROC 0.93 (AlphaMissense, missense), 0.82 (Evo 2, zero-shot), and 0.73 (AlphaGenome, splice). We validate Level-1 (state-conditioned) and Level-2 (action-conditioned) capability on the clinical world-model rubric of Qazi et al., with the architecture designed for the counterfactual rollout of Level 3. This deposit contains the preprint (gemeo.pdf) and a snapshot of the open release (reference architecture, conformance suite, benchmark result files, and single-GPU reproducers). Dual licensing: the code, reference implementation, and conformance suite are released under Apache-2.0; the model weights and the RareBench-BR Trajectory benchmark are released under CC-BY-NC-4.0. Code: https://github.com/rarasAI/gemeo. Weights: https://huggingface.co/Raras-AI/gemeo-sus.",Dimas Timmers; Alexandre Kawassaki; Joao Bosco Oliveira,2026,2026-05-21,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.20328323,,https://doi.org/10.5281/zenodo.20328323,preprint,openalex,"""clinical world model"";""patient world model"";""world model"" clinical;""world model"" patient;""world model"" treatment",open-access,include,include_empirical,Builds a genome- and knowledge-grounded patient model for generative clinical state transitions and trajectories.,"Transition and trajectory capabilities, including treatment-discontinuation responses, are evaluated on rare-disease data.",Single stable Zenodo scholarly record; no duplicate candidate identified.,https://doi.org/10.5281/zenodo.20328323,include,include_empirical,Uses a causal diffusion-forcing transformer for variable-horizon rare-disease trajectory rollout with genome and graph grounding.,Reports novel-event prediction and state- and action-conditioned trajectory capability on RareBench-BR.,Distinct GEMEO study; no duplicate record identified.,https://doi.org/10.5281/zenodo.20328323,include,empirical,include_empirical,reviewer_consensus,A: The patient world model directly evaluates longitudinal and action-conditioned clinical dynamics. B: The patient trajectory model and action-conditioned rollout capability are empirically evaluated.
MWM-0103,Intervention-Aware Clinical World Model for Post-Op Outcome Forecasting in Cardiology,"Many clinical prediction models treat post-intervention outcomes as a one-step mapping from baseline measurements to a future endpoint. However, recovery after a procedure often unfolds as an irregular trajectory: clinical observations, medication changes, repeat interventions, and physiological measurements are recorded asynchronously and can change risk assessment over time. We propose an intervention-aware clinical world model that represents each patient with a structured latent state and evolves it through time-ordered post-intervention events. The model first encodes baseline imaging into a 3D spatial latent state. It then updates this state using procedural context, static covariates, elapsed time, and peri-event physiological embeddings. Follow-up imaging provides training-only supervision through a latent forecasting objective. We apply the framework to atrial fibrillation ablation. During the 90-day recovery window, irregular post-procedure records provide clinically meaningful evidence for long-term recurrence risk. In repeated internal cross-validation on DECAAF-II, our model achieves AUROC 0.756 and AUPRC 0.777 for recurrence prediction. It also achieves a scar-extent MAE of 2.971 percentage points without requiring follow-up MRI intensities at inference. The learned state supports recurrence-risk queries at different horizons and retrospective input editing of blanking-period records.",Yunsung Chung; Yingshuo Liu; Abboud F. Hassan; Han Feng; Mary M. Maleckar; Nassir Marrouche; Jihun Hamm,2026,2026-08-13,arXiv (Cornell University),10.48550/arxiv.2608.13518,2608.13518,https://arxiv.org/abs/2608.13518,preprint,openalex,"""clinical world model"";""medical world model"";""world model"" EHR;""world model"" clinical;""world model"" echocardiography;""world model"" medicine;""world model"" patient;""world model"" physiology;""world model"" treatment",open-access,include,include_empirical,Learns intervention-aware latent cardiac transitions to forecast post-operative scar and recurrence.,Future scar error and recurrence performance across forecast horizons are evaluated on clinical data.,Single identified arXiv preprint.,https://arxiv.org/pdf/2608.13518,include,include_empirical,Updates a patient latent through time-ordered post-ablation events and forecasts follow-up imaging state.,Evaluates recurrence forecasting and future scar-extent prediction in repeated patient-level cross-validation.,Distinct intervention-aware cardiology study; no duplicate record identified.,https://arxiv.org/abs/2608.13518,include,empirical,include_empirical,reviewer_consensus,A: The model directly evaluates intervention-conditioned post-operative state evolution. B: The longitudinal post-intervention state model is directly assessed on future clinical outcomes.
MWM-0114,medDreamer: Model-Based Reinforcement Learning with Latent Imagination on Complex EHRs for Clinical Decision Support,"Timely and personalized treatment decisions are essential across a wide range of healthcare settings where patient responses can vary significantly and evolve over time. Clinical data used to support these treatment decisions are often irregularly sampled, where missing data frequencies may implicitly convey information about the patient's condition. Existing Reinforcement Learning (RL) based clinical decision support systems often ignore the missing patterns and distort them with coarse discretization and simple imputation. They are also predominantly model-free and largely depend on retrospective data, which could lead to insufficient exploration and bias by historical behaviors. To address these limitations, we propose medDreamer, a novel model-based reinforcement learning framework for personalized treatment recommendation. medDreamer contains a world model with an Adaptive Feature Integration module that simulates latent patient states from irregular data and a two-phase policy trained on a hybrid of real and imagined trajectories. This enables learning optimal policies that go beyond the sub-optimality of historical clinical decisions, while remaining close to real clinical data. We evaluate medDreamer on both sepsis and mechanical ventilation treatment tasks using two large-scale Electronic Health Records (EHRs) datasets. Comprehensive evaluations show that medDreamer significantly outperforms model-free and model-based baselines in both clinical outcomes and off-policy metrics.",Qianyi Xu; Gousia Habib; Feng Wu; Dilruk Perera; Mengling Feng,2026,2026-04-20,,10.1145/3770854.3780292,,https://doi.org/10.1145/3770854.3780292,conference-paper,openalex,"""world model"" EHR;""world model"" clinical;""world model"" medicine;""world model"" patient;""world model"" physiology;""world model"" treatment",open-access,include,include_empirical,Learns latent patient transitions and generates imagined EHR trajectories for model-based reinforcement learning.,Treatment policies are evaluated on sepsis and ventilation tasks using outcome and off-policy measures.,Peer-reviewed ACM record assessed via its corresponding arXiv preprint 2505.19785.,https://arxiv.org/pdf/2505.19785,include,include_empirical,Learns latent patient transitions from irregular EHR data and generates imagined clinical trajectories.,Evaluates model-based policies on sepsis and metabolic management using real-plus-imagined and fully imagined rollouts.,ACM publication and arXiv 2505.19785 are the same study; this row represents that lineage.,https://arxiv.org/abs/2505.19785,include,empirical,include_empirical,reviewer_consensus,A: The clinical world model’s imagined trajectories are used and evaluated for sequential treatment decisions. B: Learned patient dynamics support empirically evaluated model-based clinical control.
MWM-0116,"Medical world models in healthcare: foundations, applications, and challenges for trustworthy clinical translation","Medical world models offer a framework for extending medical artificial intelligence beyond static prediction by representing evolving patient states and modelling how they change over time and in response to clinical interventions. This Review defines the conceptual boundaries, technical foundations, application domains, and evidence requirements of the field through a structured narrative synthesis with reproducible evidence mapping. We screened 1,455 unique records and assembled a corpus of 98 sources, including 14 studies that met a strict empirical definition of a medical world model. The field is organised around four capabilities: patient state representation, temporal dynamics modelling, intervention-conditioned simulation, and clinician-supervised planning. Evidence spans medical imaging, longitudinal electronic health records, treatment response modelling, physiological and multimodal state modelling, ultrasound and surgical interaction, and population and health-system simulation; clinical digital twins are treated as a cross-cutting integration framework. Current studies provide early evidence of technical feasibility for trajectory forecasting and comparison of candidate interventions, but most remain retrospective, task-specific, or preclinical. The evidence base is further limited by incomplete longitudinal intervention data, inconsistent action semantics, limited causal identifiability, long-horizon error accumulation, inadequate uncertainty estimation, and limited external validation. Clinical translation will therefore depend on precise intervention representations, robust causal and mechanistic grounding, calibrated trajectory-level uncertainty, safety-constrained planning, and prospective multicentre validation against clinically meaningful endpoints.",Zhaoyan Chen; Zhongxiu Cong; Zhuanfeng Jin; Wanshu Fan; Dongsheng Zhou; Qi Ai; Haifan Gong; Congyu Liao; Xiaofeng Liu; Cong Wang,2026,2026-07-28,arXiv (Cornell University),10.48550/arxiv.2607.25242,2607.25242,https://arxiv.org/abs/2607.25242,preprint,openalex,"""clinical world model"";""medical world model"";""patient world model"";""surgical world model"";""world model"" EHR;""world model"" clinical;""world model"" echocardiography;""world model"" medicine;""world model"" patient;""world model"" physiology;""world model"" treatment",open-access,include,include_review,"Defines medical world models and organizes states, dynamics, applications, trustworthiness, and translation.",Synthesizes application evidence and clinical validation challenges across healthcare world-model studies.,Single identified arXiv review preprint.,https://arxiv.org/pdf/2607.25242,include,include_review,"Not applicable; the review defines medical world models through state, dynamics, intervention simulation, and planning capabilities.","Provides reproducible evidence mapping, a capability taxonomy, and clinical-translation evidence requirements.",Distinct review; no duplicate record identified.,https://arxiv.org/abs/2607.25242,include,review,include_review,reviewer_consensus,"A: Medical world models are the primary topic and the paper provides a structured field synthesis. B: Medical world models are the primary topic and the paper supplies a definition, evidence map, and evaluation synthesis."
MWM-0117,"Medical world models: representing medical states, modelling clinical dynamics and guiding intervention policies","Medical diagnosis and treatment are dynamic processes in which patient states evolve over time and clinical interventions alter future outcomes. Although current medical AI can detect disease, estimate risk and generate reports, many systems still return static labels or scores, offering limited insight into how illness may progress or how alternative interventions may reshape its trajectory. Medical world models adapt the world-model idea from artificial intelligence to healthcare by learning internal simulators of patient-state dynamics. Their long-term goal is to help clinicians anticipate deterioration, compare treatment-conditioned futures and tailor care to individual patients. Yet relevant work remains scattered across foundation models, longitudinal modelling, disease simulation, treatment-effect estimation, reinforcement learning and digital twins. To bridge this gap, this review outlines a roadmap for advancing medical AI from isolated diagnosis and prediction toward medical world models that simulate disease evolution and support intervention decisions. This roadmap is organized around three coupled capabilities: patient-state construction, clinical dynamics modelling and intervention decision support. Across representative systems, the comparison highlights what each capability contributes and how partial components can be integrated into more mature perception--dynamics--planning systems. Finally, we identify the challenges involved in turning plausible rollouts into clinically useful simulators. Related literature is available at https://github.com/1999kevin/awesome_medical_world_models.",Ke Liu; Mengxuan Li; Yanyi Bao; T Zhang; Chong Chu; Jiajun Bu; Hao Wang,2026,2026-06-15,arXiv (Cornell University),10.48550/arxiv.2606.16721,2606.16721,https://arxiv.org/abs/2606.16721,preprint,openalex,"""medical world model"";""world model"" clinical;""world model"" patient;""world model"" treatment",open-access,include,include_review,"Presents a framework linking medical state representations, clinical dynamics, and intervention policies.","Maps empirical applications, evaluation practices, limitations, and translation needs for medical world models.",Single identified arXiv review preprint.,https://arxiv.org/pdf/2606.16721,include,include_review,"Not applicable; the review organizes the field around patient state, clinical dynamics, and intervention decisions.",Synthesizes representative systems and proposes a roadmap from static prediction to simulation and planning.,Distinct review; no duplicate record identified.,https://arxiv.org/abs/2606.16721,include,review,include_review,reviewer_consensus,A: The review is centered on medical world models and provides a qualifying taxonomy and evidence synthesis. B: Medical world models are the primary topic and a substantive capability taxonomy is presented.
MWM-0125,MRI Contrast Enhancement Kinetics World Model,"Clinical MRI contrast acquisition suffers from inefficient information yield, which presents as a mismatch between the risky and costly acquisition protocol and the fixed and sparse acquisition sequence. Applying world models to simulate the contrast enhancement kinetics in the human body enables continuous contrast-free dynamics. However, the low temporal resolution in MRI acquisition restricts the training of world models, leading to a sparsely sampled dataset. Directly training a generative model to capture the kinetics leads to two limitations: (a) Due to the absence of data on missing time, the model tends to overfit to irrelevant features, leading to content distortion. (b) Due to the lack of continuous temporal supervision, the model fails to learn the continuous kinetics law over time, causing temporal discontinuities. For the first time, we propose MRI Contrast Enhancement Kinetics World model (MRI CEKWorld) with SpatioTemporal Consistency Learning (STCL). For (a), guided by the spatial law that patient-level structures remain consistent during enhancement, we propose Latent Alignment Learning (LAL) that constructs a patient-specific template to constrain contents to align with this template. For (b), guided by the temporal law that the kinetics follow a consistent smooth trend, we propose Latent Difference Learning (LDL) which extends the unobserved intervals by interpolation and constrains smooth variations in the latent space among interpolated sequences. Extensive experiments on two datasets show our MRI CEKWorld achieves better realistic contents and kinetics. Codes will be available at https://github.com/DD0922/MRI-Contrast-Enhancement-Kinetics-World-Model.",Jindi Kong; Yuting He; Cong Xia; Rongjun Ge; Shuo Li,2026,2026-02-22,arXiv (Cornell University),10.48550/arxiv.2602.19285,2602.19285,http://arxiv.org/abs/2602.19285,preprint,openalex,"""world model"" clinical;""world model"" patient",open-access,include,include_empirical,Learns time-conditioned contrast-enhancement dynamics for future MRI kinetic phases.,Generated future kinetic images are quantitatively compared with observed MRI using fidelity measures.,Single identified arXiv preprint.,https://arxiv.org/pdf/2602.19285,include,include_empirical,Learns continuous-time contrast-enhancement dynamics from sparse MRI observations.,Evaluates generated temporal enhancement sequences using image fidelity and temporal-consistency metrics across MRI datasets.,Distinct MRI CEK-World study; no duplicate record identified.,https://arxiv.org/abs/2602.19285,include,empirical,include_empirical,reviewer_consensus,A: The study directly evaluates future physiological imaging dynamics. B: The learned contrast kinetics and future images are directly evaluated.
