audit_id,stratum,title,abstract,authors,year,publication_date,venue,doi,arxiv_id,url,record_type,sources,query_labels,source_status,original_exclusion_reason
AUD-4ecfb438361f,phrase_absent_random,Guinea-Bissau,,,2020,2020,World Tariff Profiles,10.30875/27dabae1-en,,https://doi.org/10.30875/27dabae1-en,book-chapter,['crossref'],"['""medical world model""']",registered,world-model phrase absent from title and abstract
AUD-2d5736ad6003,phrase_absent_random,INFLUENCE OF VIRTUAL REALITY TOOLS ON HUMAN ANATOMY LEARNING,"The paper considers virtual reality (VR) as an effective way of teaching and learning. It discusses the possibilities of modern educational information technologies implementation, the educational advantages and drawbacks of 3D technologies and highlights VR features which enable dynamic forms of learning by creating artifacts in virtual environment with activities triggered by learners’ interaction. The effective role of the means of VR in education is determined and theoretically substantiated. Approaches aimed at increasing the theoretical and practical readiness of learners for educational activity using VR tools are considered. The research participants were exposed to two learning modes: traditional (textbook style) and VR. The experiment was based on Human Anatomy VR Complete Edition by Virtual Medicine software which provided interaction with virtual models of human anatomy. Anatomy knowledge test and Students' Engagement in School Four-dimensional Scale were used to compare learning outcomes and the levels of student cognitive engagement between the two groups on the basis of ANOVA test. Participants in the VR mode improved learning performance (i.e. recollecting and reconstituting) and engagement scores (cognitive and agency subscales) compared to those in the traditional learning mode. Emotional self-ratings before and after the learning phase in the VR mode showed an increase in positive emotions and a decrease in negative emotions. Overall, participants in the VR mode displayed an improved learning experience when compared to traditional learning methods. The combination of visualization and interactivity makes VR learning mode advantageous for effective education. The directions of further research such as organizational and psycho-pedagogical conditions of VR implementation in education and teacher training are defined.",Інокентій Корнієнко; Беата Барчі,2020,2020-06-19,Information Technologies and Learning Tools,10.33407/itlt.v77i3.3493,,https://doi.org/10.33407/itlt.v77i3.3493,article,['openalex'],"['""world model"" medicine', '""world model"" physiology']",open-access,world-model phrase absent from title and abstract
AUD-7d1def43588f,phrase_absent_random,Integrated Western and Traditional Chinese Medicine Approaches for Herpes Zoster and Post-Herpetic Neuralgia: A Narrative Review.,"Background: Herpes zoster (HZ) and postherpetic neuralgia (PHN) impose a substantial global burden, particularly in older and immunocompromised adults. Western therapies (antivirals, vaccination, and analgesics) reduce viral replication and acute pain but frequently fail to prevent chronic neuropathic pain or fully restore function. Traditional Chinese Medicine (TCM) is widely used as an adjunctive treatment in routine practice, yet its integration with Western care remains variably implemented and synthesized. Objective: To provide a clinically oriented narrative synthesis of epidemiology, mechanisms, and treatment strategies for HZ/PHN from Western and TCM perspectives; to summarize the evidence base for integrated Western-TCM management; and to identify safety considerations, evidence gaps, and priorities for future research. Methods: We conducted a narrative review of English- and Chinese-language literature on HZ/PHN by searching PubMed, Embase, Web of Science, and major Chinese databases (eg, CNKI) up to 2025. We included clinical trials, observational studies, and mechanistic research evaluating Western therapies, TCM interventions (herbal medicine, acupuncture/electroacupuncture, and other external modalities), or integrated regimens used alongside standard Western care. Study quality and risk of bias were appraised qualitatively with attention to sample size, blinding, outcome measures, and reporting of adverse events. Results: HZ pathobiology involves varicella-zoster virus reactivation, neuroinflammation, peripheral and central sensitization, and small-fiber loss, which together drive acute pain and the transition to PHN. Western care provides effective viral suppression and evidence-based analgesia but offers limited strategies for neural repair. TCM interventions have demonstrated complementary effects on pain relief, lesion healing, and functional recovery in small randomized and practice-based studies. Across trials, integrated Western-TCM approaches are associated with faster rash healing, greater reductions in acute pain (particularly with acupuncture-based techniques), a possible reduction in PHN incidence, and improvements in sleep, mood, and quality of life. However, the certainty of the evidence is constrained by small sample sizes, protocol heterogeneity, non-standard outcome measures, and incomplete reporting of adverse events. Safety considerations include herb-drug interactions and quality control of herbal products; acupuncture- and moxibustion-related adverse events are uncommon and typically mild when performed by trained practitioners. Conclusion: Integration of Western and TCM modalities for HZ/PHN is mechanistically plausible and clinically promising, targeting viral burden, neuroinflammation, pain modulation, and neural repair along complementary pathways. Current data support the cautious use of selected TCM therapies as adjuncts to guideline-based Western care in appropriate patients, while underscoring the need for high-quality pragmatic trials with standardized endpoints, mechanistic biomarkers, and robust safety monitoring to establish the effectiveness, safety, and cost-effectiveness of scalable integrated care pathways.","Li L, Xu J, Al-Danakh A, Xing Q.",2026,2026-01-13,Drug Design Development and Therapy,10.2147/dddt.s570847,,https://europepmc.org/article/MED/41868186,review,"['europe_pmc', 'openalex']","['""world model"" medicine', 'europe_pmc_core']",indexed,world-model phrase absent from title and abstract
AUD-1c5d8413e95f,phrase_absent_random,The Gambia,,,2020,2020,World Tariff Profiles,10.30875/34c60994-en,,https://doi.org/10.30875/34c60994-en,book-chapter,['crossref'],"['""medical world model""']",registered,world-model phrase absent from title and abstract
AUD-a7cc87cf05d8,phrase_absent_random,Model Assessment,,,2026,2026,Healthcare Quality Measurement,10.1017/9781009648196.009,,https://doi.org/10.1017/9781009648196.009,book-chapter,['crossref'],"['""healthcare world model""']",registered,world-model phrase absent from title and abstract
AUD-d7b3cbb0164d,phrase_absent_random,Development of a nomogram prediction model for severity of acute pancreatitis based on echocardiography parameters and systemic immunoinflammatory index,,Hai-Ping Shen; Shu-Yuan Zhu,2023,2023,World Chinese Journal of Digestology,10.11569/wcjd.v31.i19.822,,https://doi.org/10.11569/wcjd.v31.i19.822,journal-article,['crossref'],"['""world model"" echocardiography']",registered,world-model phrase absent from title and abstract
AUD-a045d83b9113,phrase_absent_random,"Attention in Psychology, Neuroscience, and Machine Learning","Attention is the important ability to flexibly control limited computational resources. It has been studied in conjunction with many other topics in neuroscience and psychology including awareness, vigilance, saliency, executive control, and learning. It has also recently been applied in several domains in machine learning. The relationship between the study of biological attention and its use as a tool to enhance artificial neural networks is not always clear. This review starts by providing an overview of how attention is conceptualized in the neuroscience and psychology literature. It then covers several use cases of attention in machine learning, indicating their biological counterparts where they exist. Finally, the ways in which artificial attention can be further inspired by biology for the production of complex and integrative systems is explored.",Grace W. Lindsay,2020,2020-04-16,Frontiers in Computational Neuroscience,10.3389/fncom.2020.00029,,https://doi.org/10.3389/fncom.2020.00029,article,['openalex'],"['""world model"" patient', '""world model"" physiology']",open-access,world-model phrase absent from title and abstract
AUD-fd0c4c5f99d2,phrase_absent_random,Intelligence Augmentation: Towards Building Human- machine Symbiotic Relationship,"Artificial intelligence, which people originally modeled after human intelligence, has made significant advances in recent years. These advances have caused many to fear that machines will surpass human intelligence and dominate humans. Intelligence augmentation (IA) has the potential to turn the tension between the two intelligence types into a symbiotic one. Although IA has not gained momentum until recent years, the idea that machines can amplify human abilities has existed for many decades. Expanded from a panel discussion on Intelligence Augmentation at the 2020 International Conference of Information Systems (ICIS), we define IA in light of its history and evolution and classify IA based on its capabilities, roles, and responsibilities. Based on reviewing the IA literature in terms of research themes, enabling technology, and applications, we identify key research issues, challenges, and future opportunities.",Lina Zhou; Souren Paul; Haluk Demirkan; Lingyao Yuan; Jim Spohrer; IBM; Michelle X. Zhou; Juji; Julie Basu; smartQED,2021,2021-06-30,AIS Transactions on Human-Computer Interaction,10.17705/1thci.00149,,https://doi.org/10.17705/1thci.00149,article,['openalex'],"['""world model"" clinical', '""world model"" medicine', '""world model"" patient', '""world model"" physiology', '""world model"" treatment']",open-access,world-model phrase absent from title and abstract
AUD-8cbd85e2f9de,phrase_absent_random,Exploring the link between synesthesia and lucid dreaming through perceptual presence.,"This study investigates links between synesthesia and lucid dreaming via perceptual presence and counterfactual-richness (abundant possible sensorimotor contingencies). We hypothesized that synesthetes would report more frequent lucid dreams because enhanced counterfactual-richness facilitates dream control and clarity. We surveyed 616 adults using a synesthesia self-report, the Lucidity and Consciousness in Dreams scale (LuCiD), and the Big-5 inventory (TIPI-J). Cluster analysis validated four synesthesia subtypes- Language-Color, Ordinal Linguistic Personification (OLP), Spatial Sequence, and Visualized sensation-consistent with prior work. Regression analyses revealed type-specific effects on lucid dreaming: perceptual synesthesia (Visualized sensation, Spatial Sequence) robustly promoted lucid-dream facets-especially control, and also insight, dissociation, and positive emotion-whereas conceptual synesthesia (Language-Color, OLP) showed negative interactions with Openness and Extraversion, thereby attenuating lucid-dream experiences. Personality analyses further confirmed positive associations between lucid dreaming and Openness and Extraversion, aligning with previous literature. We interpret perceptual synesthesia as an expression of excessive counterfactual-richness that enhances perceptual presence and sensorimotor contingencies during dreaming. These findings both clarify qualitative differences within synesthetic experience and suggest a new direction for understanding synesthesia and lucid dreaming as interconnected cognitive phenomena.","Matsuda E, Matsuda E.",2026,2026-02-26,,10.3389/fpsyg.2026.1733841,,https://europepmc.org/article/MED/41835866,,['europe_pmc'],['europe_pmc_core'],indexed,world-model phrase absent from title and abstract
AUD-ec48d84ccba0,phrase_absent_random,Social Media as a Tool for Patient Education in Neurosurgery: An Overview,,Nathan A. Shlobin; Saarang Patel; Nader S. Dahdaleh,2022,2022,World Neurosurgery,10.1016/j.wneu.2022.02.054,,https://doi.org/10.1016/j.wneu.2022.02.054,journal-article,['crossref'],"['""patient world model""', '""world model"" patient']",registered,world-model phrase absent from title and abstract
AUD-df48728d8155,phrase_absent_random,Pulmonary valve assessment by three‐dimensional echocardiography,"Abstract The pulmonary valve (PV) has historically been ignored by imaging studies. Disorders of the PV encountered in adult cardiac patients are increasingly encountered due to advanced care of patients with congenital heart disease and associated PV diseases. Despite advances in PV imaging, multiple challenges remain when it comes to obtaining high quality PV images. While 2D TTE is the usual initial imaging tool for PV, excellent views of the PV annulus and its one or two leaflets are obtained in less than half of patients. The 3D echocardiography en face view allows all three leaflets to be evaluated concurrently, as well as assessments of the RV outflow tract and main pulmonary artery, which has improved quantitative assessment of PV diseases. Increasing image quality and experience with live/real time 3D TEE amplifies its utility in accurate evaluation and helps guide and monitor successful percutaneous PV interventions. 2D TTE remains the first line diagnostic tool; however, 3D TTE and 3D TEE provide better image quality which increases diagnostic accuracy and guidance to therapy. In this review article, we stress improvement in 3D echocardiography and its role in diagnostic and therapeutic options for PV diseases.",Tuncay Taskesen; Edward A. Gill,2021,2021,Echocardiography,10.1111/echo.15001,,https://doi.org/10.1111/echo.15001,journal-article,['crossref'],"['""world model"" echocardiography']",registered,world-model phrase absent from title and abstract
AUD-eae5a49fc2d0,phrase_absent_random,A Clinical Prediction Model for Complications After Cranioplasty Based on Modified-Brain Collapse Ratio and Comorbidity Burden,,Yizhou Lu; Hongyue Huo; Jianxin Jiang,2025,2025,World Neurosurgery,10.1016/j.wneu.2025.124235,,https://doi.org/10.1016/j.wneu.2025.124235,journal-article,['crossref'],"['""clinical world model""', '""world model"" clinical']",registered,world-model phrase absent from title and abstract
AUD-da73d883b73b,phrase_absent_random,An Extended Epidemic Model on Interconnected Networks for COVID-19 to Explore the Epidemic Dynamics,"COVID-19 has resulted in a public health global crisis. The pandemic control necessitates epidemic models that capture the trends and impacts on infectious individuals. Many exciting models can implement this but they lack practical interpretability. This study combines the epidemiological and network theories and proposes a framework with causal interpretability in response to this issue. This framework consists of an extended epidemic model in interconnected networks and a dynamic structure that has major human mobility. The networked causal analysis focuses on the stochastic processing mechanism. It highlights the social infectivity as the intervention estimator between the observable effect (the number of daily new cases) and unobservable causes (the number of infectious persons). According to an experiment on the dataset for Tokyo metropolitan areas, the computational results indicate the propagation features of the symptomatic and asymptomatic infectious persons. These new spatiotemporal findings can be beneficial for policy decision making.","Deng O, Tago K, Jin Q.",2021,2021-04-10,,,,https://europepmc.org/article/PPR/PPR343083,,['europe_pmc'],['europe_pmc_core'],indexed,world-model phrase absent from title and abstract
AUD-2d381c43d614,phrase_absent_random,"Patient Data Privacy, Protected Health Information, and Ethics of Real-World Evidence",,Corinne S. Pillai; Eleanor E. Panico; Kelly H. Zou; Ewa Filipowska,2022,2022,Real-World Evidence in a Patient-Centric Digital Era,10.1201/9781003017523-3,,https://doi.org/10.1201/9781003017523-3,book-chapter,['crossref'],"['""patient world model""', '""world model"" patient']",registered,world-model phrase absent from title and abstract
AUD-ff5600de04f7,phrase_absent_random,Nutrition assessment in surgical patients: The strategic way to improve outcomes,"Malnutrition remains a significant but often under-recognized challenge in the management of surgical patients worldwide. It is estimated that a substantial proportion of patients undergoing major surgery, particularly those with gastrointestinal or oncologic diseases, suffer from some degree of malnutrition1,2. The physiological stress induced by surgery, characterized by a hypermetabolic state and systemic inflammatory response, exacerbates existing nutritional deficits3. This synergistic effect leads to impaired immune function, delayed wound healing, increased muscle wasting, and a higher predisposition to postoperative complications such as sepsis and anastomotic leakage1,4. Consequently, malnutrition is directly linked to prolonged hospital stays, increased healthcare costs, and higher mortality rates [2, 5]. Therefore, early and systematic nutrition assessment is no longer optional but a fundamental pillar of perioperative care4.",Kaweesak Chittawatanarat,2026,2026,World Nutrition Journal,10.25220/wnj.v09.i2.000i,,https://doi.org/10.25220/wnj.v09.i2.000i,journal-article,['crossref'],"['""surgical world model""']",registered,world-model phrase absent from title and abstract
AUD-c4518751f366,phrase_absent_random,Fusion of Computer Vision and AI in Collaborative Robotics: A Review and Future Prospects,"The integration of advanced computer vision and artificial intelligence (AI) techniques into collaborative robotic systems holds the potential to revolutionize human–robot interaction, productivity, and safety. Despite substantial research activity, a systematic synthesis of how vision and AI are jointly enabling context-aware, adaptive cobot capabilities across perception, planning, and decision-making remains lacking (especially in recent years). Addressing this gap, our review unifies the latest advances in visual recognition, deep learning, and semantic mapping within a structured taxonomy tailored to collaborative robotics. We examine foundational technologies such as object detection, human pose estimation, and environmental modeling, as well as emerging trends including multimodal sensor fusion, explainable AI, and ethically guided autonomy. Unlike prior surveys that focus narrowly on either vision or AI, this review uniquely analyzes their integrated use for real-world human–robot collaboration. Highlighting industrial and service applications, we distill the best practices, identify critical challenges, and present key performance metrics to guide future research. We conclude by proposing strategic directions—from scalable training methods to interoperability standards—to foster safe, robust, and proactive human–robot partnerships in the years ahead.",Yuval Cohen; Amir Biton; Shraga Shoval,2025,2025-07-15,Applied Sciences,10.3390/app15147905,,https://doi.org/10.3390/app15147905,article,['openalex'],"['""world model"" physiology']",open-access,world-model phrase absent from title and abstract
AUD-33f2c3e793b3,phrase_absent_random,Biocybersecurity and applications of predictive physiological modelling,"In the scientific world, models are useful abstractions and sets of rules that can be used to predict hypothetical events. One's first exposure to models is likely in primary science education - models of gravity or chemical interaction. As computational power increases, the availability of models for different purposes continues to grow. For instance, models of climate and weather are more accurate than before. This growth has also grown to encompass the field of medicine. There are now an increasing number of computational models that describe the physiology of a given patient with great accuracy and interaction. The development of these models is a boon to the medical training field and is typically the reason for most of the development of these models. These models could be used to design a customised, multivariate biological threat. This threat would be entirely hypothetical if the medical training models were a singular development. However, the independent rise of low-cost, semi-autonomous biological manipulators gives this hypothetical threat very practicable teeth to combine high-resolution computational data with designer bioagents to deliver the optimal biological agent for a threat. This paper attempts to spur conversation based on the exploration of this distinct possibility and scenarios derived from the ideas proposed within the models described below.",Lucas Potter; Sachin Shetty; Saltuk Karahan; Xavier‐Lewis Palmer,2024,2024-01-01,International Journal of System of Systems Engineering,10.1504/ijsse.2024.139410,,http://dx.doi.org/10.1504/ijsse.2024.139410,article,['openalex'],"['""world model"" medicine', '""world model"" patient', '""world model"" physiology']",indexed,world-model phrase absent from title and abstract
AUD-f6e02fe3397c,phrase_absent_random,Clinical characteristics of patients with hepatitis and cirrhosis and the construction of a prediction model,"BACKGROUND Hepatitis B-associated cirrhosis is an important disease burden in China. However, there is a lack of effective predictors in clinical practice to drive delivery and enable early treatment to delay disease progression. AIM To analyzing the clinical characteristics of patients with hepatitis and cirrhosis, the nomogram model was established and validated. METHODS The clinical data of 1070 patients with hepatitis B who were treated in our hospital from October 2015 to July 2022 were collected. In a 7:3 ratio, 749 cases were divided into training cohorts and 321 cases were divided into validation cohorts. In addition, the training cohort and validation cohort were further divided into hepatitis group and hepatitis B-related cirrhosis group based on whether the patient progressed to cirrhosis. Binary logistic regression was used to analyze the influencing factors of hepatitis progression to cirrhosis. A roadmap prediction model was established, and the predictive effect of the model was evaluated by patient-subject receiver operating characteristic curve (ROC), and the effectiveness of the model was evaluated by decision curve analysis. RESULTS Binary logistic regression analysis was performed using hepatitis B-related cirrhosis = 1 and hepatitis = 0 as dependent variables, and univariate analysis of serological indicators was used as covariates. The results showed that glutamic oxaloacetate aminotransferase/glutamate acetone aminotransferase levels, prothrombin time activity, and hepatitis B e antigen levels were all contributing factors to the progression of hepatitis to cirrhosis. The area under the ROC curve was 0.693 [95% confidence interval (CI): 0.631 to 0.756] for the training cohort and 0.675 (95%CI: 0.561 to 0.790) for the validation cohort. In addition, the decision analysis curves of the prediction models of both the training cohort and the validation cohort confirmed the effectiveness of the nomogram prediction model. CONCLUSION Three independent factors influencing the progression to cirrhosis in patients with hepatitis B were identified. The construction of a nomogram prediction model from hepatitis to cirrhosis has high application value as a tool for predicting the occurrence of liver cirrhosis in hepatitis B patients.",Yu-Shuang Huang; Wei Gao; Ai-Jun Sun; Chun-Wen Pu; Shuang-Shuang Xu,2025,2025,World Journal of Hepatology,10.4254/wjh.v17.i2.96506,,https://doi.org/10.4254/wjh.v17.i2.96506,journal-article,['crossref'],"['""clinical world model""', '""world model"" clinical']",registered,world-model phrase absent from title and abstract
AUD-20aba72fa58e,phrase_absent_random,Indonesia,,,2020,2020,World Tariff Profiles,10.30875/38ed6617-en,,https://doi.org/10.30875/38ed6617-en,book-chapter,['crossref'],"['""medical world model""']",registered,world-model phrase absent from title and abstract
AUD-3f73d1ad6495,phrase_absent_random,A deep learning-driven cataract screening model derived from multicenter real-world dataset,"Introduction Cataracts, the leading cause of reversible blindness globally, require timely detection and intervention for effective prevention of blindness. Artificial intelligence can assist in massive screening, however, existing models often trained on homogeneous, single-center data, suer from poor generalizability. Methods To address this challenge, we developed and validated a deep learning model trained on a large-scale, multicenter, real-world dataset comprising 22,094 slit-lamp images from 21 ophthalmic institutions across 12 provinces and municipalities in China. We designed a cascaded framework that emulates the sequential reasoning of a clinical diagnostic workflow, a methodological approach for ensuring reliability on noisy, real-world data. It first performs an automated quality assessment, then screens for common confounders like pterygium, and finally conducts a differential diagnosis among cataract, post-cataract surgery, other ocular diseases, and healthy eyes. Within this framework, we evaluated several deep learning architectures. Results In the cataract classification task, the leading models demonstrated excellent performance on an independent test set. For instance, the ResNet50-IBN based model achieved an accuracy of 93.74%, specificity of 97.74% and an area under the curve (AUC) of 95.30%. Discussion This study demonstrates that training on multicenter, real-world data yields a robust and generalizable model, providing a powerful tool for largescale ophthalmic screening. Specifically, our model establishes a methodological blueprint for developing trustworthy medical deep learning systems.",Zhonghui Cui; Yu Cheng; Siqi Pan; Yong Zhu; Weiwei Dai,2025,2025,Frontiers in Medicine,10.3389/fmed.2025.1691419,,https://doi.org/10.3389/fmed.2025.1691419,journal-article,['crossref'],"['""world model"" medicine']",registered,world-model phrase absent from title and abstract
AUD-e42dda968bb2,phrase_absent_random,Blockchain Technology Applications in Healthcare Supply Chains—A Review,"Understanding the prospective of blockchain technology and its uses in the healthcare sector is essential so that its considerable implementation can support the industry’s much-needed digitization. Furthermore, blockchain can provide answers to the issues in the healthcare industry today. Blockchain’s features like security, traceability, transparency, cost efficiency etc. can help bring supply chain transparency, health record management and prevent drug counterfeiting. Blockchain has emerged as a promising technology with great ability to bring changes to the healthcare sector. Therefore, this study aims to comprehend the current state of blockchain technology research in the healthcare supply chains. Further, it presents potential repercussions and the potential routes it may open for future research initiatives in this area. A systematic literature (SLR) process has been used and conducted in two stages. In the first stage, articles were identified through literature search and were subjected to keyword selection, database search and screening process. Finally, 124 papers were categorized through bibliographic coupling. A detailed investigation of these included papers was performed in the second stage with descriptive and content analysis. The results reveal that research related to blockchain applications or implementation is at a nascent stage. The publications in this area have been rising steadily over the past few years. When it comes to publishing in this field, India is the most productive nation while IEEE Access is the most productive journal. Applications for blockchain technology in healthcare include medical insurance, remote patient monitoring, medication supply chain management, electronic health records (EHRs), and more. The most popular use case is EHR management. The analysis further conveys that findings are less generalizable due to more theoretical or less empirically designed studies published in this domain. This study will help stakeholders, policymakers, researchers, and managers in taking strategic decisions regarding the adoption of the technology in the healthcare industry. This study is done concerning the blockchain’s use in the healthcare sector context, so other emerging technologies and sectors not taken must be considered while generalizing the results. This study is among the few up-to-date consolidated attempts to present a systematic literature review and bibliometric analysis for assessing blockchain technology’s potential in the healthcare sector. It provides an overview of the published work with implications and proposed cluster-wise future research directions.",Sarthak Dhingra; Rakesh D. Raut; Koteswararao Naik; Kamalakanta Muduli,2024,2024-01-01,IEEE Access,10.1109/access.2023.3348813,,https://doi.org/10.1109/access.2023.3348813,article,['openalex'],"['""world model"" EHR', '""world model"" medicine', '""world model"" patient']",open-access,world-model phrase absent from title and abstract
AUD-a83095ebc97f,phrase_absent_random,Effect of health education based on information-motivation-behavioral skills model on patients with unilateral vestibular dysfunction,"BACKGROUND Vestibular dysfunction (VH) is a common concomitant symptom of late peripheral vestibular lesions, which can be trauma, poisoning, infection, heredity, and neurodegeneration, but about 50% of the causes are unknown. The study uses the information-motivation-behavioral skills (IMB) model for health education, effectively improve the quality of life, increase their self-confidence, reduce anxiety and depression, and effectively improve the psychological state of patients. AIM To explore the effect of health education based on the IMB model on the degree of vertigo, disability, anxiety and depression in patients with unilateral vestibular hypofunction. METHODS The clinical data of 80 patients with unilateral vestibular hypofunction from January 2019 to December 2021 were selected as the retrospective research objects, and they were divided into the control group and the observation group with 40 cases in each group according to different nursing methods. Among them, the control group was given routine nursing health education and guidance, and the observation group was given health education and guidance based on the IMB model. The changes in self-efficacy, anxiety and depression, and quality of life of patients with unilateral VH were compared between the two groups. RESULTS There was no significant difference in General Self-Efficacy Scale (GSES) scale scores between the two groups of patients before nursing (P > 0.05), which was comparable; after nursing, the GSES scale scores of the two groups were higher than those before nursing. The nursing group was higher than the control group, and the difference was statistically significant (P 0.05). After nursing, the HADS score, anxiety, and depression subscale scores of the two groups of patients were lower than those before nursing, and the nursing group was lower than the control group, and the difference was statistically significant (P CONCLUSION Health education based on the IMB model can effectively improve patients' quality of life, increase self-efficacy of patients with unilateral vestibular hypofunction, enhance patients' confidence, enable patients to resume normal work and life as soon as possible, reduce patients' anxiety and depression, and effectively improve patients' psychological status.",Qiong Shi; Ruo-Jun Wu; Jiang Liu,2024,2024,World Journal of Clinical Cases,10.12998/wjcc.v12.i5.903,,https://doi.org/10.12998/wjcc.v12.i5.903,journal-article,['crossref'],"['""clinical world model""', '""world model"" clinical']",registered,world-model phrase absent from title and abstract
AUD-ffce4ca7fe24,phrase_absent_random,Data-Centric and Model-Centric AI: Twin Drivers of Compact and Robust Industry 4.0 Solutions,"Despite its dominance over the past three decades, model-centric AI has recently come under heavy criticism in favor of data-centric AI. Indeed, both promise to improve the performance of AI systems, yet with converse points of focus. While the former successively upgrades a devised model (algorithm/code), holding the amount and type of data used in model training fixed, the latter enhances the quality of deployed data continuously, paying less attention to further model upgrades. Rather than favoring either of the two approaches, this paper reconciles data-centric AI with model-centric AI. In so doing, we connect current AI to the field of cybersecurity and natural language inference, and through the phenomena of ‘adversarial samples’ and ‘hypothesis-only biases’, respectively, showcase the limitations of model-centric AI in terms of algorithmic stability and robustness. Further, we argue that overcoming the alleged limitations of model-centric AI may well require paying extra attention to the alternative data-centric approach. However, this should not result in reducing interest in model-centric AI. Our position is supported by the notion that successful ‘problem solving’ requires considering both the way we act upon things (algorithm) as well as harnessing the knowledge derived from data of their states and properties.",Oussama H. Hamid,2023,2023-02-21,Applied Sciences,10.3390/app13052753,,https://doi.org/10.3390/app13052753,article,['openalex'],"['""world model"" patient', '""world model"" treatment']",open-access,world-model phrase absent from title and abstract
AUD-a5f175850c9b,phrase_absent_random,Language Models Might Not Understand You: Evaluating Theory of Mind via Story Prompting,"We introduce StorySim, a programmable framework for synthetically generating stories to evaluate the theory of mind (ToM) and world modeling (WM) capabilities of large language models (LLMs). Unlike prior benchmarks that may suffer from contamination in pretraining data, or rely on an LLM for generation, StorySim produces novel, compositional story prompts anchored by a highly controllable Storyboard, enabling precise manipulation of character perspectives and events. Using StorySim, we evaluate LLMs across three kinds of ToM tasks: false belief, goal-directed, and preference attribution tasks. We then use our framework to design first- and second-order ToM tasks alongside WM tasks that control for the ability to track and model mental states. Our experiments across a suite of LLMs show that most models achieve higher accuracy on WM tasks than on ToM tasks, and that some models tend to reason more accurately when the subject of reasoning is a person rather than an inanimate object. Additionally, models struggle with goal-directed reasoning the most, and performance does not always scale with model size. All code for generating data and evaluations is freely available.",Nathaniel Getachew; Abulhair Saparov,2025,2025-06-23,arXiv (Cornell University),10.48550/arxiv.2506.19089,2506.19089,https://arxiv.org/abs/2506.19089,preprint,['openalex'],"['""world model"" clinical']",open-access,world-model phrase absent from title and abstract
AUD-3983834be75e,phrase_absent_random,Artificial Intelligence Algorithms in Health Care: Is the Current Food and Drug Administration Regulation Sufficient?,"Given the growing use of machine learning (ML) technologies in health care, regulatory bodies face unique challenges in governing their clinical use. Under the regulatory framework of the Food and Drug Administration, approved ML algorithms are practically locked, preventing their adaptation in the ever-changing clinical environment, defeating the unique adaptive trait of ML technology in learning from real-world feedback. At the same time, regulations must enforce a strict level of patient safety to mitigate risk at a systemic level. Given that ML algorithms often support, or at times replace, the role of medical professionals, we have proposed a novel regulatory pathway analogous to the regulation of medical professionals, encompassing the life cycle of an algorithm from inception, development to clinical implementation, and continual clinical adaptation. We then discuss in-depth technical and nontechnical challenges to its implementation and offer potential solutions to unleash the full potential of ML technology in health care while ensuring quality, equity, and safety. References for this article were identified through searches of PubMed with the search terms ""Artificial intelligence,"" ""Machine learning,"" and ""regulation"" from June 25, 2017, until June 25, 2022. Articles were also identified through searches of the reference list of the articles. Only papers published in English were reviewed. The final reference list was generated based on originality and relevance to the broad scope of this paper.","Mashar M, Chawla S, Chen F, Lubwama B, Patel K, Kelshiker MA, Bachtiger P, Peters NS.",2023,2023-01-16,JMIR AI,10.2196/42940,,https://europepmc.org/article/MED/38875544,article,"['europe_pmc', 'openalex']","['""world model"" clinical', '""world model"" medicine', '""world model"" patient', '""world model"" treatment', 'europe_pmc_core']",indexed,world-model phrase absent from title and abstract
AUD-1417c348ab0e,phrase_absent_random,Designing the Mind: How Agentic Frameworks Are Shaping the Future of AI Behavior,"Agentic frameworks represent a paradigm shift in artificial intelligence, transitioning from reactive systems to autonomous entities capable of perceiving environments, reasoning about complex situations, planning actions, and executing decisions aligned with specific goals. These architectures integrate multiple specialized components—perception modules, world modeling capabilities, goal management systems, planning mechanisms, and action execution frameworks—working in concert to enable proactive behavior in dynamic environments. While offering transformative potential across domains including robotics, healthcare, finance, and human-AI collaboration, agentic systems simultaneously present significant challenges related to safety, value alignment, interpretability, and governance. Addressing these challenges requires multidisciplinary approaches spanning technical innovation, responsible design methodologies, and anticipatory governance frameworks. The evolution of agentic AI represents not merely a technical advancement but a fundamental reconceptualization of human-machine relationships, with profound implications for how intelligent systems will operate and integrate within society.",Venus Garg,2025,2025-05-30,Journal of Computer Science and Technology Studies,10.32996/jcsts.2025.7.5.24,,https://doi.org/10.32996/jcsts.2025.7.5.24,article,['openalex'],"['""world model"" clinical', '""world model"" patient', '""world model"" treatment']",open-access,world-model phrase absent from title and abstract
