"audit_id","stratum","title","decision","corpus_type","reason_code","rationale","confidence"
"AUD-5b8afa4dfc3d","alternate_dynamics_enriched","Towards Effective Patient Simulators","include","empirical","include_empirical","The paper introduces a graph-based simulator trained on intensive-care data and quantitatively compares patient simulation approaches.","high"
"AUD-5087605e130b","alternate_dynamics_enriched","Towards Surgical World-Action Modeling: A Preliminary Joint Visual-Trajectory Forecasting for Surgical Motion Planning","include","empirical","include_empirical","The model jointly learns surgical visual and instrument dynamics and evaluates fifteen-step autoregressive rollouts.","high"
"AUD-0bb84aa3bd2f","phrase_absent_random","Mapping pesticide mixtures to cancer risk at the country scale with spatial exposomics.","exclude","empirical","no_learned_dynamics","The study maps spatial exposure associations and cancer incidence without learned temporal state evolution.","high"
"AUD-269342174363","phrase_absent_random","Informing and Evaluating Educational Applications With the Kirkpatrick Model in Virtual Environments: Using a Virtual Human Scenario to Measure Communication Skills Behavior Change","exclude","empirical","no_learned_dynamics","The virtual-human scenario evaluates medical communication training and contains no learned patient or environment dynamics.","high"
"AUD-c38374316b5f","phrase_absent_random","1042-P: Long-Term Complications after Add-on Treatment to Metformin—UK Real-World Progression in Diabetes (RAPIDS) Model","include","empirical","include_empirical","The calibrated diabetes microsimulation rolls outcomes forward under alternative treatment sequences and evaluates five-year counterfactual complications.","medium"
"AUD-befa6026a27a","phrase_absent_random","Application of deep learning-based facial pain recognition model for postoperative pain assessment.","exclude","empirical","no_learned_dynamics","The title describes static facial pain recognition rather than temporal or action-conditioned dynamics.","high"
"AUD-f5616d86e601","phrase_absent_random","Conceptual blending in humans and language models.","exclude","empirical","wrong_domain","The topic is general human and language-model cognition rather than medicine or biomedicine.","high"
"AUD-9afa5c092202","phrase_absent_random","Mozambique","exclude","not_applicable","wrong_domain","The country-chapter title provides no indication of a medical dynamics model.","high"
"AUD-cc7af03af185","phrase_absent_random","Will AI Replace Ophthalmologists?","exclude","review","review_not_primary","The title indicates broad commentary on ophthalmic AI rather than a review centered on medical world models.","high"
"AUD-36855051ce31","phrase_absent_random","Application of the woodchuck animal model for the treatment of hepatitis B virus-induced liver cancer","exclude","empirical","no_learned_dynamics","The animal-model title does not indicate a learned computational transition or rollout model.","high"
"AUD-db7f5243c3da","phrase_absent_random","S-Model core-corpus research archive: Canonical ontology, general-sense machine, common-universe analysis, and open-bank continuation","exclude","not_applicable","wrong_domain","The abstract describes a development archive and explicitly disclaims a validated clinical or physical model.","high"
"AUD-6121d25433ab","phrase_absent_random","The Impact of Low EHR-Continuity on Effect Estimates: Evidence from Two EHR-Medicare Linked Databases","exclude","empirical","no_learned_dynamics","The title concerns data-continuity effects on estimates rather than learned temporal simulation.","medium"
"AUD-60a731249f91","phrase_absent_random","Resistive memory-based neural differential equation solver for score-based diffusion model.","exclude","empirical","wrong_domain","The work evaluates generative-AI hardware and contains no medical or biomedical environment.","high"
"AUD-e8150f457bb0","phrase_absent_random","EHR “SWAT” teams: a physician engagement initiative to improve Electronic Health Record (EHR) experiences and mitigate possible causes of EHR-related burnout","exclude","empirical","no_learned_dynamics","The study concerns an EHR workflow initiative and does not describe a learned dynamics model.","high"
"AUD-17cfbe19a661","phrase_absent_random","Recovering Individual Emotional States from Sparse Ratings Using Collaborative Filtering.","exclude","empirical","no_learned_dynamics","Collaborative filtering recovers missing ratings but does not model temporal evolution or intervention responses.","high"
"AUD-4ecfb438361f","phrase_absent_random","Guinea-Bissau","exclude","not_applicable","wrong_domain","The country-chapter title provides no indication of a medical dynamics model.","high"
"AUD-2d5736ad6003","phrase_absent_random","INFLUENCE OF VIRTUAL REALITY TOOLS ON HUMAN ANATOMY LEARNING","exclude","empirical","no_learned_dynamics","The study evaluates anatomy education tools rather than a learned biomedical simulator.","high"
"AUD-7d1def43588f","phrase_absent_random","Integrated Western and Traditional Chinese Medicine Approaches for Herpes Zoster and Post-Herpetic Neuralgia: A Narrative Review.","exclude","review","review_not_primary","The narrative review synthesizes clinical treatments and is not centered on medical world models.","high"
"AUD-1c5d8413e95f","phrase_absent_random","The Gambia","exclude","not_applicable","wrong_domain","The country-chapter title provides no indication of a medical dynamics model.","high"
"AUD-a7cc87cf05d8","phrase_absent_random","Model Assessment","uncertain","not_applicable","insufficient_abstract","The generic title and missing abstract do not permit assessment of domain, dynamics, or evaluation.","low"
"AUD-d7b3cbb0164d","phrase_absent_random","Development of a nomogram prediction model for severity of acute pancreatitis based on echocardiography parameters and systemic immunoinflammatory index","exclude","empirical","no_learned_dynamics","The title describes a static severity nomogram rather than learned temporal evolution.","high"
"AUD-a045d83b9113","phrase_absent_random","Attention in Psychology, Neuroscience, and Machine Learning","exclude","review","review_not_primary","The review concerns attention across disciplines and is not primarily about medical world models.","high"
"AUD-fd0c4c5f99d2","phrase_absent_random","Intelligence Augmentation: Towards Building Human- machine Symbiotic Relationship","exclude","not_applicable","wrong_domain","The topic is general human-machine symbiosis without a medical or biomedical setting.","high"
"AUD-8cbd85e2f9de","phrase_absent_random","Exploring the link between synesthesia and lucid dreaming through perceptual presence.","exclude","empirical","no_learned_dynamics","The study investigates perceptual phenomena without a learned temporal or action-conditioned model.","high"
"AUD-ec48d84ccba0","phrase_absent_random","Social Media as a Tool for Patient Education in Neurosurgery: An Overview","exclude","review","review_not_primary","The overview addresses social-media education rather than medical world models.","high"
"AUD-df48728d8155","phrase_absent_random","Pulmonary valve assessment by three‐dimensional echocardiography","exclude","empirical","no_learned_dynamics","The title indicates imaging-based valve assessment without learned temporal dynamics.","high"
"AUD-eae5a49fc2d0","phrase_absent_random","A Clinical Prediction Model for Complications After Cranioplasty Based on Modified-Brain Collapse Ratio and Comorbidity Burden","exclude","empirical","no_learned_dynamics","The title describes a static complication-risk model rather than a rollout or transition model.","high"
"AUD-da73d883b73b","phrase_absent_random","An Extended Epidemic Model on Interconnected Networks for COVID-19 to Explore the Epidemic Dynamics","exclude","empirical","no_learned_dynamics","The proposed network epidemic equations are not described as learned or adapted state-transition dynamics.","medium"
"AUD-2d381c43d614","phrase_absent_random","Patient Data Privacy, Protected Health Information, and Ethics of Real-World Evidence","exclude","review","review_not_primary","The chapter concerns privacy and ethics of evidence rather than medical world-model methods.","high"
"AUD-ff5600de04f7","phrase_absent_random","Nutrition assessment in surgical patients: The strategic way to improve outcomes","exclude","review","review_not_primary","The topic is clinical nutrition assessment and does not center on medical world models.","high"
"AUD-c4518751f366","phrase_absent_random","Fusion of Computer Vision and AI in Collaborative Robotics: A Review and Future Prospects","exclude","review","wrong_domain","The review concerns collaborative robotics outside medicine or biomedicine.","high"
"AUD-33f2c3e793b3","phrase_absent_random","Biocybersecurity and applications of predictive physiological modelling","exclude","not_applicable","no_primary_empirical_evaluation","The abstract is a conceptual threat discussion and reports no primary evaluation of a physiological dynamics model.","high"
"AUD-f6e02fe3397c","phrase_absent_random","Clinical characteristics of patients with hepatitis and cirrhosis and the construction of a prediction model","exclude","empirical","no_learned_dynamics","The title indicates a clinical prediction model without temporal rollout or action-conditioned evolution.","high"
"AUD-20aba72fa58e","phrase_absent_random","Indonesia","exclude","not_applicable","wrong_domain","The country-chapter title provides no indication of a medical dynamics model.","high"
"AUD-3f73d1ad6495","phrase_absent_random","A deep learning-driven cataract screening model derived from multicenter real-world dataset","exclude","empirical","no_learned_dynamics","The model performs cataract screening rather than modeling future state evolution.","high"
"AUD-e42dda968bb2","phrase_absent_random","Blockchain Technology Applications in Healthcare Supply Chains—A Review","exclude","review","review_not_primary","The review concerns healthcare supply-chain blockchain applications rather than medical world models.","high"
"AUD-a83095ebc97f","phrase_absent_random","Effect of health education based on information-motivation-behavioral skills model on patients with unilateral vestibular dysfunction","exclude","empirical","no_learned_dynamics","The named model is a health-education framework rather than a learned state-transition model.","high"
"AUD-ffce4ca7fe24","phrase_absent_random","Data-Centric and Model-Centric AI: Twin Drivers of Compact and Robust Industry 4.0 Solutions","exclude","review","wrong_domain","The paper concerns Industry 4.0 AI rather than medical or biomedical modeling.","high"
"AUD-a5f175850c9b","phrase_absent_random","Language Models Might Not Understand You: Evaluating Theory of Mind via Story Prompting","exclude","empirical","wrong_domain","The study evaluates language-model theory of mind in stories and has no medical environment.","high"
"AUD-3983834be75e","phrase_absent_random","Artificial Intelligence Algorithms in Health Care: Is the Current Food and Drug Administration Regulation Sufficient?","exclude","review","review_not_primary","The article addresses regulation of healthcare AI rather than a medical-world-model evidence synthesis.","high"
"AUD-1417c348ab0e","phrase_absent_random","Designing the Mind: How Agentic Frameworks Are Shaping the Future of AI Behavior","exclude","review","wrong_domain","The topic is general agentic AI behavior without a medical or biomedical setting.","high"
"AUD-aa760359b3ce","phrase_absent_random","A Decentralized Secure Blockchain Model and Lightweight Cryptosystem for Enhancing the EHR Data Security","exclude","empirical","no_learned_dynamics","The system secures EHR data and does not model patient-state evolution.","high"
"AUD-f22cdfc77a20","phrase_absent_random","Machine Learning Models for Predicting Healthcare Spending and Financial Risk in U.S. Insurance and Hospital Networks","exclude","empirical","no_learned_dynamics","The models predict financial outcomes rather than physiological or clinical trajectories.","high"
"AUD-20975196e69a","phrase_absent_random","Advances in the assessment of cosmetic outcomes, sensory alteration in surgical areas, and health-related quality of life of endoscopic thyroidectomy","exclude","review","review_not_primary","The review concerns postoperative outcome assessment rather than medical world models.","high"
"AUD-041c95e05141","phrase_absent_random","","uncertain","not_applicable","insufficient_abstract","Both title and abstract are absent, so eligibility cannot be assessed.","low"
"AUD-066ac9dbde70","phrase_absent_random","Shared Interest: Measuring Human-AI Alignment to Identify Recurring Patterns in Model Behavior","exclude","empirical","wrong_domain","The study concerns general human-AI alignment and not a medical or biomedical system.","high"
"AUD-0b9acf2391b1","phrase_absent_random","A review of LLMs and their applications in the architecture, engineering and construction industry","exclude","review","wrong_domain","The review is explicitly about architecture, engineering, and construction.","high"
"AUD-32970b1b27ea","phrase_absent_random","Navigated Exoscopic Transtubular Approach for Lumbar Decompression: Surgical Video","exclude","empirical","no_learned_dynamics","The title describes a surgical video report and no learned dynamics model.","high"
"AUD-dc0c67a949c5","phrase_absent_random","An Alternative to Cognitivism: Computational Phenomenology for Deep Learning","exclude","not_applicable","wrong_domain","The topic is general philosophy and deep learning rather than medical modeling.","high"
"AUD-26336a4c5902","phrase_absent_random","How Memory Management Impacts LLM Agents: An Empirical Study of Experience-Following Behavior","exclude","empirical","wrong_domain","The study evaluates memory in generic language-model agents without a medical setting.","high"
"AUD-b8eb5210f983","phrase_absent_random","DoTime: A Synthetic Benchmark Generator for Interventional and Counterfactual Time Series","exclude","empirical","wrong_domain","The benchmark generates generic synthetic causal time series and does not evaluate a medical or biomedical model.","high"
"AUD-49ece900bc3b","phrase_absent_random","Comparison of the Y-pouch orthotopic neobladder and the Studer technique after radical cystectomy: surgical and functional outcomes from a single-center series","exclude","empirical","no_learned_dynamics","The clinical comparison contains no learned transition or simulation model.","high"
"AUD-6c298ba7fb86","phrase_absent_random","Chance, probability, and uncertainty at the edge of human reasoning: What is Knightian uncertainty?","exclude","not_applicable","wrong_domain","The article concerns general reasoning under uncertainty rather than medical dynamics.","high"
"AUD-066ca53b7072","phrase_absent_random","Forest Environmental Carrying Capacity Based on Deep Learning.","exclude","empirical","wrong_domain","The deep-learning model concerns forest environmental capacity rather than medicine or biomedicine.","high"
"AUD-10e2c22b3dfb","phrase_absent_random","Universal Digital Twin: Land use","exclude","empirical","wrong_domain","The digital twin represents land use and cross-sector geospatial data, not a medical environment.","high"
"AUD-2cfce3382d18","phrase_absent_random","Parsley, pints, and potions: unraveling patient errors in kidney stone care","exclude","empirical","no_learned_dynamics","The clinical topic does not indicate a learned temporal or action-conditioned model.","high"
"AUD-19a7051b32d2","phrase_absent_random","Gender disparities in hepatitis C treatment: A call for tailored approaches","exclude","not_applicable","no_learned_dynamics","The article addresses treatment disparities rather than a learned dynamics model.","high"
"AUD-39f2e1f295c6","phrase_absent_random","Enhanced Image Annotation in Wild Blueberry ( Vaccinium angustifolium Ait.) Fields Using Sequential Zero-Shot Detection and Segmentation Models.","exclude","empirical","wrong_domain","The study concerns agricultural image annotation rather than medical modeling.","high"
"AUD-ba620ea17e10","phrase_absent_random","Multi-model applications and cutting-edge advancements of artificial intelligence in hepatology in the era of precision medicine","exclude","review","review_not_primary","The broad hepatology-AI review is not primarily focused on medical world models.","high"
"AUD-f23757f15963","phrase_absent_random","Innovations in maternal and child health: case studies from Uganda.","exclude","review","review_not_primary","The case-study synthesis concerns health programs rather than medical world models.","high"
"AUD-72da478daf11","phrase_absent_random","RadThinking: A Dataset for Longitudinal Clinical Reasoning in Radiology","exclude","not_applicable","no_primary_empirical_evaluation","The contribution is a VQA dataset and does not evaluate a learned state-transition or rollout model.","high"
"AUD-70329337afdd","phrase_absent_random","A brain-network operator for modeling disease: a first data-based application for Parkinson’s disease","exclude","empirical","no_future_or_action_evaluation","The data-based operator maps healthy to diseased networks, but the abstract reports no evaluated future rollout or action response.","medium"
"AUD-2750980ef38b","phrase_absent_random","Integrating the HFACS Framework and Fuzzy Cognitive Mapping for In-Flight Startle Causality Analysis","exclude","empirical","wrong_domain","The causal model addresses aviation training and in-flight startle rather than a medical environment.","high"
"AUD-85b14554ceb9","phrase_absent_random","Early-stage visual perception impairment in schizophrenia, bottom-up and back again.","exclude","review","review_not_primary","The review synthesizes visual-pathway changes in schizophrenia and is not about medical world models.","high"
"AUD-86debcdd6fc8","phrase_absent_random","Real-world implementation of an integrated exercise medicine model within routine oncology care.","exclude","empirical","no_learned_dynamics","The 'model' is a clinical service-delivery model, not a learned computational dynamics model.","high"
"AUD-776cfb45247f","phrase_absent_random","Surgical resection for sarcoma in the super-elderly: postoperative outcomes and clinical implications","exclude","empirical","no_learned_dynamics","The title describes an outcomes study without a learned trajectory or simulator.","high"
"AUD-a7c8ed0e628a","phrase_absent_random","Security and Privacy Challenges and Solutions in Autonomous Driving Systems: A Comprehensive Review","exclude","review","wrong_domain","The review is explicitly about autonomous driving rather than medical systems.","high"
"AUD-786635d94d39","phrase_absent_random","Stepwise model to differentiate pathogenic from non-pathogenic organisms in urinary isolates: Effectiveness, safety, and feasibility prospective study","exclude","empirical","no_learned_dynamics","The stepwise model classifies isolates and does not model temporal state evolution.","high"
"AUD-819774d4de25","phrase_absent_random","One Small Step for Generative AI, One Giant Leap for AGI: A Complete Survey on ChatGPT in AIGC Era","exclude","review","wrong_domain","The survey concerns ChatGPT and general generative AI, not medicine.","high"
"AUD-021bf1832d3a","phrase_absent_random","Multimodal perception-driven decision-making for human-robot interaction: a survey.","exclude","review","wrong_domain","The survey concerns general human-robot interaction rather than medical world models.","high"
"AUD-459c8da79465","phrase_absent_random","The Mathematical Foundations of Constrained Object Hierarchies-A Universal Framework for World Modeling, General Intelligence and Agentic Systems","exclude","not_applicable","wrong_domain","The theoretical framework targets general intelligence and contains no medical or biomedical setting.","high"
"AUD-568434045571","phrase_absent_random","Without birth, without death-issues in the research of nondual awareness or consciousness itself.","exclude","review","wrong_domain","The article concerns nondual consciousness and research philosophy rather than medical dynamics.","high"
"AUD-cc4e00488a5f","phrase_absent_random","Emergency surgical consultation for cancer patients: identifying the prognostic determinants of health","exclude","empirical","no_learned_dynamics","The retrospective prognostic analysis does not evaluate learned temporal evolution or simulation.","high"
"AUD-50a6df459488","phrase_absent_random","","uncertain","not_applicable","insufficient_abstract","Both title and abstract are absent, so eligibility cannot be assessed.","low"
"AUD-cea9a2a7405d","phrase_absent_random","Evaluation of myocardial function by strain echocardiography in cats with hypertrophic cardiomyopathy phenotypes","exclude","empirical","no_learned_dynamics","The observational imaging analysis contains no learned transition or rollout model.","high"
"AUD-7a1659375ae9","phrase_absent_random","Methylene blue - an emerging vasopressor","exclude","review","review_not_primary","The clinical treatment review is not centered on medical world models.","high"
"AUD-09ac7bfff329","phrase_absent_random","","uncertain","not_applicable","insufficient_abstract","Both title and abstract are absent, so eligibility cannot be assessed.","low"
"AUD-bd415dad5d94","phrase_absent_random","Research on diagnosis-related group grouping of inpatient medical expenditure in colorectal cancer patients based on a decision tree model","exclude","empirical","no_learned_dynamics","The decision tree groups expenditures and does not model patient-state evolution.","high"
"AUD-ea3149cef78d","phrase_absent_random","Mechanisms Underlying Disorders of Consciousness: Bridging Gaps to Move Toward an Integrated Translational Science","exclude","review","review_not_primary","The white paper reviews mechanistic research gaps in consciousness disorders rather than medical world models.","high"
"AUD-6fabbd709e44","phrase_absent_random","Establishment and evaluation of a prognostic model for patients with unresectable gastric cancer liver metastases","exclude","empirical","no_learned_dynamics","The nomogram predicts prognosis from baseline factors without learned temporal dynamics.","high"
"AUD-8c5a4ed18d25","phrase_absent_random","20 Years of Aberrant Salience in Psychosis: What Have We Learned?","exclude","review","review_not_primary","The review evaluates a psychosis theory and is not a medical-world-model synthesis.","high"
"AUD-288df7565405","phrase_absent_random","Aneurysmal Subarachnoid Hemorrhage; Early Surgery; Neurosurgeons Experience; Patient Outcome","exclude","empirical","no_learned_dynamics","The clinical outcomes title provides no indication of learned temporal dynamics.","high"
"AUD-9f287ad93072","phrase_absent_random","Establishment and verification of prediction model of occult peritoneal metastasis in advanced gastric cancer","exclude","empirical","no_learned_dynamics","The nomogram is a static diagnostic prediction model without rollout or transition dynamics.","high"
"AUD-06020daee0f4","phrase_absent_random","Prelims","exclude","not_applicable","no_primary_empirical_evaluation","The title denotes front matter rather than a primary empirical study.","high"
"AUD-4271bfe394e6","phrase_absent_random","Mannitol-facilitated entry of vancomycin into the central nervous system inhibits neuroinflammation in a rat model of MRSA intracranial infection by modulating brain endothelial cells","exclude","empirical","no_learned_dynamics","The rat disease model is biological experimentation rather than a learned computational dynamics model.","high"
"AUD-50acec798fd1","phrase_absent_random","Network Public Opinion Prediction and Control Based on Edge Computing and Artificial Intelligence New Paradigm","exclude","empirical","wrong_domain","The modeled system is online public opinion rather than medicine or biomedicine.","high"
"AUD-1b17af3adfb3","phrase_absent_random","A model for human action potential dynamics in vivo","include","empirical","include_empirical","The in-vivo-data-based physiological model simulates responses to sequential stimulation and evaluates conduction block and reentry dynamics.","medium"
"AUD-e40d21c08202","phrase_absent_random","التقرير العالميّ عن سلامة المرضى 2024","exclude","review","review_not_primary","The title is a global patient-safety report rather than a review of medical world models.","high"
"AUD-1b6232cf83eb","phrase_absent_random","Risk prediction model for distinguishing Gram-positive from Gram-negative bacteremia based on age and cytokine levels: A retrospective study","exclude","empirical","no_learned_dynamics","The title indicates static bacteremia classification, and the abstract does not describe temporal dynamics.","high"
"AUD-b1183b03bba3","phrase_absent_random","Neural Associative Skill Memories for Safer Robotics and Modeling Human Sensorimotor Repertoires.","exclude","empirical","wrong_domain","The learned predictive system is evaluated for robotics and general sensorimotor repertoires rather than medicine.","high"
"AUD-9838e164c462","phrase_absent_random","Optimization method and experimental research on attitude adjustment scheme of attitude adaptive rescue robot.","exclude","empirical","wrong_domain","The work concerns engineering control of a rescue robot rather than a medical environment.","high"
"AUD-13ca47847a68","phrase_absent_random","DRIFT: Direct-Recursive Intervention-Conditioned Forecasting of ICU Physiological Trajectories","include","empirical","include_empirical","The model forecasts multihorizon ICU physiology conditioned on supplied treatment sequences and tests altered interventions.","high"
"AUD-15ec4f11ae64","phrase_absent_random","The computational unconscious: Adaptive narrative control, psychopathology, and subjective well-being","exclude","not_applicable","no_primary_empirical_evaluation","The paper presents a conceptual active-inference account of psychopathology without primary model evaluation.","high"
"AUD-319773f66d63","phrase_absent_random","An analytical study of the dynamic behavior of Lotka-Volterra based models of COVID-19.","exclude","empirical","no_learned_dynamics","The fractional epidemic equations are analytically specified rather than learned or adapted from medical data.","high"
"AUD-c95fd70c811f","phrase_absent_random","Russian Federation","exclude","not_applicable","wrong_domain","The country-chapter title provides no indication of a medical dynamics model.","high"
"AUD-748d1cbe593b","phrase_absent_random","The Economics of Border Carbon Adjustment: Rationale and Impacts of Compensating for Carbon at the Border","exclude","review","wrong_domain","The article concerns carbon economics rather than medicine or biomedicine.","high"
"AUD-3ec6773cb17e","phrase_absent_random","eHealth Literacy and Its Outcomes Among Postsecondary Students: Systematic Review","exclude","review","review_not_primary","The systematic review concerns eHealth literacy and is not about medical world models.","high"
"AUD-b3b998c306ff","phrase_absent_random","Driving effect of multiplex factors on Mpox in global high-risk region, implication for Mpox based on one health concept","exclude","empirical","no_learned_dynamics","The ecological niche model predicts geographic risk rather than temporal disease-state evolution.","high"
"AUD-3f08715cbe0f","phrase_absent_random","Multi-Scale Longevity: Defeating Aging from Cells to Embodied Human Minds, and the Future of the Species","exclude","review","review_not_primary","The conceptual chapter discusses longevity across scales and does not review medical world models.","high"
"AUD-85bc03bee553","phrase_absent_random","Weyl conjecture and thermal radiation of finite systems","exclude","empirical","wrong_domain","The work is mathematical physics with no medical or biomedical environment.","high"
"AUD-f2f080a87939","phrase_absent_random","Development and Implementation of a Family Presence Facilitator Curriculum for Interprofessional Use in Pediatric Medical Resuscitations.","exclude","empirical","no_learned_dynamics","The study evaluates a clinical curriculum rather than a learned dynamics model.","high"
"AUD-1ed01f53d538","phrase_absent_random","From neuroinflammation to neural inference: computational psychiatry meets precision medicine.","exclude","review","review_not_primary","The review integrates neuroimmunology and computational psychiatry but is not primarily about medical world models.","high"
"AUD-803f4e9b9777","medical_term_absent_random","Grounded world models in biological organisms and future embodied AI","exclude","review","wrong_domain","The synthesis concerns biological intelligence and future embodied AI rather than medical or healthcare modeling.","medium"
"AUD-daa957bbe863","medical_term_absent_random","International approaches to legal regulation of juvenile justice and juvenile prevention","exclude","review","wrong_domain","The topic is juvenile law and regulation, not medicine or biomedicine.","high"
"AUD-87d8c7e1121a","medical_term_absent_random","Reviewer #1 (Public review): A mechanistic theory of planning in prefrontal cortex","exclude","not_applicable","wrong_domain","The record is a public review of general neural planning and not a medical-world-model study.","high"
"AUD-ff94eeb3fd2e","medical_term_absent_random","Theory Under Construction: Orchestrating Language Models for Research Software Where the Specification Evolves","exclude","empirical","wrong_domain","The study concerns language models for research software rather than medical dynamics.","high"
"AUD-229125b5216e","medical_term_absent_random","Next-Latent Prediction Transformers Learn Compact World Models","exclude","empirical","wrong_domain","The generic transformer benchmarks do not involve medical or biomedical data or environments.","high"
"AUD-b088c95abd8c","medical_term_absent_random","Predictive Policing and the Rule of Law: Evaluating AI’s Role in Criminal Justice through Global and Pakistani Legal Frameworks","exclude","review","wrong_domain","The paper concerns policing and legal frameworks rather than medicine.","high"
"AUD-07ce6555e058","medical_term_absent_random","A non-Hebbian code for episodic memory","exclude","empirical","wrong_domain","The model addresses general episodic memory and policy learning without a medical setting.","medium"
"AUD-0f7a62d08445","medical_term_absent_random","Embodied Intelligence: A Literature Review","exclude","review","wrong_domain","The review focuses on embodied AI and design applications rather than medical world models.","high"
"AUD-4a326716f5b6","medical_term_absent_random","Critique of Agent Model","exclude","not_applicable","wrong_domain","The title gives no indication of a medical or biomedical model.","medium"
"AUD-3ed6f4bdff95","medical_term_absent_random","Merge Hijacking: Backdoor Attacks to Model Merging of Large Language Models","exclude","empirical","wrong_domain","The study concerns security attacks on language-model merging rather than medicine.","high"
"AUD-f78f121153e2","medical_term_absent_random","SocioVerse: A World Model for Social Simulation Powered by LLM Agents and A Pool of 10 Million Real-World Users","exclude","empirical","wrong_domain","The world model simulates politics, news, and economics rather than medical processes.","high"
"AUD-c02f46a818ab","medical_term_absent_random","Shared Voxel-Map-Based Cooperative Indoor UAV Guidance with a Multi-Agent Soft Actor-Critic Controller","exclude","empirical","wrong_domain","The system controls indoor UAVs and has no medical or biomedical environment.","high"
"AUD-8928e898d047","medical_term_absent_random","Aquatic Ferrous Solutions of Prebiotic Mineral Salts as Strong UV Protectants and Possible Loci of Life Origin.","exclude","empirical","wrong_domain","The study concerns prebiotic chemistry and origins of life rather than medical modeling.","high"
