candidate_id,title,abstract,final_corpus_type,authors,year,publication_date,venue,doi,arxiv_id,url,record_type,sources,query_labels,source_status,final_decision,final_reason_code,resolution_route,adjudication_rationale,source_routes,source_record_ids,exact_match_group_size,manual_lineage_review_required
MWM-0046,ChronoMedicalWorld: A Medical World Model for Learning Patient Trajectories from Longitudinal Care Data,"Long-horizon clinical simulation -- predicting how a patient's physiology evolves over years under specified interventions -- is central to chronic-disease care, yet existing electronic health record (EHR) models are predominantly discriminative, and general-purpose large language models drift under repeated interventions. We propose the \textbf{ChronoMedicalWorld Model (CMWM)}, an action-conditioned latent world-model framework for learning patient trajectories from longitudinal care data. CMWM couples a joint-embedding state encoder with a wide action encoder that admits both structured intervention indicators and free-text communication embeddings, and trains a recurrent latent transition module under a six-term objective: next-observation supervision, next-latent prediction, SIGReg latent regularisation, and three physiology-aware shape priors (slope, continuity, large-jump penalty). A closed-loop rollout-prefix protocol matches training to deployment, so the model is optimised against the same multi-step error it exhibits at inference. As a concrete case study, we instantiate CMWM for annual estimated glomerular filtration rate (eGFR) trajectory forecasting in chronic kidney disease (CKD). On a 2{,}232-patient nephrology cohort, the CKD instantiation achieves a dynamic-50\% history rollout test mean absolute error (MAE) of 7.384 and root-mean-square error (RMSE) of 10.256, against 7.964 and 11.069 for a tuned GPT-5.5 structured-prompting baseline ($-7.28\%$ MAE, $-7.35\%$ RMSE), with the gain dominated by the dialogue portion of patient--health-coach communication. The framework is not CKD-specific: its architecture, loss design, and training protocol apply to any chronic condition that can be cast as periodic clinical state interleaved with structured and conversational interventions.",empirical,Jiangyuan Wang; Xuyong Chen; Junwei He; Xu Xu; Shasha Xie; Fuman Han,2026,2026-05-21,arXiv (Cornell University),10.48550/arxiv.2605.21963,2605.21963,https://doi.org/10.48550/arxiv.2605.21963,preprint,openalex,"""medical world model"";""world model"" EHR;""world model"" clinical;""world model"" medicine;""world model"" patient;""world model"" physiology;""world model"" treatment",open-access,include,include_empirical,merged_inclusion_sources,A: The patient world model is directly evaluated on free-running medical trajectories. B: The longitudinal patient dynamics model is directly assessed in deployment-matched rollouts.,existing,MWM-0046,1,no
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,"We present Clin-JEPA, a multi-phase co-training framework for joint-embedding predictive (JEPA) pretraining on EHR patient trajectories. JEPA architectures have enabled latent-space planning in robotics and high-quality representation learning in vision, but extending the paradigm to EHR data -- to obtain a single backbone that simultaneously forecasts patient trajectories and serves diverse downstream risk-prediction tasks without per-task fine-tuning -- remains an open challenge. Existing JEPA frameworks either discard the predictor after pretraining (I-JEPA, V-JEPA) or train it on a frozen pretrained encoder (V-JEPA 2-AC), leaving the encoder unaware of the rollout signal that the retained predictor must use at inference; co-training the encoder and predictor under a shared JEPA prediction objective would supply this grounding, but naïve co-training is unstable, with representation collapse and online/target drift causing autoregressive rollout to diverge. Clin-JEPA's five-phase pretraining curriculum -- predictor warmup, joint refinement, EMA target alignment, hard sync, and predictor finalization -- addresses each failure mode by phase, stably co-training a Qwen3-8B-based encoder and a 92M-parameter latent trajectory predictor. On MIMIC-IV ICU data, three independent evaluations support the framework: (1) latent $\ell_1$ rollout drift uniquely converges ($-$15.7%) over 48-hour horizons while baselines and ablations diverge (+3% to +4951%); (2) the encoder learns a clinically discriminative latent geometry (deteriorating-patient cohorts displace 4.83$\times$ further than stable patients in latent space, vs $\leq$2.62$\times$ for baseline encoders); (3) a single backbone outperforms strong tabular and sequence baselines on multi-task downstream evaluation. Clin-JEPA achieves mean AUROC 0.851 on ICareFM EEP and 0.883 on 8 binary risk tasks (+0.038 and +0.041 vs baseline average).",empirical,Yixuan Yang; Mehak Arora; Ryan Zhang; Baraa Abed; Junseob Kim; Tilendra Choudhary; Md Hassanuzzaman; Kevin Zhu; Ayman Ali; Chengkun Yang; A.E. Gent; Victor Moas; Rishikesan Kamaleswaran,2026,2026-05-11,arXiv (Cornell University),,2605.10840,https://arxiv.org/abs/2605.10840,preprint,['openalex'],"['""medical world model""', '""world model"" EHR', '""world model"" patient']",open-access,include,include_empirical,merged_inclusion_sources,"Clin-JEPA jointly trains an encoder and learned latent transition predictor, then directly evaluates autoregressive patient-trajectory rollout over a 48-hour horizon on clinical EHR data. This is a learned dynamic state-transition model with explicit multistep evaluation, not merely static risk prediction.",sampled_audit,AUD-669035784e86,1,no
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,"Magnetically manipulated medical robots are a promising alternative to current robotic platforms, allowing for miniaturization and tetherless actuation. Controlling such systems autonomously may enable safe, accurate operation. However, classical control methods require rigorous models of magnetic fields, robot dynamics, and robot environments, which can be difficult to generate. Model-free reinforcement learning (RL) offers an alternative that can bypass these requirements. We apply RL to a robotic magnetic needle manipulation system. Reinforcement learning algorithms often require long runtimes, making them impractical for many surgical robotics applications, most of which require careful, constant monitoring. Our approach first constructs a model-based simulation (MBS) on guided real-world exploration, learning the dynamics of the environment. After intensive MBS environment training, we transfer the learned behavior from the MBS environment to the real-world. Our MBS method applies RL roughly 200 times faster than doing so in the real world, and achieves a 6 mm root-mean-square (RMS) error for a square reference trajectory. In comparison, pure simulation-based approaches fail to transfer, producing a 31 mm RMS error. These results demonstrate that MBS environments are a good solution for domains where running model-free RL is impractical, especially if an accurate simulation is not available.",empirical,"Barnoy Y, Erin O, Raval S, Pryor W, Mair LO, Weinberg IN, Diaz-Mercado Y, Krieger A, Hager GD.",2022,2022-10-12,IEEE Transactions on Medical Robotics and Bionics,10.1109/tmrb.2022.3214426,,https://europepmc.org/article/MED/37600471,article,"['europe_pmc', 'openalex']","['""world model"" medicine', '""world model"" patient', 'europe_pmc_core']",indexed,include,include_empirical,merged_inclusion_sources,Real magnetic-needle trajectories train a neural next-state dynamics model from needle state and coil action; the learned simulator trains controllers whose pressure-free motion trajectories are then evaluated in simulation and on the physical surgical robot.,exhaustive_rescreen,AUD-4dcfd3695dbe,1,no
MWM-S004,Cosmos-H-Surgical: Learning Surgical Robot Policies from Videos via World Modeling,"A surgical video world model generates synthetic procedures, an inverse-dynamics model infers pseudo-kinematics, and the resulting paired video-action data train a vision-language-action policy. The policy is evaluated on a real surgical robot and compared with training on real demonstrations alone.",empirical,Yufan He; Pengfei Guo; Mengya Xu; Zhaoshuo Li; Andriy Myronenko; Dillan Imans; Bingjie Liu; Dongren Yang; Mingxue Gu; Yongnan Ji,2025,2025-12-29,arXiv,10.48550/arxiv.2512.23162,2512.23162,https://arxiv.org/abs/2512.23162,preprint,citation_chasing,surgical world-model citation search,open-access,include,include_empirical,merged_inclusion_sources,A: The surgical world model directly evaluates future observations and downstream model-based policy behavior. B: The surgical future generator and its downstream embodied utility are empirically evaluated.,existing,MWM-S004,1,no
MWM-0054,CrossScope: A Role-Asymmetric World Model for Joint Dual-Scope Surgical Video Prediction,"Visual world models typically learn future dynamics from a single observation stream, limiting their ability to model cooperative systems with multiple independently moving observers. We investigate this challenge in Mother--Child endoscopic retrograde cholangiopancreatography (ERCP), where two flexible scopes provide complementary yet role-dependent views without a calibrated stereo relationship. Unlike conventional multi-view fusion that assumes symmetric information exchange, we formulate \textbf{role-asymmetric dual-scope future prediction}, where cross-view evidence is selectively transferred according to the prediction target and its underlying spatial requirements. We propose \textbf{CrossScope}, a dual-stream surgical world model that preserves view-specific experts while enabling target-specific evidence routing through geometry-guided residual interactions. CrossScope learns two complementary communication directions: geometric motion cues from the Mother view guide Child-view future dynamics, while pose-aligned Child appearance supports Mother-view prediction only when valid spatial correspondence is established. This design allows each scope to contribute task-relevant evidence without compromising its view-specific representation. To evaluate this problem, we establish a paired dual-scope benchmark comprising synchronized phantom and real-world ERCP episodes, with evaluations assessing visual fidelity, structural preservation, target localization, and motion consistency. Experiments demonstrate that CrossScope consistently outperforms strong surgical video generation baselines, validating the importance of role-aware evidence routing for multi-observer visual world modeling.",empirical,Wanhao Liu; Jinsong Lin; Rulin Zhou; Chi Kit Ng; Wenbin Pan; Zhiqing Tang; Dongyue Li; Liwei Luo; Yanshen Wu; Panshuo Li; Zhiyong Xiong; Huxin Gao; Tamas Haidegger; Hongliang Ren,2026,2026-08-04,arXiv (Cornell University),10.48550/arxiv.2608.03211,2608.03211,https://arxiv.org/abs/2608.03211,preprint,openalex,"""surgical world model"";""world model"" clinical;""world model"" medicine;""world model"" patient",open-access,include,include_empirical,merged_inclusion_sources,A: The surgical world model directly evaluates learned future-observation generation. B: Dual-scope surgical future observations and interaction dynamics are directly evaluated.,existing,MWM-0054,1,no
MWM-XD7F5DAFF27,DITTO: A Visual Digital Twin for Interventions and Temporal Treatment Outcomes in Head and Neck Cancer.,"Digital twin models are of high interest to Head and Neck Cancer (HNC) oncologists, who have to navigate a series of complex treatment decisions that weigh the efficacy of tumor control against toxicity and mortality risks. Evaluating individual risk profiles necessitates a deeper understanding of the interplay between different factors such as patient health, spatial tumor location and spread, and risk of subsequent toxicities that can not be adequately captured through simple heuristics. To support clinicians in better understanding tradeoffs when deciding on treatment courses, we developed DITTO, a digital-twin and visual computing system that allows clinicians to analyze detailed risk profiles for each patient, and decide on a treatment plan. DITTO relies on a sequential Deep Reinforcement Learning digital twin (DT) to deliver personalized risk of both long-term and short-term disease outcome and toxicity risk for HNC patients. Based on a participatory collaborative design alongside oncologists, we also implement several visual explainability methods to promote clinical trust and encourage healthy skepticism when using our system. We evaluate the efficacy of DITTO through quantitative evaluation of performance and case studies with qualitative feedback. Finally, we discuss design lessons for developing clinical visual XAI applications for clinical end users.",empirical,"Wentzel A, Attia S, Zhang X, Canahuate G, Fuller CD, Marai GE.",2025,2024-11-25,,10.1109/tvcg.2024.3456160,,https://europepmc.org/article/MED/39255169,,europe_pmc,europe_pmc_core,indexed,include,include_empirical,merged_inclusion_sources,"DITTO learns sequential treatment-state and outcome relationships from head-and-neck cancer histories, evaluates personalized short- and long-term outcomes under treatment sequences, and exposes action tradeoffs to clinicians.",expanded_search,ALT-d7f5daff27f0,1,no
MWM-XFA677C184B,DRIFT: Direct-Recursive Intervention-Conditioned Forecasting of ICU Physiological Trajectories,"Many time-series forecasts depend not only on prior observations but also on actions specified during the forecast period. In intensive care units (ICUs), future vital signs and laboratory values are influenced by treatments such as vasopressors. However, models that predict the full future sequence all at once make little use of these treatments, whereas autoregressive models can accumulate errors. We introduce DRIFT, a hybrid framework in which a direct model produces the primary forecast and a recursive, action-conditioned model contributes constrained corrections. We evaluate DRIFT on 6,046 admissions from MIMIC-IV and 8,345 admissions from eICU-CRD. Averaged across the 8-, 24-, and 48-hour forecast endpoints, DRIFT reduces mean absolute error for mean arterial pressure (MAP) by 0.673% relative to an action-conditioned Temporal Fusion Transformer (TFT-action) on MIMIC-IV and achieves the lowest corresponding error among the compared models on eICU-CRD. Although the overall accuracy improvement is modest, a MIMIC-IV audit restricted to windows in which the supplied treatment sequence was altered showed that DRIFT achieved lower observed-target MAP error than TFT-action at 8 and 24 hours. Treatment-sequence alteration increased DRIFT's MAP error by 0.21-0.26 mmHg more than it increased TFT-action's error, with prediction changes occurring primarily after the supplied paths diverged. In a separate robustness experiment, the MAP advantage persisted under three shared checkpoint-selection rules emphasizing overall endpoint error, MAP error, or both equally.",empirical,Weixin Liu; Juming Xiong; Congning Ni; Yanfan Zhu; Xingtao Lin; Bradley Malin; Zhijun Yin,2026,2026-07-28,arXiv (Cornell University),,2607.25864,https://arxiv.org/abs/2607.25864,preprint,['openalex'],"['""clinical world model""', '""medical world model""', '""world model"" EHR', '""world model"" physiology', '""world model"" treatment']",open-access,include,include_empirical,merged_inclusion_sources,"DRIFT learns a recursive action-conditioned physiological transition component and evaluates multihorizon ICU trajectories on two real clinical datasets, including altered treatment-sequence tests. It directly evaluates learned future dynamics and intervention responsiveness.",sampled_audit,AUD-13ca47847a68,1,no
MWM-0369,Data-Efficient Reinforcement Learning for Malaria Control,"Sequential decision-making under cost-sensitive tasks is prohibitively daunting, especially for the problem that has a significant impact on people's daily lives, such as malaria control, treatment recommendation. The main challenge faced by policymakers is to learn a policy from scratch by interacting with a complex environment in a few trials. This work introduces a practical, data-efficient policy learning method, named Variance-Bonus Monte Carlo Tree Search~(VB-MCTS), which can copy with very little data and facilitate learning from scratch in only a few trials. Specifically, the solution is a model-based reinforcement learning method. To avoid model bias, we apply Gaussian Process~(GP) regression to estimate the transitions explicitly. With the GP world model, we propose a variance-bonus reward to measure the uncertainty about the world. Adding the reward to the planning with MCTS can result in more efficient and effective exploration. Furthermore, the derived polynomial sample complexity indicates that VB-MCTS is sample efficient. Finally, outstanding performance on a competitive world-level RL competition and extensive experimental results verify its advantage over the state-of-the-art on the challenging malaria control task.",empirical,Lixin Zou,2021,2021-08-01,arXiv (Cornell University),10.24963/ijcai.2021/71,2105.01620,https://doi.org/10.24963/ijcai.2021/71,conference-paper,openalex,"""world model"" treatment",open-access,include,include_empirical,merged_inclusion_sources,A: Learned epidemiological dynamics are empirically evaluated for health-intervention planning. B: The learned disease-control transition model is empirically evaluated through model-based planning.,existing,MWM-0369,1,no
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,"Digestive tract cancers, including hepatobiliary and gastrointestinal malignancies, remain a major oncological burden globally. Immunotherapy efficacy rates are low, with only 15% to 30% of patients experiencing responses following treatment. Tumor-associated macrophages, which change phenotype between a pro-inflammatory and an immunosuppressive state, play a key role in determining the response to therapy, and current static biomarkers are inadequate for capturing the spatial-temporal changes associated with the immune response. We developed a bioinspired digital twin platform integrating variational representation learning with causal sequence modeling. The platform incorporates heterogeneous biological data (1.2 million single-cell transcriptomes, spatial immunophenotyping, and clinical trajectories) from 2,847 individuals across 5 digestive cancer types. Graph-based attention mechanisms encode intercellular interactions, while transformer-based temporal modules simulate immunological state transitions. A model-predictive optimization layer identifies patient-specific interventions maximizing repolarization potential. The biomimetic model predicted the outcome of therapy response better than conventional biomarker models did (area under the receiver operating characteristic curve: 0.847 compared to 0.692 with a statistically significant difference at P below 0.001). In an exploratory, nonrandomized analysis of discordant cases ( n = 156) where model and physician recommendations differed, model-guided treatment was associated with higher response rates (47.4% versus 28.2%) and longer median progression-free survival (9.8 months versus 6.0 months; P = 0.003); however, selection bias cannot be excluded. This study provides preliminary evidence for the feasibility of a computational framework for immunotherapy optimization; prospective randomized trials are required to establish clinical utility.",empirical,"Zhou L, Tan Y, Lv W, Lin K, Li F, Ouyang W, Zhang D.",2026,2026-06-16,,10.34133/cbsystems.0559,,https://europepmc.org/article/MED/42644119,,['europe_pmc'],['europe_pmc_core'],indexed,include,include_empirical,merged_inclusion_sources,"A temporal transformer learns macrophage-state transitions from single-cell, spatial, and clinical trajectories; model-predictive control evaluates patient-specific repolarization interventions and therapy outcomes.",expanded_search,AUD-eb75e7258782,1,no
MWM-X872C154484,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,"Early clinical trials of therapies to treat Duchenne muscular dystrophy (DMD), a fatal genetic X-linked pediatric disease, have been designed based on the limited understanding of natural disease progression and variability in clinical measures over different stages of the continuum of the disease. The objective was to inform the design of DMD clinical trials by developing a disease progression model-based clinical trial simulation (CTS) platform based on measures commonly used in DMD trials. Data were integrated from past studies through the Duchenne Regulatory Science Consortium founded by the Critical Path Institute (15 clinical trials and studies, 1505 subjects, 27,252 observations). Using a nonlinear mixed-effects modeling approach, longitudinal dynamics of five measures were modeled (NorthStar Ambulatory Assessment, forced vital capacity, and the velocities of the following three timed functional tests: time to stand from supine, time to climb 4 stairs, and 10 meter walk-run time). The models were validated on external data sets and captured longitudinal changes in the five measures well, including both early disease when function improves as a result of growth and development and the decline in function in later stages. The models can be used in the CTS platform to perform trial simulations to optimize the selection of inclusion/exclusion criteria, selection of measures, and other trial parameters. The data sets and models have been reviewed by the US Food and Drug Administration and the European Medicines Agency; have been accepted into the Fit-for-Purpose and Qualification for Novel Methodologies pathways, respectively; and will be submitted for potential endorsement by both agencies.",empirical,Karthik Lingineni; Varun Aggarwal; Juan Francisco Morales; Daniela J Conrado; Diane Corey; Camille Vong; Jackson Burton; Jane Larkindale; Klaus Romero; Stephan Schmidt; Sarah Kim; Cooperative International Neuromuscular Research Group investigators and Duchenne Regulatory Science Consortium members,2022,2022,CPT: pharmacometrics & systems pharmacology,10.1002/psp4.12753,,https://pubmed.ncbi.nlm.nih.gov/34877803/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,include,include_empirical,merged_inclusion_sources,"Nonlinear mixed-effects models fit five longitudinal Duchenne measures from 27,252 observations, externally validate their trajectories, and drive repeated clinical-trial simulations.",expanded_search,ALT-872c15448450,1,no
MWM-X1305C7353F,Digital twin brain simulator for real-time consciousness monitoring and virtual intervention using primate electrocorticogram data,"Abstract At the forefront of bridging computational brain modeling with personalized medicine, this study introduces a novel, real-time, electrocorticogram (ECoG) simulator, based on the digital twin brain concept. Utilizing advanced data assimilation techniques, specifically a Variational Bayesian Recurrent Neural Network model with hierarchical latent units, the simulator dynamically predicts ECoG signals reflecting real-time brain latent states. By assimilating broad ECoG signals from macaque monkeys across awake and anesthetized conditions, the model successfully updated its latent states in real-time, enhancing precision of ECoG signal simulations. Behind successful data assimilation, self-organization of latent states in the model was observed, reflecting brain states and individuality. This self-organization facilitated simulation of virtual drug administration and uncovered functional networks underlying changes in brain function during anesthesia. These results show that the proposed model can simulate brain signals in real-time with high accuracy and is also useful for revealing underlying information processing dynamics.",empirical,Yuta Takahashi; Hayato Idei; Misako Komatsu; Jun Tani; Hiroaki Tomita; Yuichi Yamashita,2025,2025,npj Digital Medicine,10.1038/s41746-025-01444-1,,https://doi.org/10.1038/s41746-025-01444-1,journal-article,crossref,"""clinical digital twin"" intervention",registered,include,include_empirical,merged_inclusion_sources,"A variational Bayesian recurrent model learns latent ECoG transitions with online data assimilation, evaluates real-time signal rollout, and simulates virtual anesthetic intervention effects.",expanded_search,ALT-1305c7353fe7,1,no
MWM-XF38CEA9063,Digital twin models for predicting venetoclax and azacitidine-induced neutropenia in patients with acute myeloid leukemia.,"Therapeutic toxicity, which can be life-threatening, presents a major challenge in treating patients with acute myeloid leukemia (AML). Medical digital twins, which are virtual representations of patient disease, have the potential to forecast disease progression and simulate potential treatments. Using neutrophil counts and blast percentages, we developed mechanistic models to predict toxicity (neutropenia) in AML patients receiving combination venetoclax and azacitidine treatment. We identified a best-fitting model, though patient-specific accuracy was highly variable. To address this variability, we investigated subsets of patients based on their accordance with model assumptions, and were able to identify features predictive of model fit. In addition, we found that continuous updating over time improves model accuracy. The model evaluated in this study could be further validated in a larger clinical setting and may support a digital twin for decision making in forecasting therapeutic toxicity of venetoclax and azacitidine treatment.",empirical,"Zhang Y, Martinez J, Tercan B, Kuusanmäki H, Emmert-Streib F, Chandraseelan JG, Farea A, Yli-Harja O, Heckman CA, Gibbs DL, Thorsson V, Shmulevich I, Kontro M, Qin G, Aguilar B.",2025,2025-10-06,,10.1038/s41746-025-01978-4,,https://europepmc.org/article/MED/41053343,,europe_pmc,europe_pmc_core,indexed,include,include_empirical,merged_inclusion_sources,"Patient-specific mechanistic transitions for blasts and neutrophils are fitted and continuously updated from treatment data, with future neutropenia trajectories evaluated across patients.",expanded_search,ALT-f38cea90635e,1,no
MWM-0068,DreamReg: Belief-Driven World Model for 2D-3D Ultrasound Registration,"Ultrasound (US) is widely used for surgical navigation, yet real-time registration between intraoperative 2D slices and preoperative 3D volumes remains challenging due to partial observability, speckle noise, and the action-dependent US acquisition. Existing methods are one-shot or short-horizon, making it hard for them to gather evidence over time or capture how surgeons adjust probe motion based on on-screen feedback. We propose DreamReg, a belief-driven world-model framework that formulates 2D-3D registration as belief updating over rigid transformations. DreamReg maintains a latent belief state that summarizes past observations and poses information, and continuously refines the transformation through learned dynamics as new slices arrive. During training, DreamReg is exposed to probe-motion trajectories that mimic clinical scanning behavior and learns to update its belief by conditioning pose refinement on the current US observation. During inference, DreamReg refines registration via internal imagination: it rolls out the learned world model to simulate candidate probe motions and their predicted observations, and integrates these imagined outcomes to converge to an accurate rigid transformation. Experiments on CAMUS and u-RegPro datasets demonstrate improved robustness and competitive registration accuracy for real-time guidance compared with state-of-the-art methods.",empirical,Luoyao Kang; Yuelin Zhang; Jiwei Shan; Haifan Gong; Qingpeng Ding; Shing Shin Cheng,2026,2026-06-17,arXiv (Cornell University),10.48550/arxiv.2606.18825,2606.18825,https://arxiv.org/abs/2606.18825,preprint,openalex,"""medical world model"";""world model"" clinical;""world model"" echocardiography;""world model"" medicine;""world model"" patient",open-access,include,include_empirical,merged_inclusion_sources,A: Action-conditioned ultrasound dynamics are evaluated through model-based registration. B: Learned belief dynamics are used for internal planning and empirically assessed.,existing,MWM-0068,1,no
MWM-0073,ECG-WM: A Physiology-Informed ECG World Model for Clinical Intervention Simulation,"Electrocardiogram (ECG)-based models have achieved strong performance in diagnostic tasks, yet they remain limited in modeling how cardiac dynamics evolve under external interventions. In particular, existing approaches focus primarily on static prediction and lack mechanisms to capture ECG variations under different pharmacological conditions. In this work, we propose an ECG World Model for action-conditioned predictive simulation of cardiac electrophysiology. Moving beyond disjoint pipelines, our framework features a principled integration of physiological ordinary differential equation (ODE) priors into latent diffusion dynamics via energy regularization. This structural constraint enables the synthesis of physiologically plausible post-intervention ECG trajectories while effectively mitigating generative hallucinations. Building on this simulation process, we introduce an uncertainty-aware evaluation strategy that leverages the stochasticity of diffusion sampling to characterize both the expected clinical risk and its variability, allowing a more reliable comparative assessment of candidate interventions. We evaluate our method across diverse settings, including controlled drug-response scenarios and real-world clinical records. Beyond standard waveform metrics, experimental results demonstrate improved risk calibration and strong alignment with expert-informed treatment preferences. These results establish our approach as a robust foundation for safe and intervention-aware clinical decision support.",empirical,Zhikang Chen; Yue Wang; Sen Cui; Yu Zhang; Changshui Zhang; Tianling Ren; Tingting Zhu,2026,2026-05-17,arXiv (Cornell University),10.48550/arxiv.2605.17580,2605.17580,https://arxiv.org/abs/2605.17580,preprint,openalex,"""medical world model"";""world model"" EHR;""world model"" clinical;""world model"" patient;""world model"" physiology;""world model"" treatment",open-access,include,include_empirical,merged_inclusion_sources,A: The model directly evaluates intervention-conditioned physiological trajectories. B: The intervention-conditioned electrophysiology simulator is directly evaluated.,existing,MWM-0073,1,no
MWM-0074,EHRWorld: A Patient-Centric Medical World Model for Long-Horizon Clinical Trajectories,"World models offer a principled framework for simulating future states under interventions, but realizing such models in complex, high-stakes domains like medicine remains challenging. Recent large language models (LLMs) have achieved strong performance on static medical reasoning tasks, raising the question of whether they can function as dynamic medical world models capable of simulating disease progression and treatment outcomes over time. In this work, we show that LLMs only incorporating medical knowledge struggle to maintain consistent patient states under sequential interventions, leading to error accumulation in long-horizon clinical simulation. To address this limitation, we introduce EHRWorld, a patient-centric medical world model trained under a causal sequential paradigm, together with EHRWorld-110K, a large-scale longitudinal clinical dataset derived from real-world electronic health records. Extensive evaluations demonstrate that EHRWorld significantly outperforms naive LLM-based baselines, achieving more stable long-horizon simulation, improved modeling of clinically sensitive events, and favorable reasoning efficiency, highlighting the necessity of training on causally grounded, temporally evolving clinical data for reliable and robust medical world modeling.",empirical,Linjie Mu; Zhongzhen Huang; Yannian Gu; Shengqian Qin; Shaoting Zhang; Xiaofan Zhang,2026,2026-02-03,arXiv (Cornell University),10.48550/arxiv.2602.03569,2602.03569,http://arxiv.org/abs/2602.03569,preprint,openalex,"""medical world model"";""world model"" EHR;""world model"" clinical;""world model"" medicine;""world model"" patient;""world model"" physiology;""world model"" treatment",open-access,include,include_empirical,merged_inclusion_sources,A: The patient-centric EHR world model has direct long-horizon rollout evaluation. B: The patient simulator is tested on long-horizon future-state generation.,existing,MWM-0074,1,no
MWM-0242,EchoWorld: Learning Motion-Aware World Models for Echocardiography Probe Guidance,"Echocardiography is crucial for cardiovascular disease detection but relies heavily on experienced sonographers. Echocardiography probe guidance systems, which provide real-time movement instructions for acquiring standard plane images, offer a promising solution for AI-assisted or fully autonomous scanning. However, developing effective machine learning models for this task remains challenging, as they must grasp heart anatomy and the intricate interplay between probe motion and visual signals. To address this, we present EchoWorld, a motion-aware world modeling framework for probe guidance that encodes anatomical knowledge and motion-induced visual dynamics, while effectively leveraging past visual-motion sequences to enhance guidance precision. EchoWorld employs a pre-training strategy inspired by world modeling principles, where the model predicts masked anatomical regions and simulates the visual outcomes of probe adjustments. Built upon this pre-trained model, we introduce a motion-aware attention mechanism in the fine-tuning stage that effectively integrates historical visual-motion data, enabling precise and adaptive probe guidance. Trained on more than one million ultrasound images from over 200 routine scans, EchoWorld effectively captures key echocar-diographic knowledge, as validated by qualitative analysis. Moreover, our method significantly reduces guidance errors compared to existing visual backbones and guidance frameworks, excelling in both single-frame and sequential evaluation protocols. Code is available at https://github.com/LeapLabTHU/EchoWorld.",empirical,Yang Yue; Yulin Wang; Haojun Jiang; Pan Liu; Shiji Song; Gao Huang,2025,2025-04-17,arXiv (Cornell University),10.48550/arxiv.2504.13065,2504.13065,http://arxiv.org/abs/2504.13065,preprint,openalex,"""world model"" clinical;""world model"" echocardiography;""world model"" medicine;""world model"" patient",open-access,include,include_empirical,merged_inclusion_sources,A: The learned motion dynamics are evaluated through predicted observations and sequential medical-probe control. B: The motion-conditioned visual model is empirically demonstrated and linked to sequential control performance.,existing,MWM-0242,1,no
MWM-0077,EyeWorld: A Generative World Model of Ocular State and Dynamics,"Ophthalmic decision-making depends on subtle lesion-scale cues interpreted across multimodal imaging and over time, yet most medical foundation models remain static and degrade under modality and acquisition shifts. Here we introduce EyeWorld, a generative world model that conceptualizes the eye as a partially observed dynamical system grounded in clinical imaging. EyeWorld learns an observation-stable latent ocular state shared across modalities, unifying fine-grained parsing, structure-preserving cross-modality translation and quality-robust enhancement within a single framework. Longitudinal supervision further enables time-conditioned state transitions, supporting forecasting of clinically meaningful progression while preserving stable anatomy. By moving from static representation learning to explicit dynamical modeling, EyeWorld provides a unified approach to robust multimodal interpretation and prognosis-oriented simulation in medicine.",empirical,Ziyu Gao; Xinyuan Wu; Xiaolan Chen; Zhuoran Liu; Ruoyu Chen; Bowen Liu; Bingjie Yan; Zhenhan Wang; Kai Jin; Jiancheng Yang; Yih Chung Tham; Mingguang He; Danli Shi,2026,2026-03-14,arXiv (Cornell University),10.48550/arxiv.2603.14039,2603.14039,http://arxiv.org/abs/2603.14039,preprint,openalex,"""world model"" clinical;""world model"" medicine;""world model"" treatment",open-access,include,include_empirical,merged_inclusion_sources,A: The study directly evaluates learned longitudinal ocular dynamics. B: Longitudinal ocular dynamics and generated future states receive direct empirical evaluation.,existing,MWM-0077,1,no
