audit_id,route,title,abstract,authors,year,publication_date,venue,doi,arxiv_id,url,record_type,sources,query_labels,source_status,original_exclusion_reason,reviewer_e_decision,reviewer_e_corpus_type,reviewer_e_reason_code,reviewer_e_rationale,reviewer_f_decision,reviewer_f_corpus_type,reviewer_f_reason_code,reviewer_f_rationale,final_decision,final_corpus_type,final_reason_code,resolution_route,adjudication_rationale
AUD-7bf30e9c2ee4,primary_phrase_filter_residual,Physiology-Guided Blood Glucose Predictive Model Using Minimal Blood Glucose Dynamics,,Sarala Ghimire; Turgay Celik; Martin Gerdes; Christian Omlin,2025,2025,Proceedings of the 18th International Joint Conference on Biomedical Engineering Systems and Technologies,10.5220/0013395200003911,,https://doi.org/10.5220/0013395200003911,proceedings-article,['crossref'],"['""world model"" physiology']",registered,world-model phrase absent from title and abstract,uncertain,uncertain,insufficient_abstract,"The title suggests glucose and diabetes management dynamics or control, but no abstract establishes whether transitions are learned or adapted.",uncertain,uncertain,insufficient_abstract,"The title suggests possible biomedical state dynamics, but no usable abstract is available.",include,empirical,include_empirical,reviewer_consensus,A: The explicit next physiological state is learned from patient time series and directly evaluated. B: Data-fitted minimal glucose dynamics; directly evaluated through future glucose-state prediction.
AUD-4cbb5268d051,primary_phrase_filter_residual,Short- and long-term weekly patient-reported outcomes prediction undergoing radiotherapy: single-patient time series model vs. transformer-based multi-patient time series model,,Yang Yan; Zhong Chen; Xinglei Shen; Ronald C. Chen; Hao Gao,2025,2025,BioData Mining,10.1186/s13040-025-00464-7,,https://doi.org/10.1186/s13040-025-00464-7,journal-article,['crossref'],"['""patient world model""', '""world model"" patient']",registered,world-model phrase absent from title and abstract,uncertain,uncertain,insufficient_abstract,"The title suggests patient-state modeling dynamics or control, but no abstract establishes whether transitions are learned or adapted.",uncertain,uncertain,insufficient_abstract,"The title suggests possible biomedical state dynamics, but no usable abstract is available.",include,empirical,include_empirical,third_full_text_adjudication,"Using longitudinal radiotherapy records, the temporal models map recent weekly multivariate patient-reported symptom states to the next one-to-four weekly symptom states. Horizon-specific prediction errors are evaluated chronologically over treatment courses, providing direct evidence for learned evolution of a clinically meaningful patient state rather than unrelated endpoint prediction."
AUD-2e79c600b25d,primary_phrase_filter_residual,A Deep Learning-Enhanced Compartmental Model and Its Application in Modeling Omicron in China.,"The mainstream compartmental models require stochastic parameterization to estimate the transmission parameters between compartments, whose calculation depend upon detailed statistics on epidemiological characteristics, which are expensive, economically and resource-wise, to collect. In addition, infectious diseases spread in three dimensions: temporal, spatial, and mobile, i.e., they affect a population through not only the time progression of infection, but also the geographic distribution and physical mobility of the population. However, the parameterization process for the mainstream compartmental models does not effectively capture the spatial and mobile dimensions. As an alternative, deep learning techniques are utilized in estimating these stochastic parameters with greatly reduced dependency on data particularity and with a built-in temporal-spatial-mobile process that models the geographic distribution and physical mobility of the population. In particular, we apply DNN (Deep Neural Network) and LSTM (Long-Short Term Memory) techniques to estimate the transmission parameters in a customized compartmental model, then feed the estimated transmission parameters to the compartmental model to predict the development of the Omicron epidemic in China over the 28 days for the period between 4 June and 1 July 2022. The average levels of predication accuracy of the model are 98% and 92% for the number of infections and deaths, respectively. We establish that deep learning techniques provide an alternative to the prevalent compartmental modes and demonstrate the efficacy and potential of applying deep learning methodologies in predicting the dynamics of infectious diseases.","Deng Q, Wang G.",2024,2024-09-10,,10.3390/bioengineering11090906,,https://europepmc.org/article/MED/39329648,,['europe_pmc'],['europe_pmc_core'],indexed,world-model phrase absent from title and abstract,include,empirical,potential_empirical,Fits data-adapted temporal models to forecast infectious-disease spread over time.,exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses.",include,empirical,include_empirical,reviewer_consensus,A: Learned epidemiological transitions and future trajectories are directly evaluated. B: Deep-learned compartment parameters; directly evaluated through 28-day epidemic trajectories.
AUD-69448c657186,primary_phrase_filter_residual,A mini-review on perturbation modelling across single-cell omic modalities.,"Recent advances in single-cell omics technology have transformed the landscape of cellular and molecular research, enriching the scope and intricacy of cellular characterisation. Perturbation modelling seeks to comprehensively grasp the effects of external influences like disease onset or molecular knock-outs or external stimulants on cellular physiology, specifically on transcription factors, signal transducers, biological pathways, and dynamic cell states. Machine and deep learning tools transform complex perturbational phenomena in algorithmically tractable tasks to formulate predictions based on various types of single-cell datasets. However, the recent surge in tools and datasets makes it challenging for experimental biologists and computational scientists to keep track of the recent advances in this rapidly expanding filed of single-cell modelling. Here, we recapitulate the main objectives of perturbation modelling and summarise novel single-cell perturbation technologies based on genetic manipulation like CRISPR or compounds, spanning across omic modalities. We then concisely review a burgeoning group of computational methods extending from classical statistical inference methodologies to various machine and deep learning architectures like shallow models or autoencoders, to biologically informed approaches based on gene regulatory networks, and to combinatorial efforts reminiscent of ensemble learning. We also discuss the rising trend of large foundational models in single-cell perturbation modelling inspired by large language models. Lastly, we critically assess the challenges that underline single-cell perturbation modelling while pointing towards relevant future perspectives like perturbation atlases, multi-omics and spatial datasets, causal machine learning for interpretability, multi-task learning for performance and explainability as well as prospects for solving interoperability and benchmarking pitfalls.","Gavriilidis GI, Vasileiou V, Orfanou A, Ishaque N, Psomopoulos F.",2024,2024-04-25,,10.1016/j.csbj.2024.04.058,,https://europepmc.org/article/MED/38721585,,['europe_pmc'],['europe_pmc_core'],indexed,world-model phrase absent from title and abstract,exclude,review,review_not_primary,"Reviews procedural and surgical care but does not centrally synthesize learned or adapted transition, rollout, or control systems.",include,review,potential_review,"The review centrally examines learned biomedical dynamics, simulation, intervention response, or sequential control.",include,review,include_review,reviewer_consensus,"A: Perturbation-conditioned cellular-state prediction is the review's central evidence category. B: Substantially synthesizes single-cell perturbation models, including substantial methods and benchmark synthesis."
AUD-d2a31182ebf8,primary_phrase_filter_residual,OMG-RL:Offline Model-based Guided Reward Learning for Heparin Treatment,"Accurate medication dosing holds an important position in the overall patient therapeutic process. Therefore, much research has been conducted to develop optimal administration strategy based on Reinforcement learning (RL). However, Relying solely on a few explicitly defined reward functions makes it difficult to learn a treatment strategy that encompasses the diverse characteristics of various patients. Moreover, the multitude of drugs utilized in clinical practice makes it infeasible to construct a dedicated reward function for each medication. Here, we tried to develop a reward network that captures clinicians' therapeutic intentions, departing from explicit rewards, and to derive an optimal heparin dosing policy. In this study, we introduce Offline Model-based Guided Reward Learning (OMG-RL), which performs offline inverse RL (IRL). Through OMG-RL, we learn a parameterized reward function that captures the expert's intentions from limited data, thereby enhancing the agent's policy. We validate the proposed approach on the heparin dosing task. We show that OMG-RL policy is positively reinforced not only in terms of the learned reward network but also in activated partial thromboplastin time (aPTT), a key indicator for monitoring the effects of heparin. This means that the OMG-RL policy adequately reflects clinician's intentions. This approach can be widely utilized not only for the heparin dosing problem but also for RL-based medication dosing tasks in general.",Yooseok Lim; Sujee Lee,2024,2024-09-20,arXiv (Cornell University),10.48550/arxiv.2409.13299,2409.13299,http://arxiv.org/abs/2409.13299,preprint,['openalex'],"['""world model"" treatment']",open-access,world-model phrase absent from title and abstract,include,empirical,potential_empirical,Fits or validates clinical exposure-response dynamics to support individualized drug dosing.,include,empirical,potential_empirical,"A learned or fitted model represents evolving biomedical states, trajectories, interventions, or sequential control.",include,empirical,include_empirical,reviewer_consensus,A: The study learns clinical treatment dynamics and operationally uses them for simulated policy evaluation. B: Action-conditioned patient transition model; directly evaluated through model rollouts and conservative policy evaluation.
AUD-3b3b7e43e701,primary_phrase_filter_residual,Structural and practical identifiability of contrast transport models for DCE-MRI.,"Contrast transport models are widely used to quantify blood flow and transport in dynamic contrast-enhanced magnetic resonance imaging. These models analyze the time course of the contrast agent concentration, providing diagnostic and prognostic value for many biological systems. Thus, ensuring accuracy and repeatability of the model parameter estimation is a fundamental concern. In this work, we analyze the structural and practical identifiability of a class of nested compartment models pervasively used in analysis of MRI data. We combine artificial and real data to study the role of noise in model parameter estimation. We observe that although all the models are structurally identifiable, practical identifiability strongly depends on the data characteristics. We analyze the impact of increasing data noise on parameter identifiability and show how the latter can be recovered with increased data quality. To complete the analysis, we show that the results do not depend on specific tissue characteristics or the type of enhancement patterns of contrast agent signal.","Conte M, Woodall RT, Gutova M, Chen BT, Shiroishi MS, Brown CE, Munson JM, Rockne RC.",2024,2024-05-15,PLoS Computational Biology,10.1371/journal.pcbi.1012106,,https://europepmc.org/article/MED/38748755,article,"['europe_pmc', 'openalex']","['""world model"" physiology', 'europe_pmc_core']",indexed,world-model phrase absent from title and abstract,include,empirical,potential_empirical,Uses learned or data-adapted dynamics to model evolving cellular and biological systems states.,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.,include,empirical,include_empirical,reviewer_consensus,A: Data-fitted physiological transport dynamics receive direct trajectory and fidelity evaluation. B: Clinical-data-fitted contrast transport dynamics; directly evaluated through model-data fit and parameter identifiability.
AUD-93cb6bb435b3,primary_medical_filter_residual,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,"The complex structure of the heart leads to significant challenges in echocardiography, especially in acquisition cardiac ultrasound images. Successful echocardiography requires a thorough understanding of the structures on the two-dimensional plane and the spatial relationships between planes in three-dimensional space. In this paper, we innovatively propose a large-scale self-supervised pre-training method to acquire a cardiac structure-aware world model. The core innovation lies in constructing a self-supervised task that requires structural inference by predicting masked structures on a 2D plane and imagining another plane based on pose transformation in 3D space. To support large-scale pre-training, we collected over 1.36 million echocardiograms from ten standard views, along with their 3D spatial poses. In the downstream probe guidance task, we demonstrate that our pre-trained model consistently reduces guidance errors across the ten most common standard views on the test set with 0.29 million samples from 74 routine clinical scans, indicating that structure-aware pre-training benefits the scanning.",Haojun Jiang; Meng Li; Zhenguo Sun; Ning Jia; Yu Sun; Shaqi Luo; Shiji Song; Gao Huang,2024,2024-06-28,arXiv (Cornell University),10.48550/arxiv.2406.19756,2406.19756,http://arxiv.org/abs/2406.19756,preprint,['openalex'],"['""world model"" clinical', '""world model"" echocardiography', '""world model"" medicine']",open-access,medical-domain term absent from title and abstract,include,empirical,potential_empirical,"Learns or fits evolving procedural and surgical care states for trajectory, simulation, or intervention analysis.",include,empirical,potential_empirical,"A learned or fitted model represents evolving biomedical states, trajectories, interventions, or sequential control.",include,empirical,include_empirical,reviewer_consensus,A: The model learns action-conditioned echocardiographic observations and directly evaluates guidance capability. B: Position-conditioned echocardiography world model; directly evaluated through target-plane prediction and probe guidance.
AUD-f0bd315b247d,primary_phrase_filter_residual,BrainLM: A foundation model for brain activity recordings,"A bstract We introduce the Brain Language Model (BrainLM), a foundation model for brain activity dynamics trained on 6,700 hours of fMRI recordings. Utilizing self-supervised masked-prediction training, BrainLM demonstrates proficiency in both fine-tuning and zero-shot inference tasks. Fine-tuning allows for the accurate prediction of clinical variables like age, anxiety, and PTSD as well as forecasting of future brain states. Critically, the model generalizes well to entirely new external cohorts not seen during training. In zero-shot inference mode, BrainLM can identify intrinsic functional networks directly from raw fMRI data without any network-based supervision during training. The model also generates interpretable latent representations that reveal relationships between brain activity patterns and cognitive states. Overall, BrainLM offers a versatile and interpretable framework for elucidating the complex spatiotemporal dynamics of human brain activity. It serves as a powerful “lens” through which massive repositories of fMRI data can be analyzed in new ways, enabling more effective interpretation and utilization at scale. The work demonstrates the potential of foundation models to advance computational neuroscience research.",Josue Ortega; Antonio H. de O. Fonseca; Christopher L. Averill; Syed Asad Rizvi; Matteo Rosati; James M. Cross; Prateek Mittal; Emanuele Zappala; Daniel S. Levine; Rahul M. Dhodapkar; Insu Han; Amin Karbasi; Chadi G. Abdallah; David van Dijk,2023,2023-09-13,bioRxiv (Cold Spring Harbor Laboratory),10.1101/2023.09.12.557460,,https://doi.org/10.1101/2023.09.12.557460,preprint,['openalex'],"['""world model"" clinical', '""world model"" patient']",open-access,world-model phrase absent from title and abstract,include,empirical,potential_empirical,Fits data-adapted temporal models to forecast brain and mental-health processes over time.,include,empirical,potential_empirical,"A learned or fitted model represents evolving biomedical states, trajectories, interventions, or sequential control.",include,empirical,include_empirical,third_full_text_adjudication,"BrainLM learns spatiotemporal fMRI representations from thousands of hours of brain recordings. The primary full text evaluates reconstruction/prediction of held-out brain activity and autoregressive in-silico future activity under targeted network perturbations on unseen cohorts, directly testing learned biomedical state dynamics and intervention response."
AUD-2f16c363ccd1,primary_phrase_filter_residual,Deep Dynamic Epidemiological Modelling for COVID-19 Forecasting in Multi-level Districts,"Objective: COVID-19 has spread worldwide and made a huge influence across the world. Modeling the infectious spread situation of COVID-19 is essential to understand the current condition and to formulate intervention measurements. Epidemiological equations based on the SEIR model simulate disease development. The traditional parameter estimation method to solve SEIR equations could not precisely fit real-world data due to different situations, such as social distancing policies and intervention strategies. Additionally, learning-based models achieve outstanding fitting performance, but cannot visualize mechanisms. Methods: Thus, we propose a deep dynamic epidemiological (DDE) method that combines epidemiological equations and deep-learning advantages to obtain high accuracy and visualization. The DDE contains deep networks to fit the effect function to simulate the ever-changing situations based on the neural ODE method in solving variants' equations, ensuring the fitting performance of multi-level areas. Results: We introduce four SEIR variants to fit different situations in different countries and regions. We compare our DDE method with traditional parameter estimation methods (Nelder-Mead, BFGS, Powell, Truncated Newton Conjugate-Gradient, Neural ODE) in fitting the real-world data in the cases of countries (the USA, Columbia, South Africa) and regions (Wuhan in China, Piedmont in Italy). Our DDE method achieves the best Mean Square Error and Pearson coefficient in all five areas. Further, compared with the state-of-art learning-based approaches, the DDE outperforms all techniques, including LSTM, RNN, GRU, Random Forest, Extremely Random Trees, and Decision Tree. Conclusion: DDE presents outstanding predictive ability and visualized display of the changes in infection rates in different regions and countries.",Ruhan Liu; Jiajia Li; Yang Wen; Huating Li; Ping Zhang; Bin Sheng; Dagan Feng,2023,2023-06-21,arXiv (Cornell University),10.48550/arxiv.2306.12457,2306.12457,http://arxiv.org/abs/2306.12457,preprint,['openalex'],"['""world model"" clinical', '""world model"" medicine', '""world model"" patient']",open-access,world-model phrase absent from title and abstract,include,empirical,potential_empirical,Fits data-adapted temporal models to forecast infectious-disease spread over time.,include,empirical,potential_empirical,"A learned or fitted model represents evolving biomedical states, trajectories, interventions, or sequential control.",include,empirical,include_empirical,reviewer_consensus,A: The study learns and evaluates epidemiological state dynamics. B: Neural-ode epidemiological dynamics; directly evaluated through multi-region trajectory fit and prediction.
AUD-928cc400d0df,primary_phrase_filter_residual,Towards Model-Informed Precision Dosing of Voriconazole: Challenging Published Voriconazole Nonlinear Mixed-Effects Models with Real-World Clinical Data,,Franziska Kluwe; Robin Michelet; Wilhelm Huisinga; Markus Zeitlinger; Gerd Mikus; Charlotte Kloft,2023,2023,Clinical Pharmacokinetics,10.1007/s40262-023-01274-y,,https://doi.org/10.1007/s40262-023-01274-y,journal-article,['crossref'],"['""clinical world model""', '""world model"" clinical']",registered,world-model phrase absent from title and abstract,uncertain,uncertain,insufficient_abstract,"The title suggests drug exposure and dosing dynamics or control, but no abstract establishes whether transitions are learned or adapted.",exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.,include,empirical,include_empirical,reviewer_consensus,A: Data-fitted drug dynamics receive direct external simulator-fidelity evaluation. B: Patient-calibrated nonlinear pk dynamics; directly evaluated through external concentration-profile prediction.
AUD-2b0ad1358cef,primary_phrase_filter_residual,BeCaked: An Explainable Artificial Intelligence Model for COVID-19 Forecasting,"From the end of 2019, one of the most serious and largest spread pandemics occurred in Wuhan (China) named Coronavirus (COVID-19). As reported by the World Health Organization, there are currently more than 100 million infectious cases with an average mortality rate of about five percent all over the world. To avoid serious consequences on people's lives and the economy, policies and actions need to be suitably made in time. To do that, the authorities need to know the future trend in the development process of this pandemic. This is the reason why forecasting models play an important role in controlling the pandemic situation. However, the behavior of this pandemic is extremely complicated and difficult to be analyzed, so that an effective model is not only considered on accurate forecasting results but also the explainable capability for human experts to take action pro-actively. With the recent advancement of Artificial Intelligence (AI) techniques, the emerging Deep Learning (DL) models have been proving highly effective when forecasting this pandemic future from the huge historical data. However, the main weakness of DL models is lacking the explanation capabilities. To overcome this limitation, we introduce a novel combination of the Susceptible-Infectious-Recovered-Deceased (SIRD) compartmental model and Variational Autoencoder (VAE) neural network known as BeCaked. With pandemic data provided by the Johns Hopkins University Center for Systems Science and Engineering, our model achieves 0.98 [Formula: see text] and 0.012 MAPE at world level with 31-step forecast and up to 0.99 [Formula: see text] and 0.0026 MAPE at country level with 15-step forecast on predicting daily infectious cases. Not only enjoying high accuracy, but BeCaked also offers useful justifications for its results based on the parameters of the SIRD model. Therefore, BeCaked can be used as a reference for authorities or medical experts to make on time right decisions.",Quang Duc Nguyen; Nghia Quang Vo; Thinh T. Nguyen; Khuong Nguyen-An; Quang H. Nguyen; Trần Ngọc Đăng; Tho Quan,2022,2022-05-13,Scientific Reports,10.1038/s41598-022-11693-9,,https://doi.org/10.1038/s41598-022-11693-9,article,['openalex'],"['""world model"" medicine']",open-access,world-model phrase absent from title and abstract,include,empirical,potential_empirical,Fits data-adapted temporal models to forecast infectious-disease spread over time.,include,empirical,potential_empirical,"A learned or fitted model represents evolving biomedical states, trajectories, interventions, or sequential control.",include,empirical,include_empirical,reviewer_consensus,A: Learned compartmental dynamics are directly evaluated over multi-step epidemic evolution. B: Learned hybrid sird dynamics; directly evaluated through 15- and 31-step epidemic trajectories.
AUD-2fc9db7c7304,primary_phrase_filter_residual,Considerations in Bayesian agent-based modeling for the analysis of COVID-19 data,"Abstract Agent‐based model (ABM) has been widely used to study infectious disease transmission by simulating behaviors and interactions of autonomous individuals called agents. In the ABM, agent states, for example infected or susceptible, are assigned according to a set of simple rules, and a complex dynamics of disease transmission is described by the collective states of agents over time. Despite the flexibility in real‐world modeling, ABMs have received less attention by statisticians because of the intractable likelihood functions which lead to difficulty in estimating parameters and quantifying uncertainty around model outputs. To overcome this limitation, a Bayesian framework that treats the entire ABM as a Hidden Markov Model has been previously proposed. However, existing approach is limited due to computational inefficiency and unidentifiability of parameters. We extend the ABM approach within Bayesian framework to study infectious disease transmission addressing these limitations. We estimate the hidden states, represented by individual agent's states over time, and the model parameters by applying an improved particle Markov Chain Monte Carlo algorithm, that accounts for computing efficiency. We further evaluate the performance of the approach for parameter recovery and prediction, along with sensitivity to prior assumptions under various simulation conditions. Finally, we apply the proposed approach to the study of COVID‐19 outbreak on Diamond Princess cruise ship. We examine the differences in transmission by key demographic characteristics, while considering two different networks and limited COVID‐19 testing in the cruise.",Seungha Um; Samrachana Adhikari,2022,2022-12-08,arXiv (Cornell University),10.48550/arxiv.2212.04045,2212.04045,http://arxiv.org/abs/2212.04045,preprint,['openalex'],"['""world model"" medicine', '""world model"" patient']",open-access,world-model phrase absent from title and abstract,exclude,not_applicable,no_learned_or_adapted_dynamics,Uses a hand-specified mechanistic or mathematical model of infectious-disease spread without learned or calibrated transitions.,include,empirical,potential_empirical,"A learned or fitted model represents evolving biomedical states, trajectories, interventions, or sequential control.",include,empirical,include_empirical,reviewer_consensus,"A: Observed outbreak data adapt the agent transition model, which receives predictive evaluation. B: Bayesian-calibrated agent-state transitions; directly evaluated through parameter recovery and outbreak prediction."
AUD-4dcfd3695dbe,primary_phrase_filter_residual,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,"Magnetically manipulated medical robots are a promising alternative to current robotic platforms, allowing for miniaturization and tetherless actuation. Controlling such systems autonomously may enable safe, accurate operation. However, classical control methods require rigorous models of magnetic fields, robot dynamics, and robot environments, which can be difficult to generate. Model-free reinforcement learning (RL) offers an alternative that can bypass these requirements. We apply RL to a robotic magnetic needle manipulation system. Reinforcement learning algorithms often require long runtimes, making them impractical for many surgical robotics applications, most of which require careful, constant monitoring. Our approach first constructs a model-based simulation (MBS) on guided real-world exploration, learning the dynamics of the environment. After intensive MBS environment training, we transfer the learned behavior from the MBS environment to the real-world. Our MBS method applies RL roughly 200 times faster than doing so in the real world, and achieves a 6 mm root-mean-square (RMS) error for a square reference trajectory. In comparison, pure simulation-based approaches fail to transfer, producing a 31 mm RMS error. These results demonstrate that MBS environments are a good solution for domains where running model-free RL is impractical, especially if an accurate simulation is not available.","Barnoy Y, Erin O, Raval S, Pryor W, Mair LO, Weinberg IN, Diaz-Mercado Y, Krieger A, Hager GD.",2022,2022-10-12,IEEE Transactions on Medical Robotics and Bionics,10.1109/tmrb.2022.3214426,,https://europepmc.org/article/MED/37600471,article,"['europe_pmc', 'openalex']","['""world model"" medicine', '""world model"" patient', 'europe_pmc_core']",indexed,world-model phrase absent from title and abstract,include,empirical,potential_empirical,Learns a sequential policy or controller for procedural and surgical care with action-dependent responses.,include,empirical,potential_empirical,"A learned or fitted model represents evolving biomedical states, trajectories, interventions, or sequential control.",include,empirical,include_empirical,reviewer_consensus,A: A learned surgical-device world model is directly evaluated for fidelity and control. B: Learned surgical robot environment dynamics; directly evaluated through sim-to-real trajectory control.
AUD-ae21c420fd65,primary_phrase_filter_residual,Machine learning and artificial intelligence in physiologically based pharmacokinetic modeling,"Physiologically based pharmacokinetic (PBPK) models are useful tools in drug development and risk assessment of environmental chemicals. PBPK model development requires the collection of species-specific physiological, and chemical-specific absorption, distribution, metabolism, and excretion (ADME) parameters, which can be a time-consuming and expensive process. This raises a need to create computational models capable of predicting input parameter values for PBPK models, especially for new compounds. In this review, we summarize an emerging paradigm for integrating PBPK modeling with machine learning (ML) or artificial intelligence (AI)-based computational methods. This paradigm includes 3 steps (1) obtain time-concentration PK data and/or ADME parameters from publicly available databases, (2) develop ML/AI-based approaches to predict ADME parameters, and (3) incorporate the ML/AI models into PBPK models to predict PK summary statistics (eg, area under the curve and maximum plasma concentration). We also discuss a neural network architecture ""neural ordinary differential equation (Neural-ODE)"" that is capable of providing better predictive capabilities than other ML methods when used to directly predict time-series PK profiles. In order to support applications of ML/AI methods for PBPK model development, several challenges should be addressed (1) as more data become available, it is important to expand the training set by including the structural diversity of compounds to improve the prediction accuracy of ML/AI models; (2) due to the black box nature of many ML models, lack of sufficient interpretability is a limitation; (3) Neural-ODE has great potential to be used to generate time-series PK profiles for new compounds with limited ADME information, but its application remains to be explored. Despite existing challenges, ML/AI approaches will continue to facilitate the efficient development of robust PBPK models for a large number of chemicals.",Wei‐Chun Chou; Zhoumeng Lin,2022,2022-09-22,Toxicological Sciences,10.1093/toxsci/kfac101,,https://doi.org/10.1093/toxsci/kfac101,article,['openalex'],"['""world model"" clinical', '""world model"" medicine', '""world model"" patient', '""world model"" physiology', '""world model"" treatment']",open-access,world-model phrase absent from title and abstract,include,review,potential_review,"Centrally synthesizes learned or adapted drug exposure and dosing simulation, transition, or sequential-control systems.",include,review,potential_review,"The review centrally examines learned biomedical dynamics, simulation, intervention response, or sequential control.",include,review,include_review,reviewer_consensus,"A: Learned and adapted pharmacokinetic simulators are the central subject of the review. B: Substantially synthesizes ML-integrated PBPK and neural-ODE dynamics, including substantial pharmacokinetic methods synthesis."
AUD-4e37c79357ee,primary_phrase_filter_residual,A Blood Glucose Control Framework Based on Reinforcement Learning With Safety and Interpretability: In Silico Validation,"Controlling blood glucose levels in diabetic patients is important for managing their health and quality of life. Several algorithms based on model predictive control and reinforcement learning (RL) have been proposed so far, most of which use prior knowledge of physiological systems, the mathematical structure of blood glucose dynamics, and many episodes including failures for training the policy network in RL. To be smoothly adopted in clinical settings, we propose a fast online learning method underlining safety and interpretability. A random forest regressor and a dual attention network were exploited for glucose prediction and extension of state variables. The soft actor-critic network to determine insulin dosing was guided by proportional-integral-derivative (PID) control in the early phase, and an adaptive safe actor with suspension and additional insulin dosing was incorporated. The performance of the models was validated using an FDA-approved type 1 diabetes simulator. The results showed comparable outcomes with PID control. Using this system, glucose dynamics could be captured despite minimal prior knowledge. The extended state variables were correlated with basic states such as glucose, insulin, and meal intake, their derivatives, and their integrals, which can be fundamental elements of mathematical modeling of physiological responses. Attention scores and attribution scores in the prediction and control models represented the focused features and the internal operation of the models with interpretability. We expect this study to provide some insights on how RL can be practically adopted in clinical environments and how interpretability can provide hints of machines' thoughts for clinical applications.",Min Hyuk Lim; Woo Hyung Lee; Byoungjun Jeon; Sungwan Kim,2021,2021-01-01,IEEE Access,10.1109/access.2021.3100007,,https://doi.org/10.1109/access.2021.3100007,article,['openalex'],"['""world model"" clinical', '""world model"" medicine', '""world model"" patient', '""world model"" physiology']",open-access,world-model phrase absent from title and abstract,include,empirical,potential_empirical,Fits or validates clinical exposure-response dynamics to support individualized drug dosing.,include,empirical,potential_empirical,"A learned or fitted model represents evolving biomedical states, trajectories, interventions, or sequential control.",include,empirical,include_empirical,third_full_text_adjudication,"The glucose-control system learns random-forest and dual-attention next-glucose transition predictors online from state-action observations. Those predictors recursively generate imagined transitions used by the soft actor-critic controller, and the paper evaluates multi-step glucose prediction and closed-loop control across virtual patients; planning therefore directly depends on learned medical dynamics."
AUD-63771cfe66c1,primary_phrase_filter_residual,Clinical-Based vs. Model-Based Adaptive Dosing Strategy: Retrospective Comparison in Real-World mRCC Patients Treated with Sunitinib,"Different target exposures with sunitinib have been proposed in metastatic renal cell carcinoma (mRCC) patients, such as trough concentrations or AUCs. However, most of the time, rather than therapeutic drug monitoring (TDM), clinical evidence is preferred to tailor dosing, i.e., by reducing the dose when treatment-related toxicities show, or increasing dosing if no signs of efficacy are observed. Here, we compared such empirical dose adjustment of sunitinib in mRCC patients, with the parallel dosing proposals of a PK/PD model with TDM support. In 31 evaluable patients treated with sunitinib, 53.8% had an empirical change in dosing after treatment started (i.e., 46.2% decrease in dosing, 7.6% increase in dosing). Clinical benefit was observed in 54.1% patients, including 8.3% with complete response. Overall, 58.1% of patients experienced treatment discontinuation eventually, either because of toxicities or progressive disease. When choosing 50–100 ng/mL trough concentrations as a target exposure (i.e., sunitinib + active metabolite N-desethyl sunitinib), 45% patients were adequately exposed. When considering 1200–2150 ng/mL.h as a target AUC (i.e., sunitinib + active metabolite N-desethyl sunitinib), only 26% patients were in the desired therapeutic window. TDM with retrospective PK/PD modeling would have suggested decreasing sunitinib dosing in a much larger number of patients as compared with empirical dose adjustment. Indeed, when using target trough concentrations, the model proposed reducing dosing for 61% patients, and up to 84% patients based upon target AUC. Conversely, the model proposed increasing dosing in 9.7% of patients when using target trough concentrations and in 6.5% patients when using target AUC. Overall, TDM with adaptive dosing would have led to tailoring sunitinib dosing in a larger number of patients (i.e., 53.8% vs. 71–91%, depending on the chosen metrics for target exposure) than a clinical-based decision. Interestingly, sunitinib dosing was empirically reduced in 41% patients who displayed early-onset severe toxicities, whereas model-based recommendations would have immediately proposed to reduce dosing in more than 80% of those patients. This observation suggests that early treatment-related toxicities could have been partly avoided using prospective PK/PD modeling with adaptive dosing. Conversely, the possible impact of model-based adapted dosing on efficacy could not be fully evaluated because no clear relationship was found between baseline exposure levels and sunitinib efficacy measured at 3 months.",Florent Ferrer; Jonathan Chauvin; Bénédicte DeVictor; Bruno Lacarelle; Jean-Laurent Deville; Joseph Ciccolini,2021,2021,Pharmaceuticals,10.3390/ph14060494,,https://doi.org/10.3390/ph14060494,journal-article,['crossref'],"['""clinical world model""', '""world model"" clinical']",registered,world-model phrase absent from title and abstract,include,empirical,potential_empirical,Fits or validates clinical exposure-response dynamics to support individualized drug dosing.,include,empirical,potential_empirical,"A learned or fitted model represents evolving biomedical states, trajectories, interventions, or sequential control.",include,empirical,include_empirical,reviewer_consensus,A: The data-fitted drug model supports evaluated action-conditioned exposure simulations. B: Patient-calibrated pk-pd dynamics; directly evaluated through alternative-dose exposure simulations.
