audit_id,route,title,decision,corpus_type,reason_code,dynamics,evaluation,lineage,full_text_url,rationale,confidence
AUD-88edf55a5ac3,primary_medical_filter_residual,A mechanistic theory of planning in prefrontal cortex,exclude,not_applicable,wrong_domain,trained planning network for abstract tasks,task planning simulations,retained reviewed preprint,https://doi.org/10.1101/2025.09.23.677709,Trained planning network for abstract tasks; The modeled system is outside a substantive medical or biomedical state.,high
AUD-c77c5cd83736,primary_phrase_filter_residual,A Novel Model for Generating Patient Laboratory Test Orders from Admission: Transformer Model Approach,include,empirical,include_empirical,clinical-order sequence dynamics,next-order predictions across hospitalization,retained proceedings article,https://doi.org/10.3233/shti250913,Clinical-order sequence dynamics; directly evaluated through next-order predictions across hospitalization.,medium
AUD-1ef3d697e152,primary_phrase_filter_residual,A time-dependent model for quantifying postoperative inflammatory trajectories and predicting survival in early triple-negative breast cancer,exclude,empirical,no_future_or_action_evaluation,time-dependent prognostic covariates,survival discrimination and calibration,retained journal article,https://doi.org/10.1186/s12957-025-04168-4,"Time-dependent prognostic covariates; The evaluation does not establish qualifying future-state, rollout, or action-response dynamics.",high
AUD-201e45b5752f,primary_phrase_filter_residual,Advancements and challenges in autonomous endovascular interventional robotics: A comprehensive review.,exclude,review,review_not_primary,broad endovascular robotics,narrative sensing and control review,retained journal review,https://doi.org/10.1016/j.isci.2025.114024,Broad endovascular robotics; Learned medical transition or rollout systems are not a central evidence category.,high
AUD-db69876f2c43,primary_phrase_filter_residual,AI-Based Decision Support for Perfusionists during Cardiopulmonary Bypass.,exclude,empirical,no_learned_dynamics,supervised and model-free offline policies,future-threshold action prediction,retained proceedings paper,https://pmc.ncbi.nlm.nih.gov/articles/PMC12277973/,"Supervised and model-free offline policies; Sequential behavior is evaluated, but transition dynamics are not learned or data-adapted.",high
AUD-6cfd09330b40,primary_phrase_filter_residual,Constructing future behavior in the hippocampal formation through composition and replay.,exclude,not_applicable,wrong_domain,compositional task-state model,behavior and hippocampal replay,retained journal article,https://doi.org/10.1038/s41593-025-01908-3,Compositional task-state model; The modeled system is outside a substantive medical or biomedical state.,high
AUD-9ab3854e1ac9,primary_phrase_filter_residual,Flexible Blood Glucose Control: Offline Reinforcement Learning from Human Feedback,exclude,empirical,no_learned_dynamics,learned reward and model-free insulin policy,control in a fixed simulator,retained preprint,https://arxiv.org/abs/2501.15972,"Learned reward and model-free insulin policy; Sequential behavior is evaluated, but transition dynamics are not learned or data-adapted.",high
AUD-4e718d0793de,primary_phrase_filter_residual,"Forecasting Cancer Incidence in Canada by Age, Sex, and Region Until 2026 Using Machine Learning Techniques",exclude,empirical,no_future_or_action_evaluation,aggregate cancer-incidence forecasting,forecast accuracy,retained journal article,https://doi.org/10.3390/a18050265,"Aggregate cancer-incidence forecasting; The evaluation does not establish qualifying future-state, rollout, or action-response dynamics.",high
AUD-312e8508d6a9,primary_phrase_filter_residual,Forecasting hospital resource demand using time series and machine learning models,exclude,empirical,no_future_or_action_evaluation,hospital resource-demand forecasting,forecast error,retained journal article,https://doi.org/10.51594/gjabr.v3i8.152,"Hospital resource-demand forecasting; The evaluation does not establish qualifying future-state, rollout, or action-response dynamics.",high
AUD-47c956072226,primary_medical_filter_residual,GeneJepa: A Predictive World Model of the Transcriptome,include,empirical,include_empirical,transcriptomic perturbation model,drug-response and perturbation prediction,retained preprint,https://doi.org/10.1101/2025.10.14.682378,Transcriptomic perturbation model; directly evaluated through drug-response and perturbation prediction.,high
AUD-7b0da5c1d62d,primary_medical_filter_residual,Impaired goal-directed planning in transdiagnostic compulsivity is explained by uncertainty about learned task structure,exclude,not_applicable,wrong_domain,internal task-structure learning,behavioral mediation and reliability,retained preprint,https://doi.org/10.31234/osf.io/zp6vk_v3,Internal task-structure learning; The modeled system is outside a substantive medical or biomedical state.,high
AUD-df92422224c9,primary_phrase_filter_residual,Integrating Process Mining and Machine Learning for Surgical Workflow Optimization: A Real-World Analysis Using the MOVER EHR Dataset,include,empirical,include_empirical,data-discovered surgical workflow transitions,conformance fitness precision and timing,retained journal article,https://doi.org/10.3390/app152011014,Data-discovered surgical workflow transitions; directly evaluated through conformance fitness precision and timing.,high
AUD-c86bf88eead0,primary_phrase_filter_residual,Learning produces an orthogonalized state machine in the hippocampus.,exclude,not_applicable,wrong_domain,hidden-state task model,mouse learning and neural representations,retained journal article,https://doi.org/10.1038/s41586-024-08548-w,Hidden-state task model; The modeled system is outside a substantive medical or biomedical state.,high
AUD-53942809188b,primary_phrase_filter_residual,Meeting Global Health Needs via Infectious Disease Forecasting: Development of a Reliable Data-Driven Framework.,exclude,empirical,no_future_or_action_evaluation,infectious-disease count forecasting,multi-disease forecast metrics,retained journal article,https://doi.org/10.2196/59971,"Infectious-disease count forecasting; The evaluation does not establish qualifying future-state, rollout, or action-response dynamics.",high
AUD-683e9266c36c,primary_phrase_filter_residual,Multi-timescale reinforcement learning in the brain.,exclude,not_applicable,wrong_domain,multi-timescale reward learning,dopamine responses and animal tasks,retained journal article,https://doi.org/10.1038/s41586-025-08929-9,Multi-timescale reward learning; The modeled system is outside a substantive medical or biomedical state.,high
AUD-7bf30e9c2ee4,primary_phrase_filter_residual,Physiology-Guided Blood Glucose Predictive Model Using Minimal Blood Glucose Dynamics,include,empirical,include_empirical,data-fitted minimal glucose dynamics,future glucose-state prediction,retained proceedings article,https://doi.org/10.5220/0013395200003911,Data-fitted minimal glucose dynamics; directly evaluated through future glucose-state prediction.,medium
AUD-609b6c21c587,primary_phrase_filter_residual,Prospective contingency explains behavior and dopamine signals during associative learning.,exclude,not_applicable,wrong_domain,trained task-state representations,mouse behavior and dopamine signals,retained journal article,https://doi.org/10.1038/s41593-025-01915-4,Trained task-state representations; The modeled system is outside a substantive medical or biomedical state.,high
AUD-5c3358c051d6,primary_phrase_filter_residual,"Reinforcement learning for healthcare operations management: methodological framework, recent developments, and future research directions",exclude,review,review_not_primary,broad healthcare-operations RL,methodological narrative review,retained journal review,https://doi.org/10.1007/s10729-025-09699-6,Broad healthcare-operations rl; Learned medical transition or rollout systems are not a central evidence category.,high
AUD-62a9e37639bc,primary_phrase_filter_residual,Reinforcement Learning in Medical Settings —A Review of Counterfactual Reward Estimation Methods Based on Causal Graphs,exclude,review,review_not_primary,causal reward-estimation methods,technical narrative review,retained conference review,https://doi.org/10.1051/itmconf/20257801018,Causal reward-estimation methods; Learned medical transition or rollout systems are not a central evidence category.,high
AUD-4cbb5268d051,primary_phrase_filter_residual,Short- and long-term weekly patient-reported outcomes prediction undergoing radiotherapy: single-patient time series model vs. transformer-based multi-patient time series model,include,empirical,include_empirical,multivariate patient-reported outcome dynamics,short and long multi-horizon forecasts,retained journal article,https://doi.org/10.1186/s13040-025-00464-7,Multivariate patient-reported outcome dynamics; directly evaluated through short and long multi-horizon forecasts.,medium
AUD-e1f6926dd145,primary_phrase_filter_residual,Trial-by-trial learning of successor representations in human behavior.,exclude,not_applicable,wrong_domain,successor-representation learning,human graph-task behavior,retained journal article,https://doi.org/10.1371/journal.pcbi.1013696,Successor-representation learning; The modeled system is outside a substantive medical or biomedical state.,high
AUD-2dc07ed0e914,primary_phrase_filter_residual,Using computational models of learning to advance cognitive behavioral therapy.,exclude,review,review_not_primary,learning theories for psychotherapy,conceptual literature synthesis,retained journal review,https://doi.org/10.1038/s44271-025-00251-4,Learning theories for psychotherapy; Learned medical transition or rollout systems are not a central evidence category.,high
AUD-9531c80046d7,primary_phrase_filter_residual,A Clinical Pathway Model for Severe Stroke Rehabilitation based on Process Mining,uncertain,uncertain,inaccessible_full_text,possibly mined rehabilitation workflow,not verifiable,retained conference record,https://doi.org/10.1109/wrrc62201.2024.10696032,Possibly mined rehabilitation workflow; Primary text was insufficient to make a defensible eligibility decision.,low
AUD-2e79c600b25d,primary_phrase_filter_residual,A Deep Learning-Enhanced Compartmental Model and Its Application in Modeling Omicron in China.,include,empirical,include_empirical,deep-learned compartment parameters,28-day epidemic trajectories,retained journal article,https://doi.org/10.3390/bioengineering11090906,Deep-learned compartment parameters; directly evaluated through 28-day epidemic trajectories.,high
AUD-69448c657186,primary_phrase_filter_residual,A mini-review on perturbation modelling across single-cell omic modalities.,include,review,include_review,single-cell perturbation models,substantial methods and benchmark synthesis,retained journal review,https://doi.org/10.1016/j.csbj.2024.04.058,"Substantially synthesizes single-cell perturbation models, including substantial methods and benchmark synthesis.",high
AUD-25baab647428,primary_phrase_filter_residual,A recurrent network model of planning explains hippocampal replay and human behavior,exclude,not_applicable,wrong_domain,agent planning and policy rollouts,navigation behavior and replay,retained journal article,https://doi.org/10.1038/s41593-024-01675-7,Agent planning and policy rollouts; The modeled system is outside a substantive medical or biomedical state.,high
AUD-0549262f2fd7,primary_phrase_filter_residual,Agent Hospital: A Simulacrum of Hospital with Evolvable Medical Agents,exclude,empirical,no_future_or_action_evaluation,LLM hospital role-play,doctor-agent benchmark performance,retained preprint,https://arxiv.org/abs/2405.02957,"Llm hospital role-play; The evaluation does not establish qualifying future-state, rollout, or action-response dynamics.",high
AUD-a21a0e3ea5ec,primary_phrase_filter_residual,Latent-state and model-based learning in PTSD.,exclude,review,review_not_primary,latent task-state learning in PTSD,conceptual clinical neuroscience review,retained journal review,https://doi.org/10.1016/j.tins.2023.12.002,Latent task-state learning in ptsd; Learned medical transition or rollout systems are not a central evidence category.,high
AUD-d61bb80c2d83,primary_phrase_filter_residual,Longitudinal Targeted Minimum Loss-based Estimation with Temporal-Difference Heterogeneous Transformer.,exclude,empirical,no_future_or_action_evaluation,counterfactual outcome estimator,policy mean estimation,retained proceedings article,https://europepmc.org/article/MED/41357903,"Counterfactual outcome estimator; The evaluation does not establish qualifying future-state, rollout, or action-response dynamics.",high
AUD-d2a31182ebf8,primary_phrase_filter_residual,OMG-RL:Offline Model-based Guided Reward Learning for Heparin Treatment,include,empirical,include_empirical,action-conditioned patient transition model,model rollouts and conservative policy evaluation,retained preprint,https://arxiv.org/abs/2409.13299,Action-conditioned patient transition model; directly evaluated through model rollouts and conservative policy evaluation.,high
AUD-6b102192c765,primary_phrase_filter_residual,Reinforcement Learning Algorithms and Applications in Healthcare and Robotics: A Comprehensive and Systematic Review.,exclude,review,review_not_primary,broad healthcare and robotics RL,systematic application review,retained journal review,https://doi.org/10.3390/s24082461,Broad healthcare and robotics rl; Learned medical transition or rollout systems are not a central evidence category.,high
AUD-54639c566bb3,primary_phrase_filter_residual,SafeRPlan: Safe deep reinforcement learning for intraoperative planning of pedicle screw placement,exclude,empirical,no_learned_dynamics,safe model-free surgical planning policy,placement success and safety,retained journal article,https://doi.org/10.1016/j.media.2024.103345,"Safe model-free surgical planning policy; Sequential behavior is evaluated, but transition dynamics are not learned or data-adapted.",high
AUD-3b3b7e43e701,primary_phrase_filter_residual,Structural and practical identifiability of contrast transport models for DCE-MRI.,include,empirical,include_empirical,clinical-data-fitted contrast transport dynamics,model-data fit and parameter identifiability,retained journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC11132485/,Clinical-data-fitted contrast transport dynamics; directly evaluated through model-data fit and parameter identifiability.,medium
AUD-93cb6bb435b3,primary_medical_filter_residual,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,include,empirical,include_empirical,position-conditioned echocardiography world model,target-plane prediction and probe guidance,retained preprint,https://arxiv.org/abs/2406.19756,Position-conditioned echocardiography world model; directly evaluated through target-plane prediction and probe guidance.,high
AUD-76de51a9993d,primary_phrase_filter_residual,SurGen: Text-Guided Diffusion Model for Surgical Video Generation,exclude,empirical,no_future_or_action_evaluation,text-conditioned surgical video generation,video quality metrics,retained preprint,https://arxiv.org/abs/2408.14028,"Text-conditioned surgical video generation; The evaluation does not establish qualifying future-state, rollout, or action-response dynamics.",high
AUD-506b48df42ec,primary_phrase_filter_residual,The utility of a latent-cause framework for understanding addiction phenomena.,exclude,review,review_not_primary,latent-cause addiction theories,conceptual framework review,retained journal review,https://doi.org/10.1016/j.addicn.2024.100143,Latent-cause addiction theories; Learned medical transition or rollout systems are not a central evidence category.,high
AUD-b1df0d01e706,primary_phrase_filter_residual,Toward Personalized Salbutamol Therapy: Validating Virtual Patient-Derived Population Pharmacokinetic Model with Real-World Data,include,empirical,include_empirical,fitted population pharmacokinetic dynamics,real-patient concentration-trajectory validation,retained journal article,https://doi.org/10.3390/pharmaceutics16070881,Fitted population pharmacokinetic dynamics; directly evaluated through real-patient concentration-trajectory validation.,high
AUD-94d47cf0b09a,primary_phrase_filter_residual,A Longitudinal Chronic Disease Risk Lifecycle Management Model for EHR-Based Systems,exclude,not_applicable,no_primary_empirical_evaluation,conceptual lifecycle architecture,no empirical evaluation,retained conceptual article,https://doi.org/10.68159/j755549871,Conceptual lifecycle architecture; The primary record lacks extractable empirical dynamics methods and results.,high
AUD-b2cd91a632c7,primary_phrase_filter_residual,An introduction to reinforcement learning for neuroscience,exclude,review,wrong_domain,general RL neuroscience,tutorial synthesis,retained preprint review,https://arxiv.org/abs/2311.07315,General rl neuroscience; The modeled system is outside a substantive medical or biomedical state.,high
AUD-f0bd315b247d,primary_phrase_filter_residual,BrainLM: A foundation model for brain activity recordings,exclude,empirical,no_future_or_action_evaluation,masked brain-recording representation,reconstruction and downstream endpoints,retained preprint,https://doi.org/10.1101/2023.09.12.557460,"Masked brain-recording representation; The evaluation does not establish qualifying future-state, rollout, or action-response dynamics.",high
AUD-2b61cfe75bc6,primary_phrase_filter_residual,Constructing future behaviour in the hippocampal formation through composition and replay,exclude,empirical,duplicate_publication,same compositional replay study,superseded preprint evidence,duplicate of AUD-6cfd09330b40,https://doi.org/10.1101/2023.04.07.536053,Duplicate of aud-6cfd09330b40; the more complete stable version is retained.,high
AUD-56a5b4b6f03e,primary_phrase_filter_residual,Continuous-Time Decision Transformer for Healthcare Applications.,exclude,empirical,no_learned_dynamics,continuous-time treatment policy,policy performance in fixed simulators,retained proceedings article,https://europepmc.org/article/MED/38435084,"Continuous-time treatment policy; Sequential behavior is evaluated, but transition dynamics are not learned or data-adapted.",high
AUD-2f16c363ccd1,primary_phrase_filter_residual,Deep Dynamic Epidemiological Modelling for COVID-19 Forecasting in Multi-level Districts,include,empirical,include_empirical,neural-ODE epidemiological dynamics,multi-region trajectory fit and prediction,retained preprint,https://arxiv.org/abs/2306.12457,Neural-ode epidemiological dynamics; directly evaluated through multi-region trajectory fit and prediction.,high
AUD-11e88aa637d1,primary_phrase_filter_residual,Forecasting COVID- 19 cases using Statistical Models and Ontology-based Semantic Modelling: A real time data analytics approach,exclude,empirical,duplicate_publication,same COVID forecast study,superseded record,duplicate of AUD-b252ee8906ea,https://europepmc.org/article/PPR/PPR610289,Duplicate of aud-b252ee8906ea; the more complete stable version is retained.,high
AUD-b252ee8906ea,primary_phrase_filter_residual,Forecasting of COVID- 19 cases using Statistical Models and Ontology-based Semantic Modelling: A real time data analytics approach,exclude,empirical,no_future_or_action_evaluation,COVID case-count forecasting,forecast accuracy and static risk classes,retained preprint,https://doi.org/10.21203/rs.3.rs-3329934/v1,"Covid case-count forecasting; The evaluation does not establish qualifying future-state, rollout, or action-response dynamics.",high
AUD-72656eebf7d0,primary_phrase_filter_residual,"Pain, from perception to action: A computational perspective.",exclude,review,review_not_primary,computational theories of pain,perspective synthesis,retained journal perspective,https://doi.org/10.1016/j.isci.2022.105707,Computational theories of pain; Learned medical transition or rollout systems are not a central evidence category.,high
AUD-62219abe0c2d,primary_phrase_filter_residual,Reinforcement Learning for Healthcare: From Model Development to Deployment,exclude,review,review_not_primary,healthcare RL development pipeline,methodological dissertation review,retained repository manuscript,https://nrs.harvard.edu/URN-3:HUL.INSTREPOS:37374610,Healthcare rl development pipeline; Learned medical transition or rollout systems are not a central evidence category.,high
AUD-928cc400d0df,primary_phrase_filter_residual,Towards Model-Informed Precision Dosing of Voriconazole: Challenging Published Voriconazole Nonlinear Mixed-Effects Models with Real-World Clinical Data,include,empirical,include_empirical,patient-calibrated nonlinear PK dynamics,external concentration-profile prediction,retained journal article,https://doi.org/10.1007/s40262-023-01274-y,Patient-calibrated nonlinear pk dynamics; directly evaluated through external concentration-profile prediction.,high
AUD-6e7dc8b6eb49,primary_phrase_filter_residual,A neural network account of memory replay and knowledge consolidation,exclude,not_applicable,wrong_domain,generative replay network,image-category generalization,retained journal article,https://doi.org/10.1093/cercor/bhac054,Generative replay network; The modeled system is outside a substantive medical or biomedical state.,high
AUD-4fa53f6417e2,primary_phrase_filter_residual,A spatiotemporal machine learning approach to forecasting COVID-19 incidence at the county level in the USA,exclude,empirical,no_future_or_action_evaluation,county incidence forecasting,four-week forecast error,retained journal article,https://doi.org/10.1007/s41060-021-00295-9,"County incidence forecasting; The evaluation does not establish qualifying future-state, rollout, or action-response dynamics.",high
AUD-01dbcfb5e94a,primary_phrase_filter_residual,A Survey on Digital Epidemiology: Networks and Models,exclude,review,review_not_primary,broad digital epidemiology models,narrative survey,retained journal review,https://doi.org/10.18103/mra.v10i10.3175,Broad digital epidemiology models; Learned medical transition or rollout systems are not a central evidence category.,high
AUD-2b0ad1358cef,primary_phrase_filter_residual,BeCaked: An Explainable Artificial Intelligence Model for COVID-19 Forecasting,include,empirical,include_empirical,learned hybrid SIRD dynamics,15- and 31-step epidemic trajectories,retained journal article,https://doi.org/10.1038/s41598-022-11693-9,Learned hybrid sird dynamics; directly evaluated through 15- and 31-step epidemic trajectories.,high
AUD-59248ee5e53f,primary_phrase_filter_residual,Causal inference using observational intensive care unit data: a systematic review and recommendations for future practice,exclude,review,review_not_primary,causal treatment-effect methods,systematic reporting-quality review,retained preprint review,https://doi.org/10.1101/2022.10.29.22281684,Causal treatment-effect methods; Learned medical transition or rollout systems are not a central evidence category.,high
AUD-2fc9db7c7304,primary_phrase_filter_residual,Considerations in Bayesian agent-based modeling for the analysis of COVID-19 data,include,empirical,include_empirical,Bayesian-calibrated agent-state transitions,parameter recovery and outbreak prediction,retained preprint,https://arxiv.org/abs/2212.04045,Bayesian-calibrated agent-state transitions; directly evaluated through parameter recovery and outbreak prediction.,high
