audit_id,route,title,decision,corpus_type,reason_code,dynamics,evaluation,lineage,full_text_url,rationale,confidence
AUD-f207351174df,primary_phrase_filter_residual,MicroVerse: A Preliminary Exploration Toward a Micro-World Simulation,include,empirical,include_empirical,A video generator is trained on expert-verified microscopic biological mechanism simulations.,"Generated organ, cellular, and molecular trajectories are assessed for temporal consistency, physical validity, and scientific fidelity.",Primary study.,https://arxiv.org/pdf/2603.00585,The learned generator produces and directly evaluates biomedical micro-scale dynamics.,high
AUD-5c062e5c25cd,primary_phrase_filter_residual,Planning in the Brain: It's Not What You Think It Is.,exclude,review,review_not_primary,"Reviews replay, temporal abstraction, and meta-learning as mechanisms of neural planning.","No primary dynamics experiment is reported, and learned medical transition simulators are not a central synthesis category.",Primary study.,https://europepmc.org/article/MED/41990393,This cognitive-neuroscience review does not centrally synthesize learned medical or biomedical simulators.,high
AUD-2910bb23d897,primary_phrase_filter_residual,ResidencyRL: Reinforcement Learning in Simulated Clinical Environments,exclude,empirical,no_learned_dynamics,LLM patient encounters provide an environment for RL training of diagnostic agents.,No qualifying learned or data-adapted medical transition model is operationally evaluated.,Primary study.,https://arxiv.org/pdf/2608.07418,"The simulator is not learned or adapted from observed medical transition data, and its dynamics fidelity is not evaluated.",high
AUD-8641031fc6e4,primary_phrase_filter_residual,Simulating closed-loop transcranial brain stimulation for reinforcement learning-based treatment discovery,exclude,empirical,no_learned_dynamics,A mechanistic neural-circuit simulator is coupled to stimulation and RL treatment search.,No qualifying learned or data-adapted medical transition model is operationally evaluated.,Primary study.,https://www.researchsquare.com/article/rs-7958165/v1,"RL learns stimulation choices, but the brain transition equations are hand-specified rather than data-fitted.",high
AUD-f860c86723ab,primary_phrase_filter_residual,"T-World Virtual Human Cardiomyocyte. I. Development, Validation, and Cell Arrhythmogenesis.",include,empirical,include_empirical,Sex-specific cardiomyocyte differential equations are reparameterized and calibrated with experimental cellular data.,"Independent datasets test action potentials, calcium, contraction, drug response, sympathetic stimulation, and arrhythmia mechanisms.",Primary study.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13152079/fullTextXML,A data-adapted cellular simulator is extensively validated under trajectories and interventions.,high
AUD-480973cb8adc,primary_phrase_filter_residual,Toward Autonomous Clinics: Human-Robot Collaboration in Clinical Care.,exclude,review,review_not_primary,"Reviews collaborative clinical robotics across sensing, planning, action, safety, and deployment.","No primary dynamics experiment is reported, and learned medical transition simulators are not a central synthesis category.",Primary study.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13401152/fullTextXML,The narrative systems review does not centrally synthesize learned medical transition simulators.,high
AUD-e7a5b608002f,primary_phrase_filter_residual,TwinCell: Large Causal Cell Model for Reliable and Interpretable Therapeutic Target Prioritisation,exclude,empirical,no_future_or_action_evaluation,TwinCell ranks upstream regulators likely to connect diseased and healthy cellular states.,"No qualifying state-trajectory, rollout, action-response, or simulator-fidelity evaluation is reported.",Primary study.,https://doi.org/10.64898/2026.01.29.702072,It explicitly prioritizes targets rather than predicting or rolling out perturbation-induced cell-state transitions.,high
AUD-f3e048ff7f5e,primary_phrase_filter_residual,A Bayesian mixture model for Poisson network autoregression.,include,empirical,include_empirical,A Bayesian Poisson network autoregression learns lagged county-level COVID count transitions and heterogeneous node dynamics.,"Simulation recovery and posterior next-count prediction are evaluated, followed by an Irish county application.",Primary study.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12271270/fullTextXML,The fitted autoregressive network directly evaluates next epidemiological states.,high
AUD-88edf55a5ac3,primary_medical_filter_residual,A mechanistic theory of planning in prefrontal cortex,exclude,not_applicable,wrong_domain,A recurrent attractor network plans in artificial navigation and game environments.,Evaluation concerns a nonmedical task or behavior rather than medical or biomedical state dynamics.,Primary study.,https://elifesciences.org/reviewed-preprints/109757v2,The model is trained on synthetic tasks rather than observed medical or biomedical state dynamics.,high
AUD-c77c5cd83736,primary_phrase_filter_residual,A Novel Model for Generating Patient Laboratory Test Orders from Admission: Transformer Model Approach,include,empirical,include_empirical,GPT-2 learns temporal sequences of hospital laboratory orders from admission-to-discharge EHR data.,Held-out order sequences are predicted at multiple hospitalization times and compared with a GBDT baseline.,Primary study.,https://doi.org/10.3233/shti250913,The clinical-process sequence model directly evaluates future order-state generation.,medium
AUD-1ef3d697e152,primary_phrase_filter_residual,A time-dependent model for quantifying postoperative inflammatory trajectories and predicting survival in early triple-negative breast cancer,exclude,empirical,no_learned_dynamics,Inflammatory-marker trajectory groups feed survival models for triple-negative breast cancer.,No qualifying learned or data-adapted medical transition model is operationally evaluated.,Primary study.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12853752/fullTextXML,Trajectory clustering and survival discrimination do not model patient-state transitions.,high
AUD-201e45b5752f,primary_phrase_filter_residual,Advancements and challenges in autonomous endovascular interventional robotics: A comprehensive review.,exclude,review,review_not_primary,"Reviews sensing, control, and execution modules in endovascular intervention robots.","No primary dynamics experiment is reported, and learned medical transition simulators are not a central synthesis category.",Primary study.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12704325/fullTextXML,Learned action-conditioned anatomy or device dynamics are not a central review category.,high
AUD-db69876f2c43,primary_phrase_filter_residual,AI-Based Decision Support for Perfusionists during Cardiopulmonary Bypass.,exclude,empirical,no_learned_dynamics,Supervised and RL components predict perfusionist actions from cardiopulmonary-bypass observations.,No qualifying learned or data-adapted medical transition model is operationally evaluated.,Conference proceedings abstract.,https://pmc.ncbi.nlm.nih.gov/articles/PMC12277973/,"The short proceedings report evaluates action prediction, not a learned bypass or patient transition model.",high
AUD-6cfd09330b40,primary_phrase_filter_residual,Constructing future behavior in the hippocampal formation through composition and replay.,exclude,not_applicable,wrong_domain,Compositional state spaces and replay explain navigation behavior and hippocampal firing fields.,Evaluation concerns a nonmedical task or behavior rather than medical or biomedical state dynamics.,Primary study.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12081289/fullTextXML,The environment transitions are task-defined and the modeled state is basic spatial cognition rather than a medical system.,high
AUD-9ab3854e1ac9,primary_phrase_filter_residual,Flexible Blood Glucose Control: Offline Reinforcement Learning from Human Feedback,exclude,empirical,no_learned_dynamics,Offline RL learns insulin policies and a preference reward model from patient records.,No qualifying learned or data-adapted medical transition model is operationally evaluated.,Primary study.,https://arxiv.org/pdf/2501.15972,Evaluation uses a fixed physiological simulator; patient transition dynamics are not learned from the records.,high
AUD-4e718d0793de,primary_phrase_filter_residual,"Forecasting Cancer Incidence in Canada by Age, Sex, and Region Until 2026 Using Machine Learning Techniques",exclude,empirical,no_future_or_action_evaluation,ARIMA-LSTM forecasts aggregate cancer incidence by demographic and region.,"No qualifying state-trajectory, rollout, action-response, or simulator-fidelity evaluation is reported.",Primary study.,https://doi.org/10.3390/a18050265,This is ordinary incidence forecasting without an evolving biomedical-state simulator.,high
AUD-312e8508d6a9,primary_phrase_filter_residual,Forecasting hospital resource demand using time series and machine learning models,exclude,empirical,no_future_or_action_evaluation,"An ensemble forecasts beds, ICU capacity, staffing, and supplies.","No qualifying state-trajectory, rollout, action-response, or simulator-fidelity evaluation is reported.",Primary study.,https://fegulf.com/index.php/gjabr/article/download/152/159,Resource-demand prediction does not model and evaluate healthcare-system state transitions or actions.,high
AUD-47c956072226,primary_medical_filter_residual,GeneJepa: A Predictive World Model of the Transcriptome,exclude,empirical,no_future_or_action_evaluation,GeneJepa predicts masked transcriptomic embeddings and supports downstream perturbation prediction.,"No qualifying state-trajectory, rollout, action-response, or simulator-fidelity evaluation is reported.",Primary study.,https://www.biorxiv.org/content/10.1101/2025.10.14.682378v2,Masked representation and endpoint benchmarks do not directly evaluate cellular trajectories or action-conditioned transitions.,high
AUD-7b0da5c1d62d,primary_medical_filter_residual,Impaired goal-directed planning in transdiagnostic compulsivity is explained by uncertainty about learned task structure,exclude,not_applicable,wrong_domain,A fitted behavioral model estimates uncertainty while participants learn a task transition structure.,Evaluation concerns a nonmedical task or behavior rather than medical or biomedical state dynamics.,Primary study.,https://osf.io/zp6vk/,"The modeled state is the external decision task, not a patient or physiological trajectory.",high
AUD-df92422224c9,primary_phrase_filter_residual,Integrating Process Mining and Machine Learning for Surgical Workflow Optimization: A Real-World Analysis Using the MOVER EHR Dataset,exclude,empirical,no_future_or_action_evaluation,Process mining discovers surgical pathways and a classifier predicts delayed recovery.,"No qualifying state-trajectory, rollout, action-response, or simulator-fidelity evaluation is reported.",Primary study.,https://doi.org/10.3390/app152011014,Conformance and endpoint classification do not evaluate learned workflow rollouts or action responses.,high
AUD-c86bf88eead0,primary_phrase_filter_residual,Learning produces an orthogonalized state machine in the hippocampus.,include,empirical,include_empirical,A clone-structured causal graph learns hidden hippocampal states and reproduces neural-state learning dynamics.,The fitted model is compared with longitudinal mouse calcium recordings and the observed neural learning trajectory.,Primary study.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11964937/fullTextXML,Observed physiological neural dynamics are learned and directly reproduced.,high
AUD-53942809188b,primary_phrase_filter_residual,Meeting Global Health Needs via Infectious Disease Forecasting: Development of a Reliable Data-Driven Framework.,exclude,empirical,no_future_or_action_evaluation,Statistical and machine-learning models forecast infectious-disease counts across regions.,"No qualifying state-trajectory, rollout, action-response, or simulator-fidelity evaluation is reported.",Primary study.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11951818/fullTextXML,"The operational pipeline evaluates forecast accuracy, not a state-transition or intervention simulator.",high
AUD-683e9266c36c,primary_phrase_filter_residual,Multi-timescale reinforcement learning in the brain.,exclude,not_applicable,wrong_domain,Multi-timescale RL models reward learning and dopamine responses in behavioral tasks.,Evaluation concerns a nonmedical task or behavior rather than medical or biomedical state dynamics.,Primary study.,https://www.nature.com/articles/s41586-025-08929-9,The learned quantities concern task reward prediction rather than evolution of a medical or biomedical state.,high
AUD-7bf30e9c2ee4,primary_phrase_filter_residual,Physiology-Guided Blood Glucose Predictive Model Using Minimal Blood Glucose Dynamics,include,empirical,include_empirical,A hybrid model learns 30-minute blood-glucose transitions while incorporating insulin and meal-absorption dynamics.,Held-out OhioT1DM records test next-glucose prediction across history windows and model ablations.,Primary study.,https://www.scitepress.org/Papers/2025/133952/133952.pdf,The explicit next physiological state is learned from patient time series and directly evaluated.,high
AUD-609b6c21c587,primary_phrase_filter_residual,Prospective contingency explains behavior and dopamine signals during associative learning.,exclude,not_applicable,wrong_domain,TD and recurrent models explain contingency learning and dopamine signals in mice.,Evaluation concerns a nonmedical task or behavior rather than medical or biomedical state dynamics.,Primary study.,https://www.nature.com/articles/s41593-025-01915-4,The modeled transitions belong to an experimental reward task rather than a medical or biomedical state.,high
AUD-5c3358c051d6,primary_phrase_filter_residual,"Reinforcement learning for healthcare operations management: methodological framework, recent developments, and future research directions",exclude,review,review_not_primary,Reviews RL methods for healthcare operations such as scheduling and resource allocation.,"No primary dynamics experiment is reported, and learned medical transition simulators are not a central synthesis category.",Primary study.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12137509/fullTextXML,The review is broad across model-free and model-based RL; learned healthcare transition models are not central.,high
AUD-62a9e37639bc,primary_phrase_filter_residual,Reinforcement Learning in Medical Settings —A Review of Counterfactual Reward Estimation Methods Based on Causal Graphs,exclude,review,review_not_primary,Reviews causal-graph methods for counterfactual reward estimation in offline medical RL.,"No primary dynamics experiment is reported, and learned medical transition simulators are not a central synthesis category.",Primary study.,https://doi.org/10.1051/itmconf/20257801018,"The focus is reward and causal estimation, not learned patient transition or rollout systems.",high
AUD-4cbb5268d051,primary_phrase_filter_residual,Short- and long-term weekly patient-reported outcomes prediction undergoing radiotherapy: single-patient time series model vs. transformer-based multi-patient time series model,exclude,empirical,no_future_or_action_evaluation,VAR and transformer models forecast weekly patient-reported outcomes during radiotherapy.,"No qualifying state-trajectory, rollout, action-response, or simulator-fidelity evaluation is reported.",Primary study.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12341308/fullTextXML,This is ordinary outcome forecasting without action-conditioned patient-state dynamics.,high
AUD-e1f6926dd145,primary_phrase_filter_residual,Trial-by-trial learning of successor representations in human behavior.,exclude,not_applicable,wrong_domain,Behavioral models learn successor representations of graph-task states.,Evaluation concerns a nonmedical task or behavior rather than medical or biomedical state dynamics.,Primary study.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12643320/fullTextXML,The state space is an experimental graph rather than a medical or physiological system.,high
AUD-2dc07ed0e914,primary_phrase_filter_residual,Using computational models of learning to advance cognitive behavioral therapy.,exclude,review,review_not_primary,Maps computational learning theories onto cognitive behavioral therapy mechanisms.,"No primary dynamics experiment is reported, and learned medical transition simulators are not a central synthesis category.",Primary study.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12034757/fullTextXML,"It is a conceptual treatment review, not a synthesis of learned medical dynamic simulators.",high
AUD-9531c80046d7,primary_phrase_filter_residual,A Clinical Pathway Model for Severe Stroke Rehabilitation based on Process Mining,exclude,empirical,no_future_or_action_evaluation,Process mining derives a severe-stroke rehabilitation pathway model.,"No qualifying state-trajectory, rollout, action-response, or simulator-fidelity evaluation is reported.",Conference paper.,https://doi.org/10.1109/WRRC62201.2024.10696032,The accessible report supports pathway discovery rather than evaluated future workflow generation or intervention response.,medium
AUD-2e79c600b25d,primary_phrase_filter_residual,A Deep Learning-Enhanced Compartmental Model and Its Application in Modeling Omicron in China.,include,empirical,include_empirical,DNN and LSTM components estimate time-varying parameters of a spatial-mobile compartmental epidemic model.,The adapted model rolls out 28-day infection and death trajectories and is compared with observed Omicron data.,Primary study.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11428411/fullTextXML,Learned epidemiological transitions and future trajectories are directly evaluated.,high
AUD-69448c657186,primary_phrase_filter_residual,A mini-review on perturbation modelling across single-cell omic modalities.,include,review,include_review,Reviews machine-learning models of genetic and chemical perturbation effects on dynamic single-cell states.,"Substantially synthesizes learned medical or biomedical transition, perturbation, or simulation models.",Review article.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11076269/fullTextXML,Perturbation-conditioned cellular-state prediction is the review's central evidence category.,high
AUD-25baab647428,primary_phrase_filter_residual,A recurrent network model of planning explains hippocampal replay and human behavior,exclude,not_applicable,wrong_domain,A meta-RL agent samples policy rollouts for planning in a spatial navigation task.,Evaluation concerns a nonmedical task or behavior rather than medical or biomedical state dynamics.,Primary study.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11239510/fullTextXML,The modeled environment is artificial navigation and not a medical or biomedical state system.,high
AUD-0549262f2fd7,primary_phrase_filter_residual,Agent Hospital: A Simulacrum of Hospital with Evolvable Medical Agents,exclude,empirical,no_future_or_action_evaluation,LLM agents simulate hospital roles and encounters while doctor agents self-improve.,"No qualifying state-trajectory, rollout, action-response, or simulator-fidelity evaluation is reported.",Primary study.,https://arxiv.org/pdf/2405.02957,"Evaluation emphasizes doctor-agent question answering, not simulator fidelity or patient-state trajectories.",high
AUD-a21a0e3ea5ec,primary_phrase_filter_residual,Latent-state and model-based learning in PTSD.,exclude,review,review_not_primary,Reviews latent-state and model-based learning findings in PTSD tasks.,"No primary dynamics experiment is reported, and learned medical transition simulators are not a central synthesis category.",Primary study.,https://europepmc.org/article/MED/38212163,It synthesizes task-representation biases rather than learned patient-state simulators.,high
AUD-d61bb80c2d83,primary_phrase_filter_residual,Longitudinal Targeted Minimum Loss-based Estimation with Temporal-Difference Heterogeneous Transformer.,exclude,empirical,no_future_or_action_evaluation,A transformer and TMLE estimate mean counterfactual outcomes under treatment policies.,"No qualifying state-trajectory, rollout, action-response, or simulator-fidelity evaluation is reported.",Primary study.,https://europepmc.org/article/MED/41357903,Policy-value estimation does not generate or validate future patient states or transition dynamics.,high
AUD-d2a31182ebf8,primary_phrase_filter_residual,OMG-RL:Offline Model-based Guided Reward Learning for Heparin Treatment,include,empirical,include_empirical,A supervised patient dynamics model learns state-action transitions from MIMIC heparin records and supports offline rollouts.,Rollout-guided inverse RL and dosing policies are evaluated by learned reward and aPTT outcomes.,Primary study.,https://arxiv.org/pdf/2409.13299,The study learns clinical treatment dynamics and operationally uses them for simulated policy evaluation.,high
AUD-6b102192c765,primary_phrase_filter_residual,Reinforcement Learning Algorithms and Applications in Healthcare and Robotics: A Comprehensive and Systematic Review.,exclude,review,review_not_primary,Systematically reviews RL algorithms with broad robotics and healthcare applications.,"No primary dynamics experiment is reported, and learned medical transition simulators are not a central synthesis category.",Primary study.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11053800/fullTextXML,Learned medical transition simulators are not a central evidence category.,high
AUD-54639c566bb3,primary_phrase_filter_residual,SafeRPlan: Safe deep reinforcement learning for intraoperative planning of pedicle screw placement,exclude,empirical,no_learned_dynamics,Safe DRL plans pedicle-screw paths in a simulated anatomical environment.,No qualifying learned or data-adapted medical transition model is operationally evaluated.,Primary study.,https://doi.org/10.1016/j.media.2024.103345,"The policy is learned, but anatomy and procedural transition dynamics are predefined.",high
AUD-3b3b7e43e701,primary_phrase_filter_residual,Structural and practical identifiability of contrast transport models for DCE-MRI.,include,empirical,include_empirical,Compartmental contrast-transport parameters are estimated from dynamic MRI concentration-time data.,"Artificial and real trajectories test parameter identifiability, noise sensitivity, and model-data agreement.",Primary study.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11132485/fullTextXML,Data-fitted physiological transport dynamics receive direct trajectory and fidelity evaluation.,high
AUD-93cb6bb435b3,primary_medical_filter_residual,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,include,empirical,include_empirical,Self-supervision learns pose-conditioned prediction of masked cardiac structures and alternative ultrasound planes.,Clinical scans test structure prediction and downstream probe-guidance errors across ten standard views.,Primary study.,https://arxiv.org/pdf/2406.19756,The model learns action-conditioned echocardiographic observations and directly evaluates guidance capability.,high
AUD-76de51a9993d,primary_phrase_filter_residual,SurGen: Text-Guided Diffusion Model for Surgical Video Generation,exclude,empirical,no_future_or_action_evaluation,A diffusion model synthesizes surgical videos from text prompts.,"No qualifying state-trajectory, rollout, action-response, or simulator-fidelity evaluation is reported.",Primary study.,https://arxiv.org/pdf/2408.14028,"Evaluation covers visual quality, temporal coherence, and prompt alignment but not medical state or action dynamics.",high
AUD-506b48df42ec,primary_phrase_filter_residual,The utility of a latent-cause framework for understanding addiction phenomena.,exclude,review,review_not_primary,Synthesizes a latent-cause account of craving and relapse in addiction.,"No primary dynamics experiment is reported, and learned medical transition simulators are not a central synthesis category.",Primary study.,https://pmc.ncbi.nlm.nih.gov/articles/PMC10959497/,This theoretical review does not centrally assess learned medical transition simulators.,high
AUD-b1df0d01e706,primary_phrase_filter_residual,Toward Personalized Salbutamol Therapy: Validating Virtual Patient-Derived Population Pharmacokinetic Model with Real-World Data,exclude,empirical,no_learned_dynamics,A population PK model is fitted to synthetic PBPK virtual-patient data and externally checked on real observations.,No qualifying learned or data-adapted medical transition model is operationally evaluated.,Primary study.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11279662/fullTextXML,The transition model is not learned or calibrated from observed patient data in this study.,high
AUD-94d47cf0b09a,primary_phrase_filter_residual,A Longitudinal Chronic Disease Risk Lifecycle Management Model for EHR-Based Systems,exclude,empirical,no_primary_empirical_evaluation,Proposes a conceptual EHR lifecycle architecture for longitudinal chronic-disease risk management.,"The available primary record does not provide a full, separately extractable empirical dynamics evaluation.",Primary study.,https://cirpublications.com/pub/journal/1/article/j755549871,The paper does not report a separately extractable empirical dynamics experiment.,high
