audit_id,route,title,decision,corpus_type,reason_code,rationale
AUD-7d3c533ff65e,primary_phrase_filter_residual,A machine learning model for predicting early adverse outcomes after surgery in patients with early-onset rectal cancer: a two-center retrospective cohort study,exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses."
AUD-ff5b5ca21632,primary_phrase_filter_residual,A machine learning study of the effect of thrombolysis on outcome at discharge in the UK stroke registry: how does benefit compare with clinical trials?,exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses."
AUD-fbc60c706870,primary_phrase_filter_residual,A mathematical model for typhoid-helminth co-infection with typhoid-only treatment and persistent symptoms,exclude,empirical,no_learned_or_adapted_dynamics,"Dynamics are hand-specified or descriptive without learned, fitted, or calibrated transitions."
AUD-beab1b743149,primary_phrase_filter_residual,A Model Patient,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-df8b93193d42,primary_phrase_filter_residual,A multi-modal data fusion and real-time monitoring on stroke risk prediction using federated learning.,exclude,empirical,static_or_isolated_prediction,The model targets a static label or isolated endpoint rather than evolving states.
AUD-c9c957bd0b6e,primary_phrase_filter_residual,A Multidisciplinary Integrated Care Program for Complex Chronic Patients: A Real-World Evaluation of Healthcare Utilization and Provider Costs,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-af3f2d334073,primary_phrase_filter_residual,A Multimodal Foundation Model for Longitudinal Patient Representation and Scalable Insight Generation in Oncology,include,empirical,potential_empirical,"A learned or fitted model represents evolving biomedical states, trajectories, interventions, or sequential control."
AUD-fdce9a753bfd,primary_phrase_filter_residual,"A natural coastal blowhole as a novel wave energy extraction mechanism; experimental, cfd, and probabilistic evaluation.",exclude,not_applicable,wrong_domain,The record is outside the medical or biomedical domain.
AUD-3ddd137dcfcd,primary_phrase_filter_residual,"A neurocognitive account of complex PTSD: self-modelling, affective dysregulation, and implications for MDMA-assisted and targeted psychotherapies.",exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-2032d96347c9,primary_phrase_filter_residual,A Neurosymbolic Approach for Constructing Planning Domain Models from Clinical Narratives,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-4e5dbf266575,primary_phrase_filter_residual,A novel machine learning-based model for precise prediction of postoperative recurrence in gallbladder cancer: development and multicenter validation across four centers,exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses."
AUD-37f078168636,primary_phrase_filter_residual,"A novel, tractable, and physiologically relevant primary human cortical collecting duct model",exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-23a81d83d59f,primary_phrase_filter_residual,A perspective on federated foundation models in biomedical sensing and imaging,exclude,review,review_not_primary,The review does not centrally synthesize learned biomedical dynamic or rollout systems.
AUD-b39c741c7c90,primary_phrase_filter_residual,A Predictive Model for Distinguishing Non-Aneurysmal Subarachnoid Hemorrhage from Aneurysmal Subarachnoid Hemorrhage Using Clinical and Radiographic Data,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-1f9b6a413d5e,primary_phrase_filter_residual,A prognostic model utilizing disulfidptosis-related long noncoding RNAs to differentiate pathological grades in hepatocellular carcinoma: functional analysis of AL031985.3,exclude,empirical,static_or_isolated_prediction,The model targets a static label or isolated endpoint rather than evolving states.
AUD-7b159e88997b,primary_phrase_filter_residual,A Quantitative Framework for EHR Cohort Refinement,exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses."
AUD-d99152c107b6,primary_phrase_filter_residual,A Review of the Forward Problem in Electrocardiographic Imaging.,exclude,review,review_not_primary,The review does not centrally synthesize learned biomedical dynamic or rollout systems.
AUD-0ddb703b04eb,primary_phrase_filter_residual,A Review of Tools and Technologies to Combat Deepfakes,exclude,review,review_not_primary,The review does not centrally synthesize learned biomedical dynamic or rollout systems.
AUD-d304f924fcb7,primary_phrase_filter_residual,A Risk-Oriented and Explainable Hierarchical AI Framework for Chronic Kidney Disease Classification.,exclude,empirical,static_or_isolated_prediction,The model targets a static label or isolated endpoint rather than evolving states.
AUD-9dfaf8153b0e,primary_phrase_filter_residual,A safety-centric perspective on innovation and risk in the use of artificial intelligence in genomics,exclude,review,review_not_primary,The review does not centrally synthesize learned biomedical dynamic or rollout systems.
AUD-b72c924c1e82,primary_phrase_filter_residual,A Scoping Review of LLM-as-a-Judge in Healthcare and the MedJUDGE Framework,exclude,review,review_not_primary,The review does not centrally synthesize learned biomedical dynamic or rollout systems.
AUD-578807bba981,primary_phrase_filter_residual,"A Sensor-Centric Survey of Autonomous Driving: Integrating Measurement Physics, Uncertainty Modeling, and Safety-Critical Multi-Sensor Fusion.",exclude,review,review_not_primary,The review does not centrally synthesize learned biomedical dynamic or rollout systems.
AUD-1641ecb4313c,primary_medical_filter_residual,A sentence is worth a thousand pictures: can large language models understand hum4n L4ngu4ge and the W0rld behind W0rds?,exclude,not_applicable,wrong_domain,The modeled system is outside medicine or biomedicine.
AUD-a1674ae3941a,primary_phrase_filter_residual,A Structured Review of Deep Learning Approaches and Image-Preprocessing Techniques for Automated Contact Allergy Patch Test Interpretation,exclude,review,review_not_primary,The review does not centrally synthesize learned biomedical dynamic or rollout systems.
AUD-a0b00dbe7d46,primary_phrase_filter_residual,A Survey of Retentive Network,exclude,review,review_not_primary,The review does not centrally synthesize learned biomedical dynamic or rollout systems.
AUD-c38a0dded35f,primary_phrase_filter_residual,A survey on LLM-as-a-judge.,exclude,review,review_not_primary,The review does not centrally synthesize learned biomedical dynamic or rollout systems.
AUD-729f9d1f9b1c,primary_phrase_filter_residual,A symbiotic origin of the ribosome?,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-dcd0f933bbde,primary_phrase_filter_residual,A System of Ten Books,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-2d4014ef0b7c,primary_phrase_filter_residual,"A Systematic Review of Multimodal Frameworks for Assessing Health Vulnerability in Academicians Across Ergonomic, Lifestyle, and Dietary Domains.",exclude,review,review_not_primary,The review does not centrally synthesize learned biomedical dynamic or rollout systems.
AUD-2357904a1c3d,primary_phrase_filter_residual,A Theoretical Framework for Studying the Phenomenon of Gaslighting.,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-91d75f6a1237,primary_medical_filter_residual,A Tutorial on World Models and Physical AI,exclude,not_applicable,wrong_domain,The modeled system is outside medicine or biomedicine.
AUD-26e42608540b,primary_phrase_filter_residual,"A Vision for Multisensory Intelligence: Sensing, Science, and Synergy",exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-7d3024f1e227,primary_phrase_filter_residual,Abstract 2751: Large language model-derived molecular patient similarity from real-world MTB data.,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-3906c8d9a2f0,primary_phrase_filter_residual,Accelerating scientific discovery with Co-Scientist.,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-45c1722f5dac,primary_phrase_filter_residual,Acquired hemophilia A mimicking trauma-induced coagulopathy in a young polytrauma patient,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-8a0c00682bf8,primary_phrase_filter_residual,Active Inference and Functional Parametrisation: Differential Flatness and Smooth Random Realisation.,exclude,not_applicable,wrong_domain,The record is outside the medical or biomedical domain.
AUD-f8ac3d2bee62,primary_phrase_filter_residual,AcuityBench: Evaluating Clinical Acuity Identification and Uncertainty Alignment,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-d94c87068fd1,primary_phrase_filter_residual,Acute illness severity index for severe cardiovascular disease patients using machine learning approaches,exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses."
AUD-9cce1168e1f0,primary_phrase_filter_residual,Adapting Beyond the Machine: A Roy Adaptation Model-Guided KTH Nursing Pathway and Real-World Outcomes in Maintenance Hemodialysis: A Propensity Score-Matched Cohort Study,exclude,not_applicable,wrong_domain,The record is outside the medical or biomedical domain.
AUD-a9b94e324f1d,primary_phrase_filter_residual,Adaptive Inference Stage Partitioning for Mobile Cataract Screening Across Edge Pipelines and Clinical Deployment Workflows,exclude,empirical,static_or_isolated_prediction,The model targets a static label or isolated endpoint rather than evolving states.
AUD-4ff01e717d89,primary_phrase_filter_residual,Addressing real-world data gaps: estimating the uk population cost of crohn’s disease and ulcerative colitis using a flexible cost-of-illness model informed by the optimal patient journey and IBDUK patient survey 2023,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-e3b56677af8f,primary_phrase_filter_residual,"Advancements in Pediatric Moyamoya Disease: A Critical Review of Surgical Decision-Making, Outcomes, and Future Directions",exclude,review,review_not_primary,The review does not centrally synthesize learned biomedical dynamic or rollout systems.
AUD-03f37d467c6e,primary_phrase_filter_residual,Advancing bowel preparation: DWJ1609 represents a patient-centered evolution in colonoscopy preparation,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-8cc7ad18f9e9,primary_phrase_filter_residual,Advancing patient-centered care: The role of dedicated nursing in depression complicated by respiratory failure,exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses."
AUD-42f5c6e72704,primary_phrase_filter_residual,Adverse Effects of Airborne Heavy Metals on Human Skin Cells: Insights From Sebum Analysis of Indoor and Outdoor Workers.,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-26a4c00eba01,primary_phrase_filter_residual,Age- and Sex-Related Patterns in Coronary CT Angiography Referrals and Coronary Atherosclerotic Burden: A Single-Center Real-World Referral-Based Analysis.,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-f5dbbeb33894,primary_medical_filter_residual,Agent World Model: Infinity Synthetic Environments for Agentic Reinforcement Learning,exclude,not_applicable,wrong_domain,The modeled system is outside medicine or biomedicine.
AUD-05ba8bb78b67,primary_phrase_filter_residual,Agentic AI for Child Welfare Intake and Early Risk Identification: A Governance-Aware Framework.,exclude,not_applicable,wrong_domain,The record is outside the medical or biomedical domain.
AUD-892334130018,primary_medical_filter_residual,Agentic AI Scientists Are Not Built For Autonomous Scientific Discovery,exclude,not_applicable,wrong_domain,The modeled system is outside medicine or biomedicine.
AUD-dfcdd9bdd422,primary_phrase_filter_residual,Agentic AI Systems and Their Role in Autonomous Decision-Making,exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses."
AUD-b093def74f5c,primary_phrase_filter_residual,Agentic AI systems in electrical power systems engineering: current state-of-the-art and challenges.,exclude,not_applicable,wrong_domain,The record is outside the medical or biomedical domain.
AUD-df531267fe42,primary_phrase_filter_residual,"AI Agents Are Coming: 5-Stage Taxonomy of Language-Based AI Systems for Psychiatry, Psychotherapy, and Counseling.",exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-adf0d0562337,primary_phrase_filter_residual,AI as a clinical teaching co-pilot: A real-world evaluation of an LLM-integrated bedside microteaching model in inpatient oncology.,exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses."
AUD-13dec4bbe4ee,primary_phrase_filter_residual,"AI Diagnostic Frameworks for Accurate, HIPAA-Compliant U.S. Healthcare Analytics Using Federated Learning and Differential Privacy",exclude,empirical,static_or_isolated_prediction,The model targets a static label or isolated endpoint rather than evolving states.
AUD-33a1c03700a8,primary_phrase_filter_residual,"AI in Healthcare: Effective, Compassionate, Efficient – or None of the Above?",exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-3efedfcc7f9f,primary_medical_filter_residual,AI Mental Models: Learned Intuition and Deliberation in a Bounded Neural Architecture,exclude,not_applicable,wrong_domain,The modeled system is outside medicine or biomedicine.
AUD-d918f6e967eb,primary_phrase_filter_residual,AI needs a new philosophy of science.,exclude,not_applicable,wrong_domain,The record is outside the medical or biomedical domain.
AUD-6a0e5ee4cc75,primary_phrase_filter_residual,AI Planning Framework for LLM-Based Web Agents,exclude,empirical,no_learned_or_adapted_dynamics,"Dynamics are hand-specified or descriptive without learned, fitted, or calibrated transitions."
AUD-579e61b354c5,primary_phrase_filter_residual,AI traditional Chinese medicine Assistant Based on MCU,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-57ed3db461bd,primary_phrase_filter_residual,AI-Augmented Healthcare Communication: A Review of Large Language Model Healthcare Agents and Generative AI in EHR Integration,exclude,review,review_not_primary,The review does not centrally synthesize learned biomedical dynamic or rollout systems.
AUD-7795f89c5a16,primary_phrase_filter_residual,AI-based classification of OSA severity in awake subjects using breathing sound analysis,exclude,empirical,static_or_isolated_prediction,The model targets a static label or isolated endpoint rather than evolving states.
AUD-a669f917c8a4,primary_phrase_filter_residual,AI-Driven Decision Support Systems for Optimizing Healthcare Service Delivery and Resource Allocation,exclude,not_applicable,no_primary_contribution,The record lacks a primary empirical study or substantive review contribution.
AUD-349ac0b0aeea,primary_phrase_filter_residual,AI-driven model for early failure prediction after HIFU integrating immediate post-ablation ultrasound and clinical data,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-7f2f06705dc4,primary_phrase_filter_residual,AI-Driven Organisational Transformation: A Transition-Based Typology and Competency Identification Framework,exclude,empirical,no_learned_or_adapted_dynamics,"Dynamics are hand-specified or descriptive without learned, fitted, or calibrated transitions."
AUD-fa38fb29a86e,primary_phrase_filter_residual,"AI-Driven Precision Oncology for Early Tumor Detection, Molecular Profiling, and Personalized Immunotherapy Optimization",exclude,empirical,static_or_isolated_prediction,The model targets a static label or isolated endpoint rather than evolving states.
AUD-b4656955e5b7,primary_phrase_filter_residual,AI-driven quadruped robots: from fundamental locomotion to advanced biomimetic behaviors.,exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses."
AUD-69db10dab7a0,primary_phrase_filter_residual,AI-ECG for wearable monitoring: From arrhythmia diagnosis to early warning and multi-disease prediction,exclude,empirical,static_or_isolated_prediction,The model targets a static label or isolated endpoint rather than evolving states.
AUD-ea410497cca0,primary_phrase_filter_residual,AI-Generated Synthetic Panoramic Radiograph for Enhanced Dental Image Analysis,exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses."
AUD-9a2a24c59020,primary_phrase_filter_residual,AI-Powered Real-World Evidence (RWE) Generation in Healthcare,exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-768727ba61d2,primary_phrase_filter_residual,AI-powered semantic segmentation model for enhanced ureteral mapping and real-time instrument feedback in robotic colorectal surgery.,exclude,empirical,static_or_isolated_prediction,The model targets a static label or isolated endpoint rather than evolving states.
AUD-e06b0a4adc4c,primary_phrase_filter_residual,AIvilization v0: Toward Large-Scale Artificial Social Simulation with a Unified Agent Architecture and Adaptive Agent Profiles,exclude,empirical,no_learned_or_adapted_dynamics,"Dynamics are hand-specified or descriptive without learned, fitted, or calibrated transitions."
AUD-ac4dd548b2a2,primary_phrase_filter_residual,Algorithmic Compression via Pretrained Neural Networks,exclude,not_applicable,wrong_domain,The record is outside the medical or biomedical domain.
AUD-e6c3f53396b2,primary_phrase_filter_residual,Altered cognitive processes shape tactile perception in autism.,exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses."
AUD-67d51a3680ee,primary_phrase_filter_residual,"Amyloid-β, Tau Protein, α-Synuclein, TDP-43, and FUS in Mixed Pathology: And Intrinsic Disorder to Rule Them All.",exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-cc357701a94d,primary_phrase_filter_residual,An Algorithmic Treatment of Causal Unit Selection.,exclude,empirical,no_learned_or_adapted_dynamics,"Dynamics are hand-specified or descriptive without learned, fitted, or calibrated transitions."
AUD-f60ceb2f274c,primary_phrase_filter_residual,An Artificial Intelligence Approach to Predict Tracheostomy Requirement in Mechanically Ventilated Critically Ill Patients: A Retrospective Single-Center Study.,exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses."
AUD-000a1bb48b11,primary_phrase_filter_residual,An Evaluation of Echocardiographic Assessment of Right Ventricular Systolic Function in a Real-World Setting,exclude,not_applicable,wrong_domain,The record is outside the medical or biomedical domain.
AUD-a46c06fdac2f,primary_phrase_filter_residual,An Evaluation of Knowledge and Practice of Injection Safety Among Student Nurses in Lagos State University College of Medicine,exclude,not_applicable,wrong_domain,The modeled system is outside medicine or biomedicine.
AUD-4679f9f2ffc5,primary_phrase_filter_residual,An Explainable Machine Learning Model Integrating Transcranial Doppler and Clinical Data to Predict Outcomes After Endovascular Thrombectomy in Acute Ischemic Stroke,exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses."
AUD-5595afc14075,primary_phrase_filter_residual,"An exploratory, in-field, multimodal assessment of cervical function in adults following to high-altitude trekking with light backpack.",exclude,not_applicable,wrong_domain,The record is outside the medical or biomedical domain.
AUD-8fbc6f574dc0,primary_phrase_filter_residual,"An Extended Mathematical Model of COVID 19 Transmission Incorporating Healthcare Worker Exposure, Environmental Contamination and Healthcare System Stress",exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.
AUD-fc2f698580d5,primary_phrase_filter_residual,An integrated evolution-aware meta-learning framework with adversarial morphological augmentation for zero-day threat detections.,exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses."
AUD-70bd4bffbeb4,primary_phrase_filter_residual,An intelligent cloud firewall framework for multi-cloud security using lstm anomaly detection and federated learning.,exclude,empirical,static_or_isolated_prediction,The model targets a static label or isolated endpoint rather than evolving states.
