candidate_id,title,field,reviewer_a,reviewer_b,reviewer_a_notes,reviewer_b_notes,reviewer_a_anchors,reviewer_b_anchors
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,decision_evidence,1,2,Public primary XML ends mid-Methods and publisher PDF was inaccessible. Codes after that boundary are conservative; the nonrandomized outcome comparison does not identify treatment effects.,"Planning and real observational decision use are reported, but allocation was nonrandomized and the paper disclaims causal identification. Public code/checkpoint claims lack a stable inspectable repository link.","Europe PMC PMCID PMC13505573: Introduction, cohort, completeness, deployment, and architecture sections; DOI 10.34133/cbsystems.0559",Figs. 1-4; Tables 3-4 and S11-S16; temporal/external holdouts; deployment and limitations sections
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,safety_evidence,1,2,Public primary XML ends mid-Methods and publisher PDF was inaccessible. Codes after that boundary are conservative; the nonrandomized outcome comparison does not identify treatment effects.,"Planning and real observational decision use are reported, but allocation was nonrandomized and the paper disclaims causal identification. Public code/checkpoint claims lack a stable inspectable repository link.","Europe PMC PMCID PMC13505573: Introduction, cohort, completeness, deployment, and architecture sections; DOI 10.34133/cbsystems.0559",Figs. 1-4; Tables 3-4 and S11-S16; temporal/external holdouts; deployment and limitations sections
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,reproducibility_evidence,0,1,Public primary XML ends mid-Methods and publisher PDF was inaccessible. Codes after that boundary are conservative; the nonrandomized outcome comparison does not identify treatment effects.,"Planning and real observational decision use are reported, but allocation was nonrandomized and the paper disclaims causal identification. Public code/checkpoint claims lack a stable inspectable repository link.","Europe PMC PMCID PMC13505573: Introduction, cohort, completeness, deployment, and architecture sections; DOI 10.34133/cbsystems.0559",Figs. 1-4; Tables 3-4 and S11-S16; temporal/external holdouts; deployment and limitations sections
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,free_running_rollout,unclear,yes,Public primary XML ends mid-Methods and publisher PDF was inaccessible. Codes after that boundary are conservative; the nonrandomized outcome comparison does not identify treatment effects.,"Planning and real observational decision use are reported, but allocation was nonrandomized and the paper disclaims causal identification. Public code/checkpoint claims lack a stable inspectable repository link.","Europe PMC PMCID PMC13505573: Introduction, cohort, completeness, deployment, and architecture sections; DOI 10.34133/cbsystems.0559",Figs. 1-4; Tables 3-4 and S11-S16; temporal/external holdouts; deployment and limitations sections
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,horizon_resolved_results,unclear,no,Public primary XML ends mid-Methods and publisher PDF was inaccessible. Codes after that boundary are conservative; the nonrandomized outcome comparison does not identify treatment effects.,"Planning and real observational decision use are reported, but allocation was nonrandomized and the paper disclaims causal identification. Public code/checkpoint claims lack a stable inspectable repository link.","Europe PMC PMCID PMC13505573: Introduction, cohort, completeness, deployment, and architecture sections; DOI 10.34133/cbsystems.0559",Figs. 1-4; Tables 3-4 and S11-S16; temporal/external holdouts; deployment and limitations sections
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,formal_calibration,unclear,no,Public primary XML ends mid-Methods and publisher PDF was inaccessible. Codes after that boundary are conservative; the nonrandomized outcome comparison does not identify treatment effects.,"Planning and real observational decision use are reported, but allocation was nonrandomized and the paper disclaims causal identification. Public code/checkpoint claims lack a stable inspectable repository link.","Europe PMC PMCID PMC13505573: Introduction, cohort, completeness, deployment, and architecture sections; DOI 10.34133/cbsystems.0559",Figs. 1-4; Tables 3-4 and S11-S16; temporal/external holdouts; deployment and limitations sections
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,action_perturbation,unclear,yes,Public primary XML ends mid-Methods and publisher PDF was inaccessible. Codes after that boundary are conservative; the nonrandomized outcome comparison does not identify treatment effects.,"Planning and real observational decision use are reported, but allocation was nonrandomized and the paper disclaims causal identification. Public code/checkpoint claims lack a stable inspectable repository link.","Europe PMC PMCID PMC13505573: Introduction, cohort, completeness, deployment, and architecture sections; DOI 10.34133/cbsystems.0559",Figs. 1-4; Tables 3-4 and S11-S16; temporal/external holdouts; deployment and limitations sections
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,closed_loop_evaluation,offline,real,Public primary XML ends mid-Methods and publisher PDF was inaccessible. Codes after that boundary are conservative; the nonrandomized outcome comparison does not identify treatment effects.,"Planning and real observational decision use are reported, but allocation was nonrandomized and the paper disclaims causal identification. Public code/checkpoint claims lack a stable inspectable repository link.","Europe PMC PMCID PMC13505573: Introduction, cohort, completeness, deployment, and architecture sections; DOI 10.34133/cbsystems.0559",Figs. 1-4; Tables 3-4 and S11-S16; temporal/external holdouts; deployment and limitations sections
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,safety_hazard_test,no,yes,Public primary XML ends mid-Methods and publisher PDF was inaccessible. Codes after that boundary are conservative; the nonrandomized outcome comparison does not identify treatment effects.,"Planning and real observational decision use are reported, but allocation was nonrandomized and the paper disclaims causal identification. Public code/checkpoint claims lack a stable inspectable repository link.","Europe PMC PMCID PMC13505573: Introduction, cohort, completeness, deployment, and architecture sections; DOI 10.34133/cbsystems.0559",Figs. 1-4; Tables 3-4 and S11-S16; temporal/external holdouts; deployment and limitations sections
MWM-XF38CEA9063,Digital twin models for predicting venetoclax and azacitidine-induced neutropenia in patients with acute myeloid leukemia.,reproducibility_evidence,2,1,"Patient-specific ODE rollouts are tested over short and long horizons with public code. No external cohort, formal calibration, or validated alternative-dose effect is provided.","Patient-specific temporal tests and long-term ODE rollouts support dynamics evidence; no external cohort or calibrated predictive uncertainty, and the seven-cycle subset is selected.",Primary article Figs. 1-3; Model fitting; Data from multiple cycles; Parameter update; Statistical analysis; Code/Data availability; DOI 10.1038/s41746-025-01978-4,Fig. 1; Fig. 3/Table 2; Methods multi-cycle learning; Data/Code availability
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,rollout_evidence,1,2,"Direct multistep forecasts and simulated controllers are evaluated with action/no-action data. The loop is not in vivo, uncertainty is uncalibrated, and data are request-based.","Action-conditioned forecasting and simulated control are operational, but evidence comes from sessions in only two animals; no external subject test or probabilistic calibration.",Detailed preprint pp. 4-12 and 20-25; Table 1; Fig. 12; Appendix 6.1-6.3; EMBC DOI 10.1109/EMBC58623.2025.11254522,Corresponding arXiv manuscript forecasting results and two closed-loop simulation experiments
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,uncertainty_evidence,0,1,"Direct multistep forecasts and simulated controllers are evaluated with action/no-action data. The loop is not in vivo, uncertainty is uncalibrated, and data are request-based.","Action-conditioned forecasting and simulated control are operational, but evidence comes from sessions in only two animals; no external subject test or probabilistic calibration.",Detailed preprint pp. 4-12 and 20-25; Table 1; Fig. 12; Appendix 6.1-6.3; EMBC DOI 10.1109/EMBC58623.2025.11254522,Corresponding arXiv manuscript forecasting results and two closed-loop simulation experiments
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,free_running_rollout,no,yes,"Direct multistep forecasts and simulated controllers are evaluated with action/no-action data. The loop is not in vivo, uncertainty is uncalibrated, and data are request-based.","Action-conditioned forecasting and simulated control are operational, but evidence comes from sessions in only two animals; no external subject test or probabilistic calibration.",Detailed preprint pp. 4-12 and 20-25; Table 1; Fig. 12; Appendix 6.1-6.3; EMBC DOI 10.1109/EMBC58623.2025.11254522,Corresponding arXiv manuscript forecasting results and two closed-loop simulation experiments
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,action_agnostic_comparator,no,yes,"Direct multistep forecasts and simulated controllers are evaluated with action/no-action data. The loop is not in vivo, uncertainty is uncalibrated, and data are request-based.","Action-conditioned forecasting and simulated control are operational, but evidence comes from sessions in only two animals; no external subject test or probabilistic calibration.",Detailed preprint pp. 4-12 and 20-25; Table 1; Fig. 12; Appendix 6.1-6.3; EMBC DOI 10.1109/EMBC58623.2025.11254522,Corresponding arXiv manuscript forecasting results and two closed-loop simulation experiments
MWM-X772584A789,Multi-Objective Model-based Reinforcement Learning for Infectious Disease Control,causal_evidence,0,1,"Long Monte Carlo rollouts, prediction bands, policy baselines, and leave-one-city-out validation are present. Intervention effects remain observational and prior-driven without confounding or overlap analysis.","Long-horizon posterior policy rollouts, no-action comparisons, and explicit regime-value objectives are present; causal policy effects rely on a six-city observational transition model.",ArXiv 2009.04607 v3: Secs. 3-5; Figs. 4-6; Appendix C.1-C.4,Secs. 3-5; Figs. 3-6; Algorithms 1-3; Appendix C city holdout
MWM-X772584A789,Multi-Objective Model-based Reinforcement Learning for Infectious Disease Control,external_evidence,2,1,"Long Monte Carlo rollouts, prediction bands, policy baselines, and leave-one-city-out validation are present. Intervention effects remain observational and prior-driven without confounding or overlap analysis.","Long-horizon posterior policy rollouts, no-action comparisons, and explicit regime-value objectives are present; causal policy effects rely on a six-city observational transition model.",ArXiv 2009.04607 v3: Secs. 3-5; Figs. 4-6; Appendix C.1-C.4,Secs. 3-5; Figs. 3-6; Algorithms 1-3; Appendix C city holdout
MWM-X772584A789,Multi-Objective Model-based Reinforcement Learning for Infectious Disease Control,safety_evidence,1,0,"Long Monte Carlo rollouts, prediction bands, policy baselines, and leave-one-city-out validation are present. Intervention effects remain observational and prior-driven without confounding or overlap analysis.","Long-horizon posterior policy rollouts, no-action comparisons, and explicit regime-value objectives are present; causal policy effects rely on a six-city observational transition model.",ArXiv 2009.04607 v3: Secs. 3-5; Figs. 4-6; Appendix C.1-C.4,Secs. 3-5; Figs. 3-6; Algorithms 1-3; Appendix C city holdout
MWM-X772584A789,Multi-Objective Model-based Reinforcement Learning for Infectious Disease Control,frozen_external_validation,yes,no,"Long Monte Carlo rollouts, prediction bands, policy baselines, and leave-one-city-out validation are present. Intervention effects remain observational and prior-driven without confounding or overlap analysis.","Long-horizon posterior policy rollouts, no-action comparisons, and explicit regime-value objectives are present; causal policy effects rely on a six-city observational transition model.",ArXiv 2009.04607 v3: Secs. 3-5; Figs. 4-6; Appendix C.1-C.4,Secs. 3-5; Figs. 3-6; Algorithms 1-3; Appendix C city holdout
MWM-X772584A789,Multi-Objective Model-based Reinforcement Learning for Infectious Disease Control,action_agnostic_comparator,no,yes,"Long Monte Carlo rollouts, prediction bands, policy baselines, and leave-one-city-out validation are present. Intervention effects remain observational and prior-driven without confounding or overlap analysis.","Long-horizon posterior policy rollouts, no-action comparisons, and explicit regime-value objectives are present; causal policy effects rely on a six-city observational transition model.",ArXiv 2009.04607 v3: Secs. 3-5; Figs. 4-6; Appendix C.1-C.4,Secs. 3-5; Figs. 3-6; Algorithms 1-3; Appendix C city holdout
MWM-X7FD0DBDE79,Predictive modeling of hemodynamics during viscerosensory neurostimulation via neural computation mechanism in the brainstem.,horizon_resolved_results,yes,no,Mechanistic closed-loop simulations include open-loop and stability comparisons with public code/data. Evidence is limited to ten anesthetized rats and lacks in-vivo closed-loop validation.,"Real stimulation-response trajectories support individualized dynamics; closed-loop utility and unstable-target checks are in-silico only, with no external animal or human validation.","Primary article Figs. 1-7; pp. 12-18 Methods, H-BIND, cross-validation, NMPC, statistics, and availability; DOI 10.1038/s41746-025-01635-w","Figs. 6-7; Methods H-BIND, k-fold validation, NMPC; Data/Code availability"
MWM-X7FD0DBDE79,Predictive modeling of hemodynamics during viscerosensory neurostimulation via neural computation mechanism in the brainstem.,safety_hazard_test,yes,no,Mechanistic closed-loop simulations include open-loop and stability comparisons with public code/data. Evidence is limited to ten anesthetized rats and lacks in-vivo closed-loop validation.,"Real stimulation-response trajectories support individualized dynamics; closed-loop utility and unstable-target checks are in-silico only, with no external animal or human validation.","Primary article Figs. 1-7; pp. 12-18 Methods, H-BIND, cross-validation, NMPC, statistics, and availability; DOI 10.1038/s41746-025-01635-w","Figs. 6-7; Methods H-BIND, k-fold validation, NMPC; Data/Code availability"
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,state_evidence,1,2,The 2D-only objective removes pose conditioning and supports action evidence. World-model dynamics are evaluated only indirectly through one-step downstream guidance on same-source scans.,"Large person-disjoint held-out scan evaluation supports offline guidance utility, but transition fidelity is only a downstream proxy and there is no rollout, uncertainty, external site, code, or data release.",ArXiv 2406.19756 v2 pp. 3-8; Sec. 2.2; Sec. 3.1; Table 1; Fig. 4,Sec. 2.2/Fig. 2; Sec. 3.1; Table 1; Fig. 4
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,action_evidence,2,1,The 2D-only objective removes pose conditioning and supports action evidence. World-model dynamics are evaluated only indirectly through one-step downstream guidance on same-source scans.,"Large person-disjoint held-out scan evaluation supports offline guidance utility, but transition fidelity is only a downstream proxy and there is no rollout, uncertainty, external site, code, or data release.",ArXiv 2406.19756 v2 pp. 3-8; Sec. 2.2; Sec. 3.1; Table 1; Fig. 4,Sec. 2.2/Fig. 2; Sec. 3.1; Table 1; Fig. 4
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,action_perturbation,yes,no,The 2D-only objective removes pose conditioning and supports action evidence. World-model dynamics are evaluated only indirectly through one-step downstream guidance on same-source scans.,"Large person-disjoint held-out scan evaluation supports offline guidance utility, but transition fidelity is only a downstream proxy and there is no rollout, uncertainty, external site, code, or data release.",ArXiv 2406.19756 v2 pp. 3-8; Sec. 2.2; Sec. 3.1; Table 1; Fig. 4,Sec. 2.2/Fig. 2; Sec. 3.1; Table 1; Fig. 4
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,highest_capability_claim,action_conditioned,counterfactual,"The placebo arm and drug-effect slider support action sensitivity, but drug effects are imposed rather than estimated and this paper adds no trajectory calibration or prospective decision validation.","The public simulator performs placebo-versus-assumed-effect trial rollouts and go/no-go design analyses, but effects are user imposed, not estimated or causally validated; current simulator validation is absent.",Primary PMC article: Introduction; GUI sections; Case Studies I-II; Impact assessment; Figs. 1-4; DOI 10.1002/psp4.13193,Clinical Trial Design/Power Curve; Case Studies I-II and Figs. 2-4; Conclusion
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,rollout_evidence,1,2,"The placebo arm and drug-effect slider support action sensitivity, but drug effects are imposed rather than estimated and this paper adds no trajectory calibration or prospective decision validation.","The public simulator performs placebo-versus-assumed-effect trial rollouts and go/no-go design analyses, but effects are user imposed, not estimated or causally validated; current simulator validation is absent.",Primary PMC article: Introduction; GUI sections; Case Studies I-II; Impact assessment; Figs. 1-4; DOI 10.1002/psp4.13193,Clinical Trial Design/Power Curve; Case Studies I-II and Figs. 2-4; Conclusion
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,action_evidence,2,1,"The placebo arm and drug-effect slider support action sensitivity, but drug effects are imposed rather than estimated and this paper adds no trajectory calibration or prospective decision validation.","The public simulator performs placebo-versus-assumed-effect trial rollouts and go/no-go design analyses, but effects are user imposed, not estimated or causally validated; current simulator validation is absent.",Primary PMC article: Introduction; GUI sections; Case Studies I-II; Impact assessment; Figs. 1-4; DOI 10.1002/psp4.13193,Clinical Trial Design/Power Curve; Case Studies I-II and Figs. 2-4; Conclusion
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,causal_evidence,NA,0,"The placebo arm and drug-effect slider support action sensitivity, but drug effects are imposed rather than estimated and this paper adds no trajectory calibration or prospective decision validation.","The public simulator performs placebo-versus-assumed-effect trial rollouts and go/no-go design analyses, but effects are user imposed, not estimated or causally validated; current simulator validation is absent.",Primary PMC article: Introduction; GUI sections; Case Studies I-II; Impact assessment; Figs. 1-4; DOI 10.1002/psp4.13193,Clinical Trial Design/Power Curve; Case Studies I-II and Figs. 2-4; Conclusion
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,decision_evidence,1,2,"The placebo arm and drug-effect slider support action sensitivity, but drug effects are imposed rather than estimated and this paper adds no trajectory calibration or prospective decision validation.","The public simulator performs placebo-versus-assumed-effect trial rollouts and go/no-go design analyses, but effects are user imposed, not estimated or causally validated; current simulator validation is absent.",Primary PMC article: Introduction; GUI sections; Case Studies I-II; Impact assessment; Figs. 1-4; DOI 10.1002/psp4.13193,Clinical Trial Design/Power Curve; Case Studies I-II and Figs. 2-4; Conclusion
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,closed_loop_evaluation,offline,simulation,"The placebo arm and drug-effect slider support action sensitivity, but drug effects are imposed rather than estimated and this paper adds no trajectory calibration or prospective decision validation.","The public simulator performs placebo-versus-assumed-effect trial rollouts and go/no-go design analyses, but effects are user imposed, not estimated or causally validated; current simulator validation is absent.",Primary PMC article: Introduction; GUI sections; Case Studies I-II; Impact assessment; Figs. 1-4; DOI 10.1002/psp4.13193,Clinical Trial Design/Power Curve; Case Studies I-II and Figs. 2-4; Conclusion
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,public_code,unclear,no,"The placebo arm and drug-effect slider support action sensitivity, but drug effects are imposed rather than estimated and this paper adds no trajectory calibration or prospective decision validation.","The public simulator performs placebo-versus-assumed-effect trial rollouts and go/no-go design analyses, but effects are user imposed, not estimated or causally validated; current simulator validation is absent.",Primary PMC article: Introduction; GUI sections; Case Studies I-II; Impact assessment; Figs. 1-4; DOI 10.1002/psp4.13193,Clinical Trial Design/Power Curve; Case Studies I-II and Figs. 2-4; Conclusion
