candidate_id,title,highest_capability_claim,state_evidence,dynamics_evidence,rollout_evidence,action_evidence,uncertainty_evidence,causal_evidence,external_evidence,decision_evidence,safety_evidence,reproducibility_evidence,free_running_rollout,horizon_resolved_results,formal_calibration,frozen_external_validation,action_agnostic_comparator,action_perturbation,explicit_causal_estimand,closed_loop_evaluation,safety_hazard_test,public_code,evidence_anchors,reviewer_notes,confidence
MWM-0018,Arti-JEPA: Adapting Video World Model to Real-Time MRI of the Vocal Tract for Speech-Production Analysis,passive_forecasting,2,1,0,NA,0,NA,1,1,0,1,no,no,no,no,NA,NA,NA,no,no,unclear,Abstract pp.1-2; Sec.3 pp.3-5; Sec.4 pp.6-9; clinical evaluations pp.10-15; Limitations p.16; Appendix pp.19-25,"Masked representation prediction and probes provide indirect temporal evidence, not a free-running clinical trajectory simulator. Audio conditioning was not an effective action channel.",high
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,counterfactual,2,2,2,2,1,1,1,2,0,1,yes,yes,no,no,yes,yes,yes,offline,no,no,"Clinical and Translational Science full text, DOI 10.1002/psp4.70258: Methods sections 'Development of the CTS tool' and 'Clinical trial simulations' describe the UMOD/MUC1 registry models, synthetic cohorts, placebo and treatment parameter changes, durations, and 100 replicates; Results case reports and associated figures/tables report power across effect sizes and trial designs; Discussion states assumptions and validation limits; Data S1 supplies selected code examples.","Alternative assumed treatment effects are simulated against placebo to support trial-design decisions. The disease models have prior test/VPC support, but intervention response is hypothetical rather than clinically validated, and no confounding or overlap analysis supports causal interpretation. The public Shiny interface and snippets aid inspection but do not constitute a complete downloadable analysis repository.",high
MWM-0032,BLINK: Behavioral Latent Modeling of NK Cell Cytotoxicity,action_conditioned,2,2,1,1,0,NA,0,1,0,0,yes,no,no,no,yes,yes,NA,no,no,no,Methods pp.3-5; dataset protocol p.6; Table 1 p.7; Fig.3 p.8,"A 30-step free latent forecast supports dynamics, but there is no horizon-resolved drift analysis. The no-action ablation is limited, and motion is observed rather than an intervention.",high
MWM-0034,Brain-WM: Brain Glioblastoma World Model,counterfactual,2,1,0,0,0,0,2,1,0,2,no,no,no,yes,no,no,no,no,no,yes,Abstract and Fig.1 p.1; Sec.III pp.2-5; Tables I-II pp.5-6; Figs.4-7 and Tables III-IV pp.7-9,"The paper claims a counterfactual sandbox, but evidence is one observed next-treatment/next-MRI transition without alternative-treatment ground truth or confounding adjustment.",high
MWM-0239,CLARITY: Medical World Model for Guiding Treatment Decisions by Modeling Context-Aware Disease Trajectories in Latent Space,planning,2,1,1,1,1,0,2,1,1,0,yes,no,no,yes,no,no,no,offline,no,no,Methods/rollout pp.5-10; datasets p.10; Tables 1-6 and Figs.5-6 pp.11-15; Appendix pp.19-24,"Recursive candidate-treatment planning is shown, but no horizon-resolved rollout fidelity or causal identification supports optimal-treatment claims. UCSF is a frozen zero-shot component test; expert review is small.",medium
MWM-0040,"CalTwin: Towards Calibrated, Shift-Robust Medical World Models via Fisher-Information Regularisation",passive_forecasting,2,1,0,NA,2,NA,2,0,0,1,no,yes,yes,yes,NA,NA,NA,no,no,unclear,Abstract and Secs.1-2 pp.1-4; Sec.3 pp.4-7; Sec.4 Tables 1-2 and Figs.1-2 pp.7-10; Secs.5-6 pp.11-12,"ECE and reliability analysis support formal calibration, and held-out hospitals support frozen external evidence. The authors explicitly report teacher-forced next-step evaluation only.",high
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",action_conditioned,2,2,2,2,0,NA,1,0,0,2,yes,yes,no,no,yes,yes,NA,no,no,yes,"Accessible bioRxiv v2 abstract; official GitHub README/docs; experimental_datasets Schiebinger, Semrau and Kameneva; article result scripts figure3.py-figure8.py; wild-type, KO, partial-KO, overexpression, stimulus and weights artifacts. bioRxiv PDF/XML returned HTTP 429 repeatedly on 2026-09-12.","Full-text-only sample totals, exact metric definitions, inferential tests and causal assumptions are NI because of HTTP 429. Scores rely on the accessible abstract and official executable artifacts. Multiple real datasets are fitted separately, so external evidence is limited and not frozen. No formal uncertainty calibration, decision task or safety test was verifiable.",medium
MWM-0294,Cardiac Copilot: Automatic Probe Guidance for Echocardiography with World Model,planning,1,1,0,1,0,NA,0,1,0,0,no,no,no,no,no,no,NA,offline,no,unclear,Abstract and Introduction pp.1-3; Sec.2 and Fig.2 pp.4-6; Sec.3 Table 1 and Fig.3 pp.6-8,"The paper claims guidance/planning, but evidence is single-step offline pose prediction in one healthy cohort. No closed-loop execution, state fidelity, uncertainty, safety, or external validation is shown.",high
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",passive_forecasting,2,2,2,NA,1,NA,0,0,0,2,yes,yes,no,no,NA,NA,NA,no,no,yes,"Preprint Figs. 1-5; pp. 23-30 Methods; stage-holdout, metrics, and Software/Data Availability sections; DOI 10.64898/2026.02.25.707938",Strong stage-resolved interpolation and extrapolation with public code/data. Stochastic samples are not calibrated and cross-sectional cells cannot validate individual-cell paths.,high
MWM-X962473BB89,Chreode: A Cell World Model for One-Step Temporal Dynamics and Perturbation Prediction,action_conditioned,2,1,0,1,1,NA,1,1,0,1,no,yes,no,yes,no,no,NA,no,no,unclear,"Secs. 3-5 and Tables 1-4; Sec. 7; Apps. A.4, E, and I","The action-conditioned claim is supported by architecture and perturbation transfer, but developmental pretraining uses a null action and no action-removal, shuffle, dose, or causal test. Frozen external validation refers only to the zero-shot Weinreb fate analysis; the time-transition and GEARS tasks involve downstream training.",medium
MWM-0046,ChronoMedicalWorld: A Medical World Model for Learning Patient Trajectories from Longitudinal Care Data,counterfactual,2,2,2,1,0,0,0,0,1,0,yes,yes,no,no,no,yes,no,no,no,unclear,Abstract p.1; Sec.2.4 pp.3-4; Sec.3 and Fig.1 pp.4-6; Sec.4 Tables 1-3 pp.6-8; Sec.5 Tables 4-5 pp.8-9; Sec.6 p.10,"Free-running multiyear prediction is evaluated, but the what-if/counterfactual interface is explicitly not a causal estimator. Action tests vary channels and intensity without an action-agnostic causal comparator.",high
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,action_conditioned,2,2,2,1,0,NA,0,1,0,2,yes,yes,no,no,no,no,NA,offline,no,yes,Secs. 3.1-3.2; Secs. 5.1-5.4 and Figs. 2-4; App. A; linked GitHub repository,"The model consumes observed intervention text and claims proposed-action rollout, but action influence is not isolated. Rollout evidence is strong for latent fidelity, although predictions are not decoded to clinical measurements and all experiments use MIMIC-IV.",high
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,planning,2,2,1,1,0,NA,1,2,2,0,yes,no,no,yes,no,no,NA,real,yes,no,"IEEE Transactions on Medical Robotics and Bionics full text, DOI 10.1109/TMRB.2022.3214426: Sections II-B-II-D define the 34,742-transition physical dataset, state/action space, learned simulator, 5-30-step recursive episodes, and TD3 training; Section III and Figs. 4-7 compare validation/test loss and real-robot center, random-target, and square trajectories; safety-related reset, cooling, and dead-zone constraints appear in the methods and discussion.","A learned transition model is used to plan/control a physical magnetic robot, followed by frozen real-hardware evaluation. Recursive training is demonstrated, but no horizon-resolved degradation or uncertainty analysis is provided. Safety evidence concerns hardware constraints and overheating/dead-zone handling, not tissue or patient safety. No code or dataset release was found in the full text.",high
MWM-S004,Cosmos-H-Surgical: Learning Surgical Robot Policies from Videos via World Modeling,planning,2,1,0,1,1,NA,0,1,1,1,no,no,no,no,no,no,NA,offline,no,yes,Abstract and links p.1; Sec.3 pp.4-5; Sec.4 Tables 1-2 and Figs.4-8 pp.5-9; Supplement pp.12-15,"Policy-learning is the highest claim, but the video model is not kinematic-action conditioned and evidence stops at offline trajectory MSE. Expert consistency/hallucination review is only a limited safety proxy.",medium
MWM-0054,CrossScope: A Role-Asymmetric World Model for Joint Dual-Scope Surgical Video Prediction,action_conditioned,2,1,0,1,0,NA,0,0,0,0,no,yes,no,no,no,no,NA,no,no,no,Benchmark overview p.2; Methods pp.3-5; Tables 1-2 and Fig.6 pp.5-7; Appendix Tables 4-10 pp.11-15,"The geometric trajectory is a visual conditioning proxy, not a commanded operator action. Eight-frame windows are independently predicted and explicitly not chained autoregressively.",high
MWM-XD7F5DAFF27,DITTO: A Visual Digital Twin for Interventions and Temporal Treatment Outcomes in Head and Neck Cancer.,planning,2,2,1,1,1,1,0,2,1,0,yes,yes,no,no,no,yes,no,offline,no,no,"arXiv:2407.13107 pp. 3-4 and Appendix pp. 12-16 describe the cohort, 389/147 split, three treatment stages, transition and survival metrics, MC-dropout intervals and limitations; Figs. 5-8 and clinician case studies evaluate the interface.","Clinician workflow evaluation warrants decision evidence 2, but it is an offline prototype rather than prospective utility. Propensity matching and counterfactual displays provide partial causal evidence without an explicit estimand, overlap checks or complete censoring handling. No public code/data path was located; main text and appendix disagree on total n.",high
MWM-XFA677C184B,DRIFT: Direct-Recursive Intervention-Conditioned Forecasting of ICU Physiological Trajectories,action_conditioned,2,2,2,2,0,NA,1,0,0,1,yes,yes,no,no,yes,yes,NA,offline,no,no,"Secs. 3-5 and Table 1; Sec. 6; Apps. B-D, G.1, and H","The recursive path consumes its own latent state and the combined forecast is evaluated by horizon, but it is a bounded auxiliary correction rather than an independently decoded simulator. Donor-path replacement measures input dependence and is explicitly not counterfactual validation. eICU uses independent retraining, so external evidence is adapted rather than frozen.",high
MWM-0369,Data-Efficient Reinforcement Learning for Malaria Control,planning,1,1,1,1,1,NA,0,2,0,2,yes,no,no,no,no,no,NA,simulation,no,yes,Problem and method pp.1-4; theorem pp.4-5; Table 1 and Fig.4 pp.5-6,"Closed-loop policy search is evaluated in defined simulators with public code. GP variance drives exploration but is not calibrated, and there is no field transport, mismatch stress, or deployment-safety analysis.",high
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,planning,2,1,0,1,0,0,2,1,1,0,unclear,unclear,unclear,yes,no,unclear,no,offline,no,unclear,"Europe PMC PMCID PMC13505573: Introduction, cohort, completeness, deployment, and architecture sections; DOI 10.34133/cbsystems.0559",Public primary XML ends mid-Methods and publisher PDF was inaccessible. Codes after that boundary are conservative; the nonrandomized outcome comparison does not identify treatment effects.,low
MWM-X872C154484,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,counterfactual,2,2,2,1,1,1,2,1,0,1,yes,yes,no,yes,yes,yes,no,offline,no,yes,"Clinical and Translational Science full text, DOI 10.1002/psp4.12753: Methods and Table 1 describe 15 studies, 1,505 participants, 27,252 observations, five outcomes, model-building and four non-US validation datasets; model-development and simulation sections define NLME trajectories, covariates, missing timed-test observations, placebo and hypothetical treatment scenarios; Results and Figs. 2-5 report internal and external VPCs; Appendix S5 contains model code.","The longitudinal disease models receive genuinely independent non-US validation, and the platform can vary treatment timing and magnitude. However, the article mainly validates natural-history models and describes the simulation platform; it does not report a prospective decision-impact study or a clearly defined causal treatment estimand. Hypothetical treatment effects are assumptions, so causal evidence remains limited.",high
MWM-X1305C7353F,Digital twin brain simulator for real-time consciousness monitoring and virtual intervention using primate electrocorticogram data,action_conditioned,2,2,1,1,1,NA,1,0,0,2,yes,no,no,no,no,yes,NA,offline,no,yes,"PMC11811282 Methods: leave-one-animal-out ECoG training, online data assimilation and z1/z2/z3 virtual interventions; Figs. 2-5 and Table 1 report prediction, latent organization and intervention classification; public h-idei/pvrnn_sa code.","Held-out animals are adapted through data assimilation, so external evidence is 1 rather than frozen validation. Stochastic latent sampling is an uncertainty proxy without calibration. Interventions are latent manipulations with no real action comparator, physiological dose validation, decision outcome or safety test.",high
MWM-XF38CEA9063,Digital twin models for predicting venetoclax and azacitidine-induced neutropenia in patients with acute myeloid leukemia.,action_conditioned,2,2,2,1,1,NA,0,1,1,2,yes,yes,no,no,no,yes,NA,offline,yes,yes,Primary article Figs. 1-3; Model fitting; Data from multiple cycles; Parameter update; Statistical analysis; Code/Data availability; DOI 10.1038/s41746-025-01978-4,"Patient-specific ODE rollouts are tested over short and long horizons with public code. No external cohort, formal calibration, or validated alternative-dose effect is provided.",high
MWM-0068,DreamReg: Belief-Driven World Model for 2D-3D Ultrasound Registration,planning,2,1,1,1,0,NA,1,2,0,2,yes,no,no,no,no,yes,NA,simulation,no,yes,Abstract p.1; Sec.2 and Figs.1-2 pp.3-6; Sec.3 and Tables 1-2 pp.6-8; Conclusion p.9,"Closed-loop imagined registration is demonstrated in synthetic slice rendering. Final registration supports task utility, but stepwise rollout drift, calibrated uncertainty, and live safety are absent.",high
MWM-0073,ECG-WM: A Physiology-Informed ECG World Model for Clinical Intervention Simulation,counterfactual,2,2,2,1,1,1,2,1,2,1,yes,yes,no,yes,no,yes,no,offline,yes,unclear,Abstract and Secs.1-4 pp.1-5; Sec.5 Tables 1-4 pp.6-9; Sec.6 pp.9-10; Apps.A-B pp.13-19,"Autoregressive horizon and stress tests are strong, with frozen ICU transfer. Candidate-drug comparisons and risk ranking still lack an explicit causal estimand, support analysis, or randomized individualized validation.",high
MWM-0074,EHRWorld: A Patient-Centric Medical World Model for Long-Horizon Clinical Trajectories,counterfactual,2,2,2,1,0,0,0,0,0,0,yes,yes,no,no,no,no,no,no,no,unclear,Abstract pp.1-2; Sec.3 and Fig.2 pp.3-4; Sec.4 pp.4-5 and Algorithm 1 p.13; Sec.5 Tables 1-2 pp.5-8; Limitations p.9,"Full trajectories are generated and compared with next-event performance, but causal and counterfactual wording exceeds observed-policy prediction. No action sensitivity, calibration, or external validation is reported.",high
MWM-0242,EchoWorld: Learning Motion-Aware World Models for Echocardiography Probe Guidance,action_conditioned,1,1,0,2,0,NA,0,1,0,1,no,no,no,no,yes,yes,NA,offline,no,yes,Abstract p.1; Secs.3-4 and Fig.4 pp.3-6; Sec.5 Tables 1-3 pp.6-8; supplement pp.12-14,"Motion-removal/component ablations support action dependence, but imagined image fidelity is qualitative and guidance is direct offline prediction, not recursive closed-loop control.",high
MWM-0077,EyeWorld: A Generative World Model of Ocular State and Dynamics,counterfactual,2,1,0,1,0,0,0,0,0,0,no,no,no,unclear,no,yes,no,no,no,no,Data overview pp.5-7; longitudinal synthesis Fig.7 pp.16-18; counterfactual edits Fig.8 pp.19-21; Limitations and Methods pp.24-31,"Prompt-edited pathology images motivate a counterfactual claim, but there is no intervention model, alternative-outcome ground truth, recursive rollout, or frozen longitudinal external test.",medium
MWM-0078,Failure Detection for Surgical Robot Imitation Policies via Flow-Matching World Modeling,action_conditioned,2,1,0,2,2,NA,1,1,1,1,no,yes,yes,no,yes,yes,NA,offline,yes,no,Abstract p.1; Fig.1 p.2; Sec.III pp.3-4; Sec.IV and Table I pp.4-6; Figs.5-6 p.7; Limitations p.8,"Conformal thresholds and strong no-action/component controls support calibration and action evidence. Detection is offline and does not test interruption, recovery, or clinical harm severity.",high
MWM-0094,Future Querying: Can LLMs Serve as Implicit Medical World Models?,passive_forecasting,1,1,0,NA,0,NA,1,0,0,0,no,no,no,no,NA,NA,NA,no,no,unclear,Abstract and Secs.1-4 pp.1-4; Secs.5.1-5.3 pp.5-6; Secs.5.4-6 pp.7-8,"Semantic answers to isolated future queries are an indirect state/dynamics proxy. They do not establish coherent trajectories, free-running rollout, calibration, or decision utility.",high
MWM-0095,"GEMEO: the first patient world model for rare disease, grounding generative clinical trajectories in the genome and a biomedical knowledge graph",action_conditioned,2,1,1,1,2,NA,1,0,1,1,unclear,no,yes,unclear,yes,yes,NA,no,no,yes,Abstract p.1; Sec.2 pp.2-3; Sec.3 Tables 1-3 pp.3-6; Sec.4 p.6; Methods and limitations pp.7-8,Current evidence supports prediction and actual-versus-masked treatment association. Level-3 counterfactual capability is prospective rather than demonstrated; external partition and calibration-method details remain sparse.,medium
MWM-X056BF65776,Generating whole-brain neural activity and behavior through unified latent dynamics,counterfactual,2,2,2,2,1,0,0,1,1,0,yes,yes,no,no,yes,yes,no,simulation,no,no,"bioRxiv v2 full text, DOI 10.64898/2026.06.05.730482: Results sections on latent dynamics and generative modeling report a 109-neuron single-animal recording, 30,000-step free generation, 1,000 60-s rollouts, behavioral/transition-distribution tests, and connectivity reconstruction; perturbation and steering sections report global/local noise and targeted behavioral steering; Methods define the encoder, stochastic transition, recurrent decoders, and evaluation.","Long free-running generation and structured latent perturbations are empirically tested, but all fitting and distributional comparison use one immobilized C. elegans recording without held-out animals. Targeted steering is a model-space intervention, not validated biological causation. State-dependent stochasticity is modeled without formal predictive calibration. No paper-specific public code or processed data release was identified.",high
MWM-0103,Intervention-Aware Clinical World Model for Post-Op Outcome Forecasting in Cardiology,action_conditioned,2,2,0,2,2,NA,0,0,0,0,no,yes,yes,no,yes,yes,NA,no,no,unclear,Methods and Table 1 pp.3-5; Tables 2-4 and Fig.3 pp.6-7; Fig.4 and Limitations p.8,"ECE plus event removal, shuffling, timing, and presence edits strongly test predictive dependence. The study explicitly disclaims causal effects and does not free-run treatment-policy trajectories.",high
MWM-X6A64D732FB,Koopman-based linearization of preparatory EEG dynamics in Parkinson's disease during galvanic vestibular stimulation.,planning,2,2,2,1,0,NA,0,1,1,1,yes,yes,no,no,yes,yes,NA,simulation,no,yes,"PMC12116581 Methods: subject-level six-fold CV, Deep Koopman and LQR; Fig. 4 reports NMSE through 15 prediction steps; Fig. 8 compares controlled and uncontrolled latent trajectories; official DeepKoopman_PD repository includes code and sample data.","Horizon-resolved multi-step prediction supports rollout evidence 2. LQR is evaluated only as abstract latent identity control, so action and decision evidence remain limited. Bounded control is a safety proxy without physiological constraints or adverse-event testing. Full EEG is request-based and no external cohort exists.",high
MWM-0261,Learning Emotional Dynamics: A World Model Approach,counterfactual,2,2,2,0,0,0,0,0,0,2,yes,yes,no,no,no,no,no,no,no,yes,Abstract and Secs.2.4-4.2 pp.1 and 4-8; Secs.4.4-4.8 pp.12-19; Secs.5.2-6 pp.22-23; code p.32,"Twenty-step free-running emotion forecasts are evaluated. The paper's causal claim from conditioning-source comparison lacks an intervention, causal design, or explicit estimand; split and horizon interpretation need adjudication.",medium
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,planning,2,2,1,2,0,NA,0,2,1,1,no,yes,no,no,no,yes,NA,simulation,no,yes,Detailed preprint pp. 4-12 and 20-25; Table 1; Fig. 12; Appendix 6.1-6.3; EMBC DOI 10.1109/EMBC58623.2025.11254522,"Direct multistep forecasts and simulated controllers are evaluated with action/no-action data. The loop is not in vivo, uncertainty is uncalibrated, and data are request-based.",high
MWM-0125,MRI Contrast Enhancement Kinetics World Model,passive_forecasting,2,2,0,NA,0,NA,1,0,0,0,no,yes,no,no,NA,NA,NA,no,no,no,Abstract and Sec.1 pp.1-2; Sec.3 pp.3-5; Sec.4.1 and Table 1 pp.5-7; supplementary kinetics figures pp.13-17,"Time-conditioned image generation and adjacent-frame continuity directly assess kinetics, but generation is not autoregressive. Split details, uncertainty, and reader utility are not reported.",high
MWM-XC890A9B151,Machine Learning for Mechanical Ventilation Control,planning,2,2,2,1,0,NA,1,2,2,1,yes,yes,no,yes,no,yes,NA,real,yes,no,"Author arXiv v4 full text corresponding to DOI 10.1101/2021.02.26.21252524: Sections 2-3 define QuickLung physical testing, six resistance/compliance settings, pressure/control histories, learned simulators, randomized valve perturbations, and residual-PID control; simulator-evaluation figures report recursive open-loop error through 30 steps; controller figures compare learned control with grid-searched PID on physical ventilators; safety overrides and pneumatic protections are described in the experimental setup.","The learned simulator supports controller optimization and the resulting controller is evaluated closed loop on real bench hardware across six lung settings. Action variation is present in data collection, but there is no action-agnostic model comparator, uncertainty analysis, or clinical/patient validation. The ventilator platform is open source, while the paper-specific learning code and datasets were not clearly released.",high
MWM-0263,Medical World Model,planning,2,1,0,1,1,0,1,1,1,1,no,no,no,no,no,no,yes,offline,no,yes,Abstract and Fig.1 p.1; Sec.3 Figs.2-3 and Algorithm 1 pp.3-6; Sec.4 Tables 1-3 and Figs.4-7 pp.6-8,Candidate-regimen simulation and assistant planning are retrospective and one-step. Factual-regimen images do not validate alternative-treatment outcomes; the external cohort is adapted before testing.,medium
MWM-X6C3AA8358E,Model-based reinforcement learning for ultrasound-driven autonomous microrobots.,planning,2,1,1,1,0,NA,1,2,2,2,yes,no,no,no,no,yes,NA,real,yes,yes,Figs. 2-6; Methods sections on RL and world-model learning; Discussion; Data and Code Availability,"Closed-loop physical control and explicit collision, overshoot, loss-of-view recovery, and flow stress tests support decision and safety evidence at the artificial-platform stage. Dynamics fidelity is indirect because the world model is judged mainly through learning and control rather than held-out transition prediction.",high
MWM-X21155DF63C,Modelling neural coding in the auditory midbrain with high resolution and accuracy.,action_conditioned,2,1,0,1,1,NA,1,1,0,2,no,no,no,no,no,yes,NA,no,no,yes,"PMC12460167 Results Figs. 1-5 and Methods: unseen sounds, held-out animals, response-distribution metrics and neurophysiology tests; Data/Code Availability; official ICNet repository provides pretrained weights and executable notebook.","ICNet is a high-quality stimulus-conditioned observation model, not a recursive state-transition rollout. New-animal transfer fits a decoder, so it is adapted external evidence. Predictive distributions and bootstrap CIs lack formal calibration. ASR is a downstream probe, not clinical decision utility.",high
MWM-X772584A789,Multi-Objective Model-based Reinforcement Learning for Infectious Disease Control,planning,2,2,2,2,1,0,2,2,1,1,yes,yes,no,yes,no,yes,yes,simulation,no,no,ArXiv 2009.04607 v3: Secs. 3-5; Figs. 4-6; Appendix C.1-C.4,"Long Monte Carlo rollouts, prediction bands, policy baselines, and leave-one-city-out validation are present. Intervention effects remain observational and prior-driven without confounding or overlap analysis.",high
