candidate_id,title,field,reviewer_a,reviewer_b,adjudicated_value,adjudication_notes
MWM-XA9B007D895,A Blood Glucose Control Framework Based on Reinforcement Learning With Safety and Interpretability: In Silico Validation,maximum_horizon,150 minutes for 50 imagined 3-minute steps; 20 days for closed-loop simulator evaluation,"30-minute glucose prediction, 45-minute safety look-ahead, and 150-minute imagined rollout; closed-loop evaluation lasts 20 days.",,
MWM-XA9B007D895,A Blood Glucose Control Framework Based on Reinforcement Learning With Safety and Interpretability: In Silico Validation,rollout_regime,Model-imagined policy training followed by free-running closed-loop control in each virtual subject,Free-running imagined rollout inside the controller and closed-loop operation in the UVA/Padova simulator.,,
MWM-XA9B007D895,A Blood Glucose Control Framework Based on Reinforcement Learning With Safety and Interpretability: In Silico Validation,capability_claim,Planning: the learned model supports sequential insulin-policy optimization,Planning — sequential insulin control optimized through model rollouts with an explicit safety layer.,,
MWM-XA9B007D895,A Blood Glucose Control Framework Based on Reinforcement Learning With Safety and Interpretability: In Silico Validation,baselines,PID controller and algorithm/component comparisons reported in the article,PID controller; DAN versus random-forest glucose prediction. No action-agnostic or shuffled-action model comparator was reported.,,
MWM-XA9B007D895,A Blood Glucose Control Framework Based on Reinforcement Learning With Safety and Interpretability: In Silico Validation,state_fidelity_metrics,"Time in range, time below range, time above range, mean glucose, and glucose variability",30-minute glucose-prediction MAE for DAN and random forest; clinically meaningful control summarized by glucose ranges and CVGA zones.,,
MWM-XA9B007D895,A Blood Glucose Control Framework Based on Reinforcement Learning With Safety and Interpretability: In Silico Validation,transition_metrics,"Out-of-bag RMSE 3.21, 3.78, and 6.73 mg/dL at 15, 30, and 45 minutes; recursive 30-minute RMSE 6.38 mg/dL",One fixed 30-minute prediction horizon; no multi-horizon transition-error profile.,,
MWM-XA9B007D895,A Blood Glucose Control Framework Based on Reinforcement Learning With Safety and Interpretability: In Silico Validation,rollout_stability,"Twenty-day closed-loop trajectories remain controlled, but error or control performance is not resolved across rollout horizons",20-day closed-loop glucose-control outcomes and safety-actor activation rates; no direct drift/divergence metric for the 150-minute learned rollout.,,
MWM-XA9B007D895,A Blood Glucose Control Framework Based on Reinforcement Learning With Safety and Interpretability: In Silico Validation,action_sensitivity,No structured action-removal or dose-perturbation study; PID comparison does not isolate action information in the transition model,"No removal, shuffle, dose-response, or timing sensitivity test of the learned insulin action was reported.",,
MWM-XA9B007D895,A Blood Glucose Control Framework Based on Reinforcement Learning With Safety and Interpretability: In Silico Validation,calibration_and_uncertainty,"Prediction errors and across-subject summaries are reported; no formal reliability, coverage, calibration slope, or calibrated predictive interval","No reliability, interval-coverage, or predictive-calibration evaluation; DAN/RFR point-error comparison only.",,
MWM-XA9B007D895,A Blood Glucose Control Framework Based on Reinforcement Learning With Safety and Interpretability: In Silico Validation,external_validation,"No external cohort, clinical device, or independent simulator validation",None; all evaluation used virtual subjects from one simulator version.,,
MWM-XA9B007D895,A Blood Glucose Control Framework Based on Reinforcement Learning With Safety and Interpretability: In Silico Validation,decision_utility,"In-silico control achieves 83.49% time in range, 0.39% time below range, and 16.12% time above range; clinical decision impact is not tested","Closed-loop simulated glucose control versus PID, including time in target ranges and CVGA outcomes.",,
MWM-XA9B007D895,A Blood Glucose Control Framework Based on Reinforcement Learning With Safety and Interpretability: In Silico Validation,safety_evaluation,Predicted-glucose rules suspend insulin below 70 mg/dL and add insulin above 180 mg/dL; hypoglycemia outcomes are reported in simulation only,"Explicit hypoglycemia/hyperglycemia look-ahead, insulin/carbohydrate overrides, CVGA safety zones, and safety-actor intervention frequencies.",,
MWM-XA9B007D895,A Blood Glucose Control Framework Based on Reinforcement Learning With Safety and Interpretability: In Silico Validation,statistical_analysis,Descriptive mean and variability across 10 virtual subjects and prediction-error summaries; no clearly reported inferential hypothesis test,"Mean and standard deviation reported; significance testing was reported for selected safety-actor activations, but confidence intervals and resampling details were not reported.",,
MWM-XA9B007D895,A Blood Glucose Control Framework Based on Reinforcement Learning With Safety and Interpretability: In Silico Validation,causal_language,The article motivates safe control but does not make an identified causal treatment-effect claim,Control and safety language; no identified clinical treatment-effect claim.,,
MWM-XA9B007D895,A Blood Glucose Control Framework Based on Reinforcement Learning With Safety and Interpretability: In Silico Validation,estimand,NA: no causal estimand; objective is closed-loop glycemic control,"NA — sequential simulated control utility, not a causal treatment-effect estimand.",,
MWM-XA9B007D895,A Blood Glucose Control Framework Based on Reinforcement Learning With Safety and Interpretability: In Silico Validation,confounding_strategy,NA: simulator policy experiment rather than observational causal estimation,NA — randomized simulator scenario rather than observational treatment assignment.,,
MWM-XA9B007D895,A Blood Glucose Control Framework Based on Reinforcement Learning With Safety and Interpretability: In Silico Validation,positivity_and_overlap,NA: no treatment-overlap estimand; explored insulin support is not formally characterized,NA — no observational action-overlap analysis; simulator action support was not formally assessed.,,
MWM-XA9B007D895,A Blood Glucose Control Framework Based on Reinforcement Learning With Safety and Interpretability: In Silico Validation,counterfactual_validation,No real-patient counterfactual validation; only virtual-subject closed-loop behavior,Domain-constrained in-silico control only; no randomized clinical or quasi-experimental validation.,,
MWM-XA9B007D895,A Blood Glucose Control Framework Based on Reinforcement Learning With Safety and Interpretability: In Silico Validation,code_access,NI: no public paper-specific source-code repository identified in the full text,Unavailable — no inspectable implementation link was reported in the paper.,,
MWM-XA9B007D895,A Blood Glucose Control Framework Based on Reinforcement Learning With Safety and Interpretability: In Silico Validation,weights_access,NI: trained model weights are not reported as publicly available,Unavailable — trained predictor/controller parameters were not released.,,
MWM-XA9B007D895,A Blood Glucose Control Framework Based on Reinforcement Learning With Safety and Interpretability: In Silico Validation,data_access,Simulator-generated data are not released; UVA/Padova simulator access is separately governed,Unavailable as a released study dataset; trajectories were generated in the licensed UVA/Padova simulator.,,
MWM-XA9B007D895,A Blood Glucose Control Framework Based on Reinforcement Learning With Safety and Interpretability: In Silico Validation,preprocessing_reproducibility,"State construction, sampling interval, model architecture, reward, and safety rules are described; exact reusable preprocessing artifacts are unavailable","Partial — sampling interval, history length, architecture, rewards, and algorithms are described, but no executable pipeline is provided.",,
MWM-XA9B007D895,A Blood Glucose Control Framework Based on Reinforcement Learning With Safety and Interpretability: In Silico Validation,randomness,Stochastic RL and virtual meals are used; random seeds and a complete seed protocol are NI,Meal timing and amount were randomized; seeds and repeated independent training runs were not reported.,,
MWM-XA9B007D895,A Blood Glucose Control Framework Based on Reinforcement Learning With Safety and Interpretability: In Silico Validation,evidence_anchors,"Official IEEE Access PDF, DOI 10.1109/ACCESS.2021.3100007: pp. 5-9 define state, transition prediction, actions, and safety logic; pp. 12-16 and Tables 3-5 report prediction and 20-day control results; Figs. 6-10 show virtual-subject trajectories","Methods Sec. III, Figs. 1–2 and Algorithms 1–3 (state, DAN, SAC, safety actor); Experiments Sec. IV-A/B, Table 1 and Figs. 3–4 (prediction/control); Sec. IV-C, Table 2 (safety); Appendix A (parameters).",,
MWM-XA9B007D895,A Blood Glucose Control Framework Based on Reinforcement Learning With Safety and Interpretability: In Silico Validation,appraisal_strengths,"Clear action-conditioned transition model, long closed-loop simulator evaluation, clinically interpretable glucose outcomes, and explicit safety overrides",Long-duration closed-loop evaluation on adult and adolescent virtual subjects with clinically interpretable glycemic and safety outcomes.,,
MWM-XA9B007D895,A Blood Glucose Control Framework Based on Reinforcement Learning With Safety and Interpretability: In Silico Validation,appraisal_limitations,"Single simulator family and 10 virtual adults; no external or clinical validation, no horizon-resolved rollout analysis, no formal calibration, and no reusable code/data artifact","Single simulator, no external or real-patient validation, no calibration, no action-ablation test, and no released code/data/weights.",,
MWM-XA9B007D895,A Blood Glucose Control Framework Based on Reinforcement Learning With Safety and Interpretability: In Silico Validation,source_status,Full text inspected from the official IEEE publication; direct automated PDF retrieval was restricted but the complete official text was accessible,open-access,,
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,publication_status,Preprint,"Preprint (medRxiv, 2026; not peer reviewed at inspection cutoff).",,
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,domain,Alzheimer disease progression and anti-amyloid Phase III trial simulation,Alzheimer disease progression and Phase III clinical-trial simulation.,,
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,dataset_or_cohort,ADNI amyloid-positive longitudinal cohort plus published outcomes from six anti-amyloid Phase III trials,ADNI amyloid-positive longitudinal cohort plus published aggregate results from six anti-amyloid randomized trials.,,
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,sample_scale,"351 ADNI individuals with 1,256 longitudinal data points; virtual trials commonly use 150 or 400 participants per arm across 100-500 repetitions","351 ADNI participants with 1,256 visits; trial simulations used 50–800 participants per arm and 500 repetitions per design.",,
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,institution_count,ADNI is multisite and six external trials are represented; exact institution count is NI,ADNI is multicenter; six external multicenter RCTs. Exact institution count was not reported in the inspected preprint.,,
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,split_strategy,Five-fold cross-validation for predictive baselines; trial-specific and leave-one-trial-out calibration across trial summaries; not a fully frozen external design,"Model trained on ADNI; leave-one-trial-out calibration of effect, placebo decline, and variability for trial emulation, while target-trial outcome data were withheld from the stated prospective calculation.",,
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,observation_process,"Longitudinal amyloid PET, tau PET, MRI, FDG PET, and cognition collected at irregular clinical-research visits and aligned to trial schedules","Irregular longitudinal amyloid PET, tau PET, MRI atrophy, and clinical measures; simulated trial visits every 3 months.",,
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,missingness,Missing biomarker observations are excluded from the likelihood rather than globally imputed,Incomplete observations are masked/excluded from the likelihood; complete baseline multimodal records were required for the selected ADNI cohort.,,
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,censoring_or_competing_events,"Trial dropout, death, and competing events are NI and are not explicitly simulated","Dropout, death, ARIA, and competing events were not modeled in the simulated trials.",,
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,state,Four modality-specific latent variables learned from multimodal disease measurements and baseline covariates,"Latent disease state learned from amyloid, tau, MRI-derived atrophy, and clinical modalities, with trial-specific baseline latent initialization.",,
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,observation_decoder,Variational-autoencoder decoders map latent trajectories back to observed biomarkers and cognition,VAE decoders map latent trajectories to multimodal biomarkers and clinical outcomes.,,
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,action,"Piecewise anti-amyloid clearance intervention applied to the amyloid trajectory, with placebo as no clearance",Anti-amyloid intervention represented as a piecewise modification of amyloid-clearance dynamics; placebo is the no-intervention comparator.,,
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,action_provenance,Intervention magnitude and timing are calibrated from published trial amyloid changes; prospective scenarios are user specified,Simulated treatment profiles calibrated to published aggregate amyloid reductions from six RCTs.,,
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,transition_mechanism,Neural ordinary differential equation evolves the multimodal latent disease state,Masked amyloid-cascade neural ODE in latent space with VAE observation models.,,
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,maximum_horizon,"18 months for four trials and 27 months for gantenerumab; evaluations include 3-, 6-, 12-, 18-, and relevant later-month endpoints",18- and 27-month Phase III simulations with 3-month visits.,,
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,rollout_regime,Free-running patient and arm-level trajectories are aggregated into repeated virtual randomized trials and power simulations,"Free-running latent ODE trajectories for placebo and treated arms, repeated 500 times per trial design.",,
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,capability_claim,Counterfactual: the simulator compares treated and placebo outcomes under alternative intervention and sample-size scenarios,Counterfactual — compares simulated placebo and alternative anti-amyloid interventions and estimates treatment effects/power.,,
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,baselines,"Linear mixed-effects, ridge regression, gradient boosting, observed placebo arms, and alternative calibration settings","Raw SimulAD, ridge regression, and gradient-boosting trial simulators; placebo/no-intervention arm is an action-agnostic comparator.",,
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,state_fidelity_metrics,"Baseline mean and standard-deviation matching, centiloid agreement, biomarker distributions, and CDR-SB endpoint agreement",Multimodal reconstruction/trajectory comparisons and aggregate clinical endpoint agreement with published trials; exact metrics vary by modality and trial.,,
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,transition_metrics,Temporal biomarker and cognitive trajectories are compared at multiple trial visits; most reported mean amyloid predictions are within 5 centiloids,Longitudinal trajectories and treatment-effect estimates at repeated visits through 18 or 27 months.,,
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,rollout_stability,Power curves and endpoint agreement are reported by trial duration/sample size; repeated simulations assess Monte Carlo stability,Repeated trial simulations and power curves across sample sizes; no explicit dynamical constraint-violation metric.,,
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,action_sensitivity,"Placebo versus anti-amyloid clearance, trial-specific clearance values, leave-one-trial-out calibration, and alternative sample sizes are evaluated","Six drug-specific clearance profiles and alternative treatment scenarios; treatment magnitude/timing are explicitly encoded, though calibrated from target-drug aggregate data.",,
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,calibration_and_uncertainty,"Repeated virtual trials provide empirical variability and power; no reliability diagram, interval coverage, calibration slope, or equivalent formal predictive calibration","Repeated simulations, standard deviations, confidence/prediction intervals, and leave-one-trial-out calibration; no formal predictive reliability or coverage-calibration analysis.",,
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,external_validation,"Retrospective comparison with six Phase III trial reports, but trial-specific or leave-one-trial-out calibration prevents classification as fully frozen validation",Aggregate retrospective comparison with six RCTs; not fully frozen because baseline state and amyloid kinetics are trial-specific and calibrated to published trial information.,,
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,decision_utility,Prospective sample-size and power calculations for CDR-SB and biomarker endpoints directly target trial-design decisions,"Prospective power and sample-size design for Phase III trials, compared with statistical and machine-learning simulators.",,
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,safety_evaluation,"NI/negative: adverse events such as ARIA, treatment discontinuation, and treatment-related hazard are not modeled",No adverse-event or ARIA simulation; safety endpoints were outside the model.,,
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,statistical_analysis,"One hundred repetitions for biomarker comparisons, 500 repetitions for power, virtual-arm sizes from 50 to 800, and five-fold cross-validation for baselines","Linear mixed models for treatment effects, empirical power over 500 repetitions, uncertainty intervals, and leave-one-trial-out analyses.",,
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,causal_language,Uses causal-intervention and counterfactual terminology for amyloid lowering and downstream outcomes,Prospective treatment-effect and placebo-versus-treatment simulation language.,,
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,estimand,Treated-minus-placebo biomarker or CDR-SB endpoint difference and the resulting empirical power at specified trial horizons,Between-arm longitudinal treatment effect on clinical outcomes and associated Phase III power.,,
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,confounding_strategy,No individual-level treatment-confounding adjustment; ADNI supplies natural-history dynamics and trial aggregate changes calibrate intervention effects,"RCT aggregate targets reduce observational confounding for validation, but the simulator itself does not state a full identification strategy.",,
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,positivity_and_overlap,"No propensity, overlap, or support diagnostic for treatment response is reported",Not evaluated; simulated interventions are parameterized from six observed trial profiles rather than assessed for latent-state support.,,
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,counterfactual_validation,"Retrospective reproduction of published trial-level trajectories/endpoints provides partial validation, not individual counterfactual truth",Retrospective validation against published randomized-trial aggregate outcomes with leave-one-trial-out components; adaptation prevents a fully frozen test.,,
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,code_access,Public GitLab source repository is identified in the preprint,Partial/public — training code is inspectable at the paper-reported Inria GitLab; trial-simulation code is stated as planned upon acceptance.,,
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,weights_access,NI: pretrained model weights or a fixed model checkpoint are not clearly reported as public,Planned/unavailable at inspection cutoff.,,
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,data_access,ADNI requires approved access; trial outcome summaries are from publications; generated analysis outputs are reproducible from governed inputs,Credentialed — ADNI data require application; published RCT aggregates are publicly reported.,,
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,preprocessing_reproducibility,"Cohort filters, modality harmonization, latent architecture, calibration procedure, and simulation settings are described in Methods","Partial — cohort criteria, modalities, equations, and pseudocode are detailed, but the full trial pipeline and fitted parameters are not yet released.",,
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,randomness,Monte Carlo repetitions are explicit; complete random-seed values and deterministic environment details are NI,"500 trial repetitions per design; random sampling is described, but reproducible seeds were not reported.",,
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,evidence_anchors,"medRxiv full text, DOI 10.64898/2026.05.03.26352317: Abstract and pp. 2-4 define scope; Results pp. 5-11, Tables 1-2, and Figs. 1-5 report trial matching and power; Methods pp. 14-21 define cohort, latent dynamics, intervention, calibration, and simulations; pp. 13-14 state limitations","Abstract; Methods pp. 6–16 (ADNI cohort, VAE/ODE, interventions, Algorithm 1, trial calibration); Results pp. 17–27 and trial figures/tables (six RCTs, power); Code/data statements near Discussion/Supplement.",,
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,appraisal_strengths,"Multiple trial targets, multimodal latent dynamics, horizon-specific outcomes, repeated power simulations, and inspectable public code","Large longitudinal multimodal cohort, explicit intervention operator, repeated Phase III simulations, multiple trial targets, and decision-focused power analysis.",,
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,appraisal_limitations,"External evidence is partly used for calibration; no safety process, dropout mechanism, formal uncertainty calibration, or individual-level causal identification","Preprint; trial-specific adaptation, no full causal identification or support analysis, no safety modeling, and incomplete release of trial code/weights.",,
MWM-X36A3691F14,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,source_status,Full medRxiv preprint PDF inspected,indexed,,
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,publication_status,Peer-reviewed journal article,"Peer-reviewed journal article (CPT: Pharmacometrics & Systems Pharmacology, 2026).",,
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,domain,Autosomal dominant tubulointerstitial kidney disease; model-informed clinical trial simulation,Autosomal dominant tubulointerstitial kidney disease clinical-trial simulation.,,
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,dataset_or_cohort,Wake Forest Rare Inherited Kidney Disease Registry natural-history cohorts for UMOD and MUC1 variants,Wake Forest Rare Inherited Kidney Disease Registry: ADTKD-UMOD and ADTKD-MUC1 natural-history cohorts.,,
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,sample_scale,Underlying cohorts include 371 UMOD and 233 MUC1 participants; illustrative high-risk samples of 33 per genotype are expanded to synthetic cohorts of 133 and 150,"371 UMOD and 233 MUC1 individuals (604 total); high-risk subsets were expanded to synthetic populations of 133 or 150, with simulated trials of 50–200 participants per arm and 100 replicates.",,
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,institution_count,One primary registry/institution for the natural-history source; no new independent institution is used in the case reports,One registry/lead institution; geographic recruitment breadth was not quantified in the article.,,
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,split_strategy,Previously developed disease models reference model-building/test data and visual predictive checks; the current paper applies them to synthetic trial scenarios rather than defining a new random split,No new random split reported in this case-study paper; underlying natural-history models reference prior development/test evaluation. Trial scenarios resample synthetic populations.,,
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,observation_process,"Longitudinal estimated glomerular filtration rate with age, genotype, variant, and clinical covariates at registry visits",Irregular longitudinal eGFR over years with genotype and demographic covariates; simulated quarterly trial measurements for 1–3 years.,,
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,missingness,NI: longitudinal missingness handling for the source registry is not fully restated; synthetic generation preserves specified marginal distributions and correlations,Missing-data handling for registry trajectories was not reported in sufficient detail in this article.,,
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,censoring_or_competing_events,"Kidney-failure censoring, death, transplantation, and other competing events are not explicitly modeled in the reported trial scenarios",Kidney failure and dropout/censoring were not explicitly modeled in the presented trial cases.,,
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,state,"Age, baseline eGFR, causal gene/variant, relevant covariates, individual random effects, and disease-model parameters","Age, baseline eGFR, genotype/SNP features, and individual nonlinear mixed-effects trajectory parameters.",,
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,observation_decoder,Direct model output is longitudinal eGFR and derived eGFR slope or endpoint,Parametric nonlinear mixed-effects model generates eGFR trajectories.,,
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,action,"Hypothetical percentage changes to disease-progression parameters DPT50, gamma1, or gamma2; placebo leaves parameters unchanged","Hypothetical treatment changes to DPT50, gamma1, or gamma2 disease-progression parameters versus placebo.",,
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,action_provenance,"User-specified assumed treatment effects, not observed clinical interventions","User-defined simulated treatment effects, not effects estimated from an administered drug.",,
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,transition_mechanism,Genotype-specific nonlinear mixed-effects disease-progression models combined with conditional-inference-tree synthetic-population generation,"Sigmoid Imax nonlinear mixed-effects natural-history model fitted with SAEM, including interindividual and residual variability.",,
MWM-X6FB8E7370E,Autosomal Dominant Tubulointerstitial Kidney Disease Clinical Trial Simulator: Case Reports of Model-Informed Drug Development.,maximum_horizon,"Trial durations from 0.5 or 0.75 years through 3 years, commonly sampled every 3 months","Quarterly trajectories and trial endpoints over 1, 2, and 3 years.",,
