audit_id,route,title,abstract,authors,year,publication_date,venue,doi,arxiv_id,url,record_type,sources,query_labels,source_status,original_exclusion_reason,reviewer_c_decision,reviewer_c_corpus_type,reviewer_c_reason_code,reviewer_c_rationale,reviewer_d_decision,reviewer_d_corpus_type,reviewer_d_reason_code,reviewer_d_rationale,final_decision,final_corpus_type,final_reason_code,resolution_route,adjudication_rationale,qc_decision,qc_corpus_type,qc_reason_code,qc_rationale,full_text_anchor,confidence,lead_final_decision,lead_final_corpus_type,lead_final_reason_code,lead_rationale,lead_full_text_anchor,lead_confidence
ALT-1305c7353fe7,fresh_alternate_public_search,Digital twin brain simulator for real-time consciousness monitoring and virtual intervention using primate electrocorticogram data,"Abstract At the forefront of bridging computational brain modeling with personalized medicine, this study introduces a novel, real-time, electrocorticogram (ECoG) simulator, based on the digital twin brain concept. Utilizing advanced data assimilation techniques, specifically a Variational Bayesian Recurrent Neural Network model with hierarchical latent units, the simulator dynamically predicts ECoG signals reflecting real-time brain latent states. By assimilating broad ECoG signals from macaque monkeys across awake and anesthetized conditions, the model successfully updated its latent states in real-time, enhancing precision of ECoG signal simulations. Behind successful data assimilation, self-organization of latent states in the model was observed, reflecting brain states and individuality. This self-organization facilitated simulation of virtual drug administration and uncovered functional networks underlying changes in brain function during anesthesia. These results show that the proposed model can simulate brain signals in real-time with high accuracy and is also useful for revealing underlying information processing dynamics.",Yuta Takahashi; Hayato Idei; Misako Komatsu; Jun Tani; Hiroaki Tomita; Yuichi Yamashita,2025,2025,npj Digital Medicine,10.1038/s41746-025-01444-1,,https://doi.org/10.1038/s41746-025-01444-1,journal-article,crossref,"""clinical digital twin"" intervention",registered,,include,empirical,include_empirical,A recurrent neural dynamics model assimilates ECoG data and evaluates real-time simulation plus virtual drug interventions.,include,empirical,include_empirical,The digital twin brain simulator real time consciousness monitoring virtual intervention study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,"A variational Bayesian recurrent model learns latent ECoG transitions with online data assimilation, evaluates real-time signal rollout, and simulates virtual anesthetic intervention effects.",include,empirical,action_conditioned_closed_loop_control,"A variational Bayesian recurrent model learns latent ECoG transitions with online data assimilation, evaluates real-time signal rollout, and simulates virtual anesthetic intervention effects.","Full text, Data assimilation and Virtual intervention Results: macaque awake/anesthetized ECoG prediction, latent-state updating, and drug-administration simulation.",high,,,,,,
ALT-f38cea90635e,fresh_alternate_public_search,Digital twin models for predicting venetoclax and azacitidine-induced neutropenia in patients with acute myeloid leukemia.,"Therapeutic toxicity, which can be life-threatening, presents a major challenge in treating patients with acute myeloid leukemia (AML). Medical digital twins, which are virtual representations of patient disease, have the potential to forecast disease progression and simulate potential treatments. Using neutrophil counts and blast percentages, we developed mechanistic models to predict toxicity (neutropenia) in AML patients receiving combination venetoclax and azacitidine treatment. We identified a best-fitting model, though patient-specific accuracy was highly variable. To address this variability, we investigated subsets of patients based on their accordance with model assumptions, and were able to identify features predictive of model fit. In addition, we found that continuous updating over time improves model accuracy. The model evaluated in this study could be further validated in a larger clinical setting and may support a digital twin for decision making in forecasting therapeutic toxicity of venetoclax and azacitidine treatment.","Zhang Y, Martinez J, Tercan B, Kuusanmäki H, Emmert-Streib F, Chandraseelan JG, Farea A, Yli-Harja O, Heckman CA, Gibbs DL, Thorsson V, Shmulevich I, Kontro M, Qin G, Aguilar B.",2025,2025-10-06,,10.1038/s41746-025-01978-4,,https://europepmc.org/article/MED/41053343,,europe_pmc,europe_pmc_core,indexed,,include,empirical,include_empirical,Patient-updated mechanistic dynamics forecast treatment-induced neutropenia and evaluate individualized predictive accuracy.,include,empirical,include_empirical,The digital twin predicting venetoclax azacitidine induced neutropenia patients acute myeloid study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,"Patient-specific mechanistic transitions for blasts and neutrophils are fitted and continuously updated from treatment data, with future neutropenia trajectories evaluated across patients.",include,empirical,fitted_personalized_dynamics,"Patient-specific mechanistic transitions for blasts and neutrophils are fitted and continuously updated from treatment data, with future neutropenia trajectories evaluated across patients.","Full text, Model fitting and Results: venetoclax/azacitidine response equations, patient-level parameter estimation, forecast-error analysis, subgroup fit, and sequential updating.",high,,,,,,
ALT-d7f5daff27f0,fresh_alternate_public_search,DITTO: A Visual Digital Twin for Interventions and Temporal Treatment Outcomes in Head and Neck Cancer.,"Digital twin models are of high interest to Head and Neck Cancer (HNC) oncologists, who have to navigate a series of complex treatment decisions that weigh the efficacy of tumor control against toxicity and mortality risks. Evaluating individual risk profiles necessitates a deeper understanding of the interplay between different factors such as patient health, spatial tumor location and spread, and risk of subsequent toxicities that can not be adequately captured through simple heuristics. To support clinicians in better understanding tradeoffs when deciding on treatment courses, we developed DITTO, a digital-twin and visual computing system that allows clinicians to analyze detailed risk profiles for each patient, and decide on a treatment plan. DITTO relies on a sequential Deep Reinforcement Learning digital twin (DT) to deliver personalized risk of both long-term and short-term disease outcome and toxicity risk for HNC patients. Based on a participatory collaborative design alongside oncologists, we also implement several visual explainability methods to promote clinical trust and encourage healthy skepticism when using our system. We evaluate the efficacy of DITTO through quantitative evaluation of performance and case studies with qualitative feedback. Finally, we discuss design lessons for developing clinical visual XAI applications for clinical end users.","Wentzel A, Attia S, Zhang X, Canahuate G, Fuller CD, Marai GE.",2025,2024-11-25,,10.1109/tvcg.2024.3456160,,https://europepmc.org/article/MED/39255169,,europe_pmc,europe_pmc_core,indexed,,exclude,empirical,no_learned_dynamics,The sequential reinforcement-learning twin predicts risks but does not describe a learned dynamics model.,include,empirical,include_empirical,The ditto visual digital twin interventions temporal treatment outcomes head neck study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,"DITTO learns sequential treatment-state and outcome relationships from head-and-neck cancer histories, evaluates personalized short- and long-term outcomes under treatment sequences, and exposes action tradeoffs to clinicians.",include,empirical,action_conditioned_treatment_dynamics,"DITTO learns sequential treatment-state and outcome relationships from head-and-neck cancer histories, evaluates personalized short- and long-term outcomes under treatment sequences, and exposes action tradeoffs to clinicians.","Full text, Digital twin model and Evaluation: sequential deep-reinforcement-learning state/action representation, quantitative outcome prediction, treatment-policy comparison, and clinician case studies.",medium,,,,,,
ALT-056bf65776d0,fresh_alternate_public_search,Generating whole-brain neural activity and behavior through unified latent dynamics,"Abstract Understanding how high-dimensional neural activity and behavior emerge from shared underlying dynamics remains a fundamental challenge in neuroscience. Addressing this problem is key to enabling digital twins that can faithfully reproduce and predict the multiscale brain–behavior dynamics of living systems. Here we present NEBULA (NEural and Behavioral modeling through Unified LAtent dynamics), a generative framework that jointly models whole-brain neural activity and behavior. By applying NEBULA to brain-wide recordings from C. elegans , we identify a shared low-dimensional dynamical manifold that underlies both neural activity and behavior, enabling long-horizon generation and targeted in silico interventions. Perturbations of the learned dynamics reveal behaviorally relevant transition points, whereas steering interventions enable controlled manipulation of neural and behavioral states without retraining. These results establish a framework for linking brain dynamics to behavior in a living organism and provide a foundation for scalable virtual experimentation in neuroscience.",Davide Nuzzi; Maurizio Mattia; Giovanni Pezzulo,2026,2026,openRxiv,10.64898/2026.06.05.730482,,https://doi.org/10.64898/2026.06.05.730482,posted-content,crossref,"""latent dynamics"" medical;""latent dynamics"" physiological",registered,,include,empirical,include_empirical,"NEBULA learns generative neural-behavioral dynamics and evaluates long-horizon rollouts, interventions, and state steering.",include,empirical,include_empirical,The generating whole brain neural activity behavior through unified latent dynamics study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,include,empirical,include_empirical,third_full_text_adjudication+independent_inclusion_qc,"NEBULA learns shared neural-behavioral latent transitions from whole-brain recordings, evaluates long-horizon free generation, and performs targeted perturbation and steering interventions.",include,empirical,learned_multistep_dynamics,"NEBULA learns shared neural-behavioral latent transitions from whole-brain recordings, evaluates long-horizon free generation, and performs targeted perturbation and steering interventions.","Primary preprint, Results: C. elegans whole-brain and behavior generation, transition-point perturbations, and controlled state steering without retraining.",high,,,,,,
ALT-6a64d732fb1e,fresh_alternate_public_search,Koopman-based linearization of preparatory EEG dynamics in Parkinson's disease during galvanic vestibular stimulation.,"Introduction Parkinson's disease (PD) impairs motor preparation due to basal ganglia dysfunction, contributing to motor deficits. Galvanic Vestibular Stimulation (GVS), a non-invasive neuromodulation technique, shows promise in enhancing motor function in PD, but its underlying neural mechanisms are poorly understood. This study employs a Deep Koopman model to linearize and analyze preparatory EEG dynamics in PD, hypothesizing that GVS restores cortical activity patterns critical for motor planning. Methods EEG data from 18 PD participants (on/off medication) and 18 healthy controls were collected during a preparatory phase of a motor task under three conditions: sham, GVS1 (50-100 Hz multi-sine), and GVS2 (100-150 Hz multi-sine). A Deep Koopman framework mapped EEG signals into a three-dimensional latent space for linear dynamical analysis. Temporal dynamics were assessed via eigenvalue analysis, spatial contributions via regression-based scalp mapping, and motor performance correlations via Pearson's coefficients. A Linear Quadratic Regulator (LQR) simulated control of PD dynamics toward healthy patterns. Results The Deep Koopman model accurately captured EEG dynamics, with eigenvalue analysis showing no significant temporal dynamic differences across groups. Spatial contribution analysis revealed that PD-Off sham conditions deviated most from healthy control EEG patterns, while GVS and medication significantly reduced these deviations, aligning PD patterns closer to controls. Closer alignment correlated with improved motor performance metrics, including reduced reaction and squeeze times. LQR control effectively guided PD neural dynamics toward healthy trajectories in the latent space. Discussion GVS enhances motor preparation in PD by restoring healthy cortical EEG patterns, with additive benefits from dopaminergic medication. The Deep Koopman framework offers a powerful approach for dissecting complex EEG dynamics and designing targeted neuromodulation strategies. These findings elucidate GVS's therapeutic mechanisms and highlight its potential for personalized PD interventions, warranting further exploration in larger cohorts and varied stimulation protocols.","Kia M, Mirian MS, Soori S, Saedi S, Arasteh E, Faramarzi MH, Chinchani A, Lee S, Luczak A, McKeown MJ.",2025,2025-05-14,,10.3389/fnhum.2025.1566566,,https://europepmc.org/article/MED/40438537,,europe_pmc,europe_pmc_core,indexed,,include,empirical,include_empirical,Learned EEG dynamics are evaluated under stimulation and used for simulated trajectory control.,include,empirical,include_empirical,The koopman linearization preparatory eeg dynamics parkinson s disease during galvanic study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,"A deep Koopman operator learns EEG state transitions from patient recordings, predicts preparatory trajectories under stimulation, and supports simulated LQR steering toward healthy dynamics.",include,empirical,action_conditioned_closed_loop_control,"A deep Koopman operator learns EEG state transitions from patient recordings, predicts preparatory trajectories under stimulation, and supports simulated LQR steering toward healthy dynamics.","Full text, Methods and Results: PD and control EEG under sham and two GVS conditions, eigenanalysis, trajectory fit, motor correlations, and LQR control.",high,,,,,,
ALT-ea4b3285b2fe,fresh_alternate_public_search,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,"We introduce a new framework for forecasting the spatiotemporal neural response to stimulation based on learning temporal basis functions. Our proposed temporal basis function model (TBFM) predicts neural responses as a function of both past neural activity and stimulation parameters. This enables TBFM's application to closed-loop neural stimulation using model-based control techniques such as model predictive control (MPC) or model-based reinforcement learning (MBRL). We illustrate the use of TBFMs on data from 40 sessions of micro-electrocorticography (μECog) capturing the response to excitatory optogenetic stimulation in two non-human primates (NHPs). We show that in such a setting, TBFMs require less than 20 minutes of data collection and 5 minutes of training time, while exhibiting accuracy comparable to a complex non-linear dynamical systems model, and greater accuracy than linear state space models (LSSMs) such as those based on the Kalman Filter. Finally, we demonstrate the model's ability to shape neural activity towards desired regimes in two simulated closed-loop stimulation experiments.Clinical relevance- By optimizing sample efficiency, training time, and latency, our model begins to bridge the gap between complex AI-based approaches to modeling brain stimulation and the vision of using such models to develop novel closed-loop stimulation protocols for treating a variety neurological conditions.",Matthew J Bryan; Felix Schwock; Azadeh Yazdan-Shahmorad; Rajesh P N Rao,2025,2025,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/embc58623.2025.11254522,,https://pubmed.ncbi.nlm.nih.gov/41336632/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,empirical,include_empirical,Learns stimulation-conditioned neural dynamics and evaluates forecasting plus simulated closed-loop control.,include,empirical,include_empirical,The learning temporal basis vectors closed loop neural stimulation study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,"The temporal-basis model learns stimulation-conditioned neural transitions from primate recordings, forecasts responses, and is operationally evaluated in simulated model-predictive closed-loop control.",include,empirical,action_conditioned_closed_loop_control,"The temporal-basis model learns stimulation-conditioned neural transitions from primate recordings, forecasts responses, and is operationally evaluated in simulated model-predictive closed-loop control.","Primary article abstract and methods: 40 micro-ECoG sessions, past activity plus stimulation inputs, baseline comparisons, and two closed-loop shaping experiments.",high,,,,,,
ALT-21155df63ca2,fresh_alternate_public_search,Modelling neural coding in the auditory midbrain with high resolution and accuracy.,"Computational models of auditory processing can be valuable tools for research and technology development. Models of the cochlea are highly accurate and widely used, but models of the auditory brain lag far behind in both performance and penetration. Here we present ICNet, a convolutional encoder-decoder model of neural coding in the inferior colliculus. We developed ICNet using large-scale intracranial recordings from anaesthetized gerbils, addressing three key modelling challenges that are common across all sensory systems: capturing the full statistical structure of neuronal response patterns; accounting for physiological and experimental non-stationarity; and extracting features of sensory processing that are shared across different brains. ICNet provides highly accurate simulation of multi-unit neural responses to a wide range of complex sounds, including near-perfect responses to speech. It also reproduces key neurophysiological phenomena such as forward masking and dynamic range adaptation. ICNet can be used to simulate activity from thousands of neural units or to provide a compact representation of early central auditory processing through its latent dynamics, facilitating a wide range of hearing and audio applications. It can also serve as a foundation core, providing a baseline neural representation for models of active listening or higher-level auditory processing.",Fotios Drakopoulos; Lloyd Pellatt; Shievanie Sabesan; Yiqing Xia; Andreas Fragner; Nicholas A Lesica,2025,2025,Nature machine intelligence,10.1038/s42256-025-01104-9,,https://pubmed.ncbi.nlm.nih.gov/41019457/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,empirical,include_empirical,"Learns stimulus-conditioned neural dynamics and validates simulated responses, adaptation, and masking across sounds.",exclude,not_applicable,no_future_or_action_evaluation,"The neural coding auditory midbrain high resolution accuracy study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,"ICNet learns sound-conditioned temporal neural-response dynamics from large intracranial recordings and directly evaluates simulated multineuron activity, adaptation, and forward masking.",include,empirical,learned_multistep_dynamics,"ICNet learns sound-conditioned temporal neural-response dynamics from large intracranial recordings and directly evaluates simulated multineuron activity, adaptation, and forward masking.","Full text, Model and Results: gerbil inferior-colliculus recordings, convolutional encoder-decoder simulation, held-out sound responses, speech, adaptation, and masking phenomena.",high,,,,,,
ALT-772584a789d2,fresh_alternate_public_search,Multi-Objective Model-based Reinforcement Learning for Infectious Disease Control,"Severe infectious diseases such as the novel coronavirus (COVID-19) pose a huge threat to public health. Stringent control measures, such as school closures and stay-at-home orders, while having significant effects, also bring huge economic losses. In the face of an emerging infectious disease, a crucial question for policymakers is how to make the trade-off and implement the appropriate interventions timely given the huge uncertainty. In this work, we propose a Multi-Objective Model-based Reinforcement Learning framework to facilitate data-driven decision-making and minimize the overall long-term cost. Specifically, at each decision point, a Bayesian epidemiological model is first learned as the environment model, and then the proposed model-based multi-objective planning algorithm is applied to find a set of Pareto-optimal policies. This framework, combined with the prediction bands for each policy, provides a real-time decision support tool for policymakers. The application is demonstrated with the spread of COVID-19 in China.","Wan R, Zhang X, Song R.",2022,2022-02-26,,,,https://europepmc.org/article/PPR/PPR597469,,europe_pmc,europe_pmc_core,indexed,,include,empirical,include_empirical,Learns a Bayesian epidemiological environment model and evaluates planning policies for disease-control interventions.,include,empirical,include_empirical,The multi objective reinforcement learning infectious disease control study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,A Bayesian epidemiological transition model is learned at each decision point and used for multi-objective planning; Pareto policies and predictive bands are evaluated on COVID-19 control data.,include,empirical,action_conditioned_closed_loop_control,A Bayesian epidemiological transition model is learned at each decision point and used for multi-objective planning; Pareto policies and predictive bands are evaluated on COVID-19 control data.,"Primary preprint, Methods and application: learned environment model, model-based rollout, policy-front estimation, uncertainty bands, and China COVID-19 intervention analysis.",high,,,,,,
ALT-b062a5a9fbf8,fresh_alternate_public_search,Optimized glycemic control of type 2 diabetes with reinforcement learning: a proof-of-concept trial.,"The personalized titration and optimization of insulin regimens for treatment of type 2 diabetes (T2D) are resource-demanding healthcare tasks. Here we propose a model-based reinforcement learning (RL) framework (called RL-DITR), which learns the optimal insulin regimen by analyzing glycemic state rewards through patient model interactions. When evaluated during the development phase for managing hospitalized patients with T2D, RL-DITR achieved superior insulin titration optimization (mean absolute error (MAE) of 1.10 ± 0.03 U) compared to other deep learning models and standard clinical methods. We performed a stepwise clinical validation of the artificial intelligence system from simulation to deployment, demonstrating better performance in glycemic control in inpatients compared to junior and intermediate-level physicians through quantitative (MAE of 1.18 ± 0.09 U) and qualitative metrics from a blinded review. Additionally, we conducted a single-arm, patient-blinded, proof-of-concept feasibility trial in 16 patients with T2D. The primary outcome was difference in mean daily capillary blood glucose during the trial, which decreased from 11.1 (±3.6) to 8.6 (±2.4) mmol L -1 (P < 0.01), meeting the pre-specified endpoint. No episodes of severe hypoglycemia or hyperglycemia with ketosis occurred. These preliminary results warrant further investigation in larger, more diverse clinical studies. ClinicalTrials.gov registration: NCT05409391 .",Guangyu Wang; Xiaohong Liu; Zhen Ying; Guoxing Yang; Zhiwei Chen; Zhiwen Liu; Min Zhang; Hongmei Yan; Yuxing Lu; Yuanxu Gao; Kanmin Xue; Xiaoying Li; Ying Chen,2023,2023,Nature medicine,10.1038/s41591-023-02552-9,,https://pubmed.ncbi.nlm.nih.gov/37710000/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,empirical,include_empirical,Model-based reinforcement learning uses patient-model dynamics to optimize insulin actions and receives clinical evaluation.,include,empirical,include_empirical,The optimized glycemic control type 2 diabetes reinforcement learning proof concept study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,"A patient model learns action-conditioned glucose transitions from longitudinal EHR trajectories, is recursively unrolled for multistep insulin planning, and is validated internally, externally, and prospectively.",include,empirical,action_conditioned_closed_loop_control,"A patient model learns action-conditioned glucose transitions from longitudinal EHR trajectories, is recursively unrolled for multistep insulin planning, and is validated internally, externally, and prospectively.","Full text, Patient model for trajectory tracking and Performance: learned next-state function, seven-step rollouts, observed-versus-predicted glucose trajectories, policy interaction, and clinical feasibility trial.",high,,,,,,
ALT-7fd0dbde7906,fresh_alternate_public_search,Predictive modeling of hemodynamics during viscerosensory neurostimulation via neural computation mechanism in the brainstem.,"Neurostimulation for cardiovascular control faces challenges due to the lack of predictive modeling for stimulus-driven dynamic responses, which is crucial for precise neuromodulation via quality feedback. We address this by employing a digital twin approach that leverages computational mechanisms underlying neuro-hemodynamic responses during neurostimulation. Our results emphasize the computational role of the nucleus tractus solitarius (NTS) in the brainstem in determining these responses. The intrinsic neural circuit within the NTS harbors collective dynamics residing in a low-dimensional latent space, which effectively captures stimulus-driven hemodynamic perturbations. Building on this, we developed a digital twin framework for individually optimized predictive modeling of neuromodulatory outcomes. This framework potentially enables the design of closed-loop neurostimulation systems for precise hemodynamic control. Consequently, our digital twin based on neural computation mechanisms marks an advancement in the artificial regulation of internal organs, paving the way for precise translational medicine to treat chronic diseases.","Lee J, Mun J, Choo M, Park SM.",2025,2025-04-23,,10.1038/s41746-025-01635-w,,https://europepmc.org/article/MED/40269082,,europe_pmc,europe_pmc_core,indexed,,include,empirical,include_empirical,The individualized latent-dynamics digital twin predicts stimulus-driven hemodynamic responses for prospective closed-loop control.,include,empirical,include_empirical,The predictive hemodynamics during viscerosensory neurostimulation neural computation mechanism brainstem study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,A patient-specific latent neural-computation transition maps stimulation to evolving hemodynamic response and is evaluated for prediction and prospective closed-loop control design.,include,empirical,action_conditioned_treatment_dynamics,A patient-specific latent neural-computation transition maps stimulation to evolving hemodynamic response and is evaluated for prediction and prospective closed-loop control design.,"Full text, Model and Results: NTS latent dynamics, stimulus-driven blood-pressure trajectories, individualized fitting, prediction tests, and control-oriented simulations.",high,,,,,,
ALT-c71fc7548383,fresh_alternate_public_search,SimulAD: a dynamical model for personalized simulation and disease staging in Alzheimer's disease.,"SimulAD is a computational disease progression model (DPM) originally developed on the ADNI database to simulate the evolution of clinical and imaging markers characteristic of AD, and to quantify the disease severity (DS) of a subject. In this work, we assessed the validity of this estimated DS, as well as the generalization of the DPM., by applying SimulAD on a new cohort from the Geneva Memory Center (GMC). The differences between the estimated DS of healthy, mild cognitive impairment and AD dementia groups were statistically significant (p-values < 0.05; d ≥ 0.8). DS correlated with MMSE (ρ = -0.55), hippocampal atrophy (ρ = -0.62), glucose hypometabolism (ρ = -0.67), amyloid burden (ρ = 0.31) and tau deposition (ρ = 0.62) (p-values < 0.01). Based on the dynamics estimated on the ADNI cohort, we simulated a DPM for the subjects of the GMC cohort. The difference between the temporal evolution of similar biomarkers simulated on the ADNI and GMC cohorts remained below 10%. This study illustrates the robustness and good generalization of SimulAD, highlighting its potential for clinical and pharmaceutical studies.",Abi Nader Clément; Federica Ribaldi; Giovanni B Frisoni; Valentina Garibotto; Philippe Robert; Nicholas Ayache; Marco Lorenzi,2022,2022,Neurobiology of aging,10.1016/j.neurobiolaging.2021.12.015,,https://pubmed.ncbi.nlm.nih.gov/35320737/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,empirical,include_empirical,SimulAD learns biomarker dynamics and validates simulated trajectories on an independent cohort.,include,empirical,include_empirical,The simulad dynamical personalized simulation disease staging alzheimer s disease study learns or calibrates temporal dynamics and directly evaluates temporal rollouts or simulated trajectories.,include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,SimulAD learns joint imaging and clinical biomarker dynamics from ADNI and evaluates personalized trajectory simulation and disease-stage generalization in an independent Geneva cohort.,include,empirical,learned_multistep_dynamics,SimulAD learns joint imaging and clinical biomarker dynamics from ADNI and evaluates personalized trajectory simulation and disease-stage generalization in an independent Geneva cohort.,"Primary article, Methods and Results: ADNI-trained dynamics, Geneva external cohort, biomarker-stage associations, and cross-cohort temporal-evolution differences.",high,,,,,,
ALT-b6f8ec5868d5,fresh_alternate_public_search,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,"In this study, we investigate SimulAD, a novel quantitative instrument for the development of intervention strategies for disease-modifying drugs in Alzheimer's disease. SimulAD is based on the modeling of the spatio-temporal dynamics governing the joint evolution of imaging and clinical biomarkers along the history of the disease, and allows the simulation of the effect of intervention time and drug dosage on the biomarkers' progression. When applied to multi-modal imaging and clinical data from the Alzheimer's Disease Neuroimaging Initiative the method enables to generate hypothetical scenarios of amyloid lowering interventions. The results quantify the crucial role of intervention time, and provide a theoretical justification for testing amyloid modifying drugs in the pre-clinical stage. Our experimental simulations are compatible with the outcomes observed in past clinical trials, and suggest that anti-amyloid treatments should be administered at least 7 years earlier than what is currently being done in order to obtain statistically powered improvement of clinical endpoints.","Abi Nader C, Ayache N, Frisoni GB, Robert P, Lorenzi M, Alzheimer’s Disease Neuroimaging Initiative.",2021,2021-04-28,,10.1093/braincomms/fcab091,,https://europepmc.org/article/MED/34085040,,europe_pmc,europe_pmc_core,indexed,,include,empirical,include_empirical,SimulAD learns spatiotemporal biomarker dynamics and evaluates treatment-time and dosage counterfactuals.,include,empirical,include_empirical,The simulating outcome amyloid treatments alzheimer s disease imaging clinical data study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,SimulAD learns joint biomarker transitions from multimodal ADNI data and evaluates intervention-time and dosage branches through free disease-course simulation and trial-compatible outcomes.,include,empirical,action_conditioned_treatment_dynamics,SimulAD learns joint biomarker transitions from multimodal ADNI data and evaluates intervention-time and dosage branches through free disease-course simulation and trial-compatible outcomes.,"Full text, Model and Intervention simulations: spatiotemporal imaging/clinical dynamics, amyloid-lowering actions, timing/dose scenarios, and comparison with trial observations.",high,,,,,,
ALT-cc1c1352d964,fresh_alternate_public_search,The Coupled Stochastic Dynamical System: A Generative Model for Simulating and Forecasting Youth Mental Health Trajectories,"Mechanism-informed models that can simulate counterfactual mental-health trajectories remain scarce in digital phenotyping. Most existing approaches either predict outcomes from sensor-derived data without specifying the cross-domain generative process or reconstruct latent dynamics without encoding the mechanistic assumptions needed for intervention simulation. Here, we introduce the Coupled Stochastic Dynamical System (CSDS), a forward generative model that jointly simulates digital engagement, wearable physiology, and psychiatric burden as a family of coupled stochastic processes. Using the multi-year GLOBEM cohort (N=496) integrating passive sensing, ecological momentary assessment, and survey-based measures, we first identified four distinct behavioural phenotypes by clustering. Bayesian inversion of the CSDS satisfied 80–83% of clusters’ weighted phenotype targets through separable traitvulnerability, physical-activity, and affective-response parameter families. Participant-level inversion produced virtual twins that recovered the individual dynamic structure of complex human behaviours: Hidden Markov Models trained on the synthetic timeseries decoded observed state occupancy and transitions ( r =0.84–0.87 and 0.93–0.94), and outperformed mean- or persistence-based null models in shorthorizon magnitude prediction, with sparser affective channels showing horizon-stable directional forecasting above chance (66–78% balanced accuracy to 21 days). These findings position generative behavioural models as falsifiable and interpretable frameworks for studying youth mental-health trajectories and for developing future personalised interventions.","Koutsouleris N, Turner G, Grüning DJ, Penzel N, Jacobs G, Fietz J, Buciuman M, Urquijo M, Mena S, Fraza C, Lalousis P, Antonucci LA, Schneider S, Wang H, Jirsa V, Slovak P, Orben A.",2026,2026-07-29,,10.64898/2026.07.26.26358943,,https://europepmc.org/article/PPR/PPR1288838,,europe_pmc,europe_pmc_core,indexed,,include,empirical,include_empirical,Data-adapted stochastic dynamics generate virtual-twin trajectories and are evaluated for transitions and multistep forecasts.,include,empirical,include_empirical,The coupled stochastic dynamical system generative simulating forecasting youth mental health study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,"CSDS is calibrated by Bayesian inversion to multimodal longitudinal sensing and symptom data, then directly evaluates individual virtual-twin state transitions and forecasts through 21 days.",include,empirical,learned_multistep_dynamics,"CSDS is calibrated by Bayesian inversion to multimodal longitudinal sensing and symptom data, then directly evaluates individual virtual-twin state transitions and forecasts through 21 days.","Primary preprint, Methods and Results: GLOBEM cohort, coupled stochastic processes, phenotype and participant-level inversion, HMM transition recovery, and horizon forecasting.",high,,,,,,
