audit_id,route,title,abstract,authors,year,publication_date,venue,doi,arxiv_id,url,record_type,sources,query_labels,source_status,original_exclusion_reason,reviewer_c_decision,reviewer_c_corpus_type,reviewer_c_reason_code,reviewer_c_rationale,reviewer_d_decision,reviewer_d_corpus_type,reviewer_d_reason_code,reviewer_d_rationale,final_decision,final_corpus_type,final_reason_code,resolution_route,adjudication_rationale,qc_decision,qc_corpus_type,qc_reason_code,qc_rationale,full_text_anchor,confidence
ALT-872c15448450,fresh_alternate_public_search,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,"Early clinical trials of therapies to treat Duchenne muscular dystrophy (DMD), a fatal genetic X-linked pediatric disease, have been designed based on the limited understanding of natural disease progression and variability in clinical measures over different stages of the continuum of the disease. The objective was to inform the design of DMD clinical trials by developing a disease progression model-based clinical trial simulation (CTS) platform based on measures commonly used in DMD trials. Data were integrated from past studies through the Duchenne Regulatory Science Consortium founded by the Critical Path Institute (15 clinical trials and studies, 1505 subjects, 27,252 observations). Using a nonlinear mixed-effects modeling approach, longitudinal dynamics of five measures were modeled (NorthStar Ambulatory Assessment, forced vital capacity, and the velocities of the following three timed functional tests: time to stand from supine, time to climb 4 stairs, and 10 meter walk-run time). The models were validated on external data sets and captured longitudinal changes in the five measures well, including both early disease when function improves as a result of growth and development and the decline in function in later stages. The models can be used in the CTS platform to perform trial simulations to optimize the selection of inclusion/exclusion criteria, selection of measures, and other trial parameters. The data sets and models have been reviewed by the US Food and Drug Administration and the European Medicines Agency; have been accepted into the Fit-for-Purpose and Qualification for Novel Methodologies pathways, respectively; and will be submitted for potential endorsement by both agencies.",Karthik Lingineni; Varun Aggarwal; Juan Francisco Morales; Daniela J Conrado; Diane Corey; Camille Vong; Jackson Burton; Jane Larkindale; Klaus Romero; Stephan Schmidt; Sarah Kim; Cooperative International Neuromuscular Research Group investigators and Duchenne Regulatory Science Consortium members,2022,2022,CPT: pharmacometrics & systems pharmacology,10.1002/psp4.12753,,https://pubmed.ncbi.nlm.nih.gov/34877803/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,empirical,include_empirical,Data-fitted longitudinal dynamics are externally validated and used for multi-outcome clinical-trial simulations.,include,empirical,include_empirical,The clinical trial simulation platform optimize design clinical trials duchenne muscular study learns or calibrates temporal dynamics and directly evaluates temporal rollouts or simulated trajectories.,include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,"Nonlinear mixed-effects models fit five longitudinal Duchenne measures from 27,252 observations, externally validate their trajectories, and drive repeated clinical-trial simulations.",include,empirical,fitted_multistep_dynamics,"Nonlinear mixed-effects models fit five longitudinal Duchenne measures from 27,252 observations, externally validate their trajectories, and drive repeated clinical-trial simulations.","Full text, Model development and Qualification: five disease trajectories, external datasets, and trial-design simulations for eligibility, endpoints, and assessment schedules.",high
ALT-d6d9b0f712ec,fresh_alternate_public_search,Development of a Novel Machine Learning Method for Estimation of Life-Long Chronic Disease Progression and Its Application to Type 2 Diabetes.,"Individual predictions of long-term chronic disease progression from data of limited duration provide valuable insights into estimating patient outcomes and therapeutic needs. Statistical Restoration of Fragmented Time course (SReFT) was developed to address this challenge, yet it is computationally too intensive for large-scale datasets. Although diabetes is a representative chronic disease with significant medical needs, it has been challenging to analyze long-term changes using large-scale patient data due to this limitation. In this study, we aimed to develop a new method (SReFT-machine learning, SReFT-ML) by applying machine learning to the concept of SReFT, and to confirm its performance using synthetic data and the data from a clinical trial, the Action to Control Cardiovascular Risk in Diabetes (ACCORD) trial (N = 10,251). SReFT-ML has successfully analyzed both synthetic and clinical data, and reconstructed biomarker trajectories over a 30-year period in patients with diabetes. Decreases in diastolic blood pressure and renal function may be important indicators of disease progression. Furthermore, although age and mortality data were not included in the model, survival analysis demonstrated a clear trend of hazard increases in mortality and diabetes-related outcomes with disease progression. This study introduced machine learning to enhance long-term disease progression modeling. The resulting model characterized a 30-year trajectory of disease risk in diabetes. The results provide a clinically meaningful hypothesis that incorporating systemic factors such as renal function and blood pressure, in addition to classic glycemic control, may enhance comprehensive diabetes care. Trial Registration: ClinicalTrials.gov number: NCT00000620.","Sano Y, Jin R, Yoshioka H, Nakazato Y, Sato H, Hisaka A.",2025,2025-10-01,,10.1111/cts.70351,,https://europepmc.org/article/MED/41127917,,europe_pmc,europe_pmc_core,indexed,,include,empirical,include_empirical,The machine-learned model reconstructs and evaluates thirty-year biomarker trajectories from longitudinal clinical data.,exclude,not_applicable,no_learned_dynamics,The machine learning method estimation life long chronic disease progression its study is an ordinary prognostic or static prediction analysis without a learned rollout mechanism.,include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,"SReFT-ML learns how fragmented longitudinal observations align on a common disease course, reconstructs 30-year biomarker trajectories, and evaluates recovery on synthetic data and ACCORD patients.",include,empirical,learned_multistep_dynamics,"SReFT-ML learns how fragmented longitudinal observations align on a common disease course, reconstructs 30-year biomarker trajectories, and evaluates recovery on synthetic data and ACCORD patients.","Full text, Method and Results: synthetic trajectory-recovery tests, ACCORD reconstruction, long-term biomarker evolution, and outcome-risk associations.",medium
ALT-1305c7353fe7,fresh_alternate_public_search,Digital twin brain simulator for real-time consciousness monitoring and virtual intervention using primate electrocorticogram data,"Abstract At the forefront of bridging computational brain modeling with personalized medicine, this study introduces a novel, real-time, electrocorticogram (ECoG) simulator, based on the digital twin brain concept. Utilizing advanced data assimilation techniques, specifically a Variational Bayesian Recurrent Neural Network model with hierarchical latent units, the simulator dynamically predicts ECoG signals reflecting real-time brain latent states. By assimilating broad ECoG signals from macaque monkeys across awake and anesthetized conditions, the model successfully updated its latent states in real-time, enhancing precision of ECoG signal simulations. Behind successful data assimilation, self-organization of latent states in the model was observed, reflecting brain states and individuality. This self-organization facilitated simulation of virtual drug administration and uncovered functional networks underlying changes in brain function during anesthesia. These results show that the proposed model can simulate brain signals in real-time with high accuracy and is also useful for revealing underlying information processing dynamics.",Yuta Takahashi; Hayato Idei; Misako Komatsu; Jun Tani; Hiroaki Tomita; Yuichi Yamashita,2025,2025,npj Digital Medicine,10.1038/s41746-025-01444-1,,https://doi.org/10.1038/s41746-025-01444-1,journal-article,crossref,"""clinical digital twin"" intervention",registered,,include,empirical,include_empirical,A recurrent neural dynamics model assimilates ECoG data and evaluates real-time simulation plus virtual drug interventions.,include,empirical,include_empirical,The digital twin brain simulator real time consciousness monitoring virtual intervention study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,"A variational Bayesian recurrent model learns latent ECoG transitions with online data assimilation, evaluates real-time signal rollout, and simulates virtual anesthetic intervention effects.",include,empirical,action_conditioned_closed_loop_control,"A variational Bayesian recurrent model learns latent ECoG transitions with online data assimilation, evaluates real-time signal rollout, and simulates virtual anesthetic intervention effects.","Full text, Data assimilation and Virtual intervention Results: macaque awake/anesthetized ECoG prediction, latent-state updating, and drug-administration simulation.",high
ALT-f38cea90635e,fresh_alternate_public_search,Digital twin models for predicting venetoclax and azacitidine-induced neutropenia in patients with acute myeloid leukemia.,"Therapeutic toxicity, which can be life-threatening, presents a major challenge in treating patients with acute myeloid leukemia (AML). Medical digital twins, which are virtual representations of patient disease, have the potential to forecast disease progression and simulate potential treatments. Using neutrophil counts and blast percentages, we developed mechanistic models to predict toxicity (neutropenia) in AML patients receiving combination venetoclax and azacitidine treatment. We identified a best-fitting model, though patient-specific accuracy was highly variable. To address this variability, we investigated subsets of patients based on their accordance with model assumptions, and were able to identify features predictive of model fit. In addition, we found that continuous updating over time improves model accuracy. The model evaluated in this study could be further validated in a larger clinical setting and may support a digital twin for decision making in forecasting therapeutic toxicity of venetoclax and azacitidine treatment.","Zhang Y, Martinez J, Tercan B, Kuusanmäki H, Emmert-Streib F, Chandraseelan JG, Farea A, Yli-Harja O, Heckman CA, Gibbs DL, Thorsson V, Shmulevich I, Kontro M, Qin G, Aguilar B.",2025,2025-10-06,,10.1038/s41746-025-01978-4,,https://europepmc.org/article/MED/41053343,,europe_pmc,europe_pmc_core,indexed,,include,empirical,include_empirical,Patient-updated mechanistic dynamics forecast treatment-induced neutropenia and evaluate individualized predictive accuracy.,include,empirical,include_empirical,The digital twin predicting venetoclax azacitidine induced neutropenia patients acute myeloid study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,"Patient-specific mechanistic transitions for blasts and neutrophils are fitted and continuously updated from treatment data, with future neutropenia trajectories evaluated across patients.",include,empirical,fitted_personalized_dynamics,"Patient-specific mechanistic transitions for blasts and neutrophils are fitted and continuously updated from treatment data, with future neutropenia trajectories evaluated across patients.","Full text, Model fitting and Results: venetoclax/azacitidine response equations, patient-level parameter estimation, forecast-error analysis, subgroup fit, and sequential updating.",high
ALT-f58f7b29b390,fresh_alternate_public_search,Disease Modeling and External Model Evaluation Through Clinical Data Sharing Platform for HR+/HER2- Breast Cancer.,"Predictive models for disease progression are valuable for clinical trial design and interpretation; however, suitable data are needed for the development of such models. This study aimed to develop a Tumor Growth Inhibition-Overall Survival (TGI-OS) model for hormone receptor-positive (HR+)/human epidermal growth factor receptor 2 negative (HER2-) breast cancer using clinical trial data available through Vivli, a clinical trial data sharing platform. The CONFIRM study (Phase 3 study comparing fulvestrant 250 vs. 500 mg) was used for model development, and the PALOMA-3 and SANDPIPER Phase 3 studies (palbociclib and taselisib) were used for external model qualifications. Longitudinal tumor size profiles were first analyzed with the TGI model. The TGI-OS model, a parametric model linking TGI metrics and baseline predictors of survival outcomes, was then developed using data from the CONFIRM study and showed successful internal qualification, including the prediction of the survival difference between two dose groups. The TGI-OS model showed large underestimation for the OS for PALOMA-3; nevertheless, the predicted treatment effect (hazard ratio of OS) was in good agreement with the observation for both studies, suggesting its potential as a tool to support drug development decisions. While integrating shared clinical trial data from multiple sources, facilitated by platforms like Vivli, is crucial for advancing predictive modeling efforts, caution should be exercised when such models are applied for new studies, especially when there are breakthroughs in the treatment landscape.","Yoshida K, Bruno R, Chanu P.",2025,2025-07-17,,10.1002/psp4.70073,,https://europepmc.org/article/MED/40671643,,europe_pmc,europe_pmc_core,indexed,,exclude,empirical,no_learned_dynamics,This pharmacometric tumor-growth and survival model lacks learned state-transition dynamics.,include,empirical,include_empirical,The disease external through clinical data sharing platform hr her2 breast study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,"A tumor-growth inhibition transition is fitted to longitudinal breast-cancer measurements and linked to survival, then externally evaluated on two independent Phase III trials.",include,empirical,fitted_multistep_dynamics,"A tumor-growth inhibition transition is fitted to longitudinal breast-cancer measurements and linked to survival, then externally evaluated on two independent Phase III trials.","Full text, TGI and TGI-OS model development and External qualification: CONFIRM fitting with PALOMA-3 and SANDPIPER validation.",high
ALT-d7f5daff27f0,fresh_alternate_public_search,DITTO: A Visual Digital Twin for Interventions and Temporal Treatment Outcomes in Head and Neck Cancer.,"Digital twin models are of high interest to Head and Neck Cancer (HNC) oncologists, who have to navigate a series of complex treatment decisions that weigh the efficacy of tumor control against toxicity and mortality risks. Evaluating individual risk profiles necessitates a deeper understanding of the interplay between different factors such as patient health, spatial tumor location and spread, and risk of subsequent toxicities that can not be adequately captured through simple heuristics. To support clinicians in better understanding tradeoffs when deciding on treatment courses, we developed DITTO, a digital-twin and visual computing system that allows clinicians to analyze detailed risk profiles for each patient, and decide on a treatment plan. DITTO relies on a sequential Deep Reinforcement Learning digital twin (DT) to deliver personalized risk of both long-term and short-term disease outcome and toxicity risk for HNC patients. Based on a participatory collaborative design alongside oncologists, we also implement several visual explainability methods to promote clinical trust and encourage healthy skepticism when using our system. We evaluate the efficacy of DITTO through quantitative evaluation of performance and case studies with qualitative feedback. Finally, we discuss design lessons for developing clinical visual XAI applications for clinical end users.","Wentzel A, Attia S, Zhang X, Canahuate G, Fuller CD, Marai GE.",2025,2024-11-25,,10.1109/tvcg.2024.3456160,,https://europepmc.org/article/MED/39255169,,europe_pmc,europe_pmc_core,indexed,,exclude,empirical,no_learned_dynamics,The sequential reinforcement-learning twin predicts risks but does not describe a learned dynamics model.,include,empirical,include_empirical,The ditto visual digital twin interventions temporal treatment outcomes head neck study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,"DITTO learns sequential treatment-state and outcome relationships from head-and-neck cancer histories, evaluates personalized short- and long-term outcomes under treatment sequences, and exposes action tradeoffs to clinicians.",include,empirical,action_conditioned_treatment_dynamics,"DITTO learns sequential treatment-state and outcome relationships from head-and-neck cancer histories, evaluates personalized short- and long-term outcomes under treatment sequences, and exposes action tradeoffs to clinicians.","Full text, Digital twin model and Evaluation: sequential deep-reinforcement-learning state/action representation, quantitative outcome prediction, treatment-policy comparison, and clinician case studies.",medium
ALT-531d7f078a79,fresh_alternate_public_search,EczemaPred: A computational framework for personalised prediction of eczema severity dynamics.,"BACKGROUND: Atopic dermatitis (AD) is a chronic inflammatory skin disease leading to substantial quality of life impairment with heterogeneous treatment responses. People with AD would benefit from personalised treatment strategies, whose design requires predicting how AD severity evolves for each individual. OBJECTIVE: This study aims to develop a computational framework for personalised prediction of AD severity dynamics. METHODS: We introduced EczemaPred, a computational framework to predict patient-dependent dynamic evolution of AD severity using Bayesian state-space models that describe latent dynamics of AD severity items and how they are measured. We used EczemaPred to predict the dynamic evolution of validated patient-oriented scoring atopic dermatitis (PO-SCORAD) by combining predictions from the models for the nine severity items of PO-SCORAD (six intensity signs, extent of eczema, and two subjective symptoms). We validated this approach using longitudinal data from two independent studies: a published clinical study in which PO-SCORAD was measured twice weekly for 347 AD patients over 17 weeks, and another one in which PO-SCORAD was recorded daily by 16 AD patients for 12 weeks. RESULTS: EczemaPred achieved good performance for personalised predictions of PO-SCORAD and its severity items daily to weekly. EczemaPred outperformed standard time-series forecasting models such as a mixed effect autoregressive model. The uncertainty in predicting PO-SCORAD was mainly attributed to that in predicting intensity signs (75% of the overall uncertainty). CONCLUSIONS: EczemaPred serves as a computational framework to make a personalised prediction of AD severity dynamics relevant to clinical practice. EczemaPred is available as an R package.",Guillem Hurault; Jean François Stalder; Sophie Mery; Alain Delarue; Markéta Saint Aroman; Gwendal Josse; Reiko J Tanaka,2022,2022,Clinical and translational allergy,10.1002/clt2.12140,,https://pubmed.ncbi.nlm.nih.gov/35344305/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,empirical,include_empirical,Bayesian state-space transitions are learned from longitudinal eczema data and evaluated for multi-horizon future severity prediction.,include,empirical,include_empirical,The eczemapred computational personalised prediction eczema severity dynamics study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,"Bayesian state-space models learn latent eczema-severity transitions and measurement processes, then directly forecast daily-to-weekly patient trajectories in two independent longitudinal cohorts.",include,empirical,learned_multistep_dynamics,"Bayesian state-space models learn latent eczema-severity transitions and measurement processes, then directly forecast daily-to-weekly patient trajectories in two independent longitudinal cohorts.","Full text, Methods and Validation: nine latent severity-item models, PO-SCORAD trajectory composition, and comparison with autoregressive baselines across two studies.",high
ALT-75c423c80690,fresh_alternate_public_search,Exploring the suitability of piecewise-linear dynamical system models for cognitive neural dynamics.,"Dynamical system models have proven useful for decoding the current brain state from neural activity. So far, neuroscience has largely relied on either linear models or non-linear models based on artificial neural networks (ANNs). Piecewise linear approximations of non-linear dynamics have proven useful in other technical applications. Moreover, such explicit models provide a clear advantage over ANN-based models when the dynamical system is not only supposed to be observed, but also controlled, in particular when a controller with guarantees is needed. Here we explore whether piecewise-linear dynamical system models (recurrent Switching Linear Dynamical System or rSLDS models) could be useful for modeling brain dynamics, in particular in the context of cognitive tasks. These models have the advantage that they can be estimated not only from continuous observations like field potentials or smoothed firing rates, but also from sparser single-unit spiking data. We first generate artificial neural data based on a non-linear computational model of perceptual decision-making and demonstrate that piecewise-linear dynamics can be successfully recovered from these observations. We then demonstrate that the piecewise-linear model outperforms a linear model in terms of predicting future states of the system and associated neural activity. Finally, we apply our approach to a publicly available dataset recorded from monkeys performing perceptual decisions. Much to our surprise, the piecewise-linear model did not provide a significant advantage over a linear model for these particular data, although linear models that were estimated from different trial epochs showed qualitatively different dynamics. In summary, we present a dynamical system modeling approach that could prove useful in situations, where the brain state needs to be controlled in a closed-loop fashion, for example, in new neuromodulation applications for treating cognitive deficits. Future work will have to show under what conditions the brain dynamics are sufficiently non-linear to warrant the use of a piecewise-linear model over a linear one.","Wu J, Asamoah B, Kong Z, Ditterich J.",2025,2025-05-12,,10.3389/fnins.2025.1582080,,https://europepmc.org/article/MED/40421134,,europe_pmc,europe_pmc_core,indexed,,include,empirical,include_empirical,Data-fitted rSLDS models predict future neural states and are evaluated on simulated and monkey recordings.,exclude,not_applicable,no_future_or_action_evaluation,"The exploring suitability piecewise linear dynamical system cognitive neural dynamics study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,Recurrent switching linear dynamical systems are fitted to neural time series and directly evaluated for future-state and neural-activity prediction on synthetic and macaque data.,include,empirical,learned_one_step_state_transition,Recurrent switching linear dynamical systems are fitted to neural time series and directly evaluated for future-state and neural-activity prediction on synthetic and macaque data.,"Full text, rSLDS model and Evaluation metrics: held-out R2, mean Euclidean distance, synthetic recovery, and future-state prediction on monkey decision-task recordings.",high
ALT-27768d84fbdd,fresh_alternate_public_search,Exposure-safety Markov modeling of ocular adverse events in patient populations treated with tisotumab vedotin.,"Tisotumab vedotin (TV), a tissue factor-directed antibody-drug conjugate (ADC), is approved in the US at 2.0 mg/kg every 3 weeks (Q3W) for adult patients with recurrent or metastatic cervical cancer following disease progression on or after chemotherapy. Previous logistic regression analysis showed a positive association between TV exposure and ocular adverse events (OAEs), which were identified as prespecified AEs of interest in TV clinical studies. To further optimize TV dose from a safety perspective, we developed a discrete-time Markov model (DTMM) to characterize exposure-response (E-R) relationships of exposures of both ADC and the microtubule-disrupting agent monomethyl auristatin E to the incidence, severity, and longitudinal time course of grade ≥ 2 OAEs in patients with advanced solid tumors. A total of 757 patients who received TV as monotherapy or combination (with carboplatin, bevacizumab, or pembrolizumab) across seven clinical studies were included in this analysis. Of multiple covariates modeled, implementation of an eye care plan was the only covariate to significantly reduce risk of grade ≥ 2 OAEs. The DTMM suggested an association between ADC exposure and risk of grade ≥ 2 OAEs. Based on the totality of data from clinical outcomes, pharmacokinetics, and E-R analyses, as well as DTMM modeling results, TV 1.7 mg/kg every 2 weeks may provide higher efficacy with slightly increased risk of OAEs compared with 2.0 mg/kg Q3W, although these OAEs are manageable with an appropriate eye care plan. ClinicalTrials.gov ID (first submission): NCT03485209 (2018-03-08), NCT03657043 (2018-08-22), NCT03438396 (2018-02-08), NCT03786081 (2018-12-13), NCT03913741 (2019-03-29), NCT02001623 (2013-11-14), and NCT02552121 (2015-09-14).","Feng S, Gunawan R, Passey C, Voellinger J, Polhamus D, Gerritsen A, O'Day C, Carret AS, Soumaoro I, Gupta M, Hanley WD.",2025,2025-10-03,,10.1007/s10928-025-10003-w,,https://europepmc.org/article/MED/41044356,,europe_pmc,europe_pmc_core,indexed,,include,empirical,include_empirical,A data-fitted Markov transition model evaluates longitudinal ocular-state responses under alternative drug exposures.,exclude,not_applicable,review_not_primary,This review centers on exposure safety markov ocular adverse events patient populations treated tisotumab rather than evaluated medical learned world-model dynamics as its primary subject.,include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,"A discrete-time Markov transition model is fitted to daily ocular-event states and drug exposure from seven trials, validated by predictive checks, and used for regimen simulations.",include,empirical,fitted_multistate_dynamics,"A discrete-time Markov transition model is fitted to daily ocular-event states and drug exposure from seven trials, validated by predictive checks, and used for regimen simulations.","Full text, Model development, Model evaluation, and Model application: daily state transitions, exposure effects, VPCs, and alternative-dose trajectory simulations.",high
ALT-0cdd85000e2e,fresh_alternate_public_search,Forecasting Alzheimer’s Disease Progression via Identity-preserved Denoising Diffusion Generative Adversarial Network,"Abstract Forecasting the progression of Alzheimer’s disease (AD) is essential for evaluating secondary prevention measures thought to modify the disease trajectory. However, accurate prediction of longitudinal MRIs remains challenging, particularly in preserving subject identity, as deep generative models may potentially generate plausible future MRIs of different individuals from a single baseline scan. In the present study, we developed a novel identity-preserved denoising diffusion generative adversarial network (IP-DDGAN) capable of rapidly generating subject-specific longitudinal MRIs conditioned on metadata. Concretely, we developed an identity-preservation strategy with a metadata-guided module and identity-preserved regularization terms to maintain subject identity in synthetic longitudinal MRIs. Furthermore, we comprehensively integrated the morphometrics, subject identity consistency and image-level quality metrics to evaluate the fidelity and biological plausibility of synthetic longitudinal MRIs. The results demonstrate that the synthetic MRIs generated by IP-DDGAN retain biological and disease-related phenotypes, exhibiting sufficient realism to support their application in downstream tasks. Our proposed model is capable of capturing temporal biological and disease-related changes and forecasting the different progression trajectories, including critical transitions from cognitively normal (CN) to mild cognitive impairment (MCI) and from MCI to AD.",Zhuangzhuang Li; Tongtong Che; Shaozhen Yan; Dong Wang; Yong Liu; Kun Zhao,2025,2025,Springer Science and Business Media LLC,10.21203/rs.3.rs-7846693/v1,,https://doi.org/10.21203/rs.3.rs-7846693/v1,posted-content,crossref,"""disease progression model"" generative intervention",registered,,include,empirical,include_empirical,IP-DDGAN learns subject-specific temporal MRI transitions and directly evaluates generated longitudinal disease trajectories.,include,empirical,include_empirical,The forecasting alzheimer s disease progression identity preserved denoising diffusion generative study learns or calibrates temporal dynamics and directly evaluates held-out future states or multi-step forecasts.,include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,"IP-DDGAN learns subject-conditioned longitudinal MRI transitions and directly evaluates generated future scans for identity preservation, morphology, image fidelity, and disease-stage progression.",include,empirical,learned_multistep_dynamics,"IP-DDGAN learns subject-conditioned longitudinal MRI transitions and directly evaluates generated future scans for identity preservation, morphology, image fidelity, and disease-stage progression.","Primary preprint, Method and Results: metadata-guided diffusion-GAN forecasting of longitudinal ADNI MRI with multi-horizon image and phenotype evaluation.",high
ALT-056bf65776d0,fresh_alternate_public_search,Generating whole-brain neural activity and behavior through unified latent dynamics,"Abstract Understanding how high-dimensional neural activity and behavior emerge from shared underlying dynamics remains a fundamental challenge in neuroscience. Addressing this problem is key to enabling digital twins that can faithfully reproduce and predict the multiscale brain–behavior dynamics of living systems. Here we present NEBULA (NEural and Behavioral modeling through Unified LAtent dynamics), a generative framework that jointly models whole-brain neural activity and behavior. By applying NEBULA to brain-wide recordings from C. elegans , we identify a shared low-dimensional dynamical manifold that underlies both neural activity and behavior, enabling long-horizon generation and targeted in silico interventions. Perturbations of the learned dynamics reveal behaviorally relevant transition points, whereas steering interventions enable controlled manipulation of neural and behavioral states without retraining. These results establish a framework for linking brain dynamics to behavior in a living organism and provide a foundation for scalable virtual experimentation in neuroscience.",Davide Nuzzi; Maurizio Mattia; Giovanni Pezzulo,2026,2026,openRxiv,10.64898/2026.06.05.730482,,https://doi.org/10.64898/2026.06.05.730482,posted-content,crossref,"""latent dynamics"" medical;""latent dynamics"" physiological",registered,,include,empirical,include_empirical,"NEBULA learns generative neural-behavioral dynamics and evaluates long-horizon rollouts, interventions, and state steering.",include,empirical,include_empirical,The generating whole brain neural activity behavior through unified latent dynamics study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,include,empirical,include_empirical,third_full_text_adjudication+independent_inclusion_qc,"NEBULA learns shared neural-behavioral latent transitions from whole-brain recordings, evaluates long-horizon free generation, and performs targeted perturbation and steering interventions.",include,empirical,learned_multistep_dynamics,"NEBULA learns shared neural-behavioral latent transitions from whole-brain recordings, evaluates long-horizon free generation, and performs targeted perturbation and steering interventions.","Primary preprint, Results: C. elegans whole-brain and behavior generation, transition-point perturbations, and controlled state steering without retraining.",high
ALT-49858f3d90ed,fresh_alternate_public_search,Generative modeling of clinical time series via latent stochastic differential equations.,"Clinical time series data from electronic health records and medical registries offer unprecedented opportunities to understand patient trajectories and inform medical decision-making. However, leveraging such data presents significant challenges due to irregular sampling, complex latent physiology, and inherent uncertainties in both measurements and disease progression. To address these challenges, we propose a generative modeling framework based on latent neural stochastic differential equations (SDEs) that views clinical time series as discrete-time partial observations of an underlying controlled stochastic dynamical system. Our approach models latent dynamics via neural SDEs with modality-dependent emission models, while performing state estimation and parameter learning through variational inference. This formulation naturally handles irregularly sampled observations, learns complex nonlinear interactions, and captures the stochasticity of disease progression and measurement noise within a unified scalable probabilistic framework. We validate the framework on three complementary tasks: (i) individual treatment effect estimation using a simulated pharmacokinetic-pharmacodynamic (PKPD) model of lung cancer, (ii) probabilistic glucose forecasting using synthetic data from the Bergman Minimal Model, and (iii) probabilistic forecasting of physiological signals using real-world intensive care unit (ICU) data from 12,000 patients. Results show that our framework achieves the strongest overall performance compared to latent ordinary differential equation (ODE), controlled differential equation (CDE), and long short-term memory (LSTM) baselines, with consistent advantages in uncertainty calibration across all datasets. These results highlight its potential for enabling precise, uncertainty-aware predictions to support clinical decision-making.",Muhammad Aslanimoghanloo; Ahmed ElGazzar; Marcel van Gerven,2026,2026,Journal of biomedical informatics,10.1016/j.jbi.2026.105043,,https://pubmed.ncbi.nlm.nih.gov/42000010/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,empirical,include_empirical,The learned controlled neural SDE directly evaluates treatment counterfactuals and probabilistic physiological forecasting.,include,empirical,include_empirical,The generative clinical time series latent stochastic differential equations study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,include,empirical,include_empirical,reviewer_consensus+independent_inclusion_qc,"A latent neural SDE learns controlled stochastic clinical transitions and directly evaluates probabilistic rollout and uncertainty calibration on simulated PK/PD, glucose, and real ICU trajectories.",include,empirical,learned_multistep_dynamics,"A latent neural SDE learns controlled stochastic clinical transitions and directly evaluates probabilistic rollout and uncertainty calibration on simulated PK/PD, glucose, and real ICU trajectories.","Primary article abstract and methods: variational state estimation, modality-specific emissions, and comparisons with latent ODE, CDE, and LSTM baselines.",high
