candidate_id,title,decision,corpus_type,reason_code,rationale,full_text_needed
MWM-0011,Action-Conditioned World Model for Goal Plane Probe Guidance in Robotic Ultrasound,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “Action-Conditioned World Model for Goal Plane Probe Guidance in Robotic Ultrasound”.,yes
MWM-0012,Affective Music Recommendation: A Rollout-Based World Model for Offline Preference Optimization,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “Affective Music Recommendation: A Rollout-Based World Model for Offline Preference Opti…”.,yes
MWM-0013,Agentifying Patient Dynamics within LLMs through Interacting with Clinical World Model,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “Agentifying Patient Dynamics within LLMs through Interacting with Clinical World Model”.,yes
MWM-0014,AI and Pathology Training,exclude,not_applicable,no_world_model_dynamics,"“AI and Pathology Training” does not evaluate a learned temporal, transition, rollout, or action-conditioned medical dynamics model.",no
MWM-0015,AI-DRIVEN EVOLUTION IN SURGICAL ROBOTICS: A COMPREHENSIVE REVIEW OF ASSISTED AND AUTONOMOUS SURGERY,exclude,not_applicable,review_not_primary,“AI-DRIVEN EVOLUTION IN SURGICAL ROBOTICS: A COMPREHENSIVE REVIEW OF ASSISTED AND AUTONO…” reviews a broader topic in which medical world models are not the primary subject.,no
MWM-0016,An Explicit World Model Based on Data-First Ontology: DaoQL Multimodal Storage Validation and Counterfactual Reasoning Evaluation,exclude,not_applicable,wrong_domain,“An Explicit World Model Based on Data-First Ontology: DaoQL Multimodal Storage Validati…” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0017,An Omitted Mode Is a Rare Rule: The Sampling-Verification Danger Law in Continuous Code World Models,exclude,not_applicable,wrong_domain,“An Omitted Mode Is a Rare Rule: The Sampling-Verification Danger Law in Continuous Code…” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0018,Arti-JEPA: Adapting Video World Model to Real-Time MRI of the Vocal Tract for Speech-Production Analysis,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “Arti-JEPA: Adapting Video World Model to Real-Time MRI of the Vocal Tract for Speech-Pr…”.,yes
MWM-0019,Artificial intelligence applications in infectious disease surveillance and outbreak prevention at mass gatherings: The Hajj experience,exclude,not_applicable,review_not_primary,“Artificial intelligence applications in infectious disease surveillance and outbreak pr…” reviews a broader topic in which medical world models are not the primary subject.,no
MWM-0020,"AUGMANITAI / NEOMANITAI — Explicitation Protocol and Factor-Graph-Based World Models: Complementary Positioning Working Paper (Restricted Snapshot v5, 2026-04-24)",exclude,not_applicable,wrong_domain,“AUGMANITAI / NEOMANITAI — Explicitation Protocol and Factor-Graph-Based World Models: C…” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0021,"AUGMANITAI Foundational Documents I–X — Field-Definition Statements: Safety Charter, Sub-Disciplines, Provenance & Extensions (Restricted)",exclude,not_applicable,wrong_domain,"“AUGMANITAI Foundational Documents I–X — Field-Definition Statements: Safety Charter, Su…” concerns a non-medical domain or uses world-model terminology outside medical AI.",no
MWM-0022,"AUGMANITAI Prior-Art Working Notes — Descriptive Terminological Frames, Collection 1/5 (85 working notes)",exclude,not_applicable,wrong_domain,"“AUGMANITAI Prior-Art Working Notes — Descriptive Terminological Frames, Collection 1/5…” concerns a non-medical domain or uses world-model terminology outside medical AI.",no
MWM-0023,"AUGMANITAI Prior-Art Working Notes — Descriptive Terminological Frames, Collection 2/5 (85 working notes)",exclude,not_applicable,wrong_domain,"“AUGMANITAI Prior-Art Working Notes — Descriptive Terminological Frames, Collection 2/5…” concerns a non-medical domain or uses world-model terminology outside medical AI.",no
MWM-0024,"AUGMANITAI Prior-Art Working Notes — Descriptive Terminological Frames, Collection 3/5 (85 working notes)",exclude,not_applicable,wrong_domain,"“AUGMANITAI Prior-Art Working Notes — Descriptive Terminological Frames, Collection 3/5…” concerns a non-medical domain or uses world-model terminology outside medical AI.",no
MWM-0025,"AUGMANITAI Prior-Art Working Notes — Descriptive Terminological Frames, Collection 4/5 (85 working notes)",exclude,not_applicable,wrong_domain,"“AUGMANITAI Prior-Art Working Notes — Descriptive Terminological Frames, Collection 4/5…” concerns a non-medical domain or uses world-model terminology outside medical AI.",no
MWM-0026,"AUGMANITAI Prior-Art Working Notes — Descriptive Terminological Frames, Collection 5/5 (84 working notes)",exclude,not_applicable,wrong_domain,"“AUGMANITAI Prior-Art Working Notes — Descriptive Terminological Frames, Collection 5/5…” concerns a non-medical domain or uses world-model terminology outside medical AI.",no
MWM-0027,AuricularWorld: Hierarchical Action-Guided World Modeling for Fine-Grained Auricular Structure Segmentation from CT Scans,exclude,not_applicable,static_prediction,"“AuricularWorld: Hierarchical Action-Guided World Modeling for Fine-Grained Auricular St…” evaluates a static classifier, predictor, representation, or dataset without qualifying rollout dynamics.",no
MWM-0028,Becoming Aware Through Internal Exploration: Understanding Psychotherapy on Conceptual and Neurobiological Levels.,exclude,not_applicable,no_empirical_evaluation,“Becoming Aware Through Internal Exploration: Understanding Psychotherapy on Conceptual…” is conceptual or proposed and reports no qualifying primary empirical evaluation.,no
MWM-0029,Benefits of Latent Artificial Intelligence Technologies for Patient Health: A Comprehensive Review,exclude,not_applicable,review_not_primary,“Benefits of Latent Artificial Intelligence Technologies for Patient Health: A Comprehen…” reviews a broader topic in which medical world models are not the primary subject.,no
MWM-0030,Beyond Anthropomorphism: The Case for Orthogonal Artificial Intelligence,exclude,not_applicable,wrong_domain,“Beyond Anthropomorphism: The Case for Orthogonal Artificial Intelligence” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0031,Beyond Patient Invariance: Learning Cardiac Dynamics via Action-Conditioned JEPAs,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “Beyond Patient Invariance: Learning Cardiac Dynamics via Action-Conditioned JEPAs”.,yes
MWM-0032,BLINK: Behavioral Latent Modeling of NK Cell Cytotoxicity,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “BLINK: Behavioral Latent Modeling of NK Cell Cytotoxicity”.,yes
MWM-0033,Brain-AI convergence: Generative world models and hierarchical attention for human intelligence.,exclude,not_applicable,wrong_domain,“Brain-AI convergence: Generative world models and hierarchical attention for human inte…” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0034,Brain-WM: Brain Glioblastoma World Model,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “Brain-WM: Brain Glioblastoma World Model”.,yes
MWM-0035,Brains and where else? Mapping theories of consciousness to unconventional embodiments.,exclude,not_applicable,wrong_domain,“Brains and where else? Mapping theories of consciousness to unconventional embodiments.” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0036,Bridging Individual Trajectories and Population Dynamics through A Multi-scale Health World Model,uncertain,uncertain,uncertain,"“Bridging Individual Trajectories and Population Dynamics through A Multi-scale Health W…” is plausibly eligible, but the available abstract or metadata cannot confirm both dynamics and empirical evaluation.",yes
MWM-0037,Building a Unified Human LoRA: Cross Domain Advantages from Filmmaking to Virtual Biology Simulation,exclude,not_applicable,no_empirical_evaluation,“Building a Unified Human LoRA: Cross Domain Advantages from Filmmaking to Virtual Biolo…” is conceptual or proposed and reports no qualifying primary empirical evaluation.,no
MWM-0038,Building the adult growth hormone deficiency data mart: a Real-World model of AI-driven clinical data extraction in a single Italian center.,exclude,not_applicable,static_prediction,"“Building the adult growth hormone deficiency data mart: a Real-World model of AI-driven…” evaluates a static classifier, predictor, representation, or dataset without qualifying rollout dynamics.",no
MWM-0039,CAA-X V5.1 Robot Extension (CAA-R): Modular Control for Embodied Agents — Revised and Expanded Edition,exclude,not_applicable,wrong_domain,“CAA-X V5.1 Robot Extension (CAA-R): Modular Control for Embodied Agents — Revised and E…” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0040,"CalTwin: Towards Calibrated, Shift-Robust Medical World Models via Fisher-Information Regularisation",include,empirical,include_empirical,"The abstract describes empirical evaluation of learned medical or biomedical dynamics in “CalTwin: Towards Calibrated, Shift-Robust Medical World Models via Fisher-Information R…”.",yes
MWM-0041,Can LLMs Acquire Human-Like World Models?,exclude,not_applicable,wrong_domain,“Can LLMs Acquire Human-Like World Models?” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0042,"Can Pharmaceutical World Models Become Scientific Instruments? A State-of-the-Art Review of Simulation, Reasoning, and Validation",include,review,include_review,“Can Pharmaceutical World Models Become Scientific Instruments? A State-of-the-Art Revie…” is centered on defining or synthesizing evidence for medical or biomedical world models.,yes
MWM-0043,CauCity-WM: An Intervention-Consistent Generative World Model for Counterfactual Urban Dynamics and Risk-Aware Decision Making,exclude,not_applicable,wrong_domain,“CauCity-WM: An Intervention-Consistent Generative World Model for Counterfactual Urban…” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0044,Causal Primacy in World Modelling: A Generative Ontology Argument Against Statistical-First Artificial Intelligence,exclude,not_applicable,wrong_domain,“Causal Primacy in World Modelling: A Generative Ontology Argument Against Statistical-F…” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0045,Central Questions for Social Neuroscience Research.,exclude,not_applicable,wrong_domain,“Central Questions for Social Neuroscience Research.” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0046,ChronoMedicalWorld: A Medical World Model for Learning Patient Trajectories from Longitudinal Care Data,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “ChronoMedicalWorld: A Medical World Model for Learning Patient Trajectories from Longit…”.,yes
MWM-0047,Clinical-AI-Demos: Humanoid and LLM Demos for Physical AI Oncology Clinical Trials,exclude,not_applicable,no_empirical_evaluation,“Clinical-AI-Demos: Humanoid and LLM Demos for Physical AI Oncology Clinical Trials” is conceptual or proposed and reports no qualifying primary empirical evaluation.,no
MWM-0048,Cold-Start Personalization via Training-Free Priors from Structured World Models,exclude,not_applicable,wrong_domain,“Cold-Start Personalization via Training-Free Priors from Structured World Models” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0049,ComBodied Agents: a New Paradigm of Human-Centric Agentic AI,exclude,not_applicable,no_empirical_evaluation,“ComBodied Agents: a New Paradigm of Human-Centric Agentic AI” is conceptual or proposed and reports no qualifying primary empirical evaluation.,no
MWM-0050,COMPARATIVE ANALYSIS: JEPA WORLD MODELS VS. DETERMINISTIC MULTIMODAL LLMS IN AI GOVERNANCE,exclude,not_applicable,wrong_domain,“COMPARATIVE ANALYSIS: JEPA WORLD MODELS VS. DETERMINISTIC MULTIMODAL LLMS IN AI GOVERNA…” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0051,Constrained Object Hierarchies as a Universal World Model for AGI,exclude,not_applicable,wrong_domain,“Constrained Object Hierarchies as a Universal World Model for AGI” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0052,Contextual Invertible World Models: A Neuro-Symbolic Agentic Framework for Colorectal Cancer Drug Response,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “Contextual Invertible World Models: A Neuro-Symbolic Agentic Framework for Colorectal C…”.,yes
MWM-0053,CPT-Symmetric Two-World Model: Quantum Gravity as a Planck-Boundary Matching Condition,exclude,not_applicable,wrong_domain,“CPT-Symmetric Two-World Model: Quantum Gravity as a Planck-Boundary Matching Condition” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0054,CrossScope: A Role-Asymmetric World Model for Joint Dual-Scope Surgical Video Prediction,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “CrossScope: A Role-Asymmetric World Model for Joint Dual-Scope Surgical Video Prediction”.,yes
MWM-0055,Cruelty Across Substrates: From Animal Cruelty to Embodied AI and the Coming Detection Gap,exclude,not_applicable,wrong_domain,“Cruelty Across Substrates: From Animal Cruelty to Embodied AI and the Coming Detection…” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0056,DALE-CT: Depth-Aware 2D Slice Encoders Learn an Anatomical World Model of Chest CT,exclude,not_applicable,no_world_model_dynamics,"“DALE-CT: Depth-Aware 2D Slice Encoders Learn an Anatomical World Model of Chest CT” does not evaluate a learned temporal, transition, rollout, or action-conditioned medical dynamics model.",no
MWM-0057,De lo «undruggable» a la medicina predictiva: por qué la química conquistó RAS y dónde empieza el aporte real de la inteligencia artificial dinámica en la oncología del siglo XXI,exclude,not_applicable,review_not_primary,“De lo «undruggable» a la medicina predictiva: por qué la química conquistó RAS y dónde…” reviews a broader topic in which medical world models are not the primary subject.,no
MWM-0058,Deploying and Evaluating a Smart-Agriculture Agentic Engine for Full-Season Soybean Farm Operations,exclude,not_applicable,wrong_domain,“Deploying and Evaluating a Smart-Agriculture Agentic Engine for Full-Season Soybean Far…” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0059,DepthPilot: From Controllability to Interpretability in Colonoscopy Video Generation,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “DepthPilot: From Controllability to Interpretability in Colonoscopy Video Generation”.,yes
MWM-0060,Desegregation of neuronal predictive processing.,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “Desegregation of neuronal predictive processing.”.,yes
MWM-0061,Deterministic Event-Graph Substrates as World Models for Counterfactual Reasoning,exclude,not_applicable,wrong_domain,“Deterministic Event-Graph Substrates as World Models for Counterfactual Reasoning” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0062,Did the Grid Erase the Event? EndoClock for Auditing Medical World-Model Pipelines,exclude,not_applicable,no_world_model_dynamics,"“Did the Grid Erase the Event? EndoClock for Auditing Medical World-Model Pipelines” does not evaluate a learned temporal, transition, rollout, or action-conditioned medical dynamics model.",no
MWM-0063,Dissociative Catalysts of Coherence Loss: Impairment of World-Model Maintenance in Cognitive Constructivism,exclude,not_applicable,wrong_domain,“Dissociative Catalysts of Coherence Loss: Impairment of World-Model Maintenance in Cogn…” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0064,Do AI-Native Biotechs Need Departments? Benchmarking Company World Models for AI-Driven Drug Development,exclude,not_applicable,wrong_domain,“Do AI-Native Biotechs Need Departments? Benchmarking Company World Models for AI-Driven…” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0065,"Do Coding Agents Need Executable World Models, Simplification, and Verification to Solve ARC-AGI-3?",exclude,not_applicable,wrong_domain,"“Do Coding Agents Need Executable World Models, Simplification, and Verification to Solv…” concerns a non-medical domain or uses world-model terminology outside medical AI.",no
MWM-0066,"DOORM Genmount WorldModel-OS: A Governance-First Architecture for Auditable Agentic Reasoning — Hybrid State-Space, Structurally-Primed Discrete Anchors, and Anti-Scale Training Discipline",exclude,not_applicable,wrong_domain,“DOORM Genmount WorldModel-OS: A Governance-First Architecture for Auditable Agentic Rea…” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0067,DreamLedger: Where to Refuse World-Model Imagination Using Execution-Settled Credit,exclude,not_applicable,wrong_domain,“DreamLedger: Where to Refuse World-Model Imagination Using Execution-Settled Credit” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0068,DreamReg: Belief-Driven World Model for 2D-3D Ultrasound Registration,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “DreamReg: Belief-Driven World Model for 2D-3D Ultrasound Registration”.,yes
MWM-0069,Dyadic Partnership(DP): A Missing Link Towards Full Autonomy in Medical Robotics,exclude,not_applicable,no_empirical_evaluation,“Dyadic Partnership(DP): A Missing Link Towards Full Autonomy in Medical Robotics” is conceptual or proposed and reports no qualifying primary empirical evaluation.,no
MWM-0070,Dynamic Representational Synchrony through Collective Predictive Coding: A Computational Model of Parent-Infant Homeostatic Co-Regulation,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “Dynamic Representational Synchrony through Collective Predictive Coding: A Computationa…”.,yes
MWM-0071,Dynamic Routing of Unmanned Aerial Vehicles: Current State and Development Prospects,exclude,not_applicable,wrong_domain,“Dynamic Routing of Unmanned Aerial Vehicles: Current State and Development Prospects” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0072,Dynamism and evolvability in nucleic acid enzymes,exclude,not_applicable,wrong_domain,“Dynamism and evolvability in nucleic acid enzymes” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0073,ECG-WM: A Physiology-Informed ECG World Model for Clinical Intervention Simulation,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “ECG-WM: A Physiology-Informed ECG World Model for Clinical Intervention Simulation”.,yes
MWM-0074,EHRWorld: A Patient-Centric Medical World Model for Long-Horizon Clinical Trajectories,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “EHRWorld: A Patient-Centric Medical World Model for Long-Horizon Clinical Trajectories”.,yes
MWM-0075,Elements of human world modelling: a modular algorithmic prefrontal architecture for general-purpose learning and inference,exclude,not_applicable,wrong_domain,“Elements of human world modelling: a modular algorithmic prefrontal architecture for ge…” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0076,"Embodied Artificial Intelligence in Healthcare: Foundations, Applications and Future Challenges",exclude,not_applicable,review_not_primary,"“Embodied Artificial Intelligence in Healthcare: Foundations, Applications and Future Ch…” reviews a broader topic in which medical world models are not the primary subject.",no
MWM-0077,EyeWorld: A Generative World Model of Ocular State and Dynamics,uncertain,uncertain,uncertain,"“EyeWorld: A Generative World Model of Ocular State and Dynamics” is plausibly eligible, but the available abstract or metadata cannot confirm both dynamics and empirical evaluation.",yes
MWM-0078,Failure Detection for Surgical Robot Imitation Policies via Flow-Matching World Modeling,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “Failure Detection for Surgical Robot Imitation Policies via Flow-Matching World Modeling”.,yes
MWM-0079,FD3611: A Multi-Class Color Fundus Image Dataset for Retinal Disease Classification,exclude,not_applicable,static_prediction,"“FD3611: A Multi-Class Color Fundus Image Dataset for Retinal Disease Classification” evaluates a static classifier, predictor, representation, or dataset without qualifying rollout dynamics.",no
MWM-0080,"Feasibility and early outcomes of a specialist nurse-led preventive cardiology pathway, integrating advanced risk assessment, lifestyle intervention, and community referral",exclude,not_applicable,no_world_model_dynamics,"“Feasibility and early outcomes of a specialist nurse-led preventive cardiology pathway,…” does not evaluate a learned temporal, transition, rollout, or action-conditioned medical dynamics model.",no
MWM-0081,Federated Semantic Knowledge Graphs for Laboratory Workflows: A Structured Expert Elicitation Methodology Demonstrated Through Bioanalytical Workflow Twins,exclude,not_applicable,no_world_model_dynamics,"“Federated Semantic Knowledge Graphs for Laboratory Workflows: A Structured Expert Elici…” does not evaluate a learned temporal, transition, rollout, or action-conditioned medical dynamics model.",no
MWM-0082,Felvia Matrix V2,exclude,not_applicable,wrong_domain,“Felvia Matrix V2” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0083,"Finio, Ergo Sum: An Ontology-First Framework for Consciousness Individuation",exclude,not_applicable,wrong_domain,"“Finio, Ergo Sum: An Ontology-First Framework for Consciousness Individuation” concerns a non-medical domain or uses world-model terminology outside medical AI.",no
MWM-0084,FLAME: Adaptive Mixture-of-Experts for Continual Multimodal Multi-Task Learning,exclude,not_applicable,wrong_domain,“FLAME: Adaptive Mixture-of-Experts for Continual Multimodal Multi-Task Learning” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0085,Flexible route planning and rapid structure learning by mice in complex environments,exclude,not_applicable,wrong_domain,“Flexible route planning and rapid structure learning by mice in complex environments” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0086,Foundation Models for Microbiome Research: From Sequence Semantics to Community Dynamics and Multimodal World Models,exclude,not_applicable,review_not_primary,“Foundation Models for Microbiome Research: From Sequence Semantics to Community Dynamic…” reviews a broader topic in which medical world models are not the primary subject.,no
MWM-0087,Fractal Agentic Consciousness Framework with Observer Lock Integration (FACF/FOLF),exclude,not_applicable,wrong_domain,“Fractal Agentic Consciousness Framework with Observer Lock Integration (FACF/FOLF)” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0088,From Atoms to Agents: A Decade of Transformation in Artificial Intelligence (AI) in Medicine,exclude,not_applicable,review_not_primary,“From Atoms to Agents: A Decade of Transformation in Artificial Intelligence (AI) in Med…” reviews a broader topic in which medical world models are not the primary subject.,no
MWM-0089,From Classification to Accountability: Mapping the Clinical Responsibility Gap in AI-Enabled SaMD Under EU MDR and the AI Act,exclude,not_applicable,no_world_model_dynamics,"“From Classification to Accountability: Mapping the Clinical Responsibility Gap in AI-En…” does not evaluate a learned temporal, transition, rollout, or action-conditioned medical dynamics model.",no
MWM-0090,From language to world: Bridging LLMs and world models for intelligent surgery,uncertain,uncertain,uncertain,"“From language to world: Bridging LLMs and world models for intelligent surgery” is plausibly eligible, but the available abstract or metadata cannot confirm both dynamics and empirical evaluation.",yes
MWM-0091,"From Physical State Evolution to Experienced Time A Triadic Spiral-Time Memory Hypothesis for quantum systems, physical records, and conscious temporal world-models",exclude,not_applicable,wrong_domain,“From Physical State Evolution to Experienced Time A Triadic Spiral-Time Memory Hypothes…” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0092,"From plug-and-play to institution-calibrated radiology AI: a practical framework for operationalizing local validation, monitoring and governance.",exclude,not_applicable,no_world_model_dynamics,"“From plug-and-play to institution-calibrated radiology AI: a practical framework for op…” does not evaluate a learned temporal, transition, rollout, or action-conditioned medical dynamics model.",no
MWM-0093,From Static Risk to Dynamic Trajectories: Toward World-Model-Inspired Clinical Prediction,include,review,include_review,“From Static Risk to Dynamic Trajectories: Toward World-Model-Inspired Clinical Predicti…” is centered on defining or synthesizing evidence for medical or biomedical world models.,yes
MWM-0094,Future Querying: Can LLMs Serve as Implicit Medical World Models?,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “Future Querying: Can LLMs Serve as Implicit Medical World Models?”.,yes
MWM-0095,"GEMEO: the first patient world model for rare disease, grounding generative clinical trajectories in the genome and a biomedical knowledge graph",include,empirical,include_empirical,"The abstract describes empirical evaluation of learned medical or biomedical dynamics in “GEMEO: the first patient world model for rare disease, grounding generative clinical tr…”.",yes
MWM-0096,Generated Context versus Governed State: Functional Conditions for Accountable Longitudinal Clinical Reasoning,exclude,not_applicable,no_empirical_evaluation,“Generated Context versus Governed State: Functional Conditions for Accountable Longitud…” is conceptual or proposed and reports no qualifying primary empirical evaluation.,no
MWM-0097,GENESIS Framework R20.4–R21.2: A Drift‑Modulated Bistable Dynamical World Model for Chronic Disease and Sequential Topology Modulation,exclude,not_applicable,no_empirical_evaluation,“GENESIS Framework R20.4–R21.2: A Drift‑Modulated Bistable Dynamical World Model for Chr…” is conceptual or proposed and reports no qualifying primary empirical evaluation.,no
MWM-0098,"GENESIS Framework R20.4–R23.x: Sequential Intervention Dynamics, Structural Analysis, β×η Bifurcation Landscapes, and Nullcline Curvature Effects",exclude,not_applicable,no_empirical_evaluation,"“GENESIS Framework R20.4–R23.x: Sequential Intervention Dynamics, Structural Analysis, β…” is conceptual or proposed and reports no qualifying primary empirical evaluation.",no
MWM-0099,Governance des Unbekannten,exclude,not_applicable,wrong_domain,“Governance des Unbekannten” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0100,Grounding Clinical AI Competency in Human Cognition Through the Clinical World Model and Skill-Mix Framework,exclude,not_applicable,no_empirical_evaluation,“Grounding Clinical AI Competency in Human Cognition Through the Clinical World Model an…” is conceptual or proposed and reports no qualifying primary empirical evaluation.,no
MWM-0101,Harnessing AI to Build Virtual Cells,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “Harnessing AI to Build Virtual Cells”.,yes
MWM-0102,"HounsWorld: A Multimodal World Model for Hidden Patient-State Readout, Reconstruction, and Simulation",exclude,not_applicable,no_world_model_dynamics,"“HounsWorld: A Multimodal World Model for Hidden Patient-State Readout, Reconstruction,…” does not evaluate a learned temporal, transition, rollout, or action-conditioned medical dynamics model.",no
MWM-0103,Intervention-Aware Clinical World Model for Post-Op Outcome Forecasting in Cardiology,include,empirical,include_empirical,The abstract describes empirical evaluation of learned medical or biomedical dynamics in “Intervention-Aware Clinical World Model for Post-Op Outcome Forecasting in Cardiology”.,yes
MWM-0104,Kalb-Ramond Topological Term in Majorana Superspace and Kaluza-Klein Spectrum Deformation in Five Dimensions,exclude,not_applicable,wrong_domain,“Kalb-Ramond Topological Term in Majorana Superspace and Kaluza-Klein Spectrum Deformati…” concerns a non-medical domain or uses world-model terminology outside medical AI.,no
MWM-0105,La próxima década de la inteligencia artificial en oncología,exclude,not_applicable,no_empirical_evaluation,“La próxima década de la inteligencia artificial en oncología” is conceptual or proposed and reports no qualifying primary empirical evaluation.,no
MWM-0106,Large Language Model and Pediatric Neurosurgery - A Neurosurgeon's Perspective on the Artificial Nervous System.,exclude,not_applicable,review_not_primary,“Large Language Model and Pediatric Neurosurgery - A Neurosurgeon's Perspective on the A…” reviews a broader topic in which medical world models are not the primary subject.,no
