candidate_id,title,abstract,authors,year,publication_date,venue,doi,arxiv_id,url,record_type,sources,query_labels,source_status
MWM-0027,"AUGMANITAI Prior-Art Working Notes — Descriptive Terminological Frames, Collection 5/5 (84 working notes)","Part of the AUGMANITAI Compendium — the NEOMANITAI ontology, an unusually comprehensive, systematically structured single-author terminological framework for embodied and multi-agent AI, developed by independent researcher Andreas Ehstand. The NEOMANITAI programme names and structures the lived phenomena of human–AI and human–technology interaction across humans, robots, swarms, world models and cognitive legacy: 2,000+ defined terms, ISO 704/1087/30042-oriented. This restricted collection deposits a series of descriptive working notes, each introducing a falsifiable terminological frame for a distinct interaction phenomenon — spanning dozens of disciplines from architecture, music and mathematics to sport, energy systems, medicine and space. Each note pairs a named experiential vocabulary with testable propositions and explicit non-claims, and is time-anchored as defensive prior art (DOI + cryptographic timestamp). Descriptive research output — not software, not an AI system, not advice. The full AUGMANITAI Disclaimer V6-FINAL (§1–§40) is reproduced in each file. AI-assisted per EU AI Act Art. 50 (§12). Part of the AUGMANITAI Compendium (concept DOI 10.5281/zenodo.20161494). License CC BY-NC-ND 4.0.",Andreas Ehstand,2026,2026-06-15,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.20696583,,https://doi.org/10.5281/zenodo.20696583,article,openalex,"""world model"" medicine",open-access
MWM-0028,AuricularWorld: Hierarchical Action-Guided World Modeling for Fine-Grained Auricular Structure Segmentation from CT Scans,"Fine-grained segmentation of auricular structures in CT is challenging because the ear occupies a small image region, cartilage boundaries are highly irregular, and interfaces between cartilage and surrounding soft tissues are often ambiguous. Clinical annotations may also include both composite structures containing cartilage and adjacent skin and their corresponding cartilage-only regions, producing nested and overlapping labels. We propose a world - model -based segmentation framework that enables iterative anatomical reasoning beyond conventional feed-forward prediction. Built on an encoder-decoder architecture, the framework introduces a deterministic recurrent state-space model into the intermediate latent space. Multi-scale encoder features and partially decoded representations are fused to form a structural observation that initializes the latent dynamics. During inference, the model performs a three-step latent rollout without ground-truth guidance. Hierarchical anatomical actions update the recurrent state and progressively refine the latent representation. The resulting latent trajectory is projected back into the decoder and combined with high-resolution features to produce the final segmentation. To learn reliable latent transitions, we introduce a balanced hierarchical action objective that addresses foreground sparsity, missing anatomical groups, and imbalance between add and remove operations. Extensive experiments show that the proposed framework consistently improves segmentation accuracy and reduces HD95 by more than 43% for small, irregular, and overlapping auricular structures in CT. These results demonstrate the effectiveness of latent world - model reasoning for challenging medical image segmentation.",Jingwen Yang; Senmao Wang; Luoyao Kang; Runmeng Cui; Keying Zhang; Yunjia Bao; Haifan Gong; Lin Lin; Haiyue Jiang,2026,2026-07-30,arXiv (Cornell University),10.48550/arxiv.2607.28487,2607.28487,https://arxiv.org/abs/2607.28487,preprint,arxiv;openalex,"""medical world model"";""world model"" clinical;""world model"" medicine;""world model"" patient;""world model"" treatment;arxiv_html_fallback",open-access
MWM-0029,Becoming Aware Through Internal Exploration: Understanding Psychotherapy on Conceptual and Neurobiological Levels.,"Becoming aware of previously unrecognized aspects of one's psychological and behavioral challenges is one of the central mechanisms of positive psychotherapeutic change. Yet the specific neurocognitive processes that underlie new realizations remain poorly understood. What must occur in one's mind and brain for awareness to emerge? Here, we present a novel, detailed, process-based framework for understanding how new awareness arises during psychotherapeutic dialogue. Central to this framework are the concepts of ""mental navigation"" and ""cognitive map expansion,"" which we explain at both the conceptual and neuroscientific levels. Namely, individuals construct internal world models in the form of cognitive maps. Mental-health difficulties may reflect maps that are overly rigid or narrow. Therapeutic change may thus involve expanding these maps by mentally navigating beyond their current boundaries and forming new trajectories in the conceptual and neural activity space. We conclude by exploring clinical-practice implications as well as offering directions for empirically validating this model.",Nick Kabrel; Jaan Aru,2026,2026,Perspectives on psychological science : a journal of the Association for Psychological Science,10.1177/17456916251378430,,https://pubmed.ncbi.nlm.nih.gov/41129548/,journal-article,europe_pmc;openalex;pubmed,"""world model"" clinical;europe_pmc_core;pubmed_core",indexed
MWM-0030,Benefits of Latent Artificial Intelligence Technologies for Patient Health: A Comprehensive Review,"Latent artificial intelligence (AI) is transforming the way healthcare data are analyzed by helping computers in learning meaningful patterns from complex clinical information. Generally traditional AI models depend on directly visible features whereas latent AI learns hidden representations from medical images, electronic health records, molecular data, and physiological signals. This helps in identification of patterns that cannot be easily detected through traditional analytical methods. This review brings together findings from peer-reviewed studies published mainly between 2020 and 2026 to observe the clinical uses, benefits, and current limitations of major latent AI approaches like variational autoencoders, generative adversarial networks, latent diffusion models, and latent world models. The evidence shows that these models can help in improving diagnostic accuracy, particularly in medical imaging, generate realistic synthetic data while protecting patient privacy, supporting precision medicine and drug discovery through latent-space molecular design, and strengthening risk prediction using electronic health records and wearable devices. These developments have the potential to support early diagnosis, identify patients who may benefit from modified treatments, reduce the burden of routine clinical responsibilities, and help in rapid development of new therapies. At the same time, important challenges like limited model interpretability, the risk of algorithmic bias, regulatory concerns, and the need for stronger validation in diverse patient populations are still present. Overall, latent AI has the potential to become a valuable tool in modern healthcare when developed and applied with transparency, careful validation, fairness, and appropriate clinical oversight.",Nataraj Palaniyappan; Vijayakumar Murugesan; Kannan Arumugam; M. Ravisankar,2026,2026-05-31,Asian Journal of Chemical and Pharmaceutical Research,10.30904/j.ajcpr.2026.5047,,https://doi.org/10.30904/j.ajcpr.2026.5047,article,openalex,"""world model"" EHR;""world model"" clinical;""world model"" medicine;""world model"" patient;""world model"" physiology;""world model"" treatment",open-access
MWM-0031,Beyond Anthropomorphism: The Case for Orthogonal Artificial Intelligence,"The prevailing paradigm in artificial intelligence research evaluates progress by the ability to mimic human behaviour—in language, reasoning, and perception. This paper argues that this orientation is scientifically reductive and strategically risky. Human intelligence is the product of specific physiological and evolutionary constraints; it is not a universal model for cognition. We propose the concept of orthogonal intelligence—a form of information processing that exploits the inherent strengths of artificial systems (massive parallelism, multi-scale analysis, broad perceptual spectra) without attempting to compensate for weaknesses that machines do not possess. We illustrate this thesis with an analogy from the history of aviation, discuss the limitations of anthropocentric world models, and outline research directions towards truly augmented intelligence. Embracing the radical otherness of machines, we contend, will unlock breakthroughs that imitation-based approaches cannot achieve.",Jean-Luc Aubert,2026,2026-07-17,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.21410222,,https://doi.org/10.5281/zenodo.21410222,dissertation,openalex,"""world model"" physiology",open-access
MWM-0032,Beyond Generative Priors: Minority Sampling with JEPA-Guided Diffusion,"Minority sampling aims to generate low-density instances on a data manifold and is of central importance in applications such as medical diagnosis, anomaly detection, and creative AI. Existing approaches, however, define minority samples relative to generative priors learned from training data, confining rarity to model-specific notions that may poorly reflect real-world semantics. In this work, we propose a world-centric perspective on minority sampling, which defines rarity with respect to real-world priors rather than generator-induced densities. To this end, we introduce JEPA guidance, a diffusion sampling framework guided by a Joint-Embedding Predictive Architecture (JEPA) -- a class of world models that encode broad, semantically rich representations. JEPA guidance steers diffusion trajectories toward low-density regions under the implicit density induced by the JEPA, thereby aligning generated minorities with real-world semantic rarity. To make JEPA guidance computationally practical, we develop principled approximation strategies accompanied by theoretical error bounds, significantly reducing the overhead of guidance computation. Extensive experiments across unconditional, class-conditional, and text-to-image generation demonstrate that JEPA guidance consistently improves the fidelity and semantic validity of minority samples, outperforming generator-centric baselines in capturing real-world notions of rarity. Code is available at https://github.com/soobin-um/jepa-guidance.",Sol Park; Soobin Um,2026,2026-05-23,"cs.LG, cs.AI, cs.CV",10.48550/arxiv.2605.24631,2605.24631,https://arxiv.org/abs/2605.24631,preprint,arxiv,arxiv_html_fallback,preprint
MWM-0033,Beyond Patient Invariance: Learning Cardiac Dynamics via Action-Conditioned JEPAs,"Self-supervised learning in healthcare has largely relied on invariance-based objectives, which maximize similarity between different views of the same patient. While effective for static anatomy, this paradigm is fundamentally misaligned with clinical diagnosis, as it mathematically compels the model to suppress the transient pathological changes it is intended to detect. We propose a shift towards Action-Conditioned World Models that learn to simulate the dynamics of disease progression, or Event-Conditioned. Adapting the LeJEPA framework to physiological time-series, we define pathology not as a static label, but as a transition vector acting on a patient's latent state. By predicting the future electrophysiological state of the heart given a disease onset, our model explicitly disentangles stable anatomical features from dynamic pathological forces. Evaluated on the MIMIC-IV-ECG dataset, our approach outperforms fully supervised baselines on the critical triage task. Crucially, we demonstrate superior sample efficiency: in low-resource regimes, our world model outperforms supervised learning by over 0.05 AUROC. These results suggest that modeling biological dynamics provides a dense supervision signal that is far more robust than static classification. Source code is available at https://github.com/cljosegfer/lesaude-dynamics",José Geraldo Fernandes; Luiz Facury; Pedro Robles Dutenhefner; Wagner Meira Jr,2026,2026-04-24,arXiv (Cornell University),10.48550/arxiv.2604.22618,2604.22618,https://arxiv.org/abs/2604.22618,preprint,openalex,"""medical world model"";""world model"" clinical;""world model"" medicine;""world model"" patient;""world model"" physiology;""world model"" treatment",open-access
MWM-0034,BLINK: Behavioral Latent Modeling of NK Cell Cytotoxicity,"Machine learning models of cellular interaction dynamics hold promise for understanding cell behavior. Natural killer (NK) cell cytotoxicity is a prominent example of such interaction dynamics and is commonly studied using time-resolved multi-channel fluorescence microscopy. Although tumor cell death events can be annotated at single frames, NK cytotoxic outcome emerges over time from cellular interactions and cannot be reliably inferred from frame-wise classification alone. We introduce BLINK, a trajectory-based recurrent state-space model that serves as a cell world model for NK-tumor interactions. BLINK learns latent interaction dynamics from partially observed NK-tumor interaction sequences and predicts apoptosis increments that accumulate into cytotoxic outcomes. Experiments on long-term time-lapse NK-tumor recordings show improved cytotoxic outcome detection and enable forecasting of future outcomes, together with an interpretable latent representation that organizes NK trajectories into coherent behavioral modes and temporally structured interaction phases. BLINK provides a unified framework for quantitative evaluation and structured modeling of NK cytotoxic behavior at the single-cell level.",Iman Nematollahi; Jose Francisco Villena-Ossa; Alina Moter; Kiana Farhadyar; Gabriel Kalweit; Abhinav Valada; Toni Cathomen; Evelyn Ullrich; Maria Kalweit,2026,2026-03-05,arXiv (Cornell University),,2603.05110,http://arxiv.org/abs/2603.05110,preprint,openalex,"""world model"" medicine;""world model"" patient",open-access
MWM-0035,Brain-AI convergence: Generative world models and hierarchical attention for human intelligence.,"Recent advances in general-purpose AI provide new insights into how the neocortex and cerebellum, despite their uniform circuit architectures, support diverse functions and human intelligence. Beyond the traditional focus on visual processing, this paper offers a cross-domain comparison of the brain and AI through the lens of world-model-based computation. We argue that both the neocortex and cerebellum predict future world states from past inputs and construct predictive world models through prediction-error learning. These predictive world models are repurposed for sensory comprehension and motor output generation, thereby supporting multi-domain capabilities. Underlying these capabilities and even human-like adaptive intelligence, the neocortex implements hierarchical attention-based processing. Interestingly, autoregressive generative models in transformer-based AI have independently converged on similar computational principles. Together, these shared mechanisms suggest a common computational foundation through which uniform circuits can support cross-domain high-level intelligence in both biological and artificial systems.","Ohmae S, Ohmae K.",2026,2026-06-26,,10.1016/j.patter.2026.101593,,https://europepmc.org/article/MED/42630565,,europe_pmc,europe_pmc_core,indexed
MWM-0036,Brain-WM: Brain Glioblastoma World Model,"Precise prognostic modeling of glioblastoma (GBM) under varying treatment interventions is essential for optimizing clinical outcomes. While generative AI has shown promise in simulating GBM evolution, existing methods typically treat interventions as static conditional inputs rather than dynamic decision variables. Consequently, they fail to capture the complex, reciprocal interplay between tumor evolution and treatment response. To bridge this gap, we present Brain-WM, a pioneering brain GBM world model that unifies next-step treatment prediction and future MRI generation, thereby capturing the co-evolutionary dynamics between tumor and treatment. Specifically, Brain-WM encodes spatiotemporal dynamics into a shared latent space for joint autoregressive treatment prediction and flow-based future MRI generation. Then, instead of a conventional monolithic framework, Brain-WM adopts a novel Y-shaped Mixture-of-Transformers (MoT) architecture. This design structurally disentangles heterogeneous objectives, successfully leveraging cross-task synergies while preventing feature collapse. Finally, a synergistic multi-timepoint mask alignment objective explicitly anchors latent representations to anatomically grounded tumor structures and progression-aware semantics. Extensive validation on internal and external multi-institutional cohorts demonstrates the superiority of Brain-WM, achieving 91.5% accuracy in treatment planning and SSIMs of 0.8524, 0.8581, and 0.8404 for FLAIR, T1CE, and T2W sequences, respectively. Ultimately, Brain-WM offers a robust clinical sandbox for optimizing patient healthcare. The source code is made available at https://github.com/thibault-wch/Brain-GBM-world-model.",Chenhui Wang; Boyun Zheng; Liuxin Bao; Zhihao Peng; Peter Y. M. Woo; Hongming Shan; Yixuan Yuan,2026,2026-03-08,arXiv (Cornell University),10.48550/arxiv.2603.07562,2603.07562,http://arxiv.org/abs/2603.07562,preprint,openalex,"""world model"" clinical;""world model"" patient;""world model"" treatment",open-access
MWM-0037,Brains and where else? Mapping theories of consciousness to unconventional embodiments.,"It is assumed that a useful theory of consciousness (ToC) will explain why consciousness is associated with brains. However, the findings of evolutionary biology, developmental bioelectricity and synthetic bioengineering reveal ancient pre-neural roots of many mechanisms and algorithms occurring in brains: minds may have preceded brains. Most work in the emerging field of diverse intelligence emphasizes externally observable problem-solving competencies in unconventional media, such as cells, tissues and life-technology chimeras. Here, we inquire about the implications of these developments for ToCs. Specifically, we analyse popular current ToCs to ask: What features of each theory specifically pick out brains as a privileged substrate of inner perspective, or do the features emphasized by the theory occur elsewhere? We find that the operations and functional principles of most ToCs are not confined to neural substrates, and that the focus on brains is more driven by convention than by the specific content of existing ToCs. Encouragingly, several contemporary theorists have made explicit efforts to apply their theories to synthetic systems in light of recent technological developments in artificial intelligence and organoid bioengineering. We suggest that the science of consciousness should remain open to minds in unconventional embodiments. This article is part of the theme issue 'World models in natural and artificial intelligence'.","Rouleau N, Levin M.",2026,2026-05-01,,10.1098/rsta.2025.0082,,https://europepmc.org/article/MED/42130431,,europe_pmc,europe_pmc_core,indexed
MWM-0038,Bridging Individual Trajectories and Population Dynamics through A Multi-scale Health World Model,,Jingyi Wu; Xiaoyuan Liu; Pengfei Li; Luxia Zhang,2026,2026-01-01,SSRN Electronic Journal,10.2139/ssrn.7384522,,https://doi.org/10.2139/ssrn.7384522,preprint,openalex,"""world model"" clinical",open-access
MWM-0039,Building a Unified Human LoRA: Cross Domain Advantages from Filmmaking to Virtual Biology Simulation,"Abstract:This paper introduces a unified conceptual framework bridging generative artificial intelligence, spatial computing, digital filmmaking, and multi-scale biological world models. By extending Low-Rank Adaptation (LoRA)—originally developed to fine-tune foundational text, image, and digital human assets—into computational biology, we introduce the Human LoRA. We define the Human LoRA as a structured, multimodal, parameter-efficient adaptation layer deployable on top of general-purpose foundation models, capturing an individual's unique cognitive-behavioural and physiological pattern repertoire. Rather than treating cinematic digital human assets and deep biological systems as disparate domains, this framework establishes that surface phenotypes (e.g., microexpressions, gait anomalies, pupillary responses) serve as real-time biological telemetry dashboards for both character modeling and computational biology. We posit how Dr. Eric Xing’s pioneering work on AI-Driven Digital Organisms (AIDO) and Virtual Cell systems can be computationally integrated with ubiquitous augmented reality (AR) eyewear—specifically Wizers (wearable AR visors running narrow AI libraries locally)—to map telemetry data onto dynamic cellular environments. By capturing continuous telemetry from volunteers within a pin-registered Hybrid Reality World Simulation (HRWS), macro-environmental co-factors (e.g., weather, systemic stress, socioeconomic conditions) are algorithmically translated into cellular perturbations. This micro-to-macro feedback loop enables high-throughput, in silico druginteraction testing tailored to individualized human cohorts, bypassing invasive continuous biological sampling. Finally, we outline how this parallel world architecture functions as an active predictive engine via the Dirrogate Feedback Loop, enabling researchers and policymakers to evaluate long-term health outcomes and probabilistically select optimal intervention pathways at a societal scale.",Clyde Desouza,2026,2026-06-16,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.20722942,,https://doi.org/10.5281/zenodo.20722942,preprint,openalex,"""world model"" physiology",open-access
MWM-0040,Building the adult growth hormone deficiency data mart: a Real-World model of AI-driven clinical data extraction in a single Italian center.,"PURPOSE: Adult Growth Hormone Deficiency (AGHD) is a complex and under-recognized condition, mainly managed in outpatient settings and characterized by fragmented and heterogeneous clinical data. Population registries provide high-quality evidence but require long timeframes and substantial resources. The aim of this study was to design and validate an artificial intelligence (AI)-driven methodology for the construction of a disease-specific AGHD Data Mart from routine clinical data within a single high-volume center, to support real-world evidence generation and future advanced analytics. METHODS: A standardized Data Science framework, based on automated extraction from hospital data warehouses and electronic medical records, integrating structured data and unstructured clinical narratives through natural language processing, was implemented. AGHD patients were identified using a combination of ICD-9 codes and text-mining applied to outpatient reports. A multidisciplinary workflow ensured clinical validation of extracted data. The Data Mart described patient identification from first hospital access (T0) and included diagnostic modality, etiology, biochemical data, comorbidities, and growth hormone replacement therapy. RESULTS: Among 210 identified patients, 188 were validated as AGHD after expert review. Diagnoses were based on dynamic testing (28.2%), panhypopituitarism with low IGF-1 (54.3%), or AI-assisted identification (17.6%). Etiology was retrieved in 87.8% of cases, with post-surgical causes being the most frequent. 37.8% of patients were receiving rhGH therapy. Specific trends for IGF-1 values for single patients were described. CONCLUSION: This study represents the first AI-driven AGHD Data Mart and demonstrates the feasibility of constructing the Data Mart from routine clinical data. This approach offers a complementary framework for structured RWD extraction and may support future longitudinal analyses and AI-based clinical support in AGHD.",Edoardo Vergani; Chiara Iacomini; Antonella Giampietro; Domenico Milardi; Sabrina Chiloiro; Antonio Mancini; Laura De Marinis; Antonio Bianchi; Stefano Patarnello; Alfredo Pontecorvi,2026,2026,Journal of endocrinological investigation,10.1007/s40618-026-02918-z,,https://pubmed.ncbi.nlm.nih.gov/42189482/,journal-article,europe_pmc;openalex;pubmed,"""world model"" EHR;""world model"" clinical;""world model"" medicine;""world model"" patient;""world model"" treatment;europe_pmc_core;pubmed_core",indexed
MWM-0041,CAA-X V5.1 Robot Extension (CAA-R): Modular Control for Embodied Agents — Revised and Expanded Edition,"This repository contains V5.1 of the CAA-X (Cognitive Atom Architecture eXtension) research program, subtitled ""Robot Extension (CAA-R): Modular Control for Embodied Agents — Revised and Expanded Edition."" V5.1 is a substantial revision of V5 (CAA-R), incorporating theoretical refinements, expanded simulation specifications, and critical responses to feedback from the robotics AI community. It preserves V5's core thesis — that cognitive atom decomposition yields four formal advantages for robot control (parallelizability, error localization, atomic replaceability, optimal resource allocation) — while strengthening the mathematical foundations and clarifying the relationship to contemporary whole-body intelligence architectures. What Is New in V5.1 1. Refined Four Core Theorems- Theorem 1 (Parallel Execution): Expanded proof with explicit scheduling analysis under rate-monotonic and earliest-deadline-first policies. New result: cognitive atom parallelization achieves optimal speedup S_p = n/(1 + (n-1)f) where f is the atomic communication fraction, bounded by f control > planning > monitoring) and temporal determinism guarantees (worst-case response time analysis). 3. Simulation Validation Protocol- V5's ""Yu Min-style"" pure theoretical argumentation is preserved, but complemented by Isaac Sim specifications: - Franka Emika Panda arm: pick-and-place with cognitive atom decomposition. - Unitree Go2 quadruped: terrain adaptation via Perception-World Model-Action atom chain. - Humanoid (generic URDF): whole-body coordination via five-atom architecture.- New: Sim-to-real transfer protocol — specification of the domain randomization and dynamics randomization required for zero-shot sim-to-real transfer of atom-based controllers. 4. Safety Guarantees- Expanded formal specification of atomic fail-safe modes: - Graceful degradation: when an atom fails, the system reconfigures to a reduced-capability mode (e.g., Perception atom failure → switch to blind tactile exploration). - Emergency stop: when Physical Constraint atom detects safety violation, all Action atoms receive inhibit signal within 1ms (hardware-implemented).- New: **Real-time schedulability analysis** under mixed-criticality assumptions (IEC 61508 SIL 2 compliance pathway). 5. Industry Alignment and Non-Dependence- Updated analysis of convergence with contemporary architectures: - Tesla Optimus: brain-spine-hand decomposition vs. CAA-R five-atom architecture — mapping and gaps. - Figure AI: visual-language-action (VLA) End-to-end vs. modular atom decomposition — trade-off analysis. - Boston Dynamics Atlas: model-based control vs. atom-based control — complementary rather than competing.- Explicit non-dependence statement: CAA-R does not require any specific vendor's platform, SDK, or simulation environment. The atom schema is hardware-agnostic. 6. Integration with CAA-X 2.0 (V9)- V5.1 explicitly maps the five robot atoms to the four-dimensional λ-vector: - Perception + World Model → λ_I (Intelligence) - Intention → λ_J (Judgment, via goal-value alignment) - Interoceptive + self-monitoring → λ_T (Trust, via calibration) - Inter-agent communication → λ_R (Relationship, via MA-GWP)- New section: ""Socially-Embodied Robots"" — how CAA-R agents operating in human environments require all four dimensions of CAA-X 2.0, not just intelligence and action. Relationship to V5V5.1 supersedes V5 for all citation and reference purposes. The original V5 remains available for historical continuity, but V5.1 contains the corrected, expanded, and more rigorously specified content. Researchers should cite V5.1 when referencing the CAA-R robot architecture. Core Thesis (Preserved and Strengthened from V5)Robot intelligence demands properties that pure software AI can ignore: real-time guarantees, fault tolerance, hardware heterogeneity, and safety-critical operation. V5.1 proves that the cognitive atom decomposition, when applied to robot control, yields four formal advantages that are provable, implementable, and hardware-agnostic. Citation & ContextPart of the CAA-X versioned research program. See V0–V2 foundational collection (DOI: 10.5281/zenodo.21835958), V3 intention manifesto (DOI: 10.5281/zenodo.21836502), V4 world models (DOI: 10.5281/zenodo.21836896), and V9 structural completeness for the four-dimensional architecture.",Qi LU,2026,2026-08-12,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.21870881,,https://doi.org/10.5281/zenodo.21870881,preprint,openalex,"""world model"" physiology",open-access
MWM-0042,"CalTwin: Towards Calibrated, Shift-Robust Medical World Models via Fisher-Information Regularisation","Medical world models aim to learn a latent state of patient or organ physiology and a transition function that forecasts how that state evolves under interventions, supporting downstream tasks from imaging-based diagnosis to digital-twin treatment planning. Two failure modes threaten the reliability of such models in clinical deployment: (i)~\emph{covariate shift}, because training data are fragmented across hospitals, scanners, and time, so the feature distribution seen by the latent-dynamics predictor differs across fragments and from the distribution at deployment; and (ii)~\emph{confidence misalignment}, because multi-step forecasts are often overconfident exactly where clinical risk is highest. We argue that both problems admit a unified treatment via a single lightweight regularisation objective, \textbf{CalTwin}, which combines a Fisher-Information-based shift penalty adapted from our prior work on fragmented covariate-shift remediation~\cite{khan2025mitigating,khan2025causal} with a Confidence Misalignment Penalty adapted from our prior work on calibrated vision-language classification~\cite{khan2025confidence}, applied here to a GRU-based medical world model's latent transition predictor. We derive the combined objective, establish which proof steps transfer from the classification setting without modification and which require adaptation, and evaluate it on the PhysioNet 2019 Sepsis Challenge, treating the two hospital systems as sequential training fragments and the unseen system as an out-of-distribution test. CalTwin reduces OOD next-step latent-state MSE by 9.1\% relative to the no-penalty baseline (FIM penalty alone accounts for 7.0\%); the ECE reduction from the Confidence Misalignment Penalty is real but small (0.7\% for CalTwin, 1.3\% for CMP alone).",Behraj Khan; Shabir Ahmad; Syed Ahmad Chan Bukhari; Tahir Qasim Syed,2026,2026-07-29,arXiv (Cornell University),10.48550/arxiv.2607.26752,2607.26752,https://arxiv.org/abs/2607.26752,preprint,arxiv;openalex,"""medical world model"";""world model"" EHR;""world model"" clinical;""world model"" medicine;""world model"" patient;""world model"" physiology;""world model"" treatment;arxiv_html_fallback",open-access
MWM-0043,Can LLMs Acquire Human-Like World Models?,"At first glance, the treatment of LLMs from the perspective of the Free Energy Principle (FEP) seems straightforward: LLMs do not fully operate under the FEP due to their lack of direct connection with the external environment and the incompleteness of their active inference. LLMs do not fully capture the consequences of their actions; hence, they will never acquire a human-like world model. While I agree that LLMs do not operate under FEP and have major limitations resulting from their lack of connection to the external environment, I argue that they capture an important part of our world model by grounding their responses in it. Although this grounding is mediated—and therefore imperfect—I attribute to LLMs a deeper relation with the external world than many have thus far acknowledged. I explore two main directions when evaluating the possibility of LLMs encapsulating a human-like world model. First, I evaluate the similarity of their behavior, with the underlying hypothesis that, under the FEP, similar behaviors exhibited in similar environments imply similar internal models. Second, I use research on mechanistic interpretability to explore whether human and LLM neural networks are similar. The conclusion is that LLMs might acquire part of our world model, even though this was not intended during their training.",Catalin Teoharie,2026,2026-06-08,Philosophies,10.3390/philosophies11030094,,https://doi.org/10.3390/philosophies11030094,article,openalex,"""world model"" treatment",open-access
MWM-0044,"Can Pharmaceutical World Models Become Scientific Instruments? A State-of-the-Art Review of Simulation, Reasoning, and Validation","Artificial intelligence is increasingly used to represent molecules, predict properties, generate candidates, infer biological states, plan syntheses, and coordinate experimental tools. These capabilities have encouraged the broader idea of a pharmaceutical world model: a computational system intended to represent relevant scientific states, anticipate how interventions alter those states over time, and support reasoning about downstream consequences. However, the evidentiary conditions under wh",Andreas Müller; Stefan Weber; Julia Hoffmann; Lukas Schneider; Tobias Klein,2026,2026-01-01,Pharmacophore,10.51847/hn9ejvqjoc,,https://doi.org/10.51847/hn9ejvqjoc,article,openalex,"""world model"" clinical;""world model"" medicine;""world model"" patient;""world model"" treatment",open-access
MWM-0045,CauCity-WM: An Intervention-Consistent Generative World Model for Counterfactual Urban Dynamics and Risk-Aware Decision Making,"Abstract Cities are dynamic systems in which mobility, infrastructure, weather, events, and control policies interact through delayed and spatially propagated mechanisms. Existing urban forecasting models are increasingly accurate at predicting what will happen under the observed policy, yet urban decision making requires a fundamentally different capability: predicting what would have happened under an intervention that was not taken, while preserving the latent disturbances that made the observed episode unique. We introduce CauCity-WM, a causal generative world model that represents urban evolution with a single intervenable structural transition distribution. Its central mechanism is a twin-world structural diffusion process: factual and counterfactual futures are generated by the same learned mechanisms and, critically, are coupled through an abducted exogenous-noise trajectory. This turns the classical abduction--action--prediction semantics of structural causal models into a scalable probabilistic world model over large urban graphs. A mechanism-invariance objective separates transferable transition laws from city-specific context, while sparse intervention Jacobians constrain how actions can propagate through the learned graph. Decision making is formulated directly as risk-sensitive inference over this same transition law, rather than as a separately trained policy module. We specify a reproducible evaluation protocol spanning traffic sensors, urban trips, bike demand, trajectories, semi-synthetic interventions, and calibrated SUMO control environments. The resulting framework unifies forecasting, counterfactual estimation, uncertainty calibration, and constrained planning in one generative object and provides a path from predictive urban AI toward intervention-aware urban intelligence.","Ma K, Yu M.",2026,2026-09-10,,10.21203/rs.3.rs-10861607/v1,,https://europepmc.org/article/PPR/PPR1316708,,europe_pmc,europe_pmc_core,indexed
MWM-0046,Causal Primacy in World Modelling: A Generative Ontology Argument Against Statistical-First Artificial Intelligence,"The dominant paradigm in artificial intelligence rests on an implicit meta-layer assumption: that the world is best modelled by learning joint probability distributions over observed variables. We argue this assumption is ontologically inverted. The physical, biological, and social world is governed by causal mechanisms that generate observations — observations are not primary features of reality but downstream projections of underlying causal structure. We formalise this position as the Generative Ontology and derive from it the Causal World Model Thesis: that world models built on causal foundations generalise from fewer observations, support intervention reasoning natively, handle feedback dynamics faithfully, require substantially less compute at inference, and produce discoveries that are interpretable and transferable across distributions. We contrast this with the statistical approach — including Joint Embedding Predictive Architectures (JEPA) — and argue that statistical world models are attempting to reconstruct generative mechanisms by working backwards from their outputs, which is both computationally harder and mathematically underdetermined. We further argue that causal models are not only superior reasoning engines for known domains but represent the correct architectural foundation for discovery in a causal world — composing known mechanisms to identify new configurations rather than inducing patterns from observations. We ground these arguments in causal inference theory, the history of natural science, and empirical observations from deployed causal AI systems across financial crime, clinical diagnosis, and macroeconomic domains.",VALLIKAT PEETHAMBER,2026,2026-04-25,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.19766257,,https://doi.org/10.5281/zenodo.19766257,article,openalex,"""world model"" clinical",open-access
