candidate_id,title,decision,corpus_type,primary_reason_code,evidence_for_dynamics,evidence_for_evaluation,publication_lineage,full_text_url,rationale
MWM-0103,Intervention-Aware Clinical World Model for Post-Op Outcome Forecasting in Cardiology,include,empirical,include_empirical,Learns intervention-aware latent cardiac transitions to forecast post-operative scar and recurrence.,Future scar error and recurrence performance across forecast horizons are evaluated on clinical data.,Single identified arXiv preprint.,https://arxiv.org/pdf/2608.13518,The model directly evaluates intervention-conditioned post-operative state evolution.
MWM-0111,LungSage: A World-Model-Driven Clinical Decision Engine Fusing TCM Syndrome Patterns with PET-CT Imaging for Non-Small Cell Lung Cancer Prognosis,uncertain,uncertain,inaccessible_full_text,"Metadata suggests a world-model-driven multimodal lung-cancer decision engine, but methods were unavailable.",Dynamics and action-response evaluation could not be checked in the inaccessible IEEE primary text.,No duplicate identified; linked IEEE primary text was inaccessible.,https://doi.org/10.1109/tce.2026.3725948,Eligibility remains uncertain because the primary scholarly text could not be inspected.
MWM-0114,medDreamer: Model-Based Reinforcement Learning with Latent Imagination on Complex EHRs for Clinical Decision Support,include,empirical,include_empirical,Learns latent patient transitions and generates imagined EHR trajectories for model-based reinforcement learning.,Treatment policies are evaluated on sepsis and ventilation tasks using outcome and off-policy measures.,Peer-reviewed ACM record assessed via its corresponding arXiv preprint 2505.19785.,https://arxiv.org/pdf/2505.19785,The clinical world model’s imagined trajectories are used and evaluated for sequential treatment decisions.
MWM-0116,"Medical world models in healthcare: foundations, applications, and challenges for trustworthy clinical translation",include,review,include_review,"Defines medical world models and organizes states, dynamics, applications, trustworthiness, and translation.",Synthesizes application evidence and clinical validation challenges across healthcare world-model studies.,Single identified arXiv review preprint.,https://arxiv.org/pdf/2607.25242,Medical world models are the primary topic and the paper provides a structured field synthesis.
MWM-0117,"Medical world models: representing medical states, modelling clinical dynamics and guiding intervention policies",include,review,include_review,"Presents a framework linking medical state representations, clinical dynamics, and intervention policies.","Maps empirical applications, evaluation practices, limitations, and translation needs for medical world models.",Single identified arXiv review preprint.,https://arxiv.org/pdf/2606.16721,The review is centered on medical world models and provides a qualifying taxonomy and evidence synthesis.
MWM-0125,MRI Contrast Enhancement Kinetics World Model,include,empirical,include_empirical,Learns time-conditioned contrast-enhancement dynamics for future MRI kinetic phases.,Generated future kinetic images are quantitatively compared with observed MRI using fidelity measures.,Single identified arXiv preprint.,https://arxiv.org/pdf/2602.19285,The study directly evaluates future physiological imaging dynamics.
MWM-0127,Multimodal EEG World Model: Self-Supervised Latent Transition Learning for Wearable EEG Seizure Detection,exclude,not_applicable,no_future_or_action_evaluation,Learns a physiologically conditioned next-segment EEG latent predictor.,"Experiments report downstream seizure-detection AUPRC and representation ablations, not future-latent or rollout accuracy.",Single medRxiv preprint; no duplicate candidate identified.,https://www.medrxiv.org/content/10.64898/2026.07.20.26358450v1.full.pdf,The transition pretext task lacks direct empirical evaluation of its dynamics capability.
MWM-0132,NeuroWorld: A Latent Brain World Model for Stimulus-Conditioned Human Brain Dynamics,include,empirical,include_empirical,Learns stimulus-conditioned latent brain-state transitions with autoregressive neural rollouts.,Multi-step future brain activity is evaluated with rollout and decoding measures.,Single identified arXiv preprint.,https://arxiv.org/pdf/2608.01773,The latent brain world model directly evaluates stimulus-conditioned neural dynamics.
MWM-0135,Nonstationary Battery,exclude,not_applicable,wrong_domain,Models nonstationary battery dynamics and control rather than a health or biomedical system.,The reported transition and policy evaluation concerns battery operation.,Single stable Zenodo record; no duplicate candidate identified.,https://doi.org/10.5281/zenodo.20036497,The modeled environment is non-medical.
MWM-0136,NVIDIA Cosmos-H-Dreams: Real-Time Generative Physics Simulation for Surgical Robotics,include,empirical,include_empirical,Generates real-time action-conditioned future surgical video as a physics simulator for robots.,"Future-video fidelity, latency, and downstream surgical-policy behavior are evaluated.",Single identified arXiv preprint.,https://arxiv.org/pdf/2608.24199,The surgical simulator directly evaluates action-conditioned future observations and control use.
MWM-0137,OcularWorldSim: A Visual World Model for Ophthalmic Microsurgery With Sim-to-Real Transfer Learning,uncertain,uncertain,inaccessible_full_text,Metadata suggests an ophthalmic microsurgery visual world model with sim-to-real transfer.,Simulator fidelity and policy evaluation could not be verified in the inaccessible IEEE primary text.,No duplicate identified; linked IEEE primary text was inaccessible.,https://doi.org/10.1109/access.2026.3684562,The unavailable full text prevents confirmation of the required dynamics evaluation.
MWM-0138,Open-H-Embodiment: A Large-Scale Dataset for Enabling Foundation Models in Medical Robotics,include,empirical,include_empirical,"Trains a multi-embodiment, kinematic action-conditioned surgical video simulator.",Per-frame L1 and SSIM are reported over 72-frame autoregressive rollouts on benchtop and tissue scenes.,Single identified arXiv preprint with a separately extractable dataset and simulator contribution.,https://arxiv.org/pdf/2604.21017,The paper directly evaluates action-conditioned surgical simulator fidelity over long rollouts.
MWM-0146,Physics-informed Koopman-constrained implicitQ-learning for safe offline reinforcement learning in mechanical ventilation.,uncertain,uncertain,inaccessible_full_text,Metadata indicates Koopman-constrained learned dynamics for ventilation policy optimization.,Transition accuracy and model-based policy evaluation could not be verified in the inaccessible publisher text.,No duplicate identified; linked IOP primary text was inaccessible.,https://pubmed.ncbi.nlm.nih.gov/42296990/,The strict capability-evaluation criterion cannot be confirmed without the primary text.
MWM-0149,Policy4OOD: A Knowledge-Guided World Model for Policy Intervention Simulation against the Opioid Overdose Crisis,include,empirical,include_empirical,Learns a policy-aware population world model for forecasting opioid outcomes under interventions.,"Forecast errors, counterfactual intervention simulations, and planning performance are empirically evaluated.",Single identified arXiv preprint.,https://arxiv.org/pdf/2602.12373,The health-policy world model directly evaluates forecasts and alternative interventions.
MWM-0151,Progressive Experience Fusion for Multi-Task World Model Control in Endovascular Navigation,include,empirical,include_empirical,Learns latent endovascular navigation dynamics for model-predictive multi-task control.,Planning success and transfer are evaluated in simulation and physical vascular phantoms.,Single identified arXiv preprint; distinct from the separately extractable safety-control study MWM-0199.,https://arxiv.org/pdf/2608.18647,The learned dynamics are empirically evaluated through medical-robot control.
MWM-0154,Reinforcement Learning for Optimal Dialysis Scheduling and Resource Allocation in CKD,uncertain,uncertain,inaccessible_full_text,"Metadata suggests reinforcement learning for sequential dialysis scheduling, but an explicit learned world model could not be verified.",Dynamics and planning evaluation details were unavailable from the inaccessible IEEE primary text.,No duplicate identified; linked IEEE primary text was inaccessible.,https://doi.org/10.1109/iatmsi68868.2026.11465345,Full-text inaccessibility prevents determining whether the study meets the learned-dynamics requirement.
MWM-0157,SAW: Toward a Surgical Action World Model via Controllable and Scalable Video Generation,include,empirical,include_empirical,Learns action- and trajectory-conditioned generation of future surgical video states.,"Generated rollouts are evaluated for video fidelity, temporal consistency, and action adherence.",Single identified arXiv preprint.,https://arxiv.org/pdf/2603.13024,This is an evaluated action-conditioned surgical world model rather than generic video generation.
MWM-0164,Simulating clinical interventions with a generative multimodal model of human physiology,include,empirical,include_empirical,Learns multimodal physiological state evolution and generates trajectories under clinical interventions.,Forecasts and simulated intervention responses are evaluated against held-out patient measurements.,Single identified arXiv preprint.,https://arxiv.org/pdf/2604.27899,The generative physiology model directly evaluates future states and intervention effects.
MWM-0166,Sonata: A Hybrid World Model for Inertial Kinematics under Clinical Data Scarcity,include,empirical,include_empirical,Uses a structured transition operator to predict future latent inertial-kinematic states.,A controlled suite includes horizon-48 signal forecast MAE alongside clinical and transfer probes.,Single identified arXiv preprint.,https://arxiv.org/pdf/2604.18058,The physiological kinematics world model includes a direct future-signal evaluation of learned dynamics.
MWM-0170,Surg-UniWorld: A Unified Surgical World Model with Multimodal Control Experts,include,empirical,include_empirical,Generates future surgical observations under multimodal action and control inputs.,"Video quality, temporal behavior, and control adherence are quantitatively evaluated.",Single identified arXiv preprint.,https://arxiv.org/pdf/2608.06770,The unified surgical world model directly evaluates controlled future-video dynamics.
MWM-0173,Surgical WAM: A World-Action Model for Data-Efficient Surgical Robot Learning,include,empirical,include_empirical,Learns coupled world and action prediction for imagined surgical robot trajectories.,Closed-loop task success and data efficiency are evaluated on surgical manipulation tasks.,Single identified arXiv preprint.,https://arxiv.org/pdf/2608.11204,The learned world-action model is empirically evaluated through model-based robot control.
MWM-0174,SurgVista: Long-Horizon Surgical World Modeling with Plausible Instrument-Tissue Dynamics,include,empirical,include_empirical,Models long-horizon instrument and tissue evolution in generated surgical rollouts.,"Rollout fidelity, temporal consistency, and tissue-interaction measures are evaluated.",Single identified arXiv preprint.,https://arxiv.org/pdf/2606.19889,The model directly evaluates long-horizon surgical observation dynamics.
MWM-0175,SurgWMBench: A Vision-Based Benchmark for World-Modeling Surgical Instrument Motion Planning,include,empirical,include_empirical,"Trains and evaluates predictors for future instrument trajectories, including autoregressive rollout.","Local transition fidelity, closed-loop rollout stability, and perturbation robustness are measured on the benchmark.",Single identified arXiv benchmark preprint with a distinct empirical contribution.,https://arxiv.org/pdf/2608.08070,The benchmark contains direct empirical evaluation of learned surgical dynamics and rollouts.
MWM-0176,Susagi: A Microbiome World Model,uncertain,uncertain,inaccessible_full_text,"Metadata suggests a learned microbiome world model, but its transition mechanism could not be inspected.","Future-state, rollout, or intervention evaluation could not be verified in the inaccessible bioRxiv text.",No duplicate identified; linked bioRxiv primary text was inaccessible.,https://europepmc.org/article/PPR/PPR1210623,"The primary text is unavailable, so full eligibility remains uncertain."
MWM-0177,SWoMo: Neuro-Symbolic World Model for Cataract Surgery Simulation,include,empirical,include_empirical,Combines learned state transitions with symbolic surgical constraints to simulate cataract procedures.,Future-state simulation and procedure-level behavior are evaluated on cataract surgery data.,Single identified arXiv preprint.,https://arxiv.org/pdf/2605.16530,The neuro-symbolic surgical world model directly evaluates procedural dynamics.
MWM-0183,"The Bioprocess World Model for Simulating Cell-State Evolution, Manufacturing Intervention, Process Uncertainty, and Critical Quality Attributes",exclude,not_applicable,no_primary_empirical_evaluation,Proposes a multiscale bioprocess world-model architecture with intervention-conditioned transitions.,The article distinguishes conceptual readiness from future validation and reports no implemented empirical model results.,Single peer-reviewed conceptual architecture article; no duplicate candidate identified.,https://doi.org/10.51847/xb0rdsqitf,The paper proposes an architecture but does not empirically evaluate learned dynamics.
MWM-0192,The Patient is not a Moving Document: A World Model Training Paradigm for Longitudinal EHR,exclude,not_applicable,no_future_or_action_evaluation,Uses a JEPA objective to predict future EHR embeddings in latent space.,All reported results are frozen-embedding linear probes for downstream outcomes rather than future-state or rollout accuracy.,Single identified arXiv preprint.,https://arxiv.org/pdf/2601.22128,The future-latent training objective is not directly evaluated as a dynamics capability.
MWM-0199,Toward Safe Autonomous Robotic Endovascular Interventions using World Models,include,empirical,include_empirical,Learns endovascular environment dynamics for imagined rollouts and model-based robot control.,"Navigation success, safety, and force-related outcomes are evaluated in simulated and physical settings.",Single identified arXiv preprint; distinct from the multi-task fusion study MWM-0151.,https://arxiv.org/pdf/2604.20151,The learned world model is directly evaluated through autonomous endovascular control.
MWM-0200,Toward World Modeling of Physiological Signals with Chaos-Theoretic Balancing and Latent Dynamics,include,empirical,include_empirical,Learns balanced latent physiological-signal dynamics with autoregressive and action-aware transitions.,"Forecast and simulation errors, stability, and action-awareness are evaluated across physiological datasets.",Single identified arXiv preprint.,https://arxiv.org/pdf/2605.15465,The study directly evaluates learned physiological rollouts.
MWM-0207,TwinRL-Onco: A World Model-Empowered Digital Twin Framework with Hierarchical Reinforcement Learning for Venetoclax Resistance Trajectory Prediction and Adaptive Therapy Optimization in Chronic Lymphocytic Leukemia.,uncertain,uncertain,inaccessible_full_text,Metadata suggests a leukemia digital twin with learned resistance trajectories and adaptive therapy actions.,Trajectory prediction and therapy-optimization results could not be checked in the inaccessible IEEE text.,No duplicate identified; linked IEEE primary text was inaccessible.,https://pubmed.ncbi.nlm.nih.gov/42184194/,The unavailable primary article prevents verification of the strict empirical requirements.
MWM-0215,World Model Enhanced Offline Reinforcement Learning for Sequential Intervention Optimization in Acute Kidney Injury,include,empirical,include_empirical,Learns acute-kidney-injury patient transitions for world-model-enhanced offline reinforcement learning.,World-model prediction error and sequential intervention-policy performance are evaluated on clinical data.,Single peer-reviewed journal article; no duplicate candidate identified.,https://doi.org/10.53941/aim.2026.100002,The learned clinical transition model and its planning use are both empirically evaluated.
MWM-0234,"Beyond Generative AI: World Models for Clinical Prediction, Counterfactuals, and Planning",include,review,include_review,"Defines clinical world models around prediction, counterfactual simulation, and planning.","Synthesizes medical applications, evaluation approaches, limitations, and translation considerations.",Single identified arXiv review preprint.,https://arxiv.org/pdf/2511.16333,Medical world models are the central topic and the article provides a qualifying conceptual and evidence synthesis.
MWM-0239,CLARITY: Medical World Model for Guiding Treatment Decisions by Modeling Context-Aware Disease Trajectories in Latent Space,include,empirical,include_empirical,Learns treatment-conditioned latent disease trajectories and simulates alternative oncology futures.,Treatment-planning and survival-prediction performance are evaluated in a closed simulation-to-decision framework.,Single identified arXiv preprint.,https://arxiv.org/pdf/2512.08029,The medical world model directly evaluates counterfactual disease trajectories and treatment planning.
MWM-0242,EchoWorld: Learning Motion-Aware World Models for Echocardiography Probe Guidance,include,empirical,include_empirical,Learns motion-conditioned ultrasound state changes and reconstructs predicted visual outcomes of probe adjustments.,World-model outputs are inspected and sequential probe-guidance errors are measured in deployment-style evaluation.,Single identified arXiv preprint.,https://arxiv.org/pdf/2504.13065,The learned motion dynamics are evaluated through predicted observations and sequential medical-probe control.
MWM-0261,Learning Emotional Dynamics: A World Model Approach,include,empirical,include_empirical,"Learns autoregressive latent dynamics from blood-volume, electrodermal, and temperature signals.",Multi-step emotional-state rollouts are evaluated up to five steps with R-squared and prediction-error comparisons.,Single stable Zenodo scholarly record; no duplicate candidate identified.,https://doi.org/10.5281/zenodo.17609413,"The study directly evaluates learned dynamics of physiological signals, which meet the protocol’s physiological scope."
MWM-0263,Medical World Model,include,empirical,include_empirical,Generates treatment-conditioned post-intervention tumor states and uses inverse dynamics for action selection.,Tumor simulations receive radiologist fidelity assessment and treatment-planning performance is quantitatively evaluated.,Peer-reviewed ICCV 2025 version retained; arXiv 2506.02327 is the same study and is not a separate candidate.,https://openaccess.thecvf.com/content/ICCV2025/html/Chen_Medical_World_Model_ICCV_2025_paper.html,The canonical publication directly evaluates medical future-state simulation and treatment planning.
MWM-0290,X-WIN: Building Chest Radiograph World Model via Predictive Sensing,include,empirical,include_empirical,Predicts latent chest-radiograph projections under controlled 3D view transformations.,Projection-derived volumetric reconstruction and representation performance are quantitatively evaluated.,Single identified arXiv preprint.,https://arxiv.org/pdf/2511.14918,The action-conditioned projection model is empirically evaluated for spatial medical-state reconstruction.
MWM-0294,Cardiac Copilot: Automatic Probe Guidance for Echocardiography with World Model,include,empirical,include_empirical,Learns action-conditioned ultrasound observation dynamics for automatic echocardiography probe guidance.,Sequential guidance and target-plane errors are evaluated with the learned world model in the control loop.,Peer-reviewed MICCAI version retained; corresponding arXiv preprint used for full-text assessment.,https://arxiv.org/pdf/2406.13165,The medical world model is directly evaluated through action-conditioned probe control.
MWM-0315,World Models for General Surgical Grasping,include,empirical,include_empirical,Learns visual outcome dynamics for candidate surgical grasp actions and model-based rollouts.,Closed-loop grasping success is evaluated in simulation and on a real surgical robot.,Peer-reviewed RSS version retained; corresponding arXiv preprint used for full-text assessment.,https://arxiv.org/pdf/2405.17940,The learned surgical dynamics are empirically evaluated through model-based control.
MWM-0320,Delphic Offline Reinforcement Learning under Nonidentifiable Hidden Confounding,include,empirical,include_empirical,Learns a set of compatible patient transition models to represent hidden-confounding ambiguity.,Policies planned across the learned models are evaluated on sepsis and other offline decision tasks.,Single identified arXiv preprint.,https://arxiv.org/pdf/2306.01157,The study learns transition dynamics and evaluates robust model-based clinical policy selection.
MWM-0369,Data-Efficient Reinforcement Learning for Malaria Control,include,empirical,include_empirical,Learns Gaussian-process malaria transmission transitions used for internal planning.,Model-predictive tree search is evaluated for intervention effectiveness and data efficiency.,Peer-reviewed IJCAI version retained; corresponding arXiv preprint used for full-text assessment.,https://arxiv.org/pdf/2105.01620,Learned epidemiological dynamics are empirically evaluated for health-intervention planning.
MWM-S002,Xray2Xray: World Model from Chest X-rays with Volumetric Context,include,empirical,include_empirical,Predicts chest X-ray projections under specified 3D rotations using volumetric context.,Predicted views are evaluated through projection fidelity and CT reconstruction performance.,Single identified arXiv preprint with a distinct model contribution.,https://arxiv.org/pdf/2506.19055,The model directly evaluates action-conditioned medical projection dynamics.
MWM-S003,Treatment-aware Diffusion Probabilistic Model for Longitudinal MRI Generation and Diffuse Glioma Growth Prediction,include,empirical,include_empirical,Learns treatment-aware longitudinal diffusion dynamics for future glioma MRI generation.,Future MRI fidelity and tumor-growth prediction are evaluated against longitudinal follow-up scans.,Single identified arXiv record for the treatment-aware longitudinal MRI study.,https://arxiv.org/pdf/2309.05406,The study directly evaluates treatment-conditioned future disease imaging.
MWM-S004,Cosmos-H-Surgical: Learning Surgical Robot Policies from Videos via World Modeling,include,empirical,include_empirical,Learns action-conditioned future surgical video dynamics for robot-policy learning.,"Generated rollouts are evaluated with video metrics and clinical ratings, and derived policies are tested on tasks.",Single identified arXiv preprint with a distinct policy-learning contribution.,https://arxiv.org/pdf/2512.23162,The surgical world model directly evaluates future observations and downstream model-based policy behavior.
MWM-S005,Surgical Vision World Model,include,empirical,include_empirical,Autoregressively predicts future surgical video states from observed procedure context.,"Future frames are evaluated with PSNR, SSIM, and video-distribution metrics over rollouts.",Single identified arXiv preprint.,https://arxiv.org/pdf/2503.02904,The study directly evaluates generated future surgical observations.
MWM-S006,Surgical Procedural Planning as 3D World Modelling: Towards Automated Pulmonary Resection,include,empirical,include_empirical,Uses an action-conditioned 3D diffusion simulator to predict anatomical changes after pulmonary-resection steps.,"Clinical cases are evaluated for step planning, feasibility, preservation, and surgeon-assessed quality.",Peer-reviewed CVPR 2026 Workshops paper; no duplicate candidate identified.,https://www.openaccess.thecvf.com/content/CVPR2026F/html/Zhang_Surgical_Procedural_Planning_as_3D_World_Modelling_Towards_Automated_Pulmonary_CVPRF_2026_paper.html,The medical 3D world model directly evaluates anatomical action consequences and procedural planning.
