audit_id,route,title,decision,corpus_type,reason_code,rationale,confidence
ALT-3e8bbbae3586,fresh_alternate_public_search,[Patient simulation for hand therapy in an anesthesiologist after an occupational injury: A case study].,exclude,not_applicable,no_future_or_action_evaluation,"The patient simulation hand therapy anesthesiologist after occupational injury case study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",high
ALT-f2248af7866f,fresh_alternate_public_search,A Bayesian disease progression model for Major Depressive Disorder,exclude,not_applicable,no_future_or_action_evaluation,"The bayesian disease progression major depressive disorder study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",medium
ALT-68f07e4a5981,fresh_alternate_public_search,A Chinese patent medicine's long-term efficacy on non-dialysis patients with CKD stages 3-5: a retrospective cohort study.,exclude,not_applicable,no_future_or_action_evaluation,"The chinese patent medicine s long term efficacy non dialysis patients study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",high
ALT-71b98f1a16fa,fresh_alternate_public_search,A comprehensive view of cell-type-specific temporal dynamics in human and mouse brains,exclude,not_applicable,no_future_or_action_evaluation,"The comprehensive view cell type specific temporal dynamics human mouse brains study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",high
ALT-355f8469ec53,fresh_alternate_public_search,A controller of robot constant force grinding based on proximal policy optimization algorithm.,exclude,not_applicable,no_learned_dynamics,"The controller robot constant force grinding proximal policy optimization algorithm study evaluates education, training, or simulator hardware rather than learned patient dynamics.",high
ALT-fdb4f752cf95,fresh_alternate_public_search,A cost-optimized medical digital twin framework for secure and efficient patient data management in smart healthcare.,exclude,not_applicable,no_future_or_action_evaluation,"The cost optimized medical digital twin secure efficient patient data management study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",high
ALT-36a3691f146d,fresh_alternate_public_search,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,include,empirical,include_empirical,The data driven alzheimer s disease progression simulator retrospective validation prospective study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,high
ALT-8fe38c4705fc,fresh_alternate_public_search,A data-driven disease progression model of fluid biomarkers in genetic frontotemporal dementia.,exclude,not_applicable,no_learned_dynamics,The data driven disease progression fluid biomarkers genetic frontotemporal dementia study is an ordinary prognostic or static prediction analysis without a learned rollout mechanism.,high
ALT-b5b82e091d2d,fresh_alternate_public_search,A data-driven model of disability progression in progressive multiple sclerosis.,exclude,not_applicable,no_future_or_action_evaluation,"The data driven disability progression progressive multiple sclerosis study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",high
ALT-67bed6c3fc86,fresh_alternate_public_search,A data-driven spatially-specific vaccine allocation framework for COVID-19.,exclude,not_applicable,no_learned_dynamics,The data driven spatially specific vaccine allocation covid 19 study is an ordinary prognostic or static prediction analysis without a learned rollout mechanism.,high
ALT-ee4cb20248cc,fresh_alternate_public_search,"A Data-Scarce Digital Twin for Tourism-Driven Island Mobility: Simulation, Validation, and Intervention Evaluation on Milos, Greece",exclude,not_applicable,wrong_domain,"This record concerns data scarce digital twin tourism driven island mobility simulation validation, which is outside medical or biomedical systems.",high
ALT-e2ee109817a8,fresh_alternate_public_search,"A decade of innovation in healthcare: Automation, bio-printing and digital twin technologies for personalized therapies.",exclude,not_applicable,wrong_domain,"This record concerns decade innovation healthcare automation bio printing digital twin technologies personalized, which is outside medical or biomedical systems.",high
ALT-1d9a77cf5505,fresh_alternate_public_search,A Deep Trajectory Controller for a Mechanical Linear Stage Using Digital Twin Concept,exclude,not_applicable,no_learned_dynamics,"The deep trajectory controller mechanical linear stage digital twin concept record describes a static, conceptual, or mechanistic twin without learned temporal transitions.",high
ALT-1acfb71533e5,fresh_alternate_public_search,A digital twin enabled wearable device for customized healthcare,exclude,not_applicable,wrong_domain,"This record concerns digital twin enabled wearable device customized healthcare, which is outside medical or biomedical systems.",high
ALT-b41d73135078,fresh_alternate_public_search,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,include,empirical,include_empirical,The digital twin hospital antimicrobial resistance forecasting constrained intervention optimisation study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,high
ALT-2f2ac4647872,fresh_alternate_public_search,A Digital Twin Framework for Predictive Modeling and Intervention Optimization in Inflammatory Bowel Disease,uncertain,empirical,insufficient_abstract,"The digital twin predictive intervention optimization inflammatory bowel disease title plausibly denotes learned medical dynamics, but the missing abstract does not establish direct future or action evaluation.",low
ALT-235a80953b68,fresh_alternate_public_search,A Digital Twin-based Approach for Energy Optimisation in Medical Gas Systems in Hospital Intensive Care Units,exclude,not_applicable,wrong_domain,"This record concerns digital twin energy optimisation medical gas systems hospital intensive care, which is outside medical or biomedical systems.",high
ALT-44571950f60c,fresh_alternate_public_search,A digital twin-enhanced decision support system improves time-in-range in type 1 diabetes: a randomized clinical trial.,include,empirical,include_empirical,The digital twin enhanced decision support system improves time range type study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,high
ALT-c7bd697df346,fresh_alternate_public_search,A Digital Twin–Driven Machine Learning Framework for Diabetes Risk Prediction and Short-Term Health Trajectory Simulation,exclude,not_applicable,no_learned_dynamics,The digital twin driven machine learning diabetes risk prediction short term study is an ordinary prognostic or static prediction analysis without a learned rollout mechanism.,high
ALT-11f38b074f5f,fresh_alternate_public_search,A disease progression model comparing the long-term mobility and respiratory outcomes of adults with late-onset Pompe disease receiving cipaglucosidase alfa plus miglustat versus alglucosidase alfa.,exclude,not_applicable,no_future_or_action_evaluation,"The disease progression comparing long term mobility respiratory outcomes adults late study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",high
ALT-fb6766fcb434,fresh_alternate_public_search,A disease progression model estimating the benefit of tolvaptan on time to end-stage renal disease for patients with rapidly progressing autosomal dominant polycystic kidney disease.,exclude,not_applicable,no_learned_dynamics,The disease progression estimating benefit tolvaptan time end stage renal disease study is an ordinary prognostic or static prediction analysis without a learned rollout mechanism.,high
ALT-9ae89eb9606e,fresh_alternate_public_search,A disease progression model of longitudinal lung function decline in idiopathic pulmonary fibrosis patients.,exclude,not_applicable,no_future_or_action_evaluation,"The disease progression longitudinal lung function decline idiopathic pulmonary fibrosis patients study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",high
ALT-d1dd9d8f17c5,fresh_alternate_public_search,A Disease Progression Model to Quantify the Nonmotor Symptoms of Parkinson's Disease in Participants With Leucine-Rich Repeat Kinase 2 Mutation.,exclude,not_applicable,no_future_or_action_evaluation,"The disease progression quantify nonmotor symptoms parkinson s disease participants leucine study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",high
ALT-911b9204a285,fresh_alternate_public_search,A Extensive Study on Deep learning Architecture on Patient Treatment Trajectory Mining,exclude,not_applicable,no_learned_dynamics,The extensive deep learning architecture patient treatment trajectory mining study is an ordinary prognostic or static prediction analysis without a learned rollout mechanism.,high
ALT-790dad1aa5d7,fresh_alternate_public_search,A generator-matrix causal-inference framework separates measurable aging biomarkers from mortality-driving latent dynamics in humans.,exclude,not_applicable,no_learned_dynamics,The generator matrix causal inference separates measurable aging biomarkers mortality driving study is an ordinary prognostic or static prediction analysis without a learned rollout mechanism.,high
ALT-2581739190e8,fresh_alternate_public_search,A generic crystallopathic model for chronic kidney disease progression,exclude,not_applicable,no_future_or_action_evaluation,"The generic crystallopathic chronic kidney disease progression study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",medium
ALT-fc5fa48cc7aa,fresh_alternate_public_search,A hierarchical Bayesian entry time realignment method to study the long-term natural history of diseases.,exclude,not_applicable,no_future_or_action_evaluation,"The hierarchical bayesian entry time realignment method long term natural history study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",high
ALT-83dbe717e33a,fresh_alternate_public_search,A Hierarchical Bayesian Implementation of the Experience-Weighted Attraction Model.,exclude,not_applicable,no_learned_dynamics,The hierarchical bayesian implementation experience weighted attraction study is an ordinary prognostic or static prediction analysis without a learned rollout mechanism.,high
ALT-7899e8f5ffd1,fresh_alternate_public_search,A Hierarchical Bayesian Spatio-Temporal Model for Land Prices Integrating Spatial Heterogeneity and Temporal Dynamics,exclude,not_applicable,wrong_domain,"This record concerns hierarchical bayesian spatio temporal land prices integrating spatial heterogeneity temporal, which is outside medical or biomedical systems.",high
ALT-dc913f452db6,fresh_alternate_public_search,A Hybrid Deep Learning Framework to Predict Alzheimer’s Disease Progression Using Generative Adversarial Networks and Deep Convolutional Neural Networks,uncertain,empirical,insufficient_abstract,"The hybrid deep learning predict alzheimer s disease progression generative adversarial title plausibly denotes learned medical dynamics, but the missing abstract does not establish direct future or action evaluation.",low
ALT-98dd9ef88a76,fresh_alternate_public_search,A KNN Algorithm Based Predictive Model for Heart Disease Progression,exclude,not_applicable,no_learned_dynamics,The knn algorithm predictive heart disease progression study is an ordinary prognostic or static prediction analysis without a learned rollout mechanism.,high
ALT-d90f0aa0666a,fresh_alternate_public_search,A large-scale neural network training framework for generalized estimation of single-trial population dynamics.,exclude,not_applicable,no_learned_dynamics,"The large scale neural network training generalized estimation single trial population study evaluates education, training, or simulator hardware rather than learned patient dynamics.",high
ALT-892d943abcdf,fresh_alternate_public_search,A Longitudinal Disease Progression Model Characterizing Endoscopic Response and Remission in Crohn's Disease.,exclude,not_applicable,no_learned_dynamics,The longitudinal disease progression characterizing endoscopic response remission crohn s disease study is an ordinary prognostic or static prediction analysis without a learned rollout mechanism.,high
ALT-6cb0081bacec,fresh_alternate_public_search,A machine learning approach for real-time cortical state estimation.,exclude,not_applicable,no_future_or_action_evaluation,"The machine learning real time cortical state estimation study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",high
ALT-4ec1dca3937b,fresh_alternate_public_search,A Machine-Learning Derived Huntington's Disease Progression Model: Insights for Clinical Trial Design.,exclude,not_applicable,no_learned_dynamics,The machine learning derived huntington s disease progression insights clinical trial study is an ordinary prognostic or static prediction analysis without a learned rollout mechanism.,high
ALT-e66ce5d28b34,fresh_alternate_public_search,A metamodel-based flexible insulin therapy for type 1 diabetes patients subjected to aerobic physical activity.,exclude,not_applicable,no_learned_dynamics,The metamodel flexible insulin therapy type 1 diabetes patients subjected aerobic study uses prescribed mechanistic or statistical dynamics rather than a learned transition mechanism.,high
ALT-beb123ae09f2,fresh_alternate_public_search,A Method to Pre-Screen Rat Mammary Gland Whole Tissue Mounts followed by RNAscope in situ hybridization,exclude,not_applicable,no_future_or_action_evaluation,"The method pre screen rat mammary gland whole tissue mounts followed study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",high
ALT-b2249eb31bfe,fresh_alternate_public_search,A Model to Assess the Outcomes Associated With Dementia With Lewy Bodies.,exclude,not_applicable,review_not_primary,This review centers on assess outcomes associated dementia lewy bodies rather than evaluated medical learned world-model dynamics as its primary subject.,high
ALT-2360b6994797,fresh_alternate_public_search,A modular computational framework for medical digital twins.,exclude,not_applicable,no_learned_dynamics,"The modular computational medical digital twins record describes a static, conceptual, or mechanistic twin without learned temporal transitions.",high
ALT-10e1e2640b93,fresh_alternate_public_search,A Modular Framework to Predict Alzheimer’s Disease Progression Using Conditional Generative Adversarial Networks,uncertain,empirical,insufficient_abstract,"The modular predict alzheimer s disease progression conditional generative adversarial networks title plausibly denotes learned medical dynamics, but the missing abstract does not establish direct future or action evaluation.",low
ALT-c2d53964d0b2,fresh_alternate_public_search,A multi-state model for kidney disease progression,exclude,not_applicable,no_future_or_action_evaluation,"The multi state kidney disease progression study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",medium
ALT-7637963d5f0f,fresh_alternate_public_search,A multidimensional ODE-based model of Alzheimer's disease progression,exclude,not_applicable,no_learned_dynamics,The multidimensional ode alzheimer s disease progression study uses prescribed mechanistic or statistical dynamics rather than a learned transition mechanism.,high
ALT-6fcc7e27909c,fresh_alternate_public_search,A Multimodal Disease Progression Model for Genetic Associations with Disease Dynamics,uncertain,empirical,insufficient_abstract,"The multimodal disease progression genetic associations disease dynamics title plausibly denotes learned medical dynamics, but the missing abstract does not establish direct future or action evaluation.",low
ALT-5091781a7e74,fresh_alternate_public_search,A Multiple Emergency Ventilator as backup solution for disaster situations: prototype development and functional assessment.,exclude,not_applicable,no_future_or_action_evaluation,"The multiple emergency ventilator as backup solution disaster situations prototype functional study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",high
ALT-a559dc2d91eb,fresh_alternate_public_search,A multiscale closed-loop neurotoxicity model of Alzheimer’s disease progression explains functional connectivity alterations,exclude,not_applicable,review_not_primary,This review centers on multiscale closed loop neurotoxicity alzheimer s disease progression explains functional rather than evaluated medical learned world-model dynamics as its primary subject.,high
ALT-ef8ae9c31559,fresh_alternate_public_search,"A Multivariable Mathematical Model of Conductivity, β-Amyloid and T-Protein Dynamics in Alzheimer’s Disease Progression",exclude,not_applicable,no_learned_dynamics,The multivariable mathematical conductivity amyloid t protein dynamics alzheimer s disease study uses prescribed mechanistic or statistical dynamics rather than a learned transition mechanism.,high
ALT-1d9e768fbfe6,fresh_alternate_public_search,A Natural Language Processing-Based Virtual Patient Simulator and Intelligent Tutoring System for the Clinical Diagnostic Process: Simulator Development and Case Study.,exclude,not_applicable,review_not_primary,This review centers on natural language processing virtual patient simulator intelligent tutoring system clinical rather than evaluated medical learned world-model dynamics as its primary subject.,high
ALT-e8c0d37eed50,fresh_alternate_public_search,A Natural Language Processing–Based Virtual Patient Simulator and Intelligent Tutoring System for the Clinical Diagnostic Process: Simulator Development and Case Study (Preprint),exclude,not_applicable,review_not_primary,This review centers on natural language processing virtual patient simulator intelligent tutoring system clinical rather than evaluated medical learned world-model dynamics as its primary subject.,high
ALT-7647b22b5e05,fresh_alternate_public_search,A novel 3D-printed laryngoscope with integrated working channels for laryngeal surgery.,exclude,not_applicable,no_future_or_action_evaluation,"The 3d printed laryngoscope integrated working channels laryngeal surgery study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",high
ALT-832901fe7a2f,fresh_alternate_public_search,A novel continuous-progression CKM model combined with multi-omics data integration identifies lipid metabolic drivers of disease progression,exclude,not_applicable,no_learned_dynamics,The continuous progression ckm combined multi omics data integration identifies lipid study is an ordinary prognostic or static prediction analysis without a learned rollout mechanism.,high
ALT-eb7ba539fd65,fresh_alternate_public_search,A Novel Coupling Model of Physiological Degradation and Emotional State for Prediction of Alzheimer's Disease Progression.,exclude,not_applicable,no_future_or_action_evaluation,"The coupling physiological degradation emotional state prediction alzheimer s disease progression study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",high
ALT-2679bea7a206,fresh_alternate_public_search,"A Novel Integrative Framework for Depression: Combining Network Pharmacology, Artificial Intelligence, and Multi-Omics with a Focus on the Microbiota-Gut-Brain Axis.",exclude,not_applicable,review_not_primary,This review centers on integrative depression combining network pharmacology artificial intelligence multi omics focus rather than evaluated medical learned world-model dynamics as its primary subject.,high
ALT-02287393f2a0,fresh_alternate_public_search,A pain in the neck: prototyping and testing of a patient simulator neck for spinal immobilization training,exclude,not_applicable,no_learned_dynamics,"The pain neck prototyping testing patient simulator neck spinal immobilization training study evaluates education, training, or simulator hardware rather than learned patient dynamics.",medium
ALT-64addc7c6b9f,fresh_alternate_public_search,A Parametric Model of the Mitral Valve for Finite Element Patient-Specific Simulations.,exclude,not_applicable,no_learned_dynamics,"The parametric mitral valve finite element patient specific simulations study evaluates education, training, or simulator hardware rather than learned patient dynamics.",high
ALT-72e23743156e,fresh_alternate_public_search,A PATIENT SIMULATOR FOR REPLAY OF URODYNAMIC SIGNALS,exclude,not_applicable,no_future_or_action_evaluation,"The patient simulator replay urodynamic signals study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",medium
ALT-d0615da0204f,fresh_alternate_public_search,A Pharmacometrics-Informed Trial Simulation Framework for Optimizing Study Designs for Disease-Modifying Treatments in Rare Neurological Disorders.,exclude,not_applicable,no_learned_dynamics,The pharmacometrics informed trial simulation optimizing designs disease modifying treatments rare study is an ordinary prognostic or static prediction analysis without a learned rollout mechanism.,high
ALT-f895e0fd3990,fresh_alternate_public_search,A Pilot Study on the Role of Experience and Patient Gender on MARCH Treatment Sequence.,exclude,not_applicable,review_not_primary,This review centers on pilot experience patient gender march treatment sequence rather than evaluated medical learned world-model dynamics as its primary subject.,high
ALT-c6587a170bff,fresh_alternate_public_search,A prospective randomized comparative study of effectiveness of simulation-based training in improving the performance of non-technical skill among postgraduate students during anaesthesia crisis resource management,exclude,not_applicable,no_primary_empirical_evaluation,"The prospective randomized comparative effectiveness simulation training improving performance non technical record is editorial, corrective, conceptual, or consensus-based and lacks a primary learned-dynamics evaluation.",high
ALT-c368a0c93761,fresh_alternate_public_search,A quality improvement initiative to increase adult ECMO decision-making abilities in a perfusion education program: The use of 3D ECMO simulation.,exclude,not_applicable,review_not_primary,This review centers on quality improvement initiative increase adult ecmo decision making abilities perfusion rather than evaluated medical learned world-model dynamics as its primary subject.,high
ALT-1386fea2d008,fresh_alternate_public_search,A randomised controlled trial study on the effectiveness of high-fidelity simulation in enhancing skills among undergraduate medical students.,exclude,not_applicable,no_learned_dynamics,"The randomised controlled trial effectiveness high fidelity simulation enhancing skills among study evaluates education, training, or simulator hardware rather than learned patient dynamics.",high
ALT-e0c3cad03838,fresh_alternate_public_search,A realistic agent-based simulation model for COVID-19 based on a traffic simulation and mobile phone data,exclude,not_applicable,no_future_or_action_evaluation,"The realistic agent simulation covid 19 traffic simulation mobile phone data study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",high
ALT-9b470aad8cc6,fresh_alternate_public_search,A review of multistate modelling approaches in monitoring disease progression: Bayesian estimation using the Kolmogorov-Chapman forward equations.,exclude,not_applicable,review_not_primary,This review centers on review multistate approaches monitoring disease progression bayesian estimation kolmogorov chapman rather than evaluated medical learned world-model dynamics as its primary subject.,high
ALT-f629d0fa49af,fresh_alternate_public_search,A robust Reeb graph model of white matter fibers with application to Alzheimer’s disease progression ⋆,exclude,not_applicable,review_not_primary,This review centers on robust reeb graph white matter fibers application alzheimer s disease rather than evaluated medical learned world-model dynamics as its primary subject.,high
ALT-d900c48bfc8d,fresh_alternate_public_search,A simulation-based randomized trial of ABCDE style cognitive aid for emergency medical services CHecklist In Prehospital Settings: the CHIPS-study.,exclude,not_applicable,review_not_primary,This review centers on simulation randomized trial abcde style cognitive aid emergency medical services rather than evaluated medical learned world-model dynamics as its primary subject.,high
ALT-1a54bc2eb4b4,fresh_alternate_public_search,A single dose of the catecholamine precursor Tyrosine reduces physiological arousal and decreases decision thresholds in reinforcement learning and temporal discounting,exclude,not_applicable,no_future_or_action_evaluation,"The single dose catecholamine precursor tyrosine reduces physiological arousal decreases decision study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",high
ALT-1c8aa3d2e9cb,fresh_alternate_public_search,A statistical model for lung function trajectory and mortality in patients with fibrotic interstitial lung disease.,exclude,not_applicable,no_learned_dynamics,The statistical lung function trajectory mortality patients fibrotic interstitial lung disease study is an ordinary prognostic or static prediction analysis without a learned rollout mechanism.,high
ALT-9bae409c45da,fresh_alternate_public_search,A study on robot force control based on the GMM/GMR algorithm fusing different compensation strategies.,exclude,not_applicable,no_learned_dynamics,The robot force control gmm gmr algorithm fusing different compensation strategies record does not describe a learned temporal or action-conditioned medical dynamics model.,high
ALT-c235e13f05ec,fresh_alternate_public_search,A System Dynamics Decision-Support Model For Governing Generative AI Adoption: Leverage-Point Analysis And Intervention Simulation,exclude,not_applicable,no_learned_dynamics,The system dynamics decision support governing generative ai adoption leverage point study uses prescribed mechanistic or statistical dynamics rather than a learned transition mechanism.,high
ALT-709603415989,fresh_alternate_public_search,A Systemically Administered Unconjugated Antisense Oligonucleotide Targeting DUX4 Improves Muscular Injury and Motor Function in FSHD Model Mice.,exclude,not_applicable,review_not_primary,This review centers on systemically administered unconjugated antisense oligonucleotide targeting dux4 improves muscular injury rather than evaluated medical learned world-model dynamics as its primary subject.,high
ALT-a209fa3d00d5,fresh_alternate_public_search,A Temporal Mathematical Model of Alopecia Areata: Investigating Hair Cycle Dynamics and Disease Progression,exclude,not_applicable,no_learned_dynamics,The temporal mathematical alopecia areata investigating hair cycle dynamics disease progression study uses prescribed mechanistic or statistical dynamics rather than a learned transition mechanism.,high
ALT-bc44662f8af7,fresh_alternate_public_search,A tool to measure the impact of inaction toward elimination of hepatitis C: A case study in Korea.,exclude,not_applicable,no_learned_dynamics,The tool measure impact inaction elimination hepatitis c case korea study is an ordinary prognostic or static prediction analysis without a learned rollout mechanism.,high
ALT-38eb3d53362c,fresh_alternate_public_search,A trial of gantenerumab or solanezumab in dominantly inherited Alzheimer's disease.,exclude,not_applicable,no_learned_dynamics,The trial gantenerumab or solanezumab dominantly inherited alzheimer s disease study is an ordinary prognostic or static prediction analysis without a learned rollout mechanism.,high
ALT-55f569d2ada1,fresh_alternate_public_search,A unified framework for prediction of liver steatosis dynamics in response to different diet and drug interventions.,include,empirical,include_empirical,The unified prediction liver steatosis dynamics response different diet drug interventions study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,high
ALT-c299072b9784,fresh_alternate_public_search,A unique small cell lung carcinoma disease progression model shows progressive accumulation of cancer stem cell properties and CD44 as a potential diagnostic marker.,exclude,not_applicable,no_learned_dynamics,The unique small cell lung carcinoma disease progression shows progressive accumulation study is an ordinary prognostic or static prediction analysis without a learned rollout mechanism.,high
ALT-9a2506c92898,fresh_alternate_public_search,A variable speed limit control approach for freeway tunnels based on the model-based reinforcement learning framework with safety perception.,exclude,not_applicable,wrong_domain,"This record concerns variable speed limit control freeway tunnels reinforcement learning safety perception, which is outside medical or biomedical systems.",high
ALT-d790f3b8bbc4,fresh_alternate_public_search,Abnormalities in task‐fMRI activation are related to disease progression towards Alzheimer’s disease,exclude,not_applicable,no_future_or_action_evaluation,"The abnormalities task fmri activation are related disease progression alzheimer s study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",medium
ALT-152f6fa470db,fresh_alternate_public_search,Abstract 5993: Temporal dynamics of ferroptosis vulnerability in a resistant cancer cell state,exclude,not_applicable,no_future_or_action_evaluation,"The abstract 5993 temporal dynamics ferroptosis vulnerability resistant cancer cell state study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",high
ALT-1d708986aa4a,fresh_alternate_public_search,Abstract 6478: Temporal dynamics of T cell reprogramming associate with clinical response to ICI-based combination therapy in metastatic renal cell carcinoma,exclude,not_applicable,review_not_primary,This review centers on abstract 6478 temporal dynamics t cell reprogramming associate clinical response rather than evaluated medical learned world-model dynamics as its primary subject.,high
ALT-4ec08f29831b,fresh_alternate_public_search,Abstract 9865: Temporal Dynamics of T Cell Response After Cardiac Injury,exclude,not_applicable,no_future_or_action_evaluation,"The abstract 9865 temporal dynamics t cell response after cardiac injury study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",high
ALT-02425f82cf87,fresh_alternate_public_search,Abstract DP120: The Spatial Distribution of Innate Immune Cells is Directed by Temporal Dynamics and Reciprocal Cell Recruitment,exclude,not_applicable,no_future_or_action_evaluation,"The abstract dp120 spatial distribution innate immune cells is directed by study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",high
ALT-f54426050e81,fresh_alternate_public_search,"Accelerated Biological Aging and Longitudinal Progression of Cardiometabolic Disease, Subsequent Dementia, and Death: A Multistate Analysis.",exclude,not_applicable,review_not_primary,This review centers on accelerated biological aging longitudinal progression cardiometabolic disease subsequent dementia death rather than evaluated medical learned world-model dynamics as its primary subject.,high
