audit_id,route,title,decision,corpus_type,reason_code,rationale,confidence
ALT-fdb4f752cf95,fresh_alternate_public_search,A cost-optimized medical digital twin framework for secure and efficient patient data management in smart healthcare.,exclude,empirical,no_learned_dynamics,The framework optimizes computing-resource allocation and security rather than patient-state dynamics.,high
ALT-36a3691f146d,fresh_alternate_public_search,A data-driven Alzheimer's disease progression simulator for retrospective validation and prospective Phase III power design.,include,empirical,include_empirical,A data-trained latent dynamics model simulates intervention-conditioned biomarker trajectories and validates trial rollouts.,high
ALT-8fe38c4705fc,fresh_alternate_public_search,A data-driven disease progression model of fluid biomarkers in genetic frontotemporal dementia.,exclude,empirical,no_future_or_action_evaluation,The event-based model stages disease and predicts conversion without evaluating rollouts or action responses.,high
ALT-b5b82e091d2d,fresh_alternate_public_search,A data-driven model of disability progression in progressive multiple sclerosis.,exclude,empirical,no_future_or_action_evaluation,The Gaussian-process model describes progression and prognosis without rollout or intervention-response evaluation.,high
ALT-67bed6c3fc86,fresh_alternate_public_search,A data-driven spatially-specific vaccine allocation framework for COVID-19.,exclude,empirical,no_learned_dynamics,"The learned component classifies regional risk, while the disease simulator is not described as data-learned.",medium
ALT-ee4cb20248cc,fresh_alternate_public_search,"A Data-Scarce Digital Twin for Tourism-Driven Island Mobility: Simulation, Validation, and Intervention Evaluation on Milos, Greece",exclude,empirical,wrong_domain,"This digital twin simulates tourism-driven road traffic, not a medical or biomedical system.",high
ALT-e2ee109817a8,fresh_alternate_public_search,"A decade of innovation in healthcare: Automation, bio-printing and digital twin technologies for personalized therapies.",exclude,review,review_not_primary,Digital twins are only one manufacturing technology within a broader advanced-therapy automation review.,high
ALT-1d9a77cf5505,fresh_alternate_public_search,A Deep Trajectory Controller for a Mechanical Linear Stage Using Digital Twin Concept,exclude,empirical,wrong_domain,The digital twin controls an industrial mechanical stage and is nonmedical.,high
ALT-1acfb71533e5,fresh_alternate_public_search,A digital twin enabled wearable device for customized healthcare,exclude,empirical,no_learned_dynamics,The framework supports device personalization and monitoring without a learned temporal patient model.,high
ALT-b41d73135078,fresh_alternate_public_search,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,include,empirical,include_empirical,Temporal graph models forecast resistance dynamics and evaluate intervention-conditioned policy branches and rankings.,high
ALT-2f2ac4647872,fresh_alternate_public_search,A Digital Twin Framework for Predictive Modeling and Intervention Optimization in Inflammatory Bowel Disease,uncertain,empirical,insufficient_abstract,The relevant title lacks an abstract confirming data-learned dynamics and empirical intervention evaluation.,low
ALT-235a80953b68,fresh_alternate_public_search,A Digital Twin-based Approach for Energy Optimisation in Medical Gas Systems in Hospital Intensive Care Units,exclude,empirical,wrong_domain,The model optimizes hospital gas-system energy consumption rather than clinical or physiological states.,high
ALT-44571950f60c,fresh_alternate_public_search,A digital twin-enhanced decision support system improves time-in-range in type 1 diabetes: a randomized clinical trial.,include,empirical,include_empirical,"A patient digital twin simulates insulin-action responses, evaluates forecasts, and supports clinically tested dosing decisions.",medium
ALT-c7bd697df346,fresh_alternate_public_search,A Digital Twin–Driven Machine Learning Framework for Diabetes Risk Prediction and Short-Term Health Trajectory Simulation,exclude,empirical,no_learned_dynamics,Static risk learning is coupled to assumption-driven trajectories rather than learned temporal patient dynamics.,high
ALT-11f38b074f5f,fresh_alternate_public_search,A disease progression model comparing the long-term mobility and respiratory outcomes of adults with late-onset Pompe disease receiving cipaglucosidase alfa plus miglustat versus alglucosidase alfa.,exclude,empirical,no_learned_dynamics,"The lifetime simulation extrapolates trial, registry, and clinician assumptions without data-learned transitions.",high
ALT-fb6766fcb434,fresh_alternate_public_search,A disease progression model estimating the benefit of tolvaptan on time to end-stage renal disease for patients with rapidly progressing autosomal dominant polycystic kidney disease.,exclude,empirical,no_learned_dynamics,This algorithmic cohort extrapolation applies trial effects to natural history without learned dynamics.,high
ALT-9ae89eb9606e,fresh_alternate_public_search,A disease progression model of longitudinal lung function decline in idiopathic pulmonary fibrosis patients.,exclude,empirical,no_learned_dynamics,A parametric Weibull progression curve is ordinary pharmacometric forecasting without learned state transitions.,high
ALT-d1dd9d8f17c5,fresh_alternate_public_search,A Disease Progression Model to Quantify the Nonmotor Symptoms of Parkinson's Disease in Participants With Leucine-Rich Repeat Kinase 2 Mutation.,exclude,empirical,no_learned_dynamics,The analysis estimates longitudinal symptom slopes and covariates without learned transition dynamics.,high
ALT-911b9204a285,fresh_alternate_public_search,A Extensive Study on Deep learning Architecture on Patient Treatment Trajectory Mining,exclude,empirical,no_future_or_action_evaluation,"The deep model evaluates outcome prediction, not rollouts, counterfactual responses, or transition simulation.",high
ALT-790dad1aa5d7,fresh_alternate_public_search,A generator-matrix causal-inference framework separates measurable aging biomarkers from mortality-driving latent dynamics in humans.,exclude,empirical,no_future_or_action_evaluation,"The learned Markov model decomposes mortality dynamics without evaluating forecasts, rollouts, or interventions.",high
ALT-2581739190e8,fresh_alternate_public_search,A generic crystallopathic model for chronic kidney disease progression,exclude,empirical,no_learned_dynamics,The title suggests a mechanistic crystallopathy model without evidence of data-learned dynamics.,medium
ALT-fc5fa48cc7aa,fresh_alternate_public_search,A hierarchical Bayesian entry time realignment method to study the long-term natural history of diseases.,exclude,empirical,no_future_or_action_evaluation,BETR estimates natural-history functions and timing without evaluating state rollouts or intervention responses.,high
ALT-83dbe717e33a,fresh_alternate_public_search,A Hierarchical Bayesian Implementation of the Experience-Weighted Attraction Model.,exclude,empirical,no_future_or_action_evaluation,"The strategic-learning method evaluates parameter estimation and fit, not future or counterfactual capability.",high
ALT-7899e8f5ffd1,fresh_alternate_public_search,A Hierarchical Bayesian Spatio-Temporal Model for Land Prices Integrating Spatial Heterogeneity and Temporal Dynamics,exclude,empirical,wrong_domain,This spatiotemporal model analyzes urban land prices and is nonmedical.,high
ALT-dc913f452db6,fresh_alternate_public_search,A Hybrid Deep Learning Framework to Predict Alzheimer’s Disease Progression Using Generative Adversarial Networks and Deep Convolutional Neural Networks,uncertain,empirical,insufficient_abstract,The missing abstract prevents distinguishing learned temporal simulation from ordinary imaging-based progression prediction.,low
ALT-98dd9ef88a76,fresh_alternate_public_search,A KNN Algorithm Based Predictive Model for Heart Disease Progression,exclude,empirical,no_learned_dynamics,KNN performs static heart-disease classification without temporal dynamics or rollout evaluation.,high
ALT-d90f0aa0666a,fresh_alternate_public_search,A large-scale neural network training framework for generalized estimation of single-trial population dynamics.,exclude,empirical,no_future_or_action_evaluation,AutoLFADS estimates latent neural population dynamics without evaluating future-state rollouts or action responses.,high
ALT-892d943abcdf,fresh_alternate_public_search,A Longitudinal Disease Progression Model Characterizing Endoscopic Response and Remission in Crohn's Disease.,exclude,empirical,no_future_or_action_evaluation,This pharmacometric placebo-trajectory model predicts endpoints without rollout or intervention-conditioned dynamics evaluation.,high
ALT-6cb0081bacec,fresh_alternate_public_search,A machine learning approach for real-time cortical state estimation.,exclude,empirical,no_future_or_action_evaluation,The HSMM performs real-time state inference but does not evaluate future-state or action-response capability.,high
ALT-4ec1dca3937b,fresh_alternate_public_search,A Machine-Learning Derived Huntington's Disease Progression Model: Insights for Clinical Trial Design.,exclude,empirical,no_future_or_action_evaluation,The hidden Markov model estimates disease states and transitions without directly testing future-state rollouts.,high
ALT-e66ce5d28b34,fresh_alternate_public_search,A metamodel-based flexible insulin therapy for type 1 diabetes patients subjected to aerobic physical activity.,exclude,empirical,no_learned_dynamics,The glucose-insulin metamodel combines knowledge-based mathematical models rather than learning dynamics from data.,high
ALT-beb123ae09f2,fresh_alternate_public_search,A Method to Pre-Screen Rat Mammary Gland Whole Tissue Mounts followed by RNAscope in situ hybridization,exclude,empirical,no_learned_dynamics,This laboratory tissue-screening method contains no learned temporal dynamics or simulation.,high
ALT-b2249eb31bfe,fresh_alternate_public_search,A Model to Assess the Outcomes Associated With Dementia With Lewy Bodies.,include,empirical,include_empirical,Longitudinally estimated state transitions drive cohort rollouts and a counterfactual progression-risk intervention.,high
ALT-2360b6994797,fresh_alternate_public_search,A modular computational framework for medical digital twins.,exclude,empirical,no_learned_dynamics,The platform integrates models but does not establish or evaluate a learned temporal dynamics model.,high
ALT-10e1e2640b93,fresh_alternate_public_search,A Modular Framework to Predict Alzheimer’s Disease Progression Using Conditional Generative Adversarial Networks,uncertain,empirical,insufficient_abstract,"The title suggests generative disease progression, but no abstract confirms temporal rollouts or evaluation.",low
ALT-c2d53964d0b2,fresh_alternate_public_search,A multi-state model for kidney disease progression,exclude,empirical,no_future_or_action_evaluation,The title indicates conventional multistate progression without evidence of rollout or action-response evaluation.,high
ALT-7637963d5f0f,fresh_alternate_public_search,A multidimensional ODE-based model of Alzheimer's disease progression,include,empirical,include_empirical,Longitudinal data fit multivariate dynamics that roll out biomarker trajectories and predict diagnostic conversion.,high
ALT-6fcc7e27909c,fresh_alternate_public_search,A Multimodal Disease Progression Model for Genetic Associations with Disease Dynamics,exclude,empirical,no_future_or_action_evaluation,"The title emphasizes genetic association with disease dynamics, not evaluated future-state rollouts or interventions.",medium
ALT-5091781a7e74,fresh_alternate_public_search,A Multiple Emergency Ventilator as backup solution for disaster situations: prototype development and functional assessment.,exclude,empirical,no_learned_dynamics,This ventilator prototype is tested on mechanical simulators and contains no learned physiological dynamics.,high
ALT-a559dc2d91eb,fresh_alternate_public_search,A multiscale closed-loop neurotoxicity model of Alzheimer’s disease progression explains functional connectivity alterations,exclude,empirical,no_learned_dynamics,"The Alzheimer model is explicitly mechanistic, coupling protein propagation equations with neural oscillators.",high
ALT-ef8ae9c31559,fresh_alternate_public_search,"A Multivariable Mathematical Model of Conductivity, β-Amyloid and T-Protein Dynamics in Alzheimer’s Disease Progression",exclude,empirical,no_learned_dynamics,"The model is mechanistic, with longitudinal data used for validation rather than dynamics learning.",high
ALT-1d9e768fbfe6,fresh_alternate_public_search,A Natural Language Processing-Based Virtual Patient Simulator and Intelligent Tutoring System for the Clinical Diagnostic Process: Simulator Development and Case Study.,exclude,empirical,no_learned_dynamics,"The learned network supports language matching in an educational simulator, not patient-state dynamics.",high
ALT-e8c0d37eed50,fresh_alternate_public_search,A Natural Language Processing–Based Virtual Patient Simulator and Intelligent Tutoring System for the Clinical Diagnostic Process: Simulator Development and Case Study (Preprint),exclude,empirical,no_learned_dynamics,"The learned network supports language matching in an educational simulator, not patient-state dynamics.",high
ALT-7647b22b5e05,fresh_alternate_public_search,A novel 3D-printed laryngoscope with integrated working channels for laryngeal surgery.,exclude,empirical,no_learned_dynamics,"This device study tests laryngoscope usability in simulators and a donor, without learned dynamics.",high
ALT-832901fe7a2f,fresh_alternate_public_search,A novel continuous-progression CKM model combined with multi-omics data integration identifies lipid metabolic drivers of disease progression,exclude,empirical,no_learned_dynamics,"This is an animal disease model and multi-omics association study, not a learned dynamics model.",high
ALT-eb7ba539fd65,fresh_alternate_public_search,A Novel Coupling Model of Physiological Degradation and Emotional State for Prediction of Alzheimer's Disease Progression.,include,empirical,include_empirical,The coupling model represents physiological and emotional state transitions and directly evaluates longitudinal cognitive prediction.,medium
ALT-2679bea7a206,fresh_alternate_public_search,"A Novel Integrative Framework for Depression: Combining Network Pharmacology, Artificial Intelligence, and Multi-Omics with a Focus on the Microbiota-Gut-Brain Axis.",exclude,review,review_not_primary,This depression review broadly integrates AI and multi-omics; world models are only a proposed application.,high
ALT-02287393f2a0,fresh_alternate_public_search,A pain in the neck: prototyping and testing of a patient simulator neck for spinal immobilization training,exclude,empirical,no_learned_dynamics,"The title clearly concerns a training mannequin component, not learned patient dynamics.",high
ALT-64addc7c6b9f,fresh_alternate_public_search,A Parametric Model of the Mitral Valve for Finite Element Patient-Specific Simulations.,exclude,empirical,no_learned_dynamics,"This patient-specific mitral simulation is a finite-element model, not learned or adapted dynamics.",high
ALT-72e23743156e,fresh_alternate_public_search,A PATIENT SIMULATOR FOR REPLAY OF URODYNAMIC SIGNALS,exclude,empirical,no_learned_dynamics,Replaying recorded urodynamic signals is not learning or evaluating a temporal dynamics model.,high
ALT-d0615da0204f,fresh_alternate_public_search,A Pharmacometrics-Informed Trial Simulation Framework for Optimizing Study Designs for Disease-Modifying Treatments in Rare Neurological Disorders.,exclude,empirical,no_learned_dynamics,The abstract describes pharmacometric simulation without evidence that dynamics were learned or adapted from data.,medium
ALT-f895e0fd3990,fresh_alternate_public_search,A Pilot Study on the Role of Experience and Patient Gender on MARCH Treatment Sequence.,exclude,empirical,no_learned_dynamics,"This study evaluates trainee performance on mannequins, not learned patient-state dynamics.",high
ALT-c6587a170bff,fresh_alternate_public_search,A prospective randomized comparative study of effectiveness of simulation-based training in improving the performance of non-technical skill among postgraduate students during anaesthesia crisis resource management,exclude,not_applicable,no_primary_empirical_evaluation,This is a prospective simulation-training protocol with expected outcomes and no completed primary evaluation.,high
ALT-c368a0c93761,fresh_alternate_public_search,A quality improvement initiative to increase adult ECMO decision-making abilities in a perfusion education program: The use of 3D ECMO simulation.,exclude,empirical,no_learned_dynamics,"This educational simulation evaluates student learning, not a learned physiological or clinical dynamics model.",high
ALT-1386fea2d008,fresh_alternate_public_search,A randomised controlled trial study on the effectiveness of high-fidelity simulation in enhancing skills among undergraduate medical students.,exclude,empirical,no_learned_dynamics,This trial evaluates simulation-based clinical education rather than a learned patient dynamics model.,high
ALT-e0c3cad03838,fresh_alternate_public_search,A realistic agent-based simulation model for COVID-19 based on a traffic simulation and mobile phone data,exclude,empirical,no_learned_dynamics,The COVID simulator is explicitly agent-based and mechanistic rather than learned from data.,high
ALT-9b470aad8cc6,fresh_alternate_public_search,A review of multistate modelling approaches in monitoring disease progression: Bayesian estimation using the Kolmogorov-Chapman forward equations.,exclude,review,review_not_primary,"This reviews conventional biomedical multistate statistics, not medical world models or their clinical translation.",high
ALT-f629d0fa49af,fresh_alternate_public_search,A robust Reeb graph model of white matter fibers with application to Alzheimer’s disease progression ⋆,exclude,empirical,no_learned_dynamics,"The Reeb graph is a static tractography representation used for comparison, not temporal dynamics.",high
ALT-d900c48bfc8d,fresh_alternate_public_search,A simulation-based randomized trial of ABCDE style cognitive aid for emergency medical services CHecklist In Prehospital Settings: the CHIPS-study.,exclude,empirical,no_learned_dynamics,"This randomized mannequin study evaluates checklist adherence, not a learned patient dynamics simulator.",high
ALT-1a54bc2eb4b4,fresh_alternate_public_search,A single dose of the catecholamine precursor Tyrosine reduces physiological arousal and decreases decision thresholds in reinforcement learning and temporal discounting,exclude,empirical,no_learned_dynamics,The study models human choices with diffusion models; it does not learn environmental dynamics.,high
ALT-1c8aa3d2e9cb,fresh_alternate_public_search,A statistical model for lung function trajectory and mortality in patients with fibrotic interstitial lung disease.,exclude,empirical,no_future_or_action_evaluation,This statistical progression model estimates trajectories and mortality but does not evaluate rollouts or action responses.,high
ALT-9bae409c45da,fresh_alternate_public_search,A study on robot force control based on the GMM/GMR algorithm fusing different compensation strategies.,exclude,empirical,wrong_domain,"The learned control environment concerns generic robot-skin contact, with no stated medical or biomedical application.",medium
ALT-c235e13f05ec,fresh_alternate_public_search,A System Dynamics Decision-Support Model For Governing Generative AI Adoption: Leverage-Point Analysis And Intervention Simulation,exclude,empirical,wrong_domain,This system-dynamics model concerns enterprise generative-AI adoption rather than medicine or biomedicine.,high
ALT-709603415989,fresh_alternate_public_search,A Systemically Administered Unconjugated Antisense Oligonucleotide Targeting DUX4 Improves Muscular Injury and Motor Function in FSHD Model Mice.,exclude,empirical,no_learned_dynamics,This therapeutic mouse experiment contains no learned temporal dynamics or simulator.,high
ALT-a209fa3d00d5,fresh_alternate_public_search,A Temporal Mathematical Model of Alopecia Areata: Investigating Hair Cycle Dynamics and Disease Progression,exclude,empirical,no_learned_dynamics,The mathematical alopecia model uses knowledge-based equations rather than dynamics learned or adapted from data.,high
ALT-bc44662f8af7,fresh_alternate_public_search,A tool to measure the impact of inaction toward elimination of hepatitis C: A case study in Korea.,include,empirical,include_empirical,A calibrated Markov state-transition model simulates treatment-policy counterfactuals and future clinical outcomes.,medium
ALT-38eb3d53362c,fresh_alternate_public_search,A trial of gantenerumab or solanezumab in dominantly inherited Alzheimer's disease.,exclude,empirical,no_learned_dynamics,This is a clinical treatment trial without a learned dynamics model or simulator evaluation.,high
ALT-55f569d2ada1,fresh_alternate_public_search,A unified framework for prediction of liver steatosis dynamics in response to different diet and drug interventions.,include,empirical,include_empirical,Intervention data train and validate dynamic equations that roll out liver-fat responses across multiple timescales.,high
ALT-c299072b9784,fresh_alternate_public_search,A unique small cell lung carcinoma disease progression model shows progressive accumulation of cancer stem cell properties and CD44 as a potential diagnostic marker.,exclude,empirical,no_learned_dynamics,"Here, disease progression model means staged cancer cell lines, not learned temporal dynamics.",high
ALT-9a2506c92898,fresh_alternate_public_search,A variable speed limit control approach for freeway tunnels based on the model-based reinforcement learning framework with safety perception.,exclude,empirical,wrong_domain,This learned traffic-control system models freeway tunnels rather than medical or biomedical states.,high
ALT-d790f3b8bbc4,fresh_alternate_public_search,Abnormalities in task‐fMRI activation are related to disease progression towards Alzheimer’s disease,exclude,empirical,no_learned_dynamics,"The title describes an imaging association with progression, not learned temporal dynamics.",high
ALT-152f6fa470db,fresh_alternate_public_search,Abstract 5993: Temporal dynamics of ferroptosis vulnerability in a resistant cancer cell state,exclude,empirical,no_learned_dynamics,This laboratory study measures time-varying treatment vulnerability without learning a dynamics model.,high
ALT-1d708986aa4a,fresh_alternate_public_search,Abstract 6478: Temporal dynamics of T cell reprogramming associate with clinical response to ICI-based combination therapy in metastatic renal cell carcinoma,exclude,empirical,no_learned_dynamics,Longitudinal immune profiling identifies response associations but does not learn or evaluate state-transition dynamics.,high
ALT-4ec08f29831b,fresh_alternate_public_search,Abstract 9865: Temporal Dynamics of T Cell Response After Cardiac Injury,exclude,empirical,no_learned_dynamics,This animal transcriptomic study measures temporal immune changes without a learned dynamics model.,high
ALT-02425f82cf87,fresh_alternate_public_search,Abstract DP120: The Spatial Distribution of Innate Immune Cells is Directed by Temporal Dynamics and Reciprocal Cell Recruitment,exclude,empirical,no_learned_dynamics,This imaging experiment maps immune-cell patterns after stroke without learning temporal dynamics.,high
ALT-f54426050e81,fresh_alternate_public_search,"Accelerated Biological Aging and Longitudinal Progression of Cardiometabolic Disease, Subsequent Dementia, and Death: A Multistate Analysis.",exclude,empirical,no_future_or_action_evaluation,This multistate analysis estimates transition associations but does not evaluate predictive rollouts or interventions.,high
ALT-9b44f04cc56d,fresh_alternate_public_search,Accelerated Fiducial Tag Detection Using Efficient Search Algorithm with Trajectory Forecasting,exclude,empirical,wrong_domain,This camera-trajectory forecasting method concerns robotic tag detection rather than medicine or biomedicine.,high
ALT-4046c8c96982,fresh_alternate_public_search,Active Inference: Demystified and Compared.,exclude,empirical,wrong_domain,The active-inference comparison uses generic OpenAI Gym environments with no medical application.,high
ALT-6f589a8839be,fresh_alternate_public_search,Adaptive multi-interventional trial platform to improve patient care for fibrotic interstitial lung diseases.,exclude,not_applicable,no_primary_empirical_evaluation,This manuscript describes an adaptive trial-platform concept and design without completed primary evaluation.,high
ALT-12f272bcb911,fresh_alternate_public_search,Adaptive Resource Optimization for Blockchain Sharding in Medical Digital Twin Edge Networks: A Healthcare Data Security Framework.,exclude,empirical,wrong_domain,"The optimized dynamics concern blockchain resources and healthcare data security, not biomedical patient states.",high
ALT-3c798ac4b31f,fresh_alternate_public_search,Advances in Understanding Diabetic Kidney Disease Progression and the Mechanisms of Acupuncture Intervention,exclude,review,review_not_primary,"The title indicates a disease-mechanism and acupuncture review, not a medical world-model review.",high
ALT-0db7baaf92ff,fresh_alternate_public_search,Advancing Precision Oncology with Digital and Virtual Twins: A Scoping Review.,include,review,include_review,"This oncology-focused scoping review maps digital-twin methods, evidence, credibility, and clinical-translation gaps.",medium
ALT-0a27114aeed7,fresh_alternate_public_search,Adversarial robust image processing in medical digital twin,exclude,empirical,no_future_or_action_evaluation,"The title identifies static medical image processing, not temporal state-transition or action-response modeling.",high
ALT-539af324d8b2,fresh_alternate_public_search,Agent-Based Computational Epidemiological Modeling.,exclude,empirical,no_learned_dynamics,Agent-based epidemic simulations are mechanistic rather than learned or adapted from observed temporal data.,high
ALT-f7929441ff8e,fresh_alternate_public_search,AI-BASED OPTIMIZATION OF PROTON EXCHANGE MEMBRANE FUEL CELL CENTRIFUGAL COMPRESSOR VIA THREE-DIMENSIONAL COMPUTATIONAL FLUID DYNAMICS MODEL AND DATA-DRIVEN SURROGATE MODEL,exclude,empirical,wrong_domain,The model optimizes a fuel-cell compressor and has no medical or biomedical application.,high
ALT-ae18adba955f,fresh_alternate_public_search,AI-Based Population-Level Disability Estimation and Trajectory Forecasting,exclude,empirical,no_learned_dynamics,Neural networks forecast population disability trajectories without a learned transition model or rollout evaluation.,high
ALT-81736adc67fd,fresh_alternate_public_search,AI-Driven Digital Twin Architecture for Multimodal Prediction and Adaptive Intervention in Cognitive Aging,exclude,not_applicable,no_primary_empirical_evaluation,This conceptual digital-twin architecture reports no primary evaluation of learned dynamics or intervention responses.,high
ALT-ad3483b235da,fresh_alternate_public_search,AI-Driven Digital Twin Architecture for Multimodal Prediction and Adaptive Intervention in Cognitive Aging (Preprint),exclude,not_applicable,no_primary_empirical_evaluation,This conceptual preprint describes an architecture without primary evaluation of learned dynamics or interventions.,high
ALT-e973e602f301,fresh_alternate_public_search,AI-Driven Digital Twin Framework for Predictive Healthcare,uncertain,not_applicable,insufficient_abstract,Missing abstract prevents determining whether this predictive digital twin learns dynamics and validates rollouts.,low
ALT-cf23547c69b1,fresh_alternate_public_search,AI-Guided Inference of Morphodynamic Attractor-like States in Glioblastoma.,include,empirical,include_empirical,A learned neural ODE rolls out latent tumor trajectories and evaluates perturbation and control.,high
ALT-99717b78a904,fresh_alternate_public_search,"AI-powered in silico twins: redefining precision medicine through simulation, personalization, and predictive healthcare.",include,review,include_review,"This medical-twin review provides an architecture taxonomy, validation checklist, and clinical-translation blueprint.",high
ALT-76a44546bab6,fresh_alternate_public_search,Airborne disease transmission during indoor gatherings over multiple time scales: Modeling framework and policy implications.,exclude,empirical,no_learned_dynamics,The coupled viral-load and disease framework is mechanistic rather than learned from data.,high
ALT-f6449fe2d40f,fresh_alternate_public_search,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,include,empirical,include_empirical,Learned organ states support future blood-pressure forecasts and counterfactual vasopressor-withdrawal evaluation.,high
ALT-0e16f0063c94,fresh_alternate_public_search,AlzheimerODE: A Knowledge-Guided Generative Model for Alzheimer's Disease Progression,uncertain,not_applicable,insufficient_abstract,Missing abstract prevents assessing whether AlzheimerODE evaluates learned progression rollouts or intervention responses.,low
ALT-7b98f60c8899,fresh_alternate_public_search,Ambient Oxygen Concentration Enrichment When Using a Face Mask Connected to the Breathing Circuit Versus a Venturi Device: A Simulation Study.,exclude,empirical,no_learned_dynamics,This physical mannequin experiment measures oxygen accumulation without learning a temporal dynamics model.,high
ALT-69327791224a,fresh_alternate_public_search,Amortized Bayesian inference on generative dynamical network models of epilepsy using deep neural density estimators.,exclude,empirical,no_future_or_action_evaluation,Deep estimators infer mechanistic simulator parameters without evaluating future-state or action-response capability.,high
ALT-5bca2245f849,fresh_alternate_public_search,"Amyloid-Directed Antibodies: Past, Present, and Future.",exclude,review,review_not_primary,This review concerns Alzheimer immunotherapies rather than medical world models or learned dynamics.,high
ALT-f3ffe9819ffb,fresh_alternate_public_search,An eikonal model with re-excitability for fast simulations in cardiac electrophysiology.,exclude,empirical,no_learned_dynamics,The eikonal cardiac simulator uses mechanistic equations and literature-derived physiology rather than learned dynamics.,high
ALT-465ec16986ad,fresh_alternate_public_search,An explainable ensemble machine learning model using baseline blood transcriptomics to predict Parkinson's disease motor progression,exclude,empirical,no_learned_dynamics,The ensemble performs a single 12-month prognostic prediction without temporal transition modeling or rollouts.,high
