audit_id,route,title,reviewer_a_decision,reviewer_a_corpus_type,reviewer_a_reason_code,reviewer_a_rationale,reviewer_b_decision,reviewer_b_corpus_type,reviewer_b_reason_code,reviewer_b_rationale,final_decision,final_corpus_type,final_reason_code,adjudication_rationale
ALT-66d2637db7d6,fresh_alternate_public_search,Digital doppelgangers in psychiatry.,exclude,review,review_not_primary,Offers a conceptual psychiatry digital-doppelganger perspective; does not synthesize evaluated learned patient simulators.,exclude,not_applicable,review_not_primary,"This review, viewpoint, or meeting report does not substantially synthesize evaluated learned medical dynamic simulators.",exclude,not_applicable,review_not_primary,"This psychiatry perspective discusses hypothetical digital doppelgangers, ethics, and future validation needs rather than synthesizing evaluated learned dynamic simulators."
ALT-d9b3b5b61cb1,fresh_alternate_public_search,Digital Representation of Patients as Medical Digital Twins: Data-Centric Viewpoint.,exclude,review,review_not_primary,Proposes a data architecture for patient representations; does not review learned dynamic simulation evidence centrally.,exclude,not_applicable,review_not_primary,"This review, viewpoint, or meeting report does not substantially synthesize evaluated learned medical dynamic simulators.",exclude,not_applicable,review_not_primary,"The paper proposes a data architecture for dashboards, virtual patients, and predictors; it neither reports primary dynamic-model evaluation nor centrally reviews learned rollout systems."
ALT-14a9bd382609,fresh_alternate_public_search,Digital Twin Brain Simulator: Harnessing Primate ECoG Data for Real-Time Consciousness Monitoring and Virtual Intervention,exclude,empirical,duplicate_publication,Reports the same ECoG digital-twin simulator as row 51; superseded by the complete peer-reviewed article.,exclude,not_applicable,duplicate_publication,This is an earlier or less complete publication version of the retained study.,exclude,not_applicable,duplicate_publication,This bioRxiv record is the earlier version of the retained peer-reviewed Digital Twin Brain Simulator study and adds no separate empirical contribution.
ALT-8fec1f0f96e5,fresh_alternate_public_search,Digital Twin in Health Care,exclude,review,review_not_primary,Provides a general healthcare digital-twin chapter; learned transition systems are not verifiably central.,uncertain,uncertain,inaccessible_full_text,"A relevant title was located, but stable primary text with extractable methods and results was not available for a defensible decision.",exclude,not_applicable,review_not_primary,This general book chapter introduces digital twins in healthcare but does not substantially synthesize learned medical transition models and their operational evaluation.
ALT-648756a83407,fresh_alternate_public_search,Digital twin technology for better health,exclude,review,review_not_primary,Provides a broad digital-twin health overview; does not centrally synthesize learned rollout systems.,uncertain,uncertain,inaccessible_full_text,"A relevant title was located, but stable primary text with extractable methods and results was not available for a defensible decision.",exclude,not_applicable,review_not_primary,"The chapter is a broad introduction to digital-twin technology for health, without a central evidence synthesis of learned state dynamics or rollouts."
ALT-cd8ead69e7e8,fresh_alternate_public_search,Digital twins and digital models of the human circulatory system.,exclude,review,review_not_primary,Reviews circulatory digital models across mechanistic scales; learned transition evaluation is not a central evidence category.,include,review,include_review,Substantially synthesizes medical dynamic twins or closely equivalent learned simulation systems and their evaluation.,exclude,not_applicable,review_not_primary,The review centers multiscale circulatory transport and predominantly mechanistic computational models; learned transition and rollout evaluations are not its central evidence category.
ALT-19924e20f5f0,fresh_alternate_public_search,Digital twins as global learning health and disease models for preventive and personalized medicine.,exclude,review,review_not_primary,Presents a broad vision for learning health digital twins; does not substantially synthesize evaluated learned dynamics.,include,review,include_review,Substantially synthesizes medical dynamic twins or closely equivalent learned simulation systems and their evaluation.,exclude,not_applicable,review_not_primary,"This agenda article surveys applications, infrastructure, and implementation challenges at a broad level rather than substantially synthesizing evaluated learned medical dynamics."
ALT-36f6d95f9f66,fresh_alternate_public_search,Digital Twins as the Implementation Layer of Precision Medicine in Pediatric Neurosurgery.,exclude,review,review_not_primary,Narratively outlines pediatric neurosurgery twin architecture; evidence on learned dynamic simulators is not central.,exclude,not_applicable,review_not_primary,"This review, viewpoint, or meeting report does not substantially synthesize evaluated learned medical dynamic simulators.",exclude,not_applicable,review_not_primary,"The narrative review offers a translational framework and hypothetical pediatric neurosurgical uses, while noting that decision-oriented twins still require validation; learned rollout evidence is not central."
ALT-386154555f3d,fresh_alternate_public_search,Digital Twins for Personalized Medicine Require Epidemiological Data and Mathematical Modeling: Viewpoint.,exclude,review,review_not_primary,Argues for epidemiological inputs to medical twins; provides a viewpoint rather than a dynamics evidence synthesis.,exclude,not_applicable,review_not_primary,"This review, viewpoint, or meeting report does not substantially synthesize evaluated learned medical dynamic simulators.",exclude,not_applicable,review_not_primary,This viewpoint explains mathematical and AI building blocks for future digital twins but is not a substantial evidence synthesis of evaluated learned dynamic simulators.
ALT-5fbea853f1dc,fresh_alternate_public_search,"Digital Twins for Predictive, Preventive Personalized, and Participatory Treatment of Immune-Mediated Diseases.",exclude,review,review_not_primary,Discusses aspirational immune-mediated disease twins; does not substantially review evaluated learned transition systems.,include,review,include_review,Substantially synthesizes medical dynamic twins or closely equivalent learned simulation systems and their evaluation.,exclude,not_applicable,review_not_primary,"The short review discusses the digital-twin ideal and technological challenges in immune-mediated disease, with few examples and no central synthesis of learned transition evaluations."
ALT-1d78c0c833ef,fresh_alternate_public_search,Digital twins in urology: a vision for the future of urological practice.,exclude,review,review_not_primary,Presents a future-oriented urology digital-twin vision; learned dynamic simulator evidence is not substantially synthesized.,include,review,include_review,Substantially synthesizes medical dynamic twins or closely equivalent learned simulation systems and their evaluation.,exclude,not_applicable,review_not_primary,The urology review reports very limited existing evidence and develops hypothetical clinical scenarios; it does not centrally synthesize evaluated learned dynamics.
ALT-2ff62462ed4f,fresh_alternate_public_search,Digital Twins: From Personalised Medicine to Precision Public Health.,exclude,review,review_not_primary,Provides a general medicine and public-health twin overview; learned medical transition systems are not central.,exclude,not_applicable,review_not_primary,"This review, viewpoint, or meeting report does not substantially synthesize evaluated learned medical dynamic simulators.",exclude,not_applicable,review_not_primary,"This broad overview covers digital-twin concepts, public health examples, and ethics rather than learned medical transition or rollout evidence as a central category."
ALT-6557539979ea,fresh_alternate_public_search,Digital-twin Healthcare: A Gateway to Future Medicine (Preprint),exclude,review,review_not_primary,Broadly reviews digital-twin healthcare opportunities; does not centrally synthesize operational learned dynamics.,exclude,not_applicable,duplicate_publication,This is an earlier or less complete publication version of the retained study.,exclude,not_applicable,duplicate_publication,This preprint is an earlier version of the subsequently published Digital-twin Healthcare article and is not retained separately.
ALT-38a784f6d7ac,fresh_alternate_public_search,Disease progression simulation via generative AI: assessing the credibility of a conditional longitudinal autoencoder via a case study in Alzheimer’s Disease,uncertain,uncertain,inaccessible_full_text,Title indicates a conditional longitudinal Alzheimer simulator; credibility methods and rollout results could not be verified.,uncertain,uncertain,inaccessible_full_text,"A relevant title was located, but stable primary text with extractable methods and results was not available for a defensible decision.",exclude,not_applicable,inaccessible_full_text,"A stable conference record and poster link exist, but accessible primary text was insufficient to verify the conditional autoencoder data, rollout protocol, and reported credibility results."
ALT-436d568a61b6,fresh_alternate_public_search,"Drug Development Digital Twins for Drug Discovery, Testing and Repurposing: A Schema for Requirements and Development.",exclude,review,review_not_primary,Proposes requirements for drug-development digital twins; does not report or substantially synthesize learned dynamics evaluations.,exclude,not_applicable,review_not_primary,"This review, viewpoint, or meeting report does not substantially synthesize evaluated learned medical dynamic simulators.",exclude,not_applicable,review_not_primary,This Perspectives article specifies requirements and a development schema for a future drug-development twin rather than reviewing or reporting evaluated learned dynamics.
ALT-4d8c92d03168,fresh_alternate_public_search,DYNAMIC CLASSIFICATION OF LATENT DISEASE PROGRESSION WITH AUXILIARY SURROGATE LABELS.,exclude,empirical,no_future_or_action_evaluation,Fits latent disease states for dynamic classification; evaluates classification rather than future trajectories or actions.,include,empirical,include_empirical,"Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation.",exclude,not_applicable,no_future_or_action_evaluation,The latent model is evaluated mainly by current-state classification from accumulated markers; its empirical tests do not assess free-running future trajectories or action-conditioned transitions.
ALT-95ce497fab31,fresh_alternate_public_search,EE221 ECONOMIC IMPACT OF AN AI-ENABLED DIGITAL TWIN INTERVENTION IN TYPE 2 DIABETES,uncertain,uncertain,inaccessible_full_text,Conference title reports economic effects of a diabetes twin; no stable full methods and results text was accessible.,exclude,not_applicable,no_primary_empirical_evaluation,The record lacks a complete primary empirical evaluation sufficient to verify eligible dynamics and results.,exclude,not_applicable,no_primary_empirical_evaluation,The record is a short economic conference abstract and does not expose sufficient model methods or results to verify learned transition dynamics and direct simulation evaluation.
ALT-48d786c52a2b,fresh_alternate_public_search,Foot digital twin and in silico clinical applications,exclude,review,review_not_primary,Reviews foot digital twins and in-silico applications; learned temporal dynamics are not verifiably central.,uncertain,uncertain,inaccessible_full_text,"A relevant title was located, but stable primary text with extractable methods and results was not available for a defensible decision.",exclude,not_applicable,review_not_primary,"The chapter reviews foot modeling and in-silico applications, with biomechanical and geometric simulation rather than learned medical state transitions as the central evidence."
ALT-d0134a879a2c,fresh_alternate_public_search,From digital twins to clinically trustworthy twins: a clinical-claim-based validation framework for personalized digital health.,exclude,review,review_not_primary,Proposes a claim-based validation perspective; does not substantially synthesize learned simulator studies.,exclude,not_applicable,review_not_primary,"This review, viewpoint, or meeting report does not substantially synthesize evaluated learned medical dynamic simulators.",exclude,not_applicable,review_not_primary,This perspective proposes claim-matched validation standards for future trustworthy twins; it is neither a primary dynamics study nor a substantial review of evaluated learned simulators.
ALT-4dc856a87102,fresh_alternate_public_search,From mechanistic models to artificial intelligence: exploring the potential of digital twins in geriatric oncology.,exclude,review,review_not_primary,Surveys hybrid twins and gives a synthetic case study; no observed-data learned dynamics evaluation is established.,include,review,include_review,Substantially synthesizes medical dynamic twins or closely equivalent learned simulation systems and their evaluation.,include,review,include_review,"The survey centrally examines AI and machine-learning integration with mechanistic models for dynamic, personalized oncology twins, including learned calibration, longitudinal transition models, and adaptive treatment planning evidence."
ALT-ae68eb54e309,fresh_alternate_public_search,Frontoparietal network activity during model-based reinforcement learning updates is reduced among adolescents with severe sexual abuse.,exclude,empirical,no_future_or_action_evaluation,Fits reinforcement-learning behavior in trauma-exposed adolescents; does not evaluate patient-state trajectories or interventions.,exclude,not_applicable,wrong_domain,The modeled system is outside the review’s substantive medical or biomedical scope.,exclude,not_applicable,wrong_domain,The modeled transitions are reinforcement-learning beliefs during a laboratory decision task; the study measures neural correlates in an abuse-exposed cohort rather than medical or physiological system dynamics.
ALT-056bf65776d0,fresh_alternate_public_search,Generating whole-brain neural activity and behavior through unified latent dynamics,include,empirical,include_empirical,Learns joint whole-brain and behavior dynamics in C. elegans; tests long-horizon generation and targeted in-silico interventions.,exclude,not_applicable,wrong_domain,The modeled system is outside the review’s substantive medical or biomedical scope.,include,empirical,include_empirical,"NEBULA learns latent whole-brain and behavioral dynamics from living-organism recordings and directly evaluates long-horizon generation, transition-point perturbations, and controlled steering interventions."
ALT-d95710ea0760,fresh_alternate_public_search,"Generative ""Medical Time Travel"" Simulators for Disease Progression Forecasting",uncertain,uncertain,inaccessible_full_text,Indexed title suggests generative disease-progression simulators; primary methods and trajectory results were not accessible.,uncertain,uncertain,inaccessible_full_text,"A relevant title was located, but stable primary text with extractable methods and results was not available for a defensible decision.",include,empirical,include_empirical,"The temporal generative simulator is trained on longitudinal medical data to generate future disease images and sequences, with future-state fidelity evaluated using image and segmentation metrics."
ALT-e36be08e8db3,fresh_alternate_public_search,Generative morphodynamic forecasting enables robust zero-shot volumetric medical segmentation.,exclude,empirical,no_future_or_action_evaluation,Forecasts morphology to support volumetric segmentation; primary evaluation is segmentation rather than temporal patient dynamics.,exclude,not_applicable,no_future_or_action_evaluation,"The study evaluates classification, staging, synthetic augmentation, or isolated prediction rather than operational state dynamics.",exclude,not_applicable,no_future_or_action_evaluation,"Morphodynamic generation is used to support zero-shot segmentation, and evaluation measures segmentation performance rather than fidelity of real future anatomical trajectories or intervention response."
ALT-1a4671bd7258,fresh_alternate_public_search,Graph representation forecasting of patient’s medical conditions: towards a digital twin,exclude,empirical,duplicate_publication,Reports the same graph digital-twin study as row 92; superseded by the peer-reviewed journal version.,exclude,not_applicable,duplicate_publication,This is an earlier or less complete publication version of the retained study.,exclude,not_applicable,duplicate_publication,This medRxiv version is superseded by the complete peer-reviewed graph-forecasting digital-twin article.
ALT-f7c03f16c952,fresh_alternate_public_search,Healthcare cyberspace: medical cyber physical system in digital twin,exclude,review,review_not_primary,Provides a medical cyber-physical systems chapter; learned transition evidence is not verifiably central.,uncertain,uncertain,inaccessible_full_text,"A relevant title was located, but stable primary text with extractable methods and results was not available for a defensible decision.",exclude,not_applicable,review_not_primary,The chapter describes a medical cyber-physical architecture and digital-twin concepts without a primary learned-dynamics evaluation or substantial evidence synthesis.
ALT-d527b2b5e8f4,fresh_alternate_public_search,Human Digital Twin for Personalized Elderly Type 2 Diabetes Management.,include,empirical,include_empirical,Learns an adaptive elderly diabetes patient model; tests forecasting and model-predictive insulin control in patients.,exclude,not_applicable,no_future_or_action_evaluation,"The study evaluates classification, staging, synthetic augmentation, or isolated prediction rather than operational state dynamics.",include,empirical,include_empirical,The diabetes twin adapts patient-model parameters from clinical measurements and evaluates predicted glucose evolution and learning-based model-predictive insulin control across alternative dosing trajectories.
ALT-3ab5d5dbce77,fresh_alternate_public_search,IDDF2023-ABS-0192 Multi-omics landscape of disease progression characterized by an interpretable multimodal model vec3d,exclude,not_applicable,no_primary_empirical_evaluation,Conference abstract title suggests a multimodal progression model; insufficient methods and results establish operational dynamics evaluation.,uncertain,uncertain,inaccessible_full_text,"A relevant title was located, but stable primary text with extractable methods and results was not available for a defensible decision.",exclude,not_applicable,no_primary_empirical_evaluation,"Only a conference abstract is available, without sufficient methods and results to verify a learned multimodal transition model or operational future-state evaluation."
ALT-d03766bf85b3,fresh_alternate_public_search,Learning Covariate Relations in Disease Progression Models Using Symbolic Neural Networks.,include,empirical,include_empirical,Learns covariate-dependent Markov disease transitions; tests predictive fit and interpretable progression relations.,exclude,not_applicable,no_future_or_action_evaluation,"The study evaluates classification, staging, synthetic augmentation, or isolated prediction rather than operational state dynamics.",include,empirical,include_empirical,"Symbolic neural networks fit covariate-dependent Markov transition probabilities from longitudinal diabetes data, and simulated state-occupancy trajectories are validated against held-out observations."
ALT-7109e80d2138,fresh_alternate_public_search,Longitudinal Synthetic Data Generation by Artificial Intelligence to Accelerate Clinical and Translational Research in Breast Cancer.,exclude,empirical,no_future_or_action_evaluation,Generates synthetic longitudinal breast-cancer records; evaluates data fidelity and utility without direct dynamics rollouts.,exclude,not_applicable,no_future_or_action_evaluation,"The study evaluates classification, staging, synthetic augmentation, or isolated prediction rather than operational state dynamics.",include,empirical,include_empirical,"Generative models learn longitudinal breast-cancer records, and the study directly tests temporal coherence across visits, multistate progression behavior, and synthetic control-arm trajectories against real data."
ALT-6d957ad1c16c,fresh_alternate_public_search,Med-Real2Sim: Non-Invasive Medical Digital Twins using Physics-Informed Self-Supervised Learning and Virtual Patient Breathing Simulator using VR,include,empirical,include_empirical,Infers patient hemodynamic twin parameters from noninvasive data; tests disease detection and in-silico intervention trials.,uncertain,uncertain,inaccessible_full_text,"A relevant title was located, but stable primary text with extractable methods and results was not available for a defensible decision.",include,empirical,include_empirical,The framework calibrates patient-specific hemodynamic model parameters from real echocardiogram videos and evaluates generated pressure-volume dynamics and downstream in-silico trial behavior.
ALT-e1af18d97abc,fresh_alternate_public_search,Medical digital twins: enabling precision medicine and medical artificial intelligence.,exclude,review,review_not_primary,Defines medical digital-twin components and policy issues; does not substantially synthesize learned dynamics evidence.,exclude,not_applicable,review_not_primary,"This review, viewpoint, or meeting report does not substantially synthesize evaluated learned medical dynamic simulators.",exclude,not_applicable,review_not_primary,This broad medical-digital-twin review emphasizes precision-medicine concepts and enabling technologies rather than a central synthesis of evaluated learned transition systems.
ALT-e81d9308267a,fresh_alternate_public_search,Medical sensor network and machine learning-enabled digital twins for diagnostic and therapeutic purposes,exclude,review,review_not_primary,Describes sensor and machine-learning twin technologies; operational learned dynamics evidence is not verifiably central.,uncertain,uncertain,inaccessible_full_text,"A relevant title was located, but stable primary text with extractable methods and results was not available for a defensible decision.",exclude,not_applicable,review_not_primary,The book chapter surveys sensor networks and machine learning for diagnostic and therapeutic twins without substantial synthesis of learned dynamics evaluations.
ALT-654a209caf98,fresh_alternate_public_search,Model-informed Clinical Trial Design for Autosomal Dominant Tubulointerstitial Kidney Disease: Integrating Disease Progression and Trial Simulation,exclude,empirical,duplicate_publication,Reports the ADTKD progression and trial-simulation work; superseded by the complete journal article in row 27.,exclude,not_applicable,duplicate_publication,This is an earlier or less complete publication version of the retained study.,exclude,not_applicable,duplicate_publication,This conference record is a less complete version of the retained full article on ADTKD disease-progression and clinical-trial simulation.
ALT-95bfe14c6a9e,fresh_alternate_public_search,"Modeling and Remodeling the Cell: How Digital Twins and HCMV Can Elucidate the Complex Interactions of Viral Latency, Epigenetic Regulation, and Immune Responses.",exclude,review,review_not_primary,Discusses immune digital twins for HCMV biology; learned transition systems are not a central synthesized category.,include,review,include_review,Substantially synthesizes medical dynamic twins or closely equivalent learned simulation systems and their evaluation.,exclude,not_applicable,review_not_primary,"The HCMV article is a conceptual review of viral latency and digital-twin possibilities, dominated by mechanistic biology rather than evaluated learned transition systems."
ALT-bf194e895160,fresh_alternate_public_search,Modeling Disease Progression with Generative Time Series Models: A New Approach to Complex Disease Trajectories,uncertain,uncertain,inaccessible_full_text,Title suggests a generative disease-trajectory methods chapter; primary content was unavailable to verify review eligibility.,uncertain,uncertain,inaccessible_full_text,"A relevant title was located, but stable primary text with extractable methods and results was not available for a defensible decision.",exclude,not_applicable,inaccessible_full_text,"The book-chapter record identifies generative time-series disease modeling, but sufficient stable primary text was unavailable to verify its review scope, methods, or evaluated dynamics."
ALT-48f2148b8918,fresh_alternate_public_search,Modeling neural coding in the auditory midbrain with high resolution and accuracy,exclude,empirical,duplicate_publication,Reports the same ICNet auditory dynamics study as row 122; superseded by the peer-reviewed journal article.,exclude,not_applicable,duplicate_publication,This is an earlier or less complete publication version of the retained study.,exclude,not_applicable,duplicate_publication,This preprint is the earlier version of the retained peer-reviewed auditory-midbrain neural-coding study.
ALT-87a660788a1b,fresh_alternate_public_search,Multiscale mathematical model-informed reinforcement learning optimizes combination treatment scheduling in glioblastoma evolution.,exclude,empirical,no_learned_dynamics,Learns a surrogate only from a hand-built tumor simulator; treatment planning is not grounded in observed-data transition learning.,exclude,not_applicable,no_learned_dynamics,"The simulator is mechanistic, economic, or surrogate-based without a data-fitted transition component meeting the rubric.",exclude,not_applicable,no_learned_dynamics,"The tumor dynamics come from a hand-specified agent-based model; the learned surrogate is trained on that simulator, while spatial transcriptomic data only initialize or check scenarios rather than fit transitions."
