candidate_id,title,highest_capability_claim,state_evidence,dynamics_evidence,rollout_evidence,action_evidence,uncertainty_evidence,causal_evidence,external_evidence,decision_evidence,safety_evidence,reproducibility_evidence,free_running_rollout,horizon_resolved_results,formal_calibration,frozen_external_validation,action_agnostic_comparator,action_perturbation,explicit_causal_estimand,closed_loop_evaluation,safety_hazard_test,public_code,evidence_anchors,reviewer_notes,confidence
MWM-0068,"DreamReg: Belief-Driven World Model for 2D-3D Ultrasound Registration",planning,2,1,1,1,0,NA,1,2,0,2,yes,no,no,no,no,yes,NA,simulation,no,yes,"Abstract p.1; Sec.2 and Figs.1-2 pp.3-6; Sec.3 and Tables 1-2 pp.6-8; Conclusion p.9","Closed-loop imagined registration is demonstrated in synthetic slice rendering. Final registration supports task utility, but stepwise rollout drift, calibrated uncertainty, and live safety are absent.",high
MWM-0073,"ECG-WM: A Physiology-Informed ECG World Model for Clinical Intervention Simulation",counterfactual,2,2,2,1,1,1,2,1,2,1,yes,yes,no,yes,no,yes,no,offline,yes,unclear,"Abstract and Secs.1-4 pp.1-5; Sec.5 Tables 1-4 pp.6-9; Sec.6 pp.9-10; Apps.A-B pp.13-19","Autoregressive horizon and stress tests are strong, with frozen ICU transfer. Candidate-drug comparisons and risk ranking still lack an explicit causal estimand, support analysis, or randomized individualized validation.",high
MWM-0074,"EHRWorld: A Patient-Centric Medical World Model for Long-Horizon Clinical Trajectories",counterfactual,2,2,2,1,0,0,0,0,0,0,yes,yes,no,no,no,no,no,no,no,unclear,"Abstract pp.1-2; Sec.3 and Fig.2 pp.3-4; Sec.4 pp.4-5 and Algorithm 1 p.13; Sec.5 Tables 1-2 pp.5-8; Limitations p.9","Full trajectories are generated and compared with next-event performance, but causal and counterfactual wording exceeds observed-policy prediction. No action sensitivity, calibration, or external validation is reported.",high
MWM-0077,"EyeWorld: A Generative World Model of Ocular State and Dynamics",counterfactual,2,1,0,1,0,0,0,0,0,0,no,no,no,unclear,no,yes,no,no,no,no,"Data overview pp.5-7; longitudinal synthesis Fig.7 pp.16-18; counterfactual edits Fig.8 pp.19-21; Limitations and Methods pp.24-31","Prompt-edited pathology images motivate a counterfactual claim, but there is no intervention model, alternative-outcome ground truth, recursive rollout, or frozen longitudinal external test.",medium
MWM-0078,"Failure Detection for Surgical Robot Imitation Policies via Flow-Matching World Modeling",action_conditioned,2,1,0,2,2,NA,1,1,1,1,no,yes,yes,no,yes,yes,NA,offline,yes,no,"Abstract p.1; Fig.1 p.2; Sec.III pp.3-4; Sec.IV and Table I pp.4-6; Figs.5-6 p.7; Limitations p.8","Conformal thresholds and strong no-action/component controls support calibration and action evidence. Detection is offline and does not test interruption, recovery, or clinical harm severity.",high
MWM-0094,"Future Querying: Can LLMs Serve as Implicit Medical World Models?",passive_forecasting,1,1,0,NA,0,NA,1,0,0,0,no,no,no,no,NA,NA,NA,no,no,unclear,"Abstract and Secs.1-4 pp.1-4; Secs.5.1-5.3 pp.5-6; Secs.5.4-6 pp.7-8","Semantic answers to isolated future queries are an indirect state/dynamics proxy. They do not establish coherent trajectories, free-running rollout, calibration, or decision utility.",high
MWM-0095,"GEMEO: the first patient world model for rare disease, grounding generative clinical trajectories in the genome and a biomedical knowledge graph",action_conditioned,2,1,1,1,2,NA,1,0,1,1,unclear,no,yes,unclear,yes,yes,NA,no,no,yes,"Abstract p.1; Sec.2 pp.2-3; Sec.3 Tables 1-3 pp.3-6; Sec.4 p.6; Methods and limitations pp.7-8","Current evidence supports prediction and actual-versus-masked treatment association. Level-3 counterfactual capability is prospective rather than demonstrated; external partition and calibration-method details remain sparse.",medium
MWM-0103,"Intervention-Aware Clinical World Model for Post-Op Outcome Forecasting in Cardiology",action_conditioned,2,2,0,2,2,NA,0,0,0,0,no,yes,yes,no,yes,yes,NA,no,no,unclear,"Methods and Table 1 pp.3-5; Tables 2-4 and Fig.3 pp.6-7; Fig.4 and Limitations p.8","ECE plus event removal, shuffling, timing, and presence edits strongly test predictive dependence. The study explicitly disclaims causal effects and does not free-run treatment-policy trajectories.",high
MWM-0114,"medDreamer: Model-Based Reinforcement Learning with Latent Imagination on Complex EHRs for Clinical Decision Support",planning,1,0,1,1,1,1,1,2,1,1,yes,no,no,no,no,no,no,offline,no,unclear,"Abstract and Introduction pp.1-3; Sec.3 pp.3-8; Sec.4 Tables 1-2 and Figs.2-8 pp.8-13; appendices pp.18-19","The model free-runs for policy imagination, but direct state/transition validation is weak. Mortality claims rest on OPE without confounding or overlap analysis; reported sepsis intervals and split details need checking.",medium
MWM-0125,"MRI Contrast Enhancement Kinetics World Model",passive_forecasting,2,2,0,NA,0,NA,1,0,0,0,no,yes,no,no,NA,NA,NA,no,no,no,"Abstract and Sec.1 pp.1-2; Sec.3 pp.3-5; Sec.4.1 and Table 1 pp.5-7; supplementary kinetics figures pp.13-17","Time-conditioned image generation and adjacent-frame continuity directly assess kinetics, but generation is not autoregressive. Split details, uncertainty, and reader utility are not reported.",high
MWM-0132,"NeuroWorld: A Latent Brain World Model for Stimulus-Conditioned Human Brain Dynamics",passive_forecasting,2,2,2,NA,0,NA,1,0,0,1,yes,yes,no,no,NA,NA,NA,no,no,no,"Abstract p.1; Sec.III and Fig.3 pp.3-5; Sec.IV Tables I-III pp.5-8; Discussion pp.9-10","The model free-runs to 20, 50, and 100 TR with direct forecast metrics. Stimuli are observed conditioning streams, and causal wording refers to past-only attention rather than intervention effects.",high
MWM-0135,"Nonstationary Battery",planning,1,2,2,1,0,NA,0,2,0,0,yes,yes,no,no,no,no,NA,simulation,no,no,"Zenodo draft Abstract and Sec.1; Sec.2 Tables B1-B3; Sec.4 caveats; Zenodo file/status record","Closed-loop adaptation is measured across designed shifts, but the Markdown-only draft lacks code, result artifacts, and a fair equal-information comparator. Task outcomes indirectly evidence state quality.",low
MWM-0136,"NVIDIA Cosmos-H-Dreams: Real-Time Generative Physics Simulation for Surgical Robotics",action_conditioned,2,2,2,1,0,NA,1,2,1,2,yes,yes,no,no,no,no,NA,simulation,yes,yes,"Abstract and links p.1; Secs.1-3 pp.3-5; Sec.4 pp.6-8; Secs.5-6 Tables 1-4 and Figs.3-5 pp.9-12; Limitations p.14","Long autoregressive video and retrospective real-policy ranking support simulator evidence, but no systematic action perturbation or calibrated uncertainty is reported and some tasks rank policies negatively.",medium
MWM-0137,"OcularWorldSim: A Visual World Model for Ophthalmic Microsurgery With Sim-to-Real Transfer Learning",action_conditioned,1,NI,NI,NI,NI,NA,NI,1,1,NI,unclear,unclear,unclear,unclear,unclear,unclear,NA,simulation,unclear,unclear,"IEEE Access indexed abstract; DOI 10.1109/ACCESS.2026.3684562; full text unavailable at coding cutoff","Abstract metrics support only narrow state and task evidence. Rollout, action, calibration, external-test provenance, safety, and reproducibility cannot be adjudicated without the primary full text.",low
MWM-0138,"Open-H-Embodiment: A Large-Scale Dataset for Enabling Foundation Models in Medical Robotics",action_conditioned,2,2,2,1,1,NA,1,2,1,2,yes,yes,no,no,no,no,NA,simulation,yes,yes,"Abstract pp.1-2; Results pp.7-9 and Table 1; C-H-S-S pp.18-22 and Fig.7; Methods pp.25-29; Data Availability p.36","Action-replayed free-running chunks, drift analysis, and policy task success support strong empirical coverage. The evaluation remains open-loop with respect to action selection and lacks a formal simulator-hazard protocol.",high
MWM-0149,"Policy4OOD: A Knowledge-Guided World Model for Policy Intervention Simulation against the Opioid Overdose Crisis",planning,2,2,1,2,0,0,2,1,0,1,yes,yes,no,yes,yes,yes,yes,simulation,no,yes,"Dataset and Table 1 pp.3-4; Method pp.5-7; Tables 2-3 pp.7-8; Figs.4-5 pp.9-10","MCTS and explicit advance/replace/remove scenarios support planning and action tests. The paper defines policy contrasts but states predictions are noncausal; confounding, overlap, interference, and observed policy outcomes are absent.",medium
MWM-0151,"Progressive Experience Fusion for Multi-Task World Model Control in Endovascular Navigation",planning,2,0,1,1,1,NA,1,2,1,1,yes,no,no,no,no,no,NA,real,yes,unclear,"Abstract and Sec.II-B pp.1-3; Secs.II-C-II-F pp.3-7; Sec.II-G Tables I-IV pp.7-10; Discussion pp.10-11","Closed-loop phantom navigation provides direct task-state and decision evidence, but learned-transition fidelity is not reported. Dispersion is an uncalibrated proxy and safety coverage is limited to constraints and failures.",high
MWM-0154,"Reinforcement Learning for Optimal Dialysis Scheduling and Resource Allocation in CKD",planning,NI,NI,NI,NI,NI,NA,NI,2,1,NI,unclear,unclear,unclear,unclear,unclear,unclear,NA,simulation,yes,unclear,"IEEE conference indexed abstract; DOI 10.1109/IATMSI68868.2026.11465345; full text unavailable at coding cutoff","The abstract reports simulated operational utility and constraint violations, but state/dynamics fidelity, action tests, calibration, external validation, and reproducibility are not inspectable.",low
MWM-0157,"SAW: Toward a Surgical Action World Model via Controllable and Scalable Video Generation",action_conditioned,2,1,0,2,0,NA,0,0,0,1,no,no,no,no,yes,yes,NA,no,no,unclear,"Abstract p.1; Sec.2 and Fig.1 pp.2-4; Sec.3 Tables 1-2 pp.4-6; Sec.4 Table 3 pp.6-9; Conclusion p.10","Trajectory-removal and component ablations support action dependence, but video is generated in one shot from a supplied path. No closed loop, calibrated uncertainty, physical safety, or decision utility is tested.",medium
MWM-0164,"Simulating clinical interventions with a generative multimodal model of human physiology",action_conditioned,2,2,0,2,1,NA,2,1,1,1,no,yes,no,yes,yes,yes,NA,no,no,no,"Claims and cohorts pp.2-4; Figs.2-4 pp.6-12; Figs.5-6 pp.14-20; Methods pp.28-33 and pp.42-49; Data/Code p.50","The paper explicitly disclaims a causal/counterfactual engine, so intervention-token simulations are coded action-conditioned. Frozen cohort tests and active-control/dose comparisons are strong, but horizon queries are not recursive rollouts.",high
MWM-0166,"Sonata: A Hybrid World Model for Inertial Kinematics under Clinical Data Scarcity",passive_forecasting,2,1,0,NA,0,NA,2,1,0,1,no,no,no,yes,NA,NA,NA,no,no,unclear,"Abstract and Secs.1-3 pp.1-5; Sec.4 pp.5-8; Secs.5-6 Tables 2-4 pp.8-12; Appendix pp.16-18","Evidence is one-step passive forecasting and representation transfer; action-conditioned and counterfactual wording is not operationalized. Cross-dataset and cross-age tests provide frozen external evidence.",high
MWM-0170,"Surg-UniWorld: A Unified Surgical World Model with Multimodal Control Experts",action_conditioned,2,2,0,1,0,NA,0,0,0,2,no,no,no,no,no,yes,NA,no,no,yes,"Abstract and Secs.I-III pp.1-3; Sec.IV-V.A pp.3-7; Sec.V.B-D and Sec.VI pp.8-10","Multimodal controls and video/geometry metrics support action-conditioned dynamics. Entire future control sequences are supplied, so this is not autonomous or free-running closed-loop control.",high
MWM-0173,"Surgical WAM: A World-Action Model for Data-Efficient Surgical Robot Learning",planning,1,0,1,1,0,NA,1,2,0,0,yes,yes,no,no,no,no,NA,simulation,no,unclear,"Abstract pp.1-2; Sec.3 and Fig.2 pp.4-5; Sec.4 Tables 1-3 and Fig.3 pp.5-8; Conclusion pp.7-8","Receding-horizon replanning supports simulated closed-loop utility. Direct state and transition fidelity, uncertainty, real-robot quantitative evaluation, and safety tests are missing.",high
MWM-0174,"SurgVista: Long-Horizon Surgical World Modeling with Plausible Instrument-Tissue Dynamics",action_conditioned,2,2,2,1,0,NA,1,0,0,0,yes,yes,no,unclear,no,yes,NA,no,no,no,"Introduction/formulation pp.1-3; Methods pp.4-6; Benchmark pp.6-7; Tables 1-5 pp.8-9","Explicit 80- versus 800-frame self-fed evaluation supports rollout evidence. Split/adaptation provenance is insufficient for frozen external coding, and actions omit force/contact with no safety test.",medium
MWM-0175,"SurgWMBench: A Vision-Based Benchmark for World-Modeling Surgical Instrument Motion Planning",passive_forecasting,2,2,2,NA,0,NA,0,0,0,0,yes,yes,no,no,NA,NA,NA,no,no,unclear,"Abstract and Introduction pp.1-4; Sec.3 pp.4-5; Sec.4 Tables 1-2 pp.7-9; Appendix pp.12-15","Observed 2D trajectories are forecast rather than commanded actions, so the benchmark is coded passive despite planning motivation. Autoregressive error is reported at 5, 10, and 15 steps.",medium
MWM-0176,"Susagi: A Microbiome World Model",passive_forecasting,1,NI,NI,NA,NI,NA,1,0,0,1,unclear,unclear,unclear,unclear,NA,NA,NA,no,no,yes,"bioRxiv/Europe PMC indexed abstract; DOI 10.64898/2026.05.07.723428; full PDF unavailable at coding cutoff","The abstract supports composition/state prediction and reports public evaluation code plus cross-microbiome testing. Temporal rollout, calibration, split, and preprocessing evidence remain uninspectable.",low
MWM-0177,"SWoMo: Neuro-Symbolic World Model for Cataract Surgery Simulation",action_conditioned,2,1,1,1,0,NA,1,1,1,2,yes,no,no,no,no,yes,NA,simulation,no,yes,"Abstract p.1; Sec.2 and Fig.2 pp.3-6; Sec.3 Tables 1-2 pp.6-8; Conclusion p.9","Rule-based actions condition generated surgical video and clips can be chained, but long-horizon drift and physical constraint violations are not measured. Decision evidence is limited to augmentation/probes.",high
MWM-0199,"Toward Safe Autonomous Robotic Endovascular Interventions using World Models",planning,2,0,1,1,0,NA,1,2,2,1,yes,no,no,no,no,no,NA,real,yes,unclear,"Methods and data pp.2-4; Tables I-II p.5; Results pp.5-6; Limitations/Safety pp.6-7","Physical closed-loop trials, tip force threshold, and failure categories support decision and safety evidence. Direct learned-model transition error and uncertainty fallback are not evaluated.",high
MWM-0200,"Toward World Modeling of Physiological Signals with Chaos-Theoretic Balancing and Latent Dynamics",counterfactual,2,2,2,1,0,0,1,0,0,1,yes,yes,no,no,no,yes,no,no,no,yes,"Abstract p.1; Sec.3 and Table 1 pp.3-5; Secs.3.5-4 pp.5-10; Appendix Tables 4-6 pp.13-14; Table 10 p.25","Free-running long/short-horizon signal metrics are reported. Counterfactual and action-awareness claims rely on observational conditioning and qualitative channel replacement without ground-truth alternative outcomes.",medium
MWM-0207,"TwinRL-Onco: A World Model-Empowered Digital Twin Framework with Hierarchical Reinforcement Learning for Venetoclax Resistance Trajectory Prediction and Adaptive Therapy Optimization in Chronic Lymphocytic Leukemia.",planning,1,1,NI,NI,1,0,NI,1,NI,NI,unclear,unclear,unclear,unclear,unclear,unclear,no,simulation,unclear,unclear,"PubMed/publisher indexed abstract; PMID 42184194; DOI 10.1109/JBHI.2026.3696685; full text unavailable at coding cutoff","The abstract supports a progression endpoint, Monte Carlo simulation, and in-silico adaptive therapy. Action definition, rollout fidelity, causal estimand, external validation, safety, and reproducibility require full-text adjudication.",low
MWM-0215,"World Model Enhanced Offline Reinforcement Learning for Sequential Intervention Optimization in Acute Kidney Injury",planning,2,1,0,1,1,1,0,2,1,0,no,no,no,no,no,no,yes,offline,yes,unclear,"Abstract p.1; Sec.3 pp.4-7; Sec.4 Tables 1-3 pp.7-10; Discussion pp.11-12; Data Availability p.13","One-step model error and uncertainty proxies are reported, but no free-running physiology audit or calibration. Policy-value and rule-violation results use retrospective OPE without confounding or overlap analysis.",medium
MWM-0239,"CLARITY: Medical World Model for Guiding Treatment Decisions by Modeling Context-Aware Disease Trajectories in Latent Space",planning,2,1,1,1,1,0,2,1,1,0,yes,no,no,yes,no,no,no,offline,no,no,"Methods/rollout pp.5-10; datasets p.10; Tables 1-6 and Figs.5-6 pp.11-15; Appendix pp.19-24","Recursive candidate-treatment planning is shown, but no horizon-resolved rollout fidelity or causal identification supports optimal-treatment claims. UCSF is a frozen zero-shot component test; expert review is small.",medium
MWM-0242,"EchoWorld: Learning Motion-Aware World Models for Echocardiography Probe Guidance",action_conditioned,1,1,0,2,0,NA,0,1,0,1,no,no,no,no,yes,yes,NA,offline,no,yes,"Abstract p.1; Secs.3-4 and Fig.4 pp.3-6; Sec.5 Tables 1-3 pp.6-8; supplement pp.12-14","Motion-removal/component ablations support action dependence, but imagined image fidelity is qualitative and guidance is direct offline prediction, not recursive closed-loop control.",high
MWM-0261,"Learning Emotional Dynamics: A World Model Approach",counterfactual,2,2,2,0,0,0,0,0,0,2,yes,yes,no,no,no,no,no,no,no,yes,"Abstract and Secs.2.4-4.2 pp.1 and 4-8; Secs.4.4-4.8 pp.12-19; Secs.5.2-6 pp.22-23; code p.32","Twenty-step free-running emotion forecasts are evaluated. The paper's causal claim from conditioning-source comparison lacks an intervention, causal design, or explicit estimand; split and horizon interpretation need adjudication.",medium
MWM-0263,"Medical World Model",planning,2,1,0,1,1,0,1,1,1,1,no,no,no,no,no,no,yes,offline,no,yes,"Abstract and Fig.1 p.1; Sec.3 Figs.2-3 and Algorithm 1 pp.3-6; Sec.4 Tables 1-3 and Figs.4-7 pp.6-8","Candidate-regimen simulation and assistant planning are retrospective and one-step. Factual-regimen images do not validate alternative-treatment outcomes; the external cohort is adapted before testing.",medium
MWM-0290,"X-WIN: Building Chest Radiograph World Model via Predictive Sensing",action_conditioned,2,1,0,1,0,NA,1,1,0,1,no,no,no,no,no,yes,NA,no,no,yes,"Architecture and predictive action pp.1-4; Sec.4 Tables 1-4 pp.5-7; Table 5 p.8","The action is a known simulated imaging rotation, not treatment. Spatial next-view prediction and downstream transfer are evaluated, but there is no recursive rollout or frozen clinical external validation.",high
MWM-0294,"Cardiac Copilot: Automatic Probe Guidance for Echocardiography with World Model",planning,1,1,0,1,0,NA,0,1,0,0,no,no,no,no,no,no,NA,offline,no,unclear,"Abstract and Introduction pp.1-3; Sec.2 and Fig.2 pp.4-6; Sec.3 Table 1 and Fig.3 pp.6-8","The paper claims guidance/planning, but evidence is single-step offline pose prediction in one healthy cohort. No closed-loop execution, state fidelity, uncertainty, safety, or external validation is shown.",high
MWM-0315,"World Models for General Surgical Grasping",planning,1,0,1,1,1,NA,1,2,1,2,yes,no,no,no,no,yes,NA,real,yes,yes,"Abstract and Secs.I-IV pp.1-4; Sec.V and Table III pp.8-9; Secs.VI-VII Table IV pp.10-11; Appendix p.13","Real-robot closed-loop grasping, disturbance, and re-grasping tests support utility and limited safety. World-state/transition fidelity and uncertainty calibration are not directly evaluated.",high
MWM-0320,"Delphic Offline Reinforcement Learning under Nonidentifiable Hidden Confounding",planning,0,0,0,1,1,1,1,2,1,1,no,no,no,no,no,no,yes,offline,no,unclear,"Abstract pp.1-2; Secs.2-5 pp.2-9; Sec.6 pp.9-14; Apps.C-D pp.20-24; statistical protocol p.22","This is policy-value learning under compatible hidden-confounding worlds, not a patient-transition model. Sensitivity and pessimism address nonidentification but do not identify a unique real-data causal effect.",medium
MWM-0369,"Data-Efficient Reinforcement Learning for Malaria Control",planning,1,1,1,1,1,NA,0,2,0,2,yes,no,no,no,no,no,NA,simulation,no,yes,"Problem and method pp.1-4; theorem pp.4-5; Table 1 and Fig.4 pp.5-6","Closed-loop policy search is evaluated in defined simulators with public code. GP variance drives exploration but is not calibrated, and there is no field transport, mismatch stress, or deployment-safety analysis.",high
MWM-S002,"Xray2Xray: World Model from Chest X-rays with Volumetric Context",action_conditioned,2,2,1,1,0,NA,1,1,0,1,yes,no,no,no,no,no,NA,no,no,unclear,"Abstract and Secs.1-2 pp.1-5; Sec.3 Tables 1-3 and Figs.2-3 pp.5-8; Conclusion pp.8-9","Thirty-six recursive geometric projections support free-running use, but no angle-resolved drift is reported. Direction tokens are not ablated, and external radiographs require domain adaptation.",high
MWM-S003,"Treatment-aware Diffusion Probabilistic Model for Longitudinal MRI Generation and Diffuse Glioma Growth Prediction",counterfactual,2,2,0,2,1,0,2,0,0,1,no,yes,no,yes,yes,yes,no,no,no,unclear,"Abstract and Sec.I pp.1-2; Secs.III-IV pp.5-10; Tables I-III and Figs.3-10; Limitations pp.12-13","Treatment conditioning and external-hospital image prediction are strong, but direct conditional generation is not self-fed. Alternative-treatment claims lack confounding, overlap, or randomized counterfactual validation.",high
MWM-S004,"Cosmos-H-Surgical: Learning Surgical Robot Policies from Videos via World Modeling",planning,2,1,0,1,1,NA,0,1,1,1,no,no,no,no,no,no,NA,offline,no,yes,"Abstract and links p.1; Sec.3 pp.4-5; Sec.4 Tables 1-2 and Figs.4-8 pp.5-9; Supplement pp.12-15","Policy-learning is the highest claim, but the video model is not kinematic-action conditioned and evidence stops at offline trajectory MSE. Expert consistency/hallucination review is only a limited safety proxy.",medium
MWM-S005,"Surgical Vision World Model",action_conditioned,2,2,2,1,0,NA,0,0,0,1,yes,yes,no,no,no,yes,NA,no,no,yes,"Methods and data pp.3-5; Results Figs.2-3 and Table 2 pp.6-8; Conclusion p.9","Autoregressive video fidelity is reported at two, four, and six frames. Random latent-action comparison tests sensitivity, but latent actions lack semantic or physical grounding and no utility or safety test is present.",high
MWM-S006,"Surgical Procedural Planning as 3D World Modelling: Towards Automated Pulmonary Resection",planning,1,0,0,1,0,0,0,1,1,0,no,no,no,no,no,no,no,offline,yes,no,"Abstract p.1; Sec.3 and Figs.2-4 pp.2-5; explicit no-post-resection-simulation statement p.5; Tables 1-3 pp.6-8","The paper claims causal consequence-aware planning, but explicitly does not simulate post-resection anatomy. Retrospective plan matching and safety-module ablation do not validate counterfactual outcomes or execution.",medium
