candidate_id,title,highest_capability_claim,state_evidence,dynamics_evidence,rollout_evidence,action_evidence,uncertainty_evidence,causal_evidence,external_evidence,decision_evidence,safety_evidence,reproducibility_evidence,free_running_rollout,horizon_resolved_results,formal_calibration,frozen_external_validation,action_agnostic_comparator,action_perturbation,explicit_causal_estimand,closed_loop_evaluation,safety_hazard_test,public_code,evidence_anchors,reviewer_notes,confidence
"MWM-0068","DreamReg: Belief-Driven World Model for 2D-3D Ultrasound Registration","planning","2","2","1","1","1","NA","1","2","0","2","yes","no","no","no","no","yes","NA","simulation","no","yes","Abstract p.1; Sec.2 and Figs.1-2 pp.3-6; Sec.3 and Tables 1-2 pp.6-8; Conclusion p.9","Closed-loop imagined registration supports planning and decision evidence, but fidelity is reported mainly at the final horizon and no action-agnostic comparator or safety test is present.","high"
"MWM-0073","ECG-WM: A Physiology-Informed ECG World Model for Clinical Intervention Simulation","counterfactual","2","2","2","1","1","0","2","1","2","1","yes","yes","no","yes","no","yes","no","offline","yes","unclear","Secs.1-4 and Figs.1-2 pp.1-5; Tables 1-4 pp.6-9; Apps.A-B pp.13-19","Autoregressive horizon tests and physiological stress audits are strong, but drug counterfactuals remain observational and stochastic variance is not calibrated.","high"
"MWM-0074","EHRWorld: A Patient-Centric Medical World Model for Long-Horizon Clinical Trajectories","counterfactual","2","2","2","0","0","0","0","0","0","0","yes","yes","no","no","no","no","no","no","no","unclear","Abstract pp.1-2; Secs.3-5 pp.3-8; Tables 1-2 and Fig.3; Limitations p.9; Appendix pp.11-14","Full-trajectory generation is evaluated at multiple event horizons, but medication/procedure conditioning is not isolated and causal wording is unsupported by identification or counterfactual validation.","high"
"MWM-0077","EyeWorld: A Generative World Model of Ocular State and Dynamics","counterfactual","2","1","0","1","0","0","0","0","1","0","no","no","no","no","no","yes","no","no","no","no","Data pp.5-7; longitudinal synthesis Fig.7 pp.16-18; prompt edits Fig.8 pp.19-21; Limitations/Methods pp.24-31","Prompt-edited pathology images are action sensitivity but not clinical intervention evidence; pooled sources do not establish frozen external validation and counterfactual claims lack a causal estimand.","medium"
"MWM-0078","Failure Detection for Surgical Robot Imitation Policies via Flow-Matching World Modeling","action_conditioned","1","1","0","2","2","NA","1","1","2","0","no","yes","yes","no","yes","yes","NA","offline","yes","no","Abstract p.1; Sec. III pp.3-4; Sec. IV and Table I pp.4-6; Figs.5-6 p.7; Limitations p.8","Conformal calibration and explicit recorded failure tests are substantial, but the monitor is evaluated offline and endpoint prediction does not generate free-running observations.","high"
"MWM-0094","Future Querying: Can LLMs Serve as Implicit Medical World Models?","passive_forecasting","1","1","0","NA","0","NA","1","0","0","0","no","no","no","no","NA","NA","NA","no","no","unclear","Abstract and Secs.1-4 pp.1-4; Secs.5.1-5.3 pp.5-6; Secs.5.4-6 pp.7-8","Semantic future-answer accuracy is an indirect state/dynamics proxy rather than a coherent trajectory test; two corpora provide limited transfer evidence without frozen institutional validation.","high"
"MWM-0095","GEMEO: the first patient world model for rare disease, grounding generative clinical trajectories in the genome and a biomedical knowledge graph","action_conditioned","2","2","1","2","2","NA","1","0","1","1","yes","yes","yes","unclear","yes","yes","NA","no","no","yes","Abstract p.1; Secs.2-4 pp.2-6; Tables 1-3; Methods and limitations pp.7-8","Current evidence reaches an action-association test, while Level-3 counterfactual capability is stated as future work. Integrated calibration is reported, but external partition details are sparse.","medium"
"MWM-0103","Intervention-Aware Clinical World Model for Post-Op Outcome Forecasting in Cardiology","action_conditioned","2","2","0","2","2","NA","0","0","0","1","no","yes","yes","no","yes","yes","NA","no","no","unclear","Methods and Table 1 pp.3-5; Tables 2-4 and Fig.3 pp.6-7; Fig.4 and Limitations p.8","Event removal, shuffling, timing and presence edits support action evidence, and ECE supports calibration; risk curves are horizon-resolved but are not recursive self-fed rollouts.","high"
"MWM-0114","medDreamer: Model-Based Reinforcement Learning with Latent Imagination on Complex EHRs for Clinical Decision Support","planning","1","0","1","1","1","1","1","2","1","0","yes","no","no","no","no","no","no","offline","no","unclear","Secs.1-3 pp.1-8; Sec.4 and Tables 1-2 pp.8-13; appendices pp.18-19","Policy claims rely on latent imagination and OPE without direct transition validation, overlap analysis, or identified causal estimand; reported mortality intervals and split details require adjudication.","medium"
"MWM-0125","MRI Contrast Enhancement Kinetics World Model","passive_forecasting","2","2","0","NA","0","NA","1","0","0","1","no","yes","no","no","NA","NA","NA","no","no","no","Abstract and Sec.1 pp.1-2; Sec.3 pp.3-5; Sec.4.1 and Table 1 pp.5-7; supplement pp.13-17","Continuous time-conditioned image generation and temporal continuity support dynamics, but generation is direct rather than autoregressive and the second cohort is not a frozen transport test.","high"
"MWM-0132","NeuroWorld: A Latent Brain World Model for Stimulus-Conditioned Human Brain Dynamics","passive_forecasting","2","2","2","NA","0","NA","1","0","0","1","yes","yes","no","no","NA","NA","NA","no","no","no","Abstract p.1; Sec.III and Fig.3 pp.3-5; Tables I-III pp.5-8; Discussion pp.9-10","The model free-runs from one observed TR and reports 20/50/100-TR performance; stimulus tokens are observed context rather than clinical or control actions.","high"
"MWM-0135","Nonstationary Battery","planning","1","1","1","1","1","NA","0","2","0","0","yes","yes","no","no","no","no","NA","simulation","no","no","Zenodo draft Secs.1-2 and Tables B1-B3; Sec.4 caveats; deposit file/status listing","Closed-loop adaptation is evaluated only in simulators with unequal-information concerns; absent code, simulator artifacts and full specification make most evidence non-reproducible.","low"
"MWM-0136","NVIDIA Cosmos-H-Dreams: Real-Time Generative Physics Simulation for Surgical Robotics","planning","2","2","2","0","0","NA","1","2","1","2","yes","yes","no","no","no","no","NA","simulation","yes","yes","Abstract/access links p.1; Secs.1-4 pp.3-8; Tables 1-4 and Figs.3-5 pp.9-12; Limitations p.14","Long autoregressive video and real-policy ranking support planning utility, but action dependence is not isolated and physical-feasibility/hallucination tests are limited safety evidence.","high"
"MWM-0137","OcularWorldSim: A Visual World Model for Ophthalmic Microsurgery With Sim-to-Real Transfer Learning","action_conditioned","2","NI","NI","NI","NI","NA","NI","NI","1","NI","unclear","unclear","unclear","unclear","unclear","unclear","NA","unclear","no","unclear","IEEE Access indexed abstract; DOI 10.1109/ACCESS.2026.3684562; full PDF retrieval blocked","Abstract-level phase, segmentation and ophthalmologist plausibility results do not permit reliable coding of dynamics, rollout, action testing, external protocol, or reproducibility.","low"
"MWM-0138","Open-H-Embodiment: A Large-Scale Dataset for Enabling Foundation Models in Medical Robotics","action_conditioned","2","2","2","0","1","NA","1","1","1","2","yes","yes","no","no","no","no","NA","offline","yes","yes","Abstract pp.1-2; Results and Table 1 pp.7-9; C-H-S-S and Fig.7 pp.18-22; Methods pp.25-29; Data Availability p.36","Six autoregressive chunks and drift analyses support rollout evidence; recorded-action replay does not isolate action dependence, and safety evidence is limited to failure analysis rather than hazards or recovery.","high"
"MWM-0149","Policy4OOD: A Knowledge-Guided World Model for Policy Intervention Simulation against the Opioid Overdose Crisis","planning","2","2","1","2","1","0","2","1","0","2","yes","yes","no","yes","yes","yes","yes","simulation","no","yes","Dataset/Table 1 pp.3-4; Method pp.5-7; Tables 2-3 pp.7-8; case studies and caveat pp.9-10","Policy removal/timing/replacement tests support action evidence and held-out states support external evidence; planning outputs remain model-generated and the paper explicitly disclaims causal effects.","high"
"MWM-0151","Progressive Experience Fusion for Multi-Task World Model Control in Endovascular Navigation","planning","1","0","1","1","1","NA","1","2","1","1","yes","no","no","no","no","no","NA","real","yes","unclear","Secs.II-B-II-F and Figs.1-5 pp.1-7; Sec.II-G and Tables I-IV pp.7-10; Discussion pp.10-11","Closed-loop phantom navigation supports decision evidence, while direct dynamics fidelity is absent; action bounds and timeouts are safety constraints but no collision severity or override is tested.","high"
"MWM-0154","Reinforcement Learning for Optimal Dialysis Scheduling and Resource Allocation in CKD","planning","NI","NI","NI","NI","NI","NA","NI","2","2","NI","unclear","unclear","unclear","unclear","unclear","unclear","NA","simulation","yes","unclear","IEEE conference indexed abstract; DOI 10.1109/IATMSI68868.2026.11465345; full text unavailable","Operational utility and hard-constraint violation outcomes are explicit in the abstract, but simulator calibration, dynamics, rollout, comparators and reproducibility cannot be audited.","low"
"MWM-0157","SAW: Toward a Surgical Action World Model via Controllable and Scalable Video Generation","action_conditioned","2","2","0","2","0","NA","0","1","1","1","no","no","no","no","yes","yes","NA","no","no","unclear","Abstract p.1; Sec.2 and Fig.1 pp.2-4; Tables 1-3 pp.4-9; Conclusion p.10","Condition-removal ablations support action evidence, but the trajectory is a 2D control proxy and generation is a short single-shot clip without closed-loop or physical safety validation.","medium"
"MWM-0164","Simulating clinical interventions with a generative multimodal model of human physiology","counterfactual","2","2","0","2","1","1","2","1","1","1","no","yes","no","yes","yes","yes","yes","offline","no","no","Claims/cohorts pp.2-4; Figs.2-6 pp.6-20; Methods pp.28-49; Data/Code Availability p.50","Paired dose/intervention queries and aggregate trial comparisons justify action and partial causal evidence, but curves are independent queries and observational training does not identify individual effects.","high"
"MWM-0166","Sonata: A Hybrid World Model for Inertial Kinematics under Clinical Data Scarcity","passive_forecasting","2","1","0","NA","0","NA","2","1","0","1","no","no","no","yes","NA","NA","NA","no","no","unclear","Secs.1-3 and Table 1 pp.1-5; Sec.4 pp.5-8; Tables 2-5 pp.8-18; limitations pp.12-13","Despite speculative action/counterfactual wording, no action variable is operationalized. Evidence is passive one-step prediction with frozen cross-dataset transfer.","high"
"MWM-0170","Surg-UniWorld: A Unified Surgical World Model with Multimodal Control Experts","action_conditioned","2","2","0","2","0","NA","0","0","0","2","no","no","no","no","yes","yes","NA","no","no","yes","Abstract and Secs.I-III pp.1-3; Secs.IV-V and Tables II-V pp.3-10","Extensive control-modality removal supports action evidence, but future controls expose the full sequence and generation is neither autonomous nor closed-loop.","high"
"MWM-0173","Surgical WAM: A World-Action Model for Data-Efficient Surgical Robot Learning","planning","1","0","1","0","0","NA","1","2","0","0","yes","yes","no","no","no","no","NA","simulation","no","unclear","Abstract pp.1-2; Sec.3 and Fig.2 pp.4-5; Sec.4 and Tables 1-3 pp.5-8","Receding-horizon task success supports planning but not direct world-state or transition fidelity; quantitative evidence is simulation-only and action dependence is not tested.","high"
"MWM-0174","SurgVista: Long-Horizon Surgical World Modeling with Plausible Instrument-Tissue Dynamics","action_conditioned","2","2","2","1","0","NA","1","0","0","0","yes","yes","no","unclear","no","no","NA","no","no","no","Formulation pp.1-3; Methods pp.4-6; benchmark pp.6-7; Tables 1-5 pp.8-9","Chained 80/800-frame evaluations support rollout evidence. Control-module ablations are limited action evidence; absent split provenance, appendix and code weaken external/reproducibility judgments.","medium"
"MWM-0175","SurgWMBench: A Vision-Based Benchmark for World-Modeling Surgical Instrument Motion Planning","planning","2","2","2","0","0","NA","0","0","0","0","yes","yes","no","no","no","no","NA","no","no","unclear","Introduction pp.1-4; data pp.4-5; Tables 1-3 and Fig.3 pp.7-15","Autoregressive errors at 5/10/15 steps support rollout evidence, but historical 2D trajectories are observations rather than commanded actions and no planner is evaluated.","medium"
"MWM-0176","Susagi: A Microbiome World Model","passive_forecasting","1","NI","NI","NA","NI","NA","1","0","0","1","unclear","unclear","unclear","unclear","NA","NA","NA","no","no","yes","bioRxiv/Europe PMC indexed abstract; DOI 10.64898/2026.05.07.723428; full PDF retrieval blocked","Abstract-level zero-shot and classification claims support only narrow state/external coding; temporal protocol, rollout and uncertainty cannot be inspected.","low"
"MWM-0177","SWoMo: Neuro-Symbolic World Model for Cataract Surgery Simulation","action_conditioned","2","2","1","1","0","NA","1","1","1","2","yes","no","no","no","no","yes","NA","no","no","yes","Abstract p.1; Sec.2 and Fig.2 pp.3-6; Tables 1-2 pp.6-8; Conclusion p.9","Autoregressive chaining and qualitative novel-motion tests provide limited rollout/action evidence; rule structure is a safety proxy without measured constraint violations.","high"
"MWM-0199","Toward Safe Autonomous Robotic Endovascular Interventions using World Models","planning","2","1","1","1","0","NA","1","2","2","1","yes","no","no","no","no","no","NA","real","yes","unclear","Methods pp.2-4; Tables I-II and Results pp.5-6; Limitations/Safety pp.6-7","Real phantom closed-loop control and measured force/speed/failure categories support decision and safety evidence, but learned-dynamics error and uncertainty are not evaluated.","high"
"MWM-0200","Toward World Modeling of Physiological Signals with Chaos-Theoretic Balancing and Latent Dynamics","counterfactual","2","2","2","1","0","0","1","0","0","2","yes","yes","no","no","no","yes","no","no","no","yes","Abstract p.1; Sec.3 and Table 1 pp.3-5; Figs.2-3 and Tables 2-3 pp.5-10; Appendix Tables 4-10","Long-versus-short free rollouts and public code support strong forecasting evidence, but qualitative replacement of observational action channels does not validate counterfactual effects.","high"
"MWM-0207","TwinRL-Onco: A World Model-Empowered Digital Twin Framework with Hierarchical Reinforcement Learning for Venetoclax Resistance Trajectory Prediction and Adaptive Therapy Optimization in Chronic Lymphocytic Leukemia.","planning","1","1","1","NI","1","0","NI","1","NI","NI","unclear","no","unclear","unclear","unclear","unclear","no","simulation","unclear","unclear","PubMed/publisher indexed abstract; PMID 42184194; DOI 10.1109/JBHI.2026.3696685; full text closed","The abstract reports Monte Carlo planning and a 12-month AUROC, but actions, causal assumptions, external validation, safety and reproducibility cannot be inspected; no explicit estimand is stated.","low"
"MWM-0215","World Model Enhanced Offline Reinforcement Learning for Sequential Intervention Optimization in Acute Kidney Injury","planning","2","1","0","1","1","1","0","2","1","0","no","no","no","no","no","no","yes","offline","yes","unclear","Abstract p.1; Sec.3 pp.4-7; Tables 1-3 pp.7-10; Discussion pp.11-12; Data Availability p.13","One-step state/reward prediction and OPE support partial causal and decision evidence, but no free-running validation, treatment overlap, calibration or external test is reported.","medium"
"MWM-0239","CLARITY: Medical World Model for Guiding Treatment Decisions by Modeling Context-Aware Disease Trajectories in Latent Space","planning","2","1","1","1","1","0","1","1","1","0","yes","no","no","yes","no","no","no","offline","no","no","Methods/rollout pp.5-10; datasets p.10; Tables 1-6 and Figs.5-6 pp.11-15; Appendix pp.19-24","Recursive planning is not validated by rollout horizon; Brier score is not formal calibration, and regimen matching/expert preference do not validate unobserved treatment counterfactuals.","medium"
"MWM-0242","EchoWorld: Learning Motion-Aware World Models for Echocardiography Probe Guidance","planning","1","1","0","2","0","NA","0","1","0","1","no","no","no","no","yes","yes","NA","offline","no","yes","Abstract p.1; Secs.3-4 and Fig.4 pp.3-6; Tables 1-3 pp.6-8; supplement pp.12-14","Motion-removal ablation supports action evidence, but guidance is offline direct pose prediction without recursive imagination, quantitative image fidelity, or safety evaluation.","high"
"MWM-0261","Learning Emotional Dynamics: A World Model Approach","counterfactual","2","2","2","0","0","0","0","0","0","2","yes","yes","no","no","no","no","no","no","no","yes","Abstract and Secs.2.4-4.2 pp.1-8; Tables 2-3 and Figs.6-13 pp.12-19; Secs.5.2-6 pp.22-23","Twenty-step emotional forecasts are directly evaluated, but conditioning-source comparisons are not interventions and cannot support the paper's causal wording; time-horizon interpretation is inconsistent.","medium"
"MWM-0263","Medical World Model","counterfactual","2","1","0","1","1","0","1","1","1","1","no","no","no","no","no","yes","yes","offline","no","yes","Abstract/Fig.1 p.1; Sec.3 and Figs.2-3 pp.3-6; Tables 1-3 and Figs.4-7 pp.6-8","Candidate TACE regimens define a textual individual intervention contrast, but only factual one-step outcomes are observed; external data are adapted before testing and toxic-combination rules are not hazard outcomes.","high"
"MWM-0290","X-WIN: Building Chest Radiograph World Model via Predictive Sensing","action_conditioned","2","2","0","1","0","NA","1","1","0","1","no","no","no","no","no","yes","NA","no","no","yes","Architecture/action pp.1-4; Sec.4 and Tables 1-4 pp.5-7; Table 5 p.8","Simulated rotation is a geometric action with angular-step ablations, but there is no action-agnostic comparator or temporal rollout; external datasets mainly support fitted downstream probes.","high"
"MWM-0294","Cardiac Copilot: Automatic Probe Guidance for Echocardiography with World Model","planning","1","1","0","1","0","NA","0","1","0","0","no","no","no","no","no","no","NA","offline","no","unclear","Abstract/Introduction pp.1-3; Sec.2 and Fig.2 pp.4-6; Sec.3 and Table 1 pp.6-8","Planning/guidance is claimed, but evidence is one offline direct action prediction with no generated-state fidelity, recursive control, action perturbation, uncertainty or safety test.","high"
"MWM-0315","World Models for General Surgical Grasping","planning","1","0","1","1","1","NA","1","2","1","1","yes","no","no","no","no","yes","NA","real","yes","yes","Secs.I-IV and Figs.1-3 pp.1-4; Sec.V and Table III pp.8-9; Secs.VI-VII and Table IV pp.10-11","Real-robot closed-loop task and disturbance tests support planning and limited safety evidence, but direct world-state/dynamics fidelity and calibrated uncertainty are absent.","high"
"MWM-0320","Delphic Offline Reinforcement Learning under Nonidentifiable Hidden Confounding","planning","1","0","0","1","1","1","1","2","1","1","no","no","no","no","no","no","yes","offline","no","unclear","Abstract pp.1-2; Secs.2-6 pp.2-14; Appendices C-D pp.20-24","A policy-value estimand and compatible-world sensitivity analysis support partial causal evidence, but the method does not generate patient trajectories or identify a unique real-data counterfactual.","high"
"MWM-0369","Data-Efficient Reinforcement Learning for Malaria Control","planning","1","1","1","1","1","NA","0","2","1","2","yes","no","no","no","no","no","NA","simulation","no","yes","Problem/method pp.1-4; theorem pp.4-5; Table 1 and Fig.4 pp.5-6","Closed-loop simulator policy value is directly tested and reproducible, but predictive variance is uncalibrated and neither model mismatch nor field safety/external validity is evaluated.","high"
"MWM-S002","Xray2Xray: World Model from Chest X-rays with Volumetric Context","action_conditioned","2","2","1","1","0","NA","1","1","0","1","yes","no","no","no","no","no","NA","no","no","unclear","Secs.1-2 and Fig.1 pp.1-5; Sec.3 and Tables 1-3 pp.5-8; Conclusion pp.8-9","Recursive projection generation supports rollout use but lacks angle-resolved drift analysis; direction tokens are not isolated by removal or shuffle, and CheXpert requires adaptation.","high"
"MWM-S003","Treatment-aware Diffusion Probabilistic Model for Longitudinal MRI Generation and Diffuse Glioma Growth Prediction","counterfactual","2","2","0","2","1","0","2","0","0","1","no","yes","no","yes","yes","yes","no","no","no","unclear","Abstract/Sec.I pp.1-2; Secs.III-IV pp.5-10; Tables I-III and Figs.3-10; Limitations pp.12-13","Treatment-removal ablations and external MRI fidelity are strong, but direct conditional generation is not free-running and observed-treatment prediction does not identify alternative-treatment outcomes.","high"
"MWM-S004","Cosmos-H-Surgical: Learning Surgical Robot Policies from Videos via World Modeling","action_conditioned","2","2","0","1","1","NA","0","1","1","1","no","no","no","no","no","yes","NA","offline","yes","yes","Abstract/access p.1; Sec.3 pp.4-5; Tables 1-2 and Figs.4-8 pp.5-9; Supplement pp.12-15","Prompt/action-category comparisons and hallucination review provide limited action/safety evidence, but the world model is not kinematic-action conditioned and no closed-loop robot success is shown.","high"
"MWM-S005","Surgical Vision World Model","action_conditioned","2","2","2","1","0","NA","0","0","0","1","yes","yes","no","no","no","yes","NA","no","no","yes","Methods/data pp.3-5; Results and Table 2 pp.6-8; Conclusion p.9","Autoregressive performance at two/four/six frames supports rollout evidence; inferred-versus-random latent codes test sensitivity but do not provide an action-agnostic comparator or semantic grounding.","high"
"MWM-S006","Surgical Procedural Planning as 3D World Modelling: Towards Automated Pulmonary Resection","planning","1","0","0","1","0","0","0","1","1","0","no","no","no","no","no","no","no","offline","yes","no","Abstract p.1; Sec.3 and Figs.2-4 pp.2-5; explicit no-anatomy-simulation statement p.5; Tables 1-3 pp.6-8","Planner/module ablations and safety rules support limited action/safety evidence, but no post-resection dynamics are simulated and retrospective plan matching cannot validate causal consequences.","medium"
