candidate_id,title,abstract,final_corpus_type,authors,year,publication_date,venue,doi,arxiv_id,url,record_type,sources,query_labels,source_status,final_decision,final_reason_code,resolution_route,adjudication_rationale,source_routes,source_record_ids,exact_match_group_size,manual_lineage_review_required,lineage_action,lineage_canonical_candidate_id,lineage_relation_type,lineage_rationale,lineage_source_anchor,lineage_confidence
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,"We present Clin-JEPA, a multi-phase co-training framework for joint-embedding predictive (JEPA) pretraining on EHR patient trajectories. JEPA architectures have enabled latent-space planning in robotics and high-quality representation learning in vision, but extending the paradigm to EHR data -- to obtain a single backbone that simultaneously forecasts patient trajectories and serves diverse downstream risk-prediction tasks without per-task fine-tuning -- remains an open challenge. Existing JEPA frameworks either discard the predictor after pretraining (I-JEPA, V-JEPA) or train it on a frozen pretrained encoder (V-JEPA 2-AC), leaving the encoder unaware of the rollout signal that the retained predictor must use at inference; co-training the encoder and predictor under a shared JEPA prediction objective would supply this grounding, but naïve co-training is unstable, with representation collapse and online/target drift causing autoregressive rollout to diverge. Clin-JEPA's five-phase pretraining curriculum -- predictor warmup, joint refinement, EMA target alignment, hard sync, and predictor finalization -- addresses each failure mode by phase, stably co-training a Qwen3-8B-based encoder and a 92M-parameter latent trajectory predictor. On MIMIC-IV ICU data, three independent evaluations support the framework: (1) latent $\ell_1$ rollout drift uniquely converges ($-$15.7%) over 48-hour horizons while baselines and ablations diverge (+3% to +4951%); (2) the encoder learns a clinically discriminative latent geometry (deteriorating-patient cohorts displace 4.83$\times$ further than stable patients in latent space, vs $\leq$2.62$\times$ for baseline encoders); (3) a single backbone outperforms strong tabular and sequence baselines on multi-task downstream evaluation. Clin-JEPA achieves mean AUROC 0.851 on ICareFM EEP and 0.883 on 8 binary risk tasks (+0.038 and +0.041 vs baseline average).",empirical,Yixuan Yang; Mehak Arora; Ryan Zhang; Baraa Abed; Junseob Kim; Tilendra Choudhary; Md Hassanuzzaman; Kevin Zhu; Ayman Ali; Chengkun Yang; A.E. Gent; Victor Moas; Rishikesan Kamaleswaran,2026,2026-05-11,arXiv (Cornell University),,2605.10840,https://arxiv.org/abs/2605.10840,preprint,['openalex'],"['""medical world model""', '""world model"" EHR', '""world model"" patient']",open-access,include,include_empirical,merged_inclusion_sources,"Clin-JEPA jointly trains an encoder and learned latent transition predictor, then directly evaluates autoregressive patient-trajectory rollout over a 48-hour horizon on clinical EHR data. This is a learned dynamic state-transition model with explicit multistep evaluation, not merely static risk prediction.",sampled_audit,AUD-669035784e86,1,no,retain,MWM-XC0A20D0271,arxiv_version_supersession,"arXiv v4 dated 2026-07-04 is the current version and supersedes v1-v3. No separate publisher successor or duplicate corpus candidate was identified, so the candidate remains self-canonical but must be cited and extracted as v4.",https://arxiv.org/abs/2605.10840v4,high
MWM-XA5A2F4844E,Control of Magnetic Surgical Robots With Model-Based Simulators and Reinforcement Learning.,"Magnetically manipulated medical robots are a promising alternative to current robotic platforms, allowing for miniaturization and tetherless actuation. Controlling such systems autonomously may enable safe, accurate operation. However, classical control methods require rigorous models of magnetic fields, robot dynamics, and robot environments, which can be difficult to generate. Model-free reinforcement learning (RL) offers an alternative that can bypass these requirements. We apply RL to a robotic magnetic needle manipulation system. Reinforcement learning algorithms often require long runtimes, making them impractical for many surgical robotics applications, most of which require careful, constant monitoring. Our approach first constructs a model-based simulation (MBS) on guided real-world exploration, learning the dynamics of the environment. After intensive MBS environment training, we transfer the learned behavior from the MBS environment to the real-world. Our MBS method applies RL roughly 200 times faster than doing so in the real world, and achieves a 6 mm root-mean-square (RMS) error for a square reference trajectory. In comparison, pure simulation-based approaches fail to transfer, producing a 31 mm RMS error. These results demonstrate that MBS environments are a good solution for domains where running model-free RL is impractical, especially if an accurate simulation is not available.",empirical,"Barnoy Y, Erin O, Raval S, Pryor W, Mair LO, Weinberg IN, Diaz-Mercado Y, Krieger A, Hager GD.",2022,2022-10-12,IEEE Transactions on Medical Robotics and Bionics,10.1109/tmrb.2022.3214426,,https://europepmc.org/article/MED/37600471,article,"['europe_pmc', 'openalex']","['""world model"" medicine', '""world model"" patient', 'europe_pmc_core']",indexed,include,include_empirical,merged_inclusion_sources,Real magnetic-needle trajectories train a neural next-state dynamics model from needle state and coil action; the learned simulator trains controllers whose pressure-free motion trajectories are then evaluated in simulation and on the physical surgical robot.,exhaustive_rescreen,AUD-4dcfd3695dbe,1,no,retain,MWM-XA5A2F4844E,no_related_version_identified,"The IEEE Transactions on Medical Robotics and Bionics article is the stable full report. No same-study preprint or conference record in the corpus, publication correction, withdrawal, or retraction was identified.",https://doi.org/10.1109/tmrb.2022.3214426,high
MWM-XD7F5DAFF27,DITTO: A Visual Digital Twin for Interventions and Temporal Treatment Outcomes in Head and Neck Cancer.,"Digital twin models are of high interest to Head and Neck Cancer (HNC) oncologists, who have to navigate a series of complex treatment decisions that weigh the efficacy of tumor control against toxicity and mortality risks. Evaluating individual risk profiles necessitates a deeper understanding of the interplay between different factors such as patient health, spatial tumor location and spread, and risk of subsequent toxicities that can not be adequately captured through simple heuristics. To support clinicians in better understanding tradeoffs when deciding on treatment courses, we developed DITTO, a digital-twin and visual computing system that allows clinicians to analyze detailed risk profiles for each patient, and decide on a treatment plan. DITTO relies on a sequential Deep Reinforcement Learning digital twin (DT) to deliver personalized risk of both long-term and short-term disease outcome and toxicity risk for HNC patients. Based on a participatory collaborative design alongside oncologists, we also implement several visual explainability methods to promote clinical trust and encourage healthy skepticism when using our system. We evaluate the efficacy of DITTO through quantitative evaluation of performance and case studies with qualitative feedback. Finally, we discuss design lessons for developing clinical visual XAI applications for clinical end users.",empirical,"Wentzel A, Attia S, Zhang X, Canahuate G, Fuller CD, Marai GE.",2025,2024-11-25,,10.1109/tvcg.2024.3456160,,https://europepmc.org/article/MED/39255169,,europe_pmc,europe_pmc_core,indexed,include,include_empirical,merged_inclusion_sources,"DITTO learns sequential treatment-state and outcome relationships from head-and-neck cancer histories, evaluates personalized short- and long-term outcomes under treatment sequences, and exposes action tradeoffs to clinicians.",expanded_search,ALT-d7f5daff27f0,1,no,retain,MWM-XD7F5DAFF27,preprint_to_journal_successor,arXiv 2407.13107 and the IEEE TVCG DOI describe the same DITTO study. The journal article is the canonical publication and the corpus contains no second DITTO candidate.,https://arxiv.org/abs/2407.13107;https://doi.org/10.1109/tvcg.2024.3456160,high
MWM-XFA677C184B,DRIFT: Direct-Recursive Intervention-Conditioned Forecasting of ICU Physiological Trajectories,"Many time-series forecasts depend not only on prior observations but also on actions specified during the forecast period. In intensive care units (ICUs), future vital signs and laboratory values are influenced by treatments such as vasopressors. However, models that predict the full future sequence all at once make little use of these treatments, whereas autoregressive models can accumulate errors. We introduce DRIFT, a hybrid framework in which a direct model produces the primary forecast and a recursive, action-conditioned model contributes constrained corrections. We evaluate DRIFT on 6,046 admissions from MIMIC-IV and 8,345 admissions from eICU-CRD. Averaged across the 8-, 24-, and 48-hour forecast endpoints, DRIFT reduces mean absolute error for mean arterial pressure (MAP) by 0.673% relative to an action-conditioned Temporal Fusion Transformer (TFT-action) on MIMIC-IV and achieves the lowest corresponding error among the compared models on eICU-CRD. Although the overall accuracy improvement is modest, a MIMIC-IV audit restricted to windows in which the supplied treatment sequence was altered showed that DRIFT achieved lower observed-target MAP error than TFT-action at 8 and 24 hours. Treatment-sequence alteration increased DRIFT's MAP error by 0.21-0.26 mmHg more than it increased TFT-action's error, with prediction changes occurring primarily after the supplied paths diverged. In a separate robustness experiment, the MAP advantage persisted under three shared checkpoint-selection rules emphasizing overall endpoint error, MAP error, or both equally.",empirical,Weixin Liu; Juming Xiong; Congning Ni; Yanfan Zhu; Xingtao Lin; Bradley Malin; Zhijun Yin,2026,2026-07-28,arXiv (Cornell University),,2607.25864,https://arxiv.org/abs/2607.25864,preprint,['openalex'],"['""clinical world model""', '""medical world model""', '""world model"" EHR', '""world model"" physiology', '""world model"" treatment']",open-access,include,include_empirical,merged_inclusion_sources,"DRIFT learns a recursive action-conditioned physiological transition component and evaluates multihorizon ICU trajectories on two real clinical datasets, including altered treatment-sequence tests. It directly evaluates learned future dynamics and intervention responsiveness.",sampled_audit,AUD-13ca47847a68,1,no,retain,MWM-XFA677C184B,arxiv_version_current_no_successor_identified,"arXiv 2607.25864 remains at v1. No renamed publisher version, duplicate corpus record, withdrawal, or correction was identified by the cutoff.",https://arxiv.org/abs/2607.25864v1,medium
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,"Digestive tract cancers, including hepatobiliary and gastrointestinal malignancies, remain a major oncological burden globally. Immunotherapy efficacy rates are low, with only 15% to 30% of patients experiencing responses following treatment. Tumor-associated macrophages, which change phenotype between a pro-inflammatory and an immunosuppressive state, play a key role in determining the response to therapy, and current static biomarkers are inadequate for capturing the spatial-temporal changes associated with the immune response. We developed a bioinspired digital twin platform integrating variational representation learning with causal sequence modeling. The platform incorporates heterogeneous biological data (1.2 million single-cell transcriptomes, spatial immunophenotyping, and clinical trajectories) from 2,847 individuals across 5 digestive cancer types. Graph-based attention mechanisms encode intercellular interactions, while transformer-based temporal modules simulate immunological state transitions. A model-predictive optimization layer identifies patient-specific interventions maximizing repolarization potential. The biomimetic model predicted the outcome of therapy response better than conventional biomarker models did (area under the receiver operating characteristic curve: 0.847 compared to 0.692 with a statistically significant difference at P below 0.001). In an exploratory, nonrandomized analysis of discordant cases ( n = 156) where model and physician recommendations differed, model-guided treatment was associated with higher response rates (47.4% versus 28.2%) and longer median progression-free survival (9.8 months versus 6.0 months; P = 0.003); however, selection bias cannot be excluded. This study provides preliminary evidence for the feasibility of a computational framework for immunotherapy optimization; prospective randomized trials are required to establish clinical utility.",empirical,"Zhou L, Tan Y, Lv W, Lin K, Li F, Ouyang W, Zhang D.",2026,2026-06-16,,10.34133/cbsystems.0559,,https://europepmc.org/article/MED/42644119,,['europe_pmc'],['europe_pmc_core'],indexed,include,include_empirical,merged_inclusion_sources,"A temporal transformer learns macrophage-state transitions from single-cell, spatial, and clinical trajectories; model-predictive control evaluates patient-specific repolarization interventions and therapy outcomes.",expanded_search,AUD-eb75e7258782,1,no,retain,MWM-X2BD39C3B8E,no_related_version_identified,"The Cyborg and Bionic Systems DOI is the stable journal article. Exact-title and author checks found no prior version represented elsewhere in the corpus and no correction, withdrawal, or retraction signal.",https://doi.org/10.34133/cbsystems.0559,high
MWM-X872C154484,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,"Early clinical trials of therapies to treat Duchenne muscular dystrophy (DMD), a fatal genetic X-linked pediatric disease, have been designed based on the limited understanding of natural disease progression and variability in clinical measures over different stages of the continuum of the disease. The objective was to inform the design of DMD clinical trials by developing a disease progression model-based clinical trial simulation (CTS) platform based on measures commonly used in DMD trials. Data were integrated from past studies through the Duchenne Regulatory Science Consortium founded by the Critical Path Institute (15 clinical trials and studies, 1505 subjects, 27,252 observations). Using a nonlinear mixed-effects modeling approach, longitudinal dynamics of five measures were modeled (NorthStar Ambulatory Assessment, forced vital capacity, and the velocities of the following three timed functional tests: time to stand from supine, time to climb 4 stairs, and 10 meter walk-run time). The models were validated on external data sets and captured longitudinal changes in the five measures well, including both early disease when function improves as a result of growth and development and the decline in function in later stages. The models can be used in the CTS platform to perform trial simulations to optimize the selection of inclusion/exclusion criteria, selection of measures, and other trial parameters. The data sets and models have been reviewed by the US Food and Drug Administration and the European Medicines Agency; have been accepted into the Fit-for-Purpose and Qualification for Novel Methodologies pathways, respectively; and will be submitted for potential endorsement by both agencies.",empirical,Karthik Lingineni; Varun Aggarwal; Juan Francisco Morales; Daniela J Conrado; Diane Corey; Camille Vong; Jackson Burton; Jane Larkindale; Klaus Romero; Stephan Schmidt; Sarah Kim; Cooperative International Neuromuscular Research Group investigators and Duchenne Regulatory Science Consortium members,2022,2022,CPT: pharmacometrics & systems pharmacology,10.1002/psp4.12753,,https://pubmed.ncbi.nlm.nih.gov/34877803/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,include,include_empirical,merged_inclusion_sources,"Nonlinear mixed-effects models fit five longitudinal Duchenne measures from 27,252 observations, externally validate their trajectories, and drive repeated clinical-trial simulations.",expanded_search,ALT-872c15448450,1,no,retain,MWM-X872C154484,companion_trial_simulator_series,"This article develops the Duchenne muscular dystrophy simulator platform. It shares model-informed-development lineage with the later T1D and ADTKD case studies, but each paper has a distinct disease model, dataset, and validation target; it is not a duplicate.",https://doi.org/10.1002/psp4.12753;https://doi.org/10.1002/psp4.13193;https://doi.org/10.1002/psp4.70258,high
MWM-X1305C7353F,Digital twin brain simulator for real-time consciousness monitoring and virtual intervention using primate electrocorticogram data,"Abstract At the forefront of bridging computational brain modeling with personalized medicine, this study introduces a novel, real-time, electrocorticogram (ECoG) simulator, based on the digital twin brain concept. Utilizing advanced data assimilation techniques, specifically a Variational Bayesian Recurrent Neural Network model with hierarchical latent units, the simulator dynamically predicts ECoG signals reflecting real-time brain latent states. By assimilating broad ECoG signals from macaque monkeys across awake and anesthetized conditions, the model successfully updated its latent states in real-time, enhancing precision of ECoG signal simulations. Behind successful data assimilation, self-organization of latent states in the model was observed, reflecting brain states and individuality. This self-organization facilitated simulation of virtual drug administration and uncovered functional networks underlying changes in brain function during anesthesia. These results show that the proposed model can simulate brain signals in real-time with high accuracy and is also useful for revealing underlying information processing dynamics.",empirical,Yuta Takahashi; Hayato Idei; Misako Komatsu; Jun Tani; Hiroaki Tomita; Yuichi Yamashita,2025,2025,npj Digital Medicine,10.1038/s41746-025-01444-1,,https://doi.org/10.1038/s41746-025-01444-1,journal-article,crossref,"""clinical digital twin"" intervention",registered,include,include_empirical,merged_inclusion_sources,"A variational Bayesian recurrent model learns latent ECoG transitions with online data assimilation, evaluates real-time signal rollout, and simulates virtual anesthetic intervention effects.",expanded_search,ALT-1305c7353fe7,1,no,retain,MWM-X1305C7353F,preprint_to_journal_successor,The bioRxiv preprint 10.1101/2024.05.17.594789 and npj Digital Medicine article are the same study with a lightly revised title. The journal DOI is canonical and no duplicate candidate is present.,https://doi.org/10.1101/2024.05.17.594789;https://doi.org/10.1038/s41746-025-01444-1,high
MWM-XF38CEA9063,Digital twin models for predicting venetoclax and azacitidine-induced neutropenia in patients with acute myeloid leukemia.,"Therapeutic toxicity, which can be life-threatening, presents a major challenge in treating patients with acute myeloid leukemia (AML). Medical digital twins, which are virtual representations of patient disease, have the potential to forecast disease progression and simulate potential treatments. Using neutrophil counts and blast percentages, we developed mechanistic models to predict toxicity (neutropenia) in AML patients receiving combination venetoclax and azacitidine treatment. We identified a best-fitting model, though patient-specific accuracy was highly variable. To address this variability, we investigated subsets of patients based on their accordance with model assumptions, and were able to identify features predictive of model fit. In addition, we found that continuous updating over time improves model accuracy. The model evaluated in this study could be further validated in a larger clinical setting and may support a digital twin for decision making in forecasting therapeutic toxicity of venetoclax and azacitidine treatment.",empirical,"Zhang Y, Martinez J, Tercan B, Kuusanmäki H, Emmert-Streib F, Chandraseelan JG, Farea A, Yli-Harja O, Heckman CA, Gibbs DL, Thorsson V, Shmulevich I, Kontro M, Qin G, Aguilar B.",2025,2025-10-06,,10.1038/s41746-025-01978-4,,https://europepmc.org/article/MED/41053343,,europe_pmc,europe_pmc_core,indexed,include,include_empirical,merged_inclusion_sources,"Patient-specific mechanistic transitions for blasts and neutrophils are fitted and continuously updated from treatment data, with future neutropenia trajectories evaluated across patients.",expanded_search,ALT-f38cea90635e,1,no,retain,MWM-XF38CEA9063,no_related_version_identified,"The npj Digital Medicine DOI is the stable full article. No same-title preprint, renamed publication, corpus duplicate, correction, withdrawal, or retraction was identified.",https://doi.org/10.1038/s41746-025-01978-4,high
MWM-X056BF65776,Generating whole-brain neural activity and behavior through unified latent dynamics,"Abstract Understanding how high-dimensional neural activity and behavior emerge from shared underlying dynamics remains a fundamental challenge in neuroscience. Addressing this problem is key to enabling digital twins that can faithfully reproduce and predict the multiscale brain–behavior dynamics of living systems. Here we present NEBULA (NEural and Behavioral modeling through Unified LAtent dynamics), a generative framework that jointly models whole-brain neural activity and behavior. By applying NEBULA to brain-wide recordings from C. elegans , we identify a shared low-dimensional dynamical manifold that underlies both neural activity and behavior, enabling long-horizon generation and targeted in silico interventions. Perturbations of the learned dynamics reveal behaviorally relevant transition points, whereas steering interventions enable controlled manipulation of neural and behavioral states without retraining. These results establish a framework for linking brain dynamics to behavior in a living organism and provide a foundation for scalable virtual experimentation in neuroscience.",empirical,Davide Nuzzi; Maurizio Mattia; Giovanni Pezzulo,2026,2026,openRxiv,10.64898/2026.06.05.730482,,https://doi.org/10.64898/2026.06.05.730482,posted-content,crossref,"""latent dynamics"" medical;""latent dynamics"" physiological",registered,include,include_empirical,merged_inclusion_sources,"NEBULA learns shared neural-behavioral latent transitions from whole-brain recordings, evaluates long-horizon free generation, and performs targeted perturbation and steering interventions.",expanded_search,ALT-056bf65776d0,1,no,retain,MWM-X056BF65776,current_preprint_no_successor_identified,"The bioRxiv DOI is the current report. It is distinct in authors, data, and model from the primate ECoG digital-twin article and other neural-dynamics records; no successor or unstable-publication signal was found.",https://doi.org/10.64898/2026.06.05.730482,medium
MWM-X6A64D732FB,Koopman-based linearization of preparatory EEG dynamics in Parkinson's disease during galvanic vestibular stimulation.,"Introduction Parkinson's disease (PD) impairs motor preparation due to basal ganglia dysfunction, contributing to motor deficits. Galvanic Vestibular Stimulation (GVS), a non-invasive neuromodulation technique, shows promise in enhancing motor function in PD, but its underlying neural mechanisms are poorly understood. This study employs a Deep Koopman model to linearize and analyze preparatory EEG dynamics in PD, hypothesizing that GVS restores cortical activity patterns critical for motor planning. Methods EEG data from 18 PD participants (on/off medication) and 18 healthy controls were collected during a preparatory phase of a motor task under three conditions: sham, GVS1 (50-100 Hz multi-sine), and GVS2 (100-150 Hz multi-sine). A Deep Koopman framework mapped EEG signals into a three-dimensional latent space for linear dynamical analysis. Temporal dynamics were assessed via eigenvalue analysis, spatial contributions via regression-based scalp mapping, and motor performance correlations via Pearson's coefficients. A Linear Quadratic Regulator (LQR) simulated control of PD dynamics toward healthy patterns. Results The Deep Koopman model accurately captured EEG dynamics, with eigenvalue analysis showing no significant temporal dynamic differences across groups. Spatial contribution analysis revealed that PD-Off sham conditions deviated most from healthy control EEG patterns, while GVS and medication significantly reduced these deviations, aligning PD patterns closer to controls. Closer alignment correlated with improved motor performance metrics, including reduced reaction and squeeze times. LQR control effectively guided PD neural dynamics toward healthy trajectories in the latent space. Discussion GVS enhances motor preparation in PD by restoring healthy cortical EEG patterns, with additive benefits from dopaminergic medication. The Deep Koopman framework offers a powerful approach for dissecting complex EEG dynamics and designing targeted neuromodulation strategies. These findings elucidate GVS's therapeutic mechanisms and highlight its potential for personalized PD interventions, warranting further exploration in larger cohorts and varied stimulation protocols.",empirical,"Kia M, Mirian MS, Soori S, Saedi S, Arasteh E, Faramarzi MH, Chinchani A, Lee S, Luczak A, McKeown MJ.",2025,2025-05-14,,10.3389/fnhum.2025.1566566,,https://europepmc.org/article/MED/40438537,,europe_pmc,europe_pmc_core,indexed,include,include_empirical,merged_inclusion_sources,"A deep Koopman operator learns EEG state transitions from patient recordings, predicts preparatory trajectories under stimulation, and supports simulated LQR steering toward healthy dynamics.",expanded_search,ALT-6a64d732fb1e,1,no,retain,MWM-X6A64D732FB,no_related_version_identified,"The Frontiers in Human Neuroscience article is the stable report. No same-study preprint, duplicate corpus record, correction, withdrawal, or retraction was identified.",https://doi.org/10.3389/fnhum.2025.1566566,high
MWM-XEA4B3285B2,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,"We introduce a new framework for forecasting the spatiotemporal neural response to stimulation based on learning temporal basis functions. Our proposed temporal basis function model (TBFM) predicts neural responses as a function of both past neural activity and stimulation parameters. This enables TBFM's application to closed-loop neural stimulation using model-based control techniques such as model predictive control (MPC) or model-based reinforcement learning (MBRL). We illustrate the use of TBFMs on data from 40 sessions of micro-electrocorticography (μECog) capturing the response to excitatory optogenetic stimulation in two non-human primates (NHPs). We show that in such a setting, TBFMs require less than 20 minutes of data collection and 5 minutes of training time, while exhibiting accuracy comparable to a complex non-linear dynamical systems model, and greater accuracy than linear state space models (LSSMs) such as those based on the Kalman Filter. Finally, we demonstrate the model's ability to shape neural activity towards desired regimes in two simulated closed-loop stimulation experiments.Clinical relevance- By optimizing sample efficiency, training time, and latency, our model begins to bridge the gap between complex AI-based approaches to modeling brain stimulation and the vision of using such models to develop novel closed-loop stimulation protocols for treating a variety neurological conditions.",empirical,Matthew J Bryan; Felix Schwock; Azadeh Yazdan-Shahmorad; Rajesh P N Rao,2025,2025,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/embc58623.2025.11254522,,https://pubmed.ncbi.nlm.nih.gov/41336632/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,include,include_empirical,merged_inclusion_sources,"The temporal-basis model learns stimulation-conditioned neural transitions from primate recordings, forecasts responses, and is operationally evaluated in simulated model-predictive closed-loop control.",expanded_search,ALT-ea4b3285b2fe,1,no,retain,MWM-XEA4B3285B2,conference_full_paper_no_successor_identified,"The seven-page EMBC proceedings paper is the current full conference publication, not merely an abstract. It has no matching corpus duplicate, journal successor, correction, withdrawal, or retraction signal.",https://doi.org/10.1109/embc58623.2025.11254522,high
MWM-XC890A9B151,Machine Learning for Mechanical Ventilation Control,"A bstract We consider the problem of controlling an invasive mechanical ventilator for pressure-controlled ventilation: a controller must let air in and out of a sedated patient’s lungs according to a trajectory of airway pressures specified by a clinician. Hand-tuned PID controllers and similar variants have comprised the industry standard for decades, yet can behave poorly by over- or under-shooting their target or oscillating rapidly. We consider a data-driven machine learning approach: First, we train a simulator based on data we collect from an artificial lung. Then, we train deep neural network controllers on these simulators. We show that our controllers are able to track target pressure waveforms significantly better than PID controllers. We further show that a learned controller generalizes across lungs with varying characteristics much more readily than PID controllers do.",empirical,Daniel Suo; Cyril Zhang; Paula Gradu; Udaya Ghai; Xinyi Chen; Edgar Minasyan; Naman Agarwal; Karan Singh; Julienne LaChance; Tom J. Zajdel; Manuel Schottdorf; Daniel J. Cohen; Elad Hazan,2021,2021-03-01,medRxiv,10.1101/2021.02.26.21252524,2102.06779,https://doi.org/10.1101/2021.02.26.21252524,preprint,['openalex'],"['""world model"" medicine', '""world model"" patient', '""world model"" physiology']",open-access,include,include_empirical,merged_inclusion_sources,State-action-pressure trajectories collected from a physical artificial lung train neural lung simulators; controllers optimized through those learned transitions are directly evaluated for multi-breath pressure-waveform tracking on held-out lung settings and hardware.,exhaustive_rescreen,AUD-6f1d52747327,1,no,retain,MWM-XC890A9B151,cross_repository_versions_and_extended_abstract,medRxiv 10.1101/2021.02.26.21252524 and arXiv 2102.06779 are the same full study; arXiv 2111.10434 is a later extended abstract with overlapping authors and results. The full study remains canonical and no second corpus candidate exists.,https://doi.org/10.1101/2021.02.26.21252524;https://arxiv.org/abs/2102.06779v4;https://arxiv.org/abs/2111.10434v3,high
MWM-X6C3AA8358E,Model-based reinforcement learning for ultrasound-driven autonomous microrobots.,"Reinforcement learning is emerging as a powerful tool for microrobots control, as it enables autonomous navigation in environments where classical control approaches fall short. However, applying reinforcement learning to microrobotics is difficult due to the need for large training datasets, the slow convergence in physical systems and poor generalizability across environments. These challenges are amplified in ultrasound-actuated microrobots, which require rapid, precise adjustments in high-dimensional action space, which are often too complex for human operators. Addressing these challenges requires sample-efficient algorithms that adapt from limited data while managing complex physical interactions. To meet these challenges, we implemented model-based reinforcement learning for autonomous control of an ultrasound-driven microrobot, which learns from recurrent imagined environments. Our non-invasive, AI-controlled microrobot offers precise propulsion and efficiently learns from images in data-scarce environments. On transitioning from a pretrained simulation environment, we achieved sample-efficient collision avoidance and channel navigation, reaching a 90% success rate in target navigation across various channels within an hour of fine-tuning. Moreover, our model initially generalized successfully in 50% of tasks in new environments, improving to over 90% with 30 min of further training. We further demonstrated real-time manipulation of microrobots in complex vasculatures under both static and flow conditions, thus underscoring the potential of AI to revolutionize microrobotics in biomedical applications.",empirical,"Medany M, Piglia L, Achenbach L, Mukkavilli SK, Ahmed D.",2025,2025-06-26,,10.1038/s42256-025-01054-2,,https://europepmc.org/article/MED/40709099,,['europe_pmc'],['europe_pmc_core'],indexed,include,include_empirical,merged_inclusion_sources,"The study uses a recurrent learned world model to predict latent microrobot-environment transitions and outcomes, learns control through imagined trajectories, and evaluates the resulting policy in biomedical vascular environments. It directly satisfies learned dynamics, rollout/planning, and biomedical-setting requirements.",sampled_audit,AUD-fa60370df827,1,no,retain,MWM-X6C3AA8358E,preprint_to_journal_successor,Crossref explicitly links bioRxiv 10.1101/2024.09.28.615576 as the preprint of the Nature Machine Intelligence article. The journal article is canonical; the sampled retain-journal-only decision is confirmed.,https://doi.org/10.1101/2024.09.28.615576;https://doi.org/10.1038/s42256-025-01054-2,high
MWM-X21155DF63C,Modelling neural coding in the auditory midbrain with high resolution and accuracy.,"Computational models of auditory processing can be valuable tools for research and technology development. Models of the cochlea are highly accurate and widely used, but models of the auditory brain lag far behind in both performance and penetration. Here we present ICNet, a convolutional encoder-decoder model of neural coding in the inferior colliculus. We developed ICNet using large-scale intracranial recordings from anaesthetized gerbils, addressing three key modelling challenges that are common across all sensory systems: capturing the full statistical structure of neuronal response patterns; accounting for physiological and experimental non-stationarity; and extracting features of sensory processing that are shared across different brains. ICNet provides highly accurate simulation of multi-unit neural responses to a wide range of complex sounds, including near-perfect responses to speech. It also reproduces key neurophysiological phenomena such as forward masking and dynamic range adaptation. ICNet can be used to simulate activity from thousands of neural units or to provide a compact representation of early central auditory processing through its latent dynamics, facilitating a wide range of hearing and audio applications. It can also serve as a foundation core, providing a baseline neural representation for models of active listening or higher-level auditory processing.",empirical,Fotios Drakopoulos; Lloyd Pellatt; Shievanie Sabesan; Yiqing Xia; Andreas Fragner; Nicholas A Lesica,2025,2025,Nature machine intelligence,10.1038/s42256-025-01104-9,,https://pubmed.ncbi.nlm.nih.gov/41019457/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,include,include_empirical,merged_inclusion_sources,"ICNet learns sound-conditioned temporal neural-response dynamics from large intracranial recordings and directly evaluates simulated multineuron activity, adaptation, and forward masking.",expanded_search,ALT-21155df63ca2,1,no,retain,MWM-X21155DF63C,preprint_to_journal_successor,"Crossref identifies bioRxiv 10.1101/2024.06.17.599294 as the preprint of the Nature Machine Intelligence article. The spelling change from Modeling to Modelling is a publication-version change, not a separate study.",https://doi.org/10.1101/2024.06.17.599294;https://doi.org/10.1038/s42256-025-01104-9,high
