candidate_id,title,field,reviewer_a,reviewer_b,adjudicated_value,adjudication_notes
MWM-X962473BB89,Chreode: A Cell World Model for One-Step Temporal Dynamics and Perturbation Prediction,estimand,"Distributional cell-state transition under observed developmental timing, plus predictive performance for labeled perturbation populations","A conditional future-population distribution indexed by state, elapsed time, and nominal intervention is written; no population treatment-effect contrast, regime value, or individual counterfactual estimand is identified",,
MWM-X962473BB89,Chreode: A Cell World Model for One-Step Temporal Dynamics and Perturbation Prediction,confounding_strategy,scVI uses dataset identity as a technical batch covariate; no causal confounding adjustment,No confounding adjustment or causal design; developmental snapshots and perturbation labels are used for predictive training,,
MWM-X962473BB89,Chreode: A Cell World Model for One-Step Temporal Dynamics and Perturbation Prediction,positivity_and_overlap,NI; perturbation and developmental support are restricted to observed datasets and the shared ortholog vocabulary,"No positivity or overlap analysis for interventions; the fixed ortholog vocabulary addresses feature compatibility, not treatment support",,
MWM-X962473BB89,Chreode: A Cell World Model for One-Step Temporal Dynamics and Perturbation Prediction,counterfactual_validation,No ground-truth individual counterfactual validation; comparisons use observed target populations,"None; held-out observed populations and perturbation labels validate prediction, not unobserved counterfactual trajectories",,
MWM-X962473BB89,Chreode: A Cell World Model for One-Step Temporal Dynamics and Perturbation Prediction,code_access,"An anonymized code artifact is reported in the paper, but no resolvable repository link was verified in the arXiv HTML","An anonymized code repository in supplementary material is reported, but no stable inspectable repository URL is present in the inspected arXiv PDF",,
MWM-X962473BB89,Chreode: A Cell World Model for One-Step Temporal Dynamics and Perturbation Prediction,weights_access,NI,Pretrained weights explicitly not released with the submission,,
MWM-X962473BB89,Chreode: A Cell World Model for One-Step Temporal Dynamics and Perturbation Prediction,data_access,Public accession identifiers and licenses are listed for pretraining and downstream datasets,All named pretraining and downstream datasets are public under source-specific terms; accession identifiers are listed,,
MWM-X962473BB89,Chreode: A Cell World Model for One-Step Temporal Dynamics and Perturbation Prediction,preprocessing_reproducibility,"Detailed gene harmonization, normalization, latent model, optimizer, task protocols, metrics, and dataset accessions are reported","Substantial detail for ortholog construction, normalization, scVI and W-DiT architecture, losses, optimizer, horizons, and metrics; exact downstream split construction and an externally inspectable code path remain incomplete",,
MWM-X962473BB89,Chreode: A Cell World Model for One-Step Temporal Dynamics and Perturbation Prediction,randomness,Three seeds control downstream splits and evaluation-noise draws; the pretrained backbone is one checkpoint with 32 stochastic samples per source cell,One pretraining seed; downstream evaluation uses three seeds controlling splits/noise; K=8 training and K=32 evaluation samples,,
MWM-X962473BB89,Chreode: A Cell World Model for One-Step Temporal Dynamics and Perturbation Prediction,evidence_anchors,Sec. 3-4 for state and transition construction; Sec. 5 and Tables 1-4 for held-out tasks and metrics; Sec. 7 and Appendix I for scope; Appendix A.4 for seeds and metric definitions; Appendix E and reproducibility checklist for data and artifact claims,"Abstract and pp. 2-7 for claim, model, pretraining corpus, and protocol; Tables 1-4 on pp. 8-9; Scope on pp. 9-10; Appendices A-C and Tables 5-6 on pp. 12-15; uncertainty limitation on p. 16; ablations on pp. 17-18; NeurIPS checklist pp. 19-25",,
MWM-X962473BB89,Chreode: A Cell World Model for One-Step Temporal Dynamics and Perturbation Prediction,appraisal_strengths,"Large multisource pretraining corpus, held-out downstream datasets, matched-architecture scratch control, explicit time conditioning, and separate temporal, fate, and perturbation evaluations",Large multi-dataset pretraining corpus; explicit one-step scope boundary; multiple downstream datasets; matched architecture controls; per-target temporal results and architecture/training ablations,,
MWM-X962473BB89,Chreode: A Cell World Model for One-Step Temporal Dynamics and Perturbation Prediction,appraisal_limitations,"One-step rather than recursive rollout; time-transition tasks require fine-tuning; perturbation transfer reuses GEARS; evaluation is largely latent-space; no calibrated uncertainty, adult-human pretraining, wet-lab validation, or causal identification","Action token is null during temporal pretraining and not evaluated downstream; perturbation evidence comes from embedding replacement inside GEARS; no rollout, calibration, frozen external validation, or causal identification; exact downstream split details are incomplete",,
MWM-X962473BB89,Chreode: A Cell World Model for One-Step Temporal Dynamics and Perturbation Prediction,source_status,Primary arXiv v1 HTML inspected on 2026-09-12; open access,Primary arXiv v1 full text inspected; open access,,
MWM-X962473BB89,Chreode: A Cell World Model for One-Step Temporal Dynamics and Perturbation Prediction,reviewer_confidence,high,medium-high; action-conditioned and causal wording requires careful boundary coding,,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,primary_source_url,https://arxiv.org/html/2605.10840,https://arxiv.org/abs/2605.10840,,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,publication_status,preprint,"preprint (arXiv v4, 4 July 2026)",,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,domain,ICU electronic-health-record trajectory modeling and clinical risk representation learning,ICU electronic health records; latent patient-trajectory forecasting and multi-task risk prediction,,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,dataset_or_cohort,"MIMIC-IV ICU stays with hourly observations, interventions, and admission demographics",MIMIC-IV ICU with raw tables and official mimic-code derived concepts,,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,sample_scale,"84,497 ICU stays from 64,874 patients; approximately 197,000 overlapping training windows","84,497 ICU stays from 64,874 unique patients; approximately 197,000 training windows; 10,346 test stays for the stay-level benchmark",,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,institution_count,One source hospital database,One health system/source database: Beth Israel Deaconess Medical Center MIMIC-IV,,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,split_strategy,Patient-level 70/15/15 train/validation/test split; stays longer than 72 hours yield overlapping windows with a 12-hour stride,Patient-level 70/15/15 train/validation/test split; all stays from a patient remain together; stays longer than 72 hours yield overlapping windows with 12-hour stride,,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,observation_process,"Original-order vital signs, laboratory values, severity scores, medications, ventilator settings, and procedures are serialized as structured natural-language text in one-hour bins","Irregular vital, laboratory, severity, medication, procedure, and device events serialized into one-hour natural-language state/action fragments while preserving within-hour event order",,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,missingness,No value imputation or normalization; unobserved readings are absent from the hourly state text and repeated measurements retain their original order,"No numerical imputation or normalization; absent readings are omitted from state text, so missingness is represented implicitly by absence rather than explicitly modeled",,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,censoring_or_competing_events,Trajectory windows are capped at 72 hours; no time-to-event censoring or competing-event analysis,"ICU windows are capped at 72 hours and long stays are windowed; no censoring, discharge, death, or competing-event process is modeled in the latent transition",,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,state,"A Qwen3-8B encoder with frozen base weights and LoRA adapters maps state, action, and demographics text separately into 4,096-dimensional embeddings","4096-dimensional Qwen3-8B last-token embeddings for demographics, hourly state text, and hourly action text; historical and predicted latent states form the patient representation",,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,observation_decoder,No decoder to clinical measurements; future states remain latent and are pooled with history for shallow downstream probes,Absolute next-state latent embedding; autoregressive latent trajectory; shallow probes output risks for 15 downstream tasks; no observation reconstruction decoder,,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,action,Hourly text describing active clinical interventions and doses,"Hourly active interventions and doses, including vasopressors, ventilation, dialysis, procedures, fluids, medication orders, and administrations",,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,action_provenance,Observed interventions recorded in MIMIC-IV; no evaluated alternative treatment policy,"Observed EHR interventions from derived treatment concepts and raw inputevents, procedureevents, prescriptions, and eMAR; provenance mixes orders, administrations, settings, and active treatments",,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,transition_mechanism,A roughly 92-million-parameter block-causal Transformer predicts the next continuous latent state from demographics and prior state-action embeddings,A 92.5M-parameter block-causal Transformer predicts absolute next-state embeddings and recursively feeds its own continuous predictions back into the state sequence,,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,maximum_horizon,48-hour evaluated autoregressive rollout after a 24-hour context within a maximum 72-hour window,48-hour evaluated autoregressive rollout from a 24-hour context; source windows extend to 72 hours,,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,rollout_regime,Deterministic free-running latent rollout; each predicted embedding is fed back as the next state input,Teacher forcing plus a two-step rollout loss during training; fully autoregressive free-running latent rollout at inference and in the 48-hour drift evaluation,,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,capability_claim,"Action-aware latent patient-trajectory simulation and reusable representation learning, without validated alternative-intervention response","Action-conditioned latent patient-trajectory forecasting/simulation and reusable risk representation; no causal alternative-treatment, counterfactual, or planning evidence",,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,baselines,"V-JEPA 2-AC-style training, SFT-only encoder, curriculum ablations, Ridge, LightGBM, LSTM, and TCN","V-JEPA 2-AC-style encoder/predictor, SFT-only encoder, curriculum ablations without warmup/alignment, Ridge, LightGBM, LSTM, and TCN",,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,state_fidelity_metrics,"Encoder output variance for collapse, latent cohort displacement, and downstream AUROC/AUPRC across 15 tasks","Encoder temporal standard deviation, UMAP cohort trajectories, centroid displacement ratios, Mann-Whitney tests, Cohen's d, and downstream AUROC/AUPRC",,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,transition_metrics,Normalized L1 distance between autoregressive predicted latents and encoded future latents across a 48-hour horizon,"L1 distance between autoregressive predicted latent state and the true encoder state over 48 hours, normalized to horizon 1",,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,rollout_stability,Horizon-resolved drift with IQR bands; Clin-JEPA decreases 15.7% from its first-step normalized error while ablations and alternative paradigms are flat or diverge,"Horizon-by-horizon normalized L1 drift with mean, median, and IQR; representation-collapse trajectories; only the complete curriculum converges rather than accumulates drift",,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,action_sensitivity,"NI; actions are input to the predictor, but no action replacement, shuffling, or dose-response experiment is reported","Actions are included as predictor inputs, but no action-agnostic comparator, removal, shuffle, timing, dose, or path-substitution test is reported",,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,calibration_and_uncertainty,NI; the rollout is a deterministic conditional mean and no calibration or predictive-interval analysis is reported,"Deterministic conditional-mean rollout; no predictive distribution, calibration, interval coverage, abstention, or uncertainty-aware decision rule",,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,external_validation,"None; all pretraining, rollout, and downstream evaluation use MIMIC-IV","No external, temporal, institutional, geographic, device, or population validation; all training and evaluation use MIMIC-IV",,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,decision_utility,Downstream early-event and stay-level risk prediction with shallow probes; no treatment decision-impact or prospective study,"Offline shallow-probe utility on seven early-event and eight stay-level risk tasks; no clinician workflow, treatment policy, or prospective decision evaluation",,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,safety_evaluation,None,"No clinical hazard definition, harmful-recommendation analysis, subgroup worst-case safety test, override, or monitoring evaluation",,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,statistical_analysis,"IQR summarizes heavy-tailed rollout drift; downstream appendices report 95% bootstrap confidence intervals, but independent training-run uncertainty is unclear",Per-task 95% bootstrap confidence intervals from 500 stay-clustered resamples; one-sided Mann-Whitney U tests and Cohen's d for latent geometry; training uses a single reported seed,,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,causal_language,Describes patient dynamics and proposed action sequences without a causal estimand or treatment-effect identification,"Describes a patient-state simulator conditioned on a proposed action sequence, but does not use causal, treatment-effect, counterfactual, or policy-value claims",,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,estimand,Prediction of future latent EHR states and downstream outcomes under the observational MIMIC-IV trajectory distribution,Observed-policy next-latent-state prediction and downstream risk classification; no intervention contrast or regime-value estimand,,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,confounding_strategy,None for treatment effects,No causal confounding strategy; actions are predictive covariates in the recorded EHR,,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,positivity_and_overlap,NI; support for intervention sequences is not audited,No positivity or treatment-overlap assessment,,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,counterfactual_validation,None; no altered-action ground truth is evaluated,None; autoregressive predictions are compared with observed future embeddings and labels only,,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,code_access,Public GitHub repository linked in the primary text,Public GitHub repository linked in the paper and inspectable at coding cutoff,,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,weights_access,NI,Study-specific trained checkpoint access is not established in the paper; the external Qwen3-8B base model is separately available under its source terms,,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,data_access,MIMIC-IV requires credentialed PhysioNet access,MIMIC-IV requires credentialed PhysioNet access; source tables and feature inventory are specified,,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,preprocessing_reproducibility,"Hourly serialization, inclusion rules, source tables, feature inventory, architecture, and training curriculum are described in the paper and appendix","Detailed eligibility, patient split, hourly serialization, feature tables, architecture, five-phase schedule, optimizer, compute, probe protocol, and bootstrap procedures",,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,randomness,Exact model-training seeds and number of independent full training runs NI,Random seed 42; one reported training run; bootstrap resampling is specified,,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,evidence_anchors,"Sec. 3.1-3.2 for state, action, and rollout; Sec. 5.1 for cohort and split; Sec. 5.2 and Fig. 2 for drift; Sec. 5.4 and Fig. 4 for downstream tasks; Appendix A for eligibility and features","Abstract and pp. 2-6 for claims, state/action encoding, transition, and curriculum; Fig. 2 and Sec. 5.2 pp. 6-7 for 48-hour rollout; Fig. 3 pp. 8-9 for state geometry; Fig. 4 and Sec. 5.4 p. 9; Appendices A-D pp. 13-18 for features, hyperparameters, ablations, and confidence intervals",,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,appraisal_strengths,"Patient-level separation, explicit free-running 48-hour latent rollout, curriculum failure-mode ablations, retained-predictor evaluation, and broad downstream task coverage",Clear patient-disjoint split; explicit free-running 48-hour evaluation; strong failure-mode ablations; direct latent-state and downstream task evidence; detailed feature and training appendices; public code,,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,appraisal_limitations,"Single database; latent predictions are not decoded to physiological values; no action perturbation, calibration, external validation, causal identification, safety analysis, or prospective utility evaluation","Single-source retrospective data; no action-sensitivity test despite action-conditioned framing; no calibration, external validation, causal identification, clinical decision study, or safety evaluation; only one reported training seed",,
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,source_status,Primary arXiv v2 HTML inspected on 2026-09-12; open access,Primary arXiv v4 full text inspected; open access,,
MWM-XFA677C184B,DRIFT: Direct-Recursive Intervention-Conditioned Forecasting of ICU Physiological Trajectories,primary_source_url,https://arxiv.org/html/2607.25864,https://arxiv.org/abs/2607.25864,,
MWM-XFA677C184B,DRIFT: Direct-Recursive Intervention-Conditioned Forecasting of ICU Physiological Trajectories,publication_status,preprint,"preprint (arXiv v1, 28 July 2026)",,
MWM-XFA677C184B,DRIFT: Direct-Recursive Intervention-Conditioned Forecasting of ICU Physiological Trajectories,domain,Action-conditioned multivariate ICU physiological forecasting,ICU physiological time-series forecasting with observed vasopressor conditioning,,
