candidate_id,title,field,reviewer_a,reviewer_b,reviewer_a_notes,reviewer_b_notes,reviewer_a_anchors,reviewer_b_anchors
MWM-0046,ChronoMedicalWorld: A Medical World Model for Learning Patient Trajectories from Longitudinal Care Data,action_agnostic_comparator,no,yes,"Free-running multiyear prediction is evaluated, but the what-if/counterfactual interface is explicitly not a causal estimator. Action tests vary channels and intensity without an action-agnostic causal comparator.","The paper explicitly disclaims causal estimation, so what-if wording receives causal score 0; free-running multiyear prediction and action-channel removal/intensity tests support rollout/action evidence.",Abstract p.1; Sec.2.4 pp.3-4; Sec.3 and Fig.1 pp.4-6; Sec.4 Tables 1-3 pp.6-8; Sec.5 Tables 4-5 pp.8-9; Sec.6 p.10,Sec.2.4 pp.3-4; Sec.3 and Fig.1 pp.4-6; Tables 1-5 pp.6-9; Secs.6.2 and 6.4 p.10
MWM-0054,CrossScope: A Role-Asymmetric World Model for Joint Dual-Scope Surgical Video Prediction,dynamics_evidence,1,2,"The geometric trajectory is a visual conditioning proxy, not a commanded operator action. Eight-frame windows are independently predicted and explicitly not chained autoregressively.","Eight-frame windows are independent rather than autoregressive. Shuffled-target and constant-prior controls support action sensitivity, although the conditioning trajectory is only an action proxy.",Benchmark overview p.2; Methods pp.3-5; Tables 1-2 and Fig.6 pp.5-7; Appendix Tables 4-10 pp.11-15,Benchmark p.2; Methods pp.3-5; Tables 1-2 and Fig.6 pp.5-7; Appendix Tables 4-10 pp.11-15
MWM-0054,CrossScope: A Role-Asymmetric World Model for Joint Dual-Scope Surgical Video Prediction,action_evidence,1,2,"The geometric trajectory is a visual conditioning proxy, not a commanded operator action. Eight-frame windows are independently predicted and explicitly not chained autoregressively.","Eight-frame windows are independent rather than autoregressive. Shuffled-target and constant-prior controls support action sensitivity, although the conditioning trajectory is only an action proxy.",Benchmark overview p.2; Methods pp.3-5; Tables 1-2 and Fig.6 pp.5-7; Appendix Tables 4-10 pp.11-15,Benchmark p.2; Methods pp.3-5; Tables 1-2 and Fig.6 pp.5-7; Appendix Tables 4-10 pp.11-15
MWM-0054,CrossScope: A Role-Asymmetric World Model for Joint Dual-Scope Surgical Video Prediction,reproducibility_evidence,0,1,"The geometric trajectory is a visual conditioning proxy, not a commanded operator action. Eight-frame windows are independently predicted and explicitly not chained autoregressively.","Eight-frame windows are independent rather than autoregressive. Shuffled-target and constant-prior controls support action sensitivity, although the conditioning trajectory is only an action proxy.",Benchmark overview p.2; Methods pp.3-5; Tables 1-2 and Fig.6 pp.5-7; Appendix Tables 4-10 pp.11-15,Benchmark p.2; Methods pp.3-5; Tables 1-2 and Fig.6 pp.5-7; Appendix Tables 4-10 pp.11-15
MWM-0054,CrossScope: A Role-Asymmetric World Model for Joint Dual-Scope Surgical Video Prediction,horizon_resolved_results,yes,no,"The geometric trajectory is a visual conditioning proxy, not a commanded operator action. Eight-frame windows are independently predicted and explicitly not chained autoregressively.","Eight-frame windows are independent rather than autoregressive. Shuffled-target and constant-prior controls support action sensitivity, although the conditioning trajectory is only an action proxy.",Benchmark overview p.2; Methods pp.3-5; Tables 1-2 and Fig.6 pp.5-7; Appendix Tables 4-10 pp.11-15,Benchmark p.2; Methods pp.3-5; Tables 1-2 and Fig.6 pp.5-7; Appendix Tables 4-10 pp.11-15
MWM-0054,CrossScope: A Role-Asymmetric World Model for Joint Dual-Scope Surgical Video Prediction,action_agnostic_comparator,no,yes,"The geometric trajectory is a visual conditioning proxy, not a commanded operator action. Eight-frame windows are independently predicted and explicitly not chained autoregressively.","Eight-frame windows are independent rather than autoregressive. Shuffled-target and constant-prior controls support action sensitivity, although the conditioning trajectory is only an action proxy.",Benchmark overview p.2; Methods pp.3-5; Tables 1-2 and Fig.6 pp.5-7; Appendix Tables 4-10 pp.11-15,Benchmark p.2; Methods pp.3-5; Tables 1-2 and Fig.6 pp.5-7; Appendix Tables 4-10 pp.11-15
MWM-0054,CrossScope: A Role-Asymmetric World Model for Joint Dual-Scope Surgical Video Prediction,action_perturbation,no,yes,"The geometric trajectory is a visual conditioning proxy, not a commanded operator action. Eight-frame windows are independently predicted and explicitly not chained autoregressively.","Eight-frame windows are independent rather than autoregressive. Shuffled-target and constant-prior controls support action sensitivity, although the conditioning trajectory is only an action proxy.",Benchmark overview p.2; Methods pp.3-5; Tables 1-2 and Fig.6 pp.5-7; Appendix Tables 4-10 pp.11-15,Benchmark p.2; Methods pp.3-5; Tables 1-2 and Fig.6 pp.5-7; Appendix Tables 4-10 pp.11-15
MWM-0068,DreamReg: Belief-Driven World Model for 2D-3D Ultrasound Registration,dynamics_evidence,1,2,"Closed-loop imagined registration is demonstrated in synthetic slice rendering. Final registration supports task utility, but stepwise rollout drift, calibrated uncertainty, and live safety are absent.","Closed-loop imagined registration supports planning and decision evidence, but fidelity is reported mainly at the final horizon and no action-agnostic comparator or safety test is present.",Abstract p.1; Sec.2 and Figs.1-2 pp.3-6; Sec.3 and Tables 1-2 pp.6-8; Conclusion p.9,Abstract p.1; Sec.2 and Figs.1-2 pp.3-6; Sec.3 and Tables 1-2 pp.6-8; Conclusion p.9
MWM-0068,DreamReg: Belief-Driven World Model for 2D-3D Ultrasound Registration,uncertainty_evidence,0,1,"Closed-loop imagined registration is demonstrated in synthetic slice rendering. Final registration supports task utility, but stepwise rollout drift, calibrated uncertainty, and live safety are absent.","Closed-loop imagined registration supports planning and decision evidence, but fidelity is reported mainly at the final horizon and no action-agnostic comparator or safety test is present.",Abstract p.1; Sec.2 and Figs.1-2 pp.3-6; Sec.3 and Tables 1-2 pp.6-8; Conclusion p.9,Abstract p.1; Sec.2 and Figs.1-2 pp.3-6; Sec.3 and Tables 1-2 pp.6-8; Conclusion p.9
MWM-0073,ECG-WM: A Physiology-Informed ECG World Model for Clinical Intervention Simulation,causal_evidence,1,0,"Autoregressive horizon and stress tests are strong, with frozen ICU transfer. Candidate-drug comparisons and risk ranking still lack an explicit causal estimand, support analysis, or randomized individualized validation.","Autoregressive horizon tests and physiological stress audits are strong, but drug counterfactuals remain observational and stochastic variance is not calibrated.",Abstract and Secs.1-4 pp.1-5; Sec.5 Tables 1-4 pp.6-9; Sec.6 pp.9-10; Apps.A-B pp.13-19,Secs.1-4 and Figs.1-2 pp.1-5; Tables 1-4 pp.6-9; Apps.A-B pp.13-19
MWM-0074,EHRWorld: A Patient-Centric Medical World Model for Long-Horizon Clinical Trajectories,action_evidence,1,0,"Full trajectories are generated and compared with next-event performance, but causal and counterfactual wording exceeds observed-policy prediction. No action sensitivity, calibration, or external validation is reported.","Full-trajectory generation is evaluated at multiple event horizons, but medication/procedure conditioning is not isolated and causal wording is unsupported by identification or counterfactual validation.",Abstract pp.1-2; Sec.3 and Fig.2 pp.3-4; Sec.4 pp.4-5 and Algorithm 1 p.13; Sec.5 Tables 1-2 pp.5-8; Limitations p.9,Abstract pp.1-2; Secs.3-5 pp.3-8; Tables 1-2 and Fig.3; Limitations p.9; Appendix pp.11-14
MWM-0077,EyeWorld: A Generative World Model of Ocular State and Dynamics,safety_evidence,0,1,"Prompt-edited pathology images motivate a counterfactual claim, but there is no intervention model, alternative-outcome ground truth, recursive rollout, or frozen longitudinal external test.",Prompt-edited pathology images are action sensitivity but not clinical intervention evidence; pooled sources do not establish frozen external validation and counterfactual claims lack a causal estimand.,Data overview pp.5-7; longitudinal synthesis Fig.7 pp.16-18; counterfactual edits Fig.8 pp.19-21; Limitations and Methods pp.24-31,Data pp.5-7; longitudinal synthesis Fig.7 pp.16-18; prompt edits Fig.8 pp.19-21; Limitations/Methods pp.24-31
MWM-0077,EyeWorld: A Generative World Model of Ocular State and Dynamics,frozen_external_validation,unclear,no,"Prompt-edited pathology images motivate a counterfactual claim, but there is no intervention model, alternative-outcome ground truth, recursive rollout, or frozen longitudinal external test.",Prompt-edited pathology images are action sensitivity but not clinical intervention evidence; pooled sources do not establish frozen external validation and counterfactual claims lack a causal estimand.,Data overview pp.5-7; longitudinal synthesis Fig.7 pp.16-18; counterfactual edits Fig.8 pp.19-21; Limitations and Methods pp.24-31,Data pp.5-7; longitudinal synthesis Fig.7 pp.16-18; prompt edits Fig.8 pp.19-21; Limitations/Methods pp.24-31
MWM-0078,Failure Detection for Surgical Robot Imitation Policies via Flow-Matching World Modeling,state_evidence,2,1,"Conformal thresholds and strong no-action/component controls support calibration and action evidence. Detection is offline and does not test interruption, recovery, or clinical harm severity.","Conformal calibration and explicit recorded failure tests are substantial, but the monitor is evaluated offline and endpoint prediction does not generate free-running observations.",Abstract p.1; Fig.1 p.2; Sec.III pp.3-4; Sec.IV and Table I pp.4-6; Figs.5-6 p.7; Limitations p.8,Abstract p.1; Sec. III pp.3-4; Sec. IV and Table I pp.4-6; Figs.5-6 p.7; Limitations p.8
MWM-0078,Failure Detection for Surgical Robot Imitation Policies via Flow-Matching World Modeling,safety_evidence,1,2,"Conformal thresholds and strong no-action/component controls support calibration and action evidence. Detection is offline and does not test interruption, recovery, or clinical harm severity.","Conformal calibration and explicit recorded failure tests are substantial, but the monitor is evaluated offline and endpoint prediction does not generate free-running observations.",Abstract p.1; Fig.1 p.2; Sec.III pp.3-4; Sec.IV and Table I pp.4-6; Figs.5-6 p.7; Limitations p.8,Abstract p.1; Sec. III pp.3-4; Sec. IV and Table I pp.4-6; Figs.5-6 p.7; Limitations p.8
MWM-0078,Failure Detection for Surgical Robot Imitation Policies via Flow-Matching World Modeling,reproducibility_evidence,1,0,"Conformal thresholds and strong no-action/component controls support calibration and action evidence. Detection is offline and does not test interruption, recovery, or clinical harm severity.","Conformal calibration and explicit recorded failure tests are substantial, but the monitor is evaluated offline and endpoint prediction does not generate free-running observations.",Abstract p.1; Fig.1 p.2; Sec.III pp.3-4; Sec.IV and Table I pp.4-6; Figs.5-6 p.7; Limitations p.8,Abstract p.1; Sec. III pp.3-4; Sec. IV and Table I pp.4-6; Figs.5-6 p.7; Limitations p.8
MWM-0095,"GEMEO: the first patient world model for rare disease, grounding generative clinical trajectories in the genome and a biomedical knowledge graph",dynamics_evidence,1,2,Current evidence supports prediction and actual-versus-masked treatment association. Level-3 counterfactual capability is prospective rather than demonstrated; external partition and calibration-method details remain sparse.,"Current evidence reaches an action-association test, while Level-3 counterfactual capability is stated as future work. Integrated calibration is reported, but external partition details are sparse.",Abstract p.1; Sec.2 pp.2-3; Sec.3 Tables 1-3 pp.3-6; Sec.4 p.6; Methods and limitations pp.7-8,Abstract p.1; Secs.2-4 pp.2-6; Tables 1-3; Methods and limitations pp.7-8
MWM-0095,"GEMEO: the first patient world model for rare disease, grounding generative clinical trajectories in the genome and a biomedical knowledge graph",action_evidence,1,2,Current evidence supports prediction and actual-versus-masked treatment association. Level-3 counterfactual capability is prospective rather than demonstrated; external partition and calibration-method details remain sparse.,"Current evidence reaches an action-association test, while Level-3 counterfactual capability is stated as future work. Integrated calibration is reported, but external partition details are sparse.",Abstract p.1; Sec.2 pp.2-3; Sec.3 Tables 1-3 pp.3-6; Sec.4 p.6; Methods and limitations pp.7-8,Abstract p.1; Secs.2-4 pp.2-6; Tables 1-3; Methods and limitations pp.7-8
MWM-0095,"GEMEO: the first patient world model for rare disease, grounding generative clinical trajectories in the genome and a biomedical knowledge graph",free_running_rollout,unclear,yes,Current evidence supports prediction and actual-versus-masked treatment association. Level-3 counterfactual capability is prospective rather than demonstrated; external partition and calibration-method details remain sparse.,"Current evidence reaches an action-association test, while Level-3 counterfactual capability is stated as future work. Integrated calibration is reported, but external partition details are sparse.",Abstract p.1; Sec.2 pp.2-3; Sec.3 Tables 1-3 pp.3-6; Sec.4 p.6; Methods and limitations pp.7-8,Abstract p.1; Secs.2-4 pp.2-6; Tables 1-3; Methods and limitations pp.7-8
MWM-0095,"GEMEO: the first patient world model for rare disease, grounding generative clinical trajectories in the genome and a biomedical knowledge graph",horizon_resolved_results,no,yes,Current evidence supports prediction and actual-versus-masked treatment association. Level-3 counterfactual capability is prospective rather than demonstrated; external partition and calibration-method details remain sparse.,"Current evidence reaches an action-association test, while Level-3 counterfactual capability is stated as future work. Integrated calibration is reported, but external partition details are sparse.",Abstract p.1; Sec.2 pp.2-3; Sec.3 Tables 1-3 pp.3-6; Sec.4 p.6; Methods and limitations pp.7-8,Abstract p.1; Secs.2-4 pp.2-6; Tables 1-3; Methods and limitations pp.7-8
MWM-0103,Intervention-Aware Clinical World Model for Post-Op Outcome Forecasting in Cardiology,reproducibility_evidence,0,1,"ECE plus event removal, shuffling, timing, and presence edits strongly test predictive dependence. The study explicitly disclaims causal effects and does not free-run treatment-policy trajectories.","Event removal, shuffling, timing and presence edits support action evidence, and ECE supports calibration; risk curves are horizon-resolved but are not recursive self-fed rollouts.",Methods and Table 1 pp.3-5; Tables 2-4 and Fig.3 pp.6-7; Fig.4 and Limitations p.8,Methods and Table 1 pp.3-5; Tables 2-4 and Fig.3 pp.6-7; Fig.4 and Limitations p.8
MWM-0114,medDreamer: Model-Based Reinforcement Learning with Latent Imagination on Complex EHRs for Clinical Decision Support,reproducibility_evidence,1,0,"The model free-runs for policy imagination, but direct state/transition validation is weak. Mortality claims rest on OPE without confounding or overlap analysis; reported sepsis intervals and split details need checking.","Policy claims rely on latent imagination and OPE without direct transition validation, overlap analysis, or identified causal estimand; reported mortality intervals and split details require adjudication.",Abstract and Introduction pp.1-3; Sec.3 pp.3-8; Sec.4 Tables 1-2 and Figs.2-8 pp.8-13; appendices pp.18-19,Secs.1-3 pp.1-8; Sec.4 and Tables 1-2 pp.8-13; appendices pp.18-19
MWM-0125,MRI Contrast Enhancement Kinetics World Model,reproducibility_evidence,0,1,"Time-conditioned image generation and adjacent-frame continuity directly assess kinetics, but generation is not autoregressive. Split details, uncertainty, and reader utility are not reported.","Continuous time-conditioned image generation and temporal continuity support dynamics, but generation is direct rather than autoregressive and the second cohort is not a frozen transport test.",Abstract and Sec.1 pp.1-2; Sec.3 pp.3-5; Sec.4.1 and Table 1 pp.5-7; supplementary kinetics figures pp.13-17,Abstract and Sec.1 pp.1-2; Sec.3 pp.3-5; Sec.4.1 and Table 1 pp.5-7; supplement pp.13-17
MWM-0135,Nonstationary Battery,dynamics_evidence,2,1,"Closed-loop adaptation is measured across designed shifts, but the Markdown-only draft lacks code, result artifacts, and a fair equal-information comparator. Task outcomes indirectly evidence state quality.","Closed-loop adaptation is evaluated only in simulators with unequal-information concerns; absent code, simulator artifacts and full specification make most evidence non-reproducible.",Zenodo draft Abstract and Sec.1; Sec.2 Tables B1-B3; Sec.4 caveats; Zenodo file/status record,Zenodo draft Secs.1-2 and Tables B1-B3; Sec.4 caveats; deposit file/status listing
MWM-0135,Nonstationary Battery,rollout_evidence,2,1,"Closed-loop adaptation is measured across designed shifts, but the Markdown-only draft lacks code, result artifacts, and a fair equal-information comparator. Task outcomes indirectly evidence state quality.","Closed-loop adaptation is evaluated only in simulators with unequal-information concerns; absent code, simulator artifacts and full specification make most evidence non-reproducible.",Zenodo draft Abstract and Sec.1; Sec.2 Tables B1-B3; Sec.4 caveats; Zenodo file/status record,Zenodo draft Secs.1-2 and Tables B1-B3; Sec.4 caveats; deposit file/status listing
MWM-0135,Nonstationary Battery,uncertainty_evidence,0,1,"Closed-loop adaptation is measured across designed shifts, but the Markdown-only draft lacks code, result artifacts, and a fair equal-information comparator. Task outcomes indirectly evidence state quality.","Closed-loop adaptation is evaluated only in simulators with unequal-information concerns; absent code, simulator artifacts and full specification make most evidence non-reproducible.",Zenodo draft Abstract and Sec.1; Sec.2 Tables B1-B3; Sec.4 caveats; Zenodo file/status record,Zenodo draft Secs.1-2 and Tables B1-B3; Sec.4 caveats; deposit file/status listing
MWM-0136,NVIDIA Cosmos-H-Dreams: Real-Time Generative Physics Simulation for Surgical Robotics,highest_capability_claim,action_conditioned,planning,"Long autoregressive video and retrospective real-policy ranking support simulator evidence, but no systematic action perturbation or calibrated uncertainty is reported and some tasks rank policies negatively.","Long autoregressive video and real-policy ranking support planning utility, but action dependence is not isolated and physical-feasibility/hallucination tests are limited safety evidence.",Abstract and links p.1; Secs.1-3 pp.3-5; Sec.4 pp.6-8; Secs.5-6 Tables 1-4 and Figs.3-5 pp.9-12; Limitations p.14,Abstract/access links p.1; Secs.1-4 pp.3-8; Tables 1-4 and Figs.3-5 pp.9-12; Limitations p.14
MWM-0136,NVIDIA Cosmos-H-Dreams: Real-Time Generative Physics Simulation for Surgical Robotics,action_evidence,1,0,"Long autoregressive video and retrospective real-policy ranking support simulator evidence, but no systematic action perturbation or calibrated uncertainty is reported and some tasks rank policies negatively.","Long autoregressive video and real-policy ranking support planning utility, but action dependence is not isolated and physical-feasibility/hallucination tests are limited safety evidence.",Abstract and links p.1; Secs.1-3 pp.3-5; Sec.4 pp.6-8; Secs.5-6 Tables 1-4 and Figs.3-5 pp.9-12; Limitations p.14,Abstract/access links p.1; Secs.1-4 pp.3-8; Tables 1-4 and Figs.3-5 pp.9-12; Limitations p.14
MWM-0137,OcularWorldSim: A Visual World Model for Ophthalmic Microsurgery With Sim-to-Real Transfer Learning,state_evidence,1,2,"Abstract metrics support only narrow state and task evidence. Rollout, action, calibration, external-test provenance, safety, and reproducibility cannot be adjudicated without the primary full text.","Abstract-level phase, segmentation and ophthalmologist plausibility results do not permit reliable coding of dynamics, rollout, action testing, external protocol, or reproducibility.",IEEE Access indexed abstract; DOI 10.1109/ACCESS.2026.3684562; full text unavailable at coding cutoff,IEEE Access indexed abstract; DOI 10.1109/ACCESS.2026.3684562; full PDF retrieval blocked
MWM-0137,OcularWorldSim: A Visual World Model for Ophthalmic Microsurgery With Sim-to-Real Transfer Learning,decision_evidence,1,NI,"Abstract metrics support only narrow state and task evidence. Rollout, action, calibration, external-test provenance, safety, and reproducibility cannot be adjudicated without the primary full text.","Abstract-level phase, segmentation and ophthalmologist plausibility results do not permit reliable coding of dynamics, rollout, action testing, external protocol, or reproducibility.",IEEE Access indexed abstract; DOI 10.1109/ACCESS.2026.3684562; full text unavailable at coding cutoff,IEEE Access indexed abstract; DOI 10.1109/ACCESS.2026.3684562; full PDF retrieval blocked
MWM-0137,OcularWorldSim: A Visual World Model for Ophthalmic Microsurgery With Sim-to-Real Transfer Learning,closed_loop_evaluation,simulation,unclear,"Abstract metrics support only narrow state and task evidence. Rollout, action, calibration, external-test provenance, safety, and reproducibility cannot be adjudicated without the primary full text.","Abstract-level phase, segmentation and ophthalmologist plausibility results do not permit reliable coding of dynamics, rollout, action testing, external protocol, or reproducibility.",IEEE Access indexed abstract; DOI 10.1109/ACCESS.2026.3684562; full text unavailable at coding cutoff,IEEE Access indexed abstract; DOI 10.1109/ACCESS.2026.3684562; full PDF retrieval blocked
MWM-0137,OcularWorldSim: A Visual World Model for Ophthalmic Microsurgery With Sim-to-Real Transfer Learning,safety_hazard_test,unclear,no,"Abstract metrics support only narrow state and task evidence. Rollout, action, calibration, external-test provenance, safety, and reproducibility cannot be adjudicated without the primary full text.","Abstract-level phase, segmentation and ophthalmologist plausibility results do not permit reliable coding of dynamics, rollout, action testing, external protocol, or reproducibility.",IEEE Access indexed abstract; DOI 10.1109/ACCESS.2026.3684562; full text unavailable at coding cutoff,IEEE Access indexed abstract; DOI 10.1109/ACCESS.2026.3684562; full PDF retrieval blocked
MWM-0138,Open-H-Embodiment: A Large-Scale Dataset for Enabling Foundation Models in Medical Robotics,action_evidence,1,0,"Action-replayed free-running chunks, drift analysis, and policy task success support strong empirical coverage. The evaluation remains open-loop with respect to action selection and lacks a formal simulator-hazard protocol.","Six autoregressive chunks and drift analyses support rollout evidence; recorded-action replay does not isolate action dependence, and safety evidence is limited to failure analysis rather than hazards or recovery.",Abstract pp.1-2; Results pp.7-9 and Table 1; C-H-S-S pp.18-22 and Fig.7; Methods pp.25-29; Data Availability p.36,Abstract pp.1-2; Results and Table 1 pp.7-9; C-H-S-S and Fig.7 pp.18-22; Methods pp.25-29; Data Availability p.36
MWM-0138,Open-H-Embodiment: A Large-Scale Dataset for Enabling Foundation Models in Medical Robotics,decision_evidence,2,1,"Action-replayed free-running chunks, drift analysis, and policy task success support strong empirical coverage. The evaluation remains open-loop with respect to action selection and lacks a formal simulator-hazard protocol.","Six autoregressive chunks and drift analyses support rollout evidence; recorded-action replay does not isolate action dependence, and safety evidence is limited to failure analysis rather than hazards or recovery.",Abstract pp.1-2; Results pp.7-9 and Table 1; C-H-S-S pp.18-22 and Fig.7; Methods pp.25-29; Data Availability p.36,Abstract pp.1-2; Results and Table 1 pp.7-9; C-H-S-S and Fig.7 pp.18-22; Methods pp.25-29; Data Availability p.36
MWM-0138,Open-H-Embodiment: A Large-Scale Dataset for Enabling Foundation Models in Medical Robotics,closed_loop_evaluation,simulation,offline,"Action-replayed free-running chunks, drift analysis, and policy task success support strong empirical coverage. The evaluation remains open-loop with respect to action selection and lacks a formal simulator-hazard protocol.","Six autoregressive chunks and drift analyses support rollout evidence; recorded-action replay does not isolate action dependence, and safety evidence is limited to failure analysis rather than hazards or recovery.",Abstract pp.1-2; Results pp.7-9 and Table 1; C-H-S-S pp.18-22 and Fig.7; Methods pp.25-29; Data Availability p.36,Abstract pp.1-2; Results and Table 1 pp.7-9; C-H-S-S and Fig.7 pp.18-22; Methods pp.25-29; Data Availability p.36
MWM-0149,Policy4OOD: A Knowledge-Guided World Model for Policy Intervention Simulation against the Opioid Overdose Crisis,uncertainty_evidence,0,1,"MCTS and explicit advance/replace/remove scenarios support planning and action tests. The paper defines policy contrasts but states predictions are noncausal; confounding, overlap, interference, and observed policy outcomes are absent.",Policy removal/timing/replacement tests support action evidence and held-out states support external evidence; planning outputs remain model-generated and the paper explicitly disclaims causal effects.,Dataset and Table 1 pp.3-4; Method pp.5-7; Tables 2-3 pp.7-8; Figs.4-5 pp.9-10,Dataset/Table 1 pp.3-4; Method pp.5-7; Tables 2-3 pp.7-8; case studies and caveat pp.9-10
