candidate_id,title,abstract,final_corpus_type,authors,year,publication_date,venue,doi,arxiv_id,url,record_type,sources,query_labels,source_status,final_decision,final_reason_code,resolution_route,adjudication_rationale,source_routes,source_record_ids,exact_match_group_size,manual_lineage_review_required
MWM-X962473BB89,Chreode: A Cell World Model for One-Step Temporal Dynamics and Perturbation Prediction,"Predicting how a cell will change its transcriptional state under a developmental signal or a genetic perturbation is the computational core of in-silico biology and the AI Virtual Cell program. Existing approaches either fit static control-to-treated maps that discard time, or solve multi-step ODE / Schrödinger-bridge problems on each dataset independently. We introduce Chreode, a one-step cell world model that predicts action-conditioned cell-state transitions through a structured residual transition operator. It shifts distributional evolution from inference time to training time, enabling single-pass generation while preserving a Waddington-inspired decomposition into downhill landscape flow, rotational in-tangent dynamics, and stochastic spread. The model is pretrained with a shared scVI encoder and a DiT-based dynamics backbone on a 2.4M-cell mouse embryonic atlas spanning 7 datasets. As a fine-tuning initialization, Chreode improves per-target Sinkhorn distance on Weinreb hematopoiesis and Veres islet differentiation over matched scratch models, PI-SDE, and PRESCIENT. As a transferable gene-state embedding for GEARS, the pretrained dynamics representation reduces shared-vocabulary DE20 mean squared error on Norman Perturb-seq from 0.2121 to 0.1858, a 12.4% relative improvement, without changing the GEARS training procedure. We interpret this transfer to perturbation prediction as evidence that pretrained developmental-trajectory dynamics encode differentiation primitives transferable to CRISPR-induced state shifts, since both involve cell-state transitions in a shared latent geometry. The pretrained backbone additionally produces zero-shot clonal fate scores on Weinreb that are competitive with strong dynamic-OT baselines.",empirical,Mufan Qiu; Genhui Zheng; Yinuo Xu; Ruichen Zhang; Ying Ding; Qi Long; Tianlong Chen,2026,2026-05-27,arXiv (Cornell University),,2605.28111,https://arxiv.org/abs/2605.28111,preprint,['openalex'],"['""world model"" clinical']",open-access,include,include_empirical,merged_inclusion_sources,Chreode learns an action-conditioned cellular state-transition operator from large temporal single-cell data and evaluates future developmental-state and perturbation prediction on multiple biological datasets. One-step dynamics still satisfy the boundary because the transition itself is learned and directly assessed.,sampled_audit,AUD-12eef56fc6be,1,no
MWM-0046,ChronoMedicalWorld: A Medical World Model for Learning Patient Trajectories from Longitudinal Care Data,"Long-horizon clinical simulation -- predicting how a patient's physiology evolves over years under specified interventions -- is central to chronic-disease care, yet existing electronic health record (EHR) models are predominantly discriminative, and general-purpose large language models drift under repeated interventions. We propose the \textbf{ChronoMedicalWorld Model (CMWM)}, an action-conditioned latent world-model framework for learning patient trajectories from longitudinal care data. CMWM couples a joint-embedding state encoder with a wide action encoder that admits both structured intervention indicators and free-text communication embeddings, and trains a recurrent latent transition module under a six-term objective: next-observation supervision, next-latent prediction, SIGReg latent regularisation, and three physiology-aware shape priors (slope, continuity, large-jump penalty). A closed-loop rollout-prefix protocol matches training to deployment, so the model is optimised against the same multi-step error it exhibits at inference. As a concrete case study, we instantiate CMWM for annual estimated glomerular filtration rate (eGFR) trajectory forecasting in chronic kidney disease (CKD). On a 2{,}232-patient nephrology cohort, the CKD instantiation achieves a dynamic-50\% history rollout test mean absolute error (MAE) of 7.384 and root-mean-square error (RMSE) of 10.256, against 7.964 and 11.069 for a tuned GPT-5.5 structured-prompting baseline ($-7.28\%$ MAE, $-7.35\%$ RMSE), with the gain dominated by the dialogue portion of patient--health-coach communication. The framework is not CKD-specific: its architecture, loss design, and training protocol apply to any chronic condition that can be cast as periodic clinical state interleaved with structured and conversational interventions.",empirical,Jiangyuan Wang; Xuyong Chen; Junwei He; Xu Xu; Shasha Xie; Fuman Han,2026,2026-05-21,arXiv (Cornell University),10.48550/arxiv.2605.21963,2605.21963,https://doi.org/10.48550/arxiv.2605.21963,preprint,openalex,"""medical world model"";""world model"" EHR;""world model"" clinical;""world model"" medicine;""world model"" patient;""world model"" physiology;""world model"" treatment",open-access,include,include_empirical,merged_inclusion_sources,A: The patient world model is directly evaluated on free-running medical trajectories. B: The longitudinal patient dynamics model is directly assessed in deployment-matched rollouts.,existing,MWM-0046,1,no
MWM-XC0A20D0271,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,"We present Clin-JEPA, a multi-phase co-training framework for joint-embedding predictive (JEPA) pretraining on EHR patient trajectories. JEPA architectures have enabled latent-space planning in robotics and high-quality representation learning in vision, but extending the paradigm to EHR data -- to obtain a single backbone that simultaneously forecasts patient trajectories and serves diverse downstream risk-prediction tasks without per-task fine-tuning -- remains an open challenge. Existing JEPA frameworks either discard the predictor after pretraining (I-JEPA, V-JEPA) or train it on a frozen pretrained encoder (V-JEPA 2-AC), leaving the encoder unaware of the rollout signal that the retained predictor must use at inference; co-training the encoder and predictor under a shared JEPA prediction objective would supply this grounding, but naïve co-training is unstable, with representation collapse and online/target drift causing autoregressive rollout to diverge. Clin-JEPA's five-phase pretraining curriculum -- predictor warmup, joint refinement, EMA target alignment, hard sync, and predictor finalization -- addresses each failure mode by phase, stably co-training a Qwen3-8B-based encoder and a 92M-parameter latent trajectory predictor. On MIMIC-IV ICU data, three independent evaluations support the framework: (1) latent $\ell_1$ rollout drift uniquely converges ($-$15.7%) over 48-hour horizons while baselines and ablations diverge (+3% to +4951%); (2) the encoder learns a clinically discriminative latent geometry (deteriorating-patient cohorts displace 4.83$\times$ further than stable patients in latent space, vs $\leq$2.62$\times$ for baseline encoders); (3) a single backbone outperforms strong tabular and sequence baselines on multi-task downstream evaluation. Clin-JEPA achieves mean AUROC 0.851 on ICareFM EEP and 0.883 on 8 binary risk tasks (+0.038 and +0.041 vs baseline average).",empirical,Yixuan Yang; Mehak Arora; Ryan Zhang; Baraa Abed; Junseob Kim; Tilendra Choudhary; Md Hassanuzzaman; Kevin Zhu; Ayman Ali; Chengkun Yang; A.E. Gent; Victor Moas; Rishikesan Kamaleswaran,2026,2026-05-11,arXiv (Cornell University),,2605.10840,https://arxiv.org/abs/2605.10840,preprint,['openalex'],"['""medical world model""', '""world model"" EHR', '""world model"" patient']",open-access,include,include_empirical,merged_inclusion_sources,"Clin-JEPA jointly trains an encoder and learned latent transition predictor, then directly evaluates autoregressive patient-trajectory rollout over a 48-hour horizon on clinical EHR data. This is a learned dynamic state-transition model with explicit multistep evaluation, not merely static risk prediction.",sampled_audit,AUD-669035784e86,1,no
MWM-S004,Cosmos-H-Surgical: Learning Surgical Robot Policies from Videos via World Modeling,"A surgical video world model generates synthetic procedures, an inverse-dynamics model infers pseudo-kinematics, and the resulting paired video-action data train a vision-language-action policy. The policy is evaluated on a real surgical robot and compared with training on real demonstrations alone.",empirical,Yufan He; Pengfei Guo; Mengya Xu; Zhaoshuo Li; Andriy Myronenko; Dillan Imans; Bingjie Liu; Dongren Yang; Mingxue Gu; Yongnan Ji,2025,2025-12-29,arXiv,10.48550/arxiv.2512.23162,2512.23162,https://arxiv.org/abs/2512.23162,preprint,citation_chasing,surgical world-model citation search,open-access,include,include_empirical,merged_inclusion_sources,A: The surgical world model directly evaluates future observations and downstream model-based policy behavior. B: The surgical future generator and its downstream embodied utility are empirically evaluated.,existing,MWM-S004,1,no
MWM-0054,CrossScope: A Role-Asymmetric World Model for Joint Dual-Scope Surgical Video Prediction,"Visual world models typically learn future dynamics from a single observation stream, limiting their ability to model cooperative systems with multiple independently moving observers. We investigate this challenge in Mother--Child endoscopic retrograde cholangiopancreatography (ERCP), where two flexible scopes provide complementary yet role-dependent views without a calibrated stereo relationship. Unlike conventional multi-view fusion that assumes symmetric information exchange, we formulate \textbf{role-asymmetric dual-scope future prediction}, where cross-view evidence is selectively transferred according to the prediction target and its underlying spatial requirements. We propose \textbf{CrossScope}, a dual-stream surgical world model that preserves view-specific experts while enabling target-specific evidence routing through geometry-guided residual interactions. CrossScope learns two complementary communication directions: geometric motion cues from the Mother view guide Child-view future dynamics, while pose-aligned Child appearance supports Mother-view prediction only when valid spatial correspondence is established. This design allows each scope to contribute task-relevant evidence without compromising its view-specific representation. To evaluate this problem, we establish a paired dual-scope benchmark comprising synchronized phantom and real-world ERCP episodes, with evaluations assessing visual fidelity, structural preservation, target localization, and motion consistency. Experiments demonstrate that CrossScope consistently outperforms strong surgical video generation baselines, validating the importance of role-aware evidence routing for multi-observer visual world modeling.",empirical,Wanhao Liu; Jinsong Lin; Rulin Zhou; Chi Kit Ng; Wenbin Pan; Zhiqing Tang; Dongyue Li; Liwei Luo; Yanshen Wu; Panshuo Li; Zhiyong Xiong; Huxin Gao; Tamas Haidegger; Hongliang Ren,2026,2026-08-04,arXiv (Cornell University),10.48550/arxiv.2608.03211,2608.03211,https://arxiv.org/abs/2608.03211,preprint,openalex,"""surgical world model"";""world model"" clinical;""world model"" medicine;""world model"" patient",open-access,include,include_empirical,merged_inclusion_sources,A: The surgical world model directly evaluates learned future-observation generation. B: Dual-scope surgical future observations and interaction dynamics are directly evaluated.,existing,MWM-0054,1,no
MWM-XFA677C184B,DRIFT: Direct-Recursive Intervention-Conditioned Forecasting of ICU Physiological Trajectories,"Many time-series forecasts depend not only on prior observations but also on actions specified during the forecast period. In intensive care units (ICUs), future vital signs and laboratory values are influenced by treatments such as vasopressors. However, models that predict the full future sequence all at once make little use of these treatments, whereas autoregressive models can accumulate errors. We introduce DRIFT, a hybrid framework in which a direct model produces the primary forecast and a recursive, action-conditioned model contributes constrained corrections. We evaluate DRIFT on 6,046 admissions from MIMIC-IV and 8,345 admissions from eICU-CRD. Averaged across the 8-, 24-, and 48-hour forecast endpoints, DRIFT reduces mean absolute error for mean arterial pressure (MAP) by 0.673% relative to an action-conditioned Temporal Fusion Transformer (TFT-action) on MIMIC-IV and achieves the lowest corresponding error among the compared models on eICU-CRD. Although the overall accuracy improvement is modest, a MIMIC-IV audit restricted to windows in which the supplied treatment sequence was altered showed that DRIFT achieved lower observed-target MAP error than TFT-action at 8 and 24 hours. Treatment-sequence alteration increased DRIFT's MAP error by 0.21-0.26 mmHg more than it increased TFT-action's error, with prediction changes occurring primarily after the supplied paths diverged. In a separate robustness experiment, the MAP advantage persisted under three shared checkpoint-selection rules emphasizing overall endpoint error, MAP error, or both equally.",empirical,Weixin Liu; Juming Xiong; Congning Ni; Yanfan Zhu; Xingtao Lin; Bradley Malin; Zhijun Yin,2026,2026-07-28,arXiv (Cornell University),,2607.25864,https://arxiv.org/abs/2607.25864,preprint,['openalex'],"['""clinical world model""', '""medical world model""', '""world model"" EHR', '""world model"" physiology', '""world model"" treatment']",open-access,include,include_empirical,merged_inclusion_sources,"DRIFT learns a recursive action-conditioned physiological transition component and evaluates multihorizon ICU trajectories on two real clinical datasets, including altered treatment-sequence tests. It directly evaluates learned future dynamics and intervention responsiveness.",sampled_audit,AUD-13ca47847a68,1,no
MWM-0369,Data-Efficient Reinforcement Learning for Malaria Control,"Sequential decision-making under cost-sensitive tasks is prohibitively daunting, especially for the problem that has a significant impact on people's daily lives, such as malaria control, treatment recommendation. The main challenge faced by policymakers is to learn a policy from scratch by interacting with a complex environment in a few trials. This work introduces a practical, data-efficient policy learning method, named Variance-Bonus Monte Carlo Tree Search~(VB-MCTS), which can copy with very little data and facilitate learning from scratch in only a few trials. Specifically, the solution is a model-based reinforcement learning method. To avoid model bias, we apply Gaussian Process~(GP) regression to estimate the transitions explicitly. With the GP world model, we propose a variance-bonus reward to measure the uncertainty about the world. Adding the reward to the planning with MCTS can result in more efficient and effective exploration. Furthermore, the derived polynomial sample complexity indicates that VB-MCTS is sample efficient. Finally, outstanding performance on a competitive world-level RL competition and extensive experimental results verify its advantage over the state-of-the-art on the challenging malaria control task.",empirical,Lixin Zou,2021,2021-08-01,arXiv (Cornell University),10.24963/ijcai.2021/71,2105.01620,https://doi.org/10.24963/ijcai.2021/71,conference-paper,openalex,"""world model"" treatment",open-access,include,include_empirical,merged_inclusion_sources,A: Learned epidemiological dynamics are empirically evaluated for health-intervention planning. B: The learned disease-control transition model is empirically evaluated through model-based planning.,existing,MWM-0369,1,no
MWM-0068,DreamReg: Belief-Driven World Model for 2D-3D Ultrasound Registration,"Ultrasound (US) is widely used for surgical navigation, yet real-time registration between intraoperative 2D slices and preoperative 3D volumes remains challenging due to partial observability, speckle noise, and the action-dependent US acquisition. Existing methods are one-shot or short-horizon, making it hard for them to gather evidence over time or capture how surgeons adjust probe motion based on on-screen feedback. We propose DreamReg, a belief-driven world-model framework that formulates 2D-3D registration as belief updating over rigid transformations. DreamReg maintains a latent belief state that summarizes past observations and poses information, and continuously refines the transformation through learned dynamics as new slices arrive. During training, DreamReg is exposed to probe-motion trajectories that mimic clinical scanning behavior and learns to update its belief by conditioning pose refinement on the current US observation. During inference, DreamReg refines registration via internal imagination: it rolls out the learned world model to simulate candidate probe motions and their predicted observations, and integrates these imagined outcomes to converge to an accurate rigid transformation. Experiments on CAMUS and u-RegPro datasets demonstrate improved robustness and competitive registration accuracy for real-time guidance compared with state-of-the-art methods.",empirical,Luoyao Kang; Yuelin Zhang; Jiwei Shan; Haifan Gong; Qingpeng Ding; Shing Shin Cheng,2026,2026-06-17,arXiv (Cornell University),10.48550/arxiv.2606.18825,2606.18825,https://arxiv.org/abs/2606.18825,preprint,openalex,"""medical world model"";""world model"" clinical;""world model"" echocardiography;""world model"" medicine;""world model"" patient",open-access,include,include_empirical,merged_inclusion_sources,A: Action-conditioned ultrasound dynamics are evaluated through model-based registration. B: Learned belief dynamics are used for internal planning and empirically assessed.,existing,MWM-0068,1,no
MWM-0073,ECG-WM: A Physiology-Informed ECG World Model for Clinical Intervention Simulation,"Electrocardiogram (ECG)-based models have achieved strong performance in diagnostic tasks, yet they remain limited in modeling how cardiac dynamics evolve under external interventions. In particular, existing approaches focus primarily on static prediction and lack mechanisms to capture ECG variations under different pharmacological conditions. In this work, we propose an ECG World Model for action-conditioned predictive simulation of cardiac electrophysiology. Moving beyond disjoint pipelines, our framework features a principled integration of physiological ordinary differential equation (ODE) priors into latent diffusion dynamics via energy regularization. This structural constraint enables the synthesis of physiologically plausible post-intervention ECG trajectories while effectively mitigating generative hallucinations. Building on this simulation process, we introduce an uncertainty-aware evaluation strategy that leverages the stochasticity of diffusion sampling to characterize both the expected clinical risk and its variability, allowing a more reliable comparative assessment of candidate interventions. We evaluate our method across diverse settings, including controlled drug-response scenarios and real-world clinical records. Beyond standard waveform metrics, experimental results demonstrate improved risk calibration and strong alignment with expert-informed treatment preferences. These results establish our approach as a robust foundation for safe and intervention-aware clinical decision support.",empirical,Zhikang Chen; Yue Wang; Sen Cui; Yu Zhang; Changshui Zhang; Tianling Ren; Tingting Zhu,2026,2026-05-17,arXiv (Cornell University),10.48550/arxiv.2605.17580,2605.17580,https://arxiv.org/abs/2605.17580,preprint,openalex,"""medical world model"";""world model"" EHR;""world model"" clinical;""world model"" patient;""world model"" physiology;""world model"" treatment",open-access,include,include_empirical,merged_inclusion_sources,A: The model directly evaluates intervention-conditioned physiological trajectories. B: The intervention-conditioned electrophysiology simulator is directly evaluated.,existing,MWM-0073,1,no
MWM-0074,EHRWorld: A Patient-Centric Medical World Model for Long-Horizon Clinical Trajectories,"World models offer a principled framework for simulating future states under interventions, but realizing such models in complex, high-stakes domains like medicine remains challenging. Recent large language models (LLMs) have achieved strong performance on static medical reasoning tasks, raising the question of whether they can function as dynamic medical world models capable of simulating disease progression and treatment outcomes over time. In this work, we show that LLMs only incorporating medical knowledge struggle to maintain consistent patient states under sequential interventions, leading to error accumulation in long-horizon clinical simulation. To address this limitation, we introduce EHRWorld, a patient-centric medical world model trained under a causal sequential paradigm, together with EHRWorld-110K, a large-scale longitudinal clinical dataset derived from real-world electronic health records. Extensive evaluations demonstrate that EHRWorld significantly outperforms naive LLM-based baselines, achieving more stable long-horizon simulation, improved modeling of clinically sensitive events, and favorable reasoning efficiency, highlighting the necessity of training on causally grounded, temporally evolving clinical data for reliable and robust medical world modeling.",empirical,Linjie Mu; Zhongzhen Huang; Yannian Gu; Shengqian Qin; Shaoting Zhang; Xiaofan Zhang,2026,2026-02-03,arXiv (Cornell University),10.48550/arxiv.2602.03569,2602.03569,http://arxiv.org/abs/2602.03569,preprint,openalex,"""medical world model"";""world model"" EHR;""world model"" clinical;""world model"" medicine;""world model"" patient;""world model"" physiology;""world model"" treatment",open-access,include,include_empirical,merged_inclusion_sources,A: The patient-centric EHR world model has direct long-horizon rollout evaluation. B: The patient simulator is tested on long-horizon future-state generation.,existing,MWM-0074,1,no
MWM-0242,EchoWorld: Learning Motion-Aware World Models for Echocardiography Probe Guidance,"Echocardiography is crucial for cardiovascular disease detection but relies heavily on experienced sonographers. Echocardiography probe guidance systems, which provide real-time movement instructions for acquiring standard plane images, offer a promising solution for AI-assisted or fully autonomous scanning. However, developing effective machine learning models for this task remains challenging, as they must grasp heart anatomy and the intricate interplay between probe motion and visual signals. To address this, we present EchoWorld, a motion-aware world modeling framework for probe guidance that encodes anatomical knowledge and motion-induced visual dynamics, while effectively leveraging past visual-motion sequences to enhance guidance precision. EchoWorld employs a pre-training strategy inspired by world modeling principles, where the model predicts masked anatomical regions and simulates the visual outcomes of probe adjustments. Built upon this pre-trained model, we introduce a motion-aware attention mechanism in the fine-tuning stage that effectively integrates historical visual-motion data, enabling precise and adaptive probe guidance. Trained on more than one million ultrasound images from over 200 routine scans, EchoWorld effectively captures key echocar-diographic knowledge, as validated by qualitative analysis. Moreover, our method significantly reduces guidance errors compared to existing visual backbones and guidance frameworks, excelling in both single-frame and sequential evaluation protocols. Code is available at https://github.com/LeapLabTHU/EchoWorld.",empirical,Yang Yue; Yulin Wang; Haojun Jiang; Pan Liu; Shiji Song; Gao Huang,2025,2025-04-17,arXiv (Cornell University),10.48550/arxiv.2504.13065,2504.13065,http://arxiv.org/abs/2504.13065,preprint,openalex,"""world model"" clinical;""world model"" echocardiography;""world model"" medicine;""world model"" patient",open-access,include,include_empirical,merged_inclusion_sources,A: The learned motion dynamics are evaluated through predicted observations and sequential medical-probe control. B: The motion-conditioned visual model is empirically demonstrated and linked to sequential control performance.,existing,MWM-0242,1,no
MWM-0077,EyeWorld: A Generative World Model of Ocular State and Dynamics,"Ophthalmic decision-making depends on subtle lesion-scale cues interpreted across multimodal imaging and over time, yet most medical foundation models remain static and degrade under modality and acquisition shifts. Here we introduce EyeWorld, a generative world model that conceptualizes the eye as a partially observed dynamical system grounded in clinical imaging. EyeWorld learns an observation-stable latent ocular state shared across modalities, unifying fine-grained parsing, structure-preserving cross-modality translation and quality-robust enhancement within a single framework. Longitudinal supervision further enables time-conditioned state transitions, supporting forecasting of clinically meaningful progression while preserving stable anatomy. By moving from static representation learning to explicit dynamical modeling, EyeWorld provides a unified approach to robust multimodal interpretation and prognosis-oriented simulation in medicine.",empirical,Ziyu Gao; Xinyuan Wu; Xiaolan Chen; Zhuoran Liu; Ruoyu Chen; Bowen Liu; Bingjie Yan; Zhenhan Wang; Kai Jin; Jiancheng Yang; Yih Chung Tham; Mingguang He; Danli Shi,2026,2026-03-14,arXiv (Cornell University),10.48550/arxiv.2603.14039,2603.14039,http://arxiv.org/abs/2603.14039,preprint,openalex,"""world model"" clinical;""world model"" medicine;""world model"" treatment",open-access,include,include_empirical,merged_inclusion_sources,A: The study directly evaluates learned longitudinal ocular dynamics. B: Longitudinal ocular dynamics and generated future states receive direct empirical evaluation.,existing,MWM-0077,1,no
MWM-0078,Failure Detection for Surgical Robot Imitation Policies via Flow-Matching World Modeling,"Imitation learning has shown increasing promise for autonomous robotic surgery, yet safe deployment remains challenging due to the safety-critical nature of surgical tasks and the complexity and variability of surgical environments. Failure detection is therefore an essential safeguard, but its development remains difficult due to the challenges of scarce failure data, highly variable manipulation dynamics, and the need to balance missed detections against disruptive false alarms. To address these challenges, we introduce FoMo-FD (Flow-Matching World Model for Failure Detection), a failure detection method that learns nominal short-horizon visual dynamics with an action-conditioned flow-matching world model. FoMo-FD scores the inverse-transport nonconformity of observed endpoint latents, enabling window-level detection of visual-action inconsistencies without requiring failure demonstrations. Detection thresholds are obtained by conformal calibration on successful executions, yielding task-specific alarms without assuming future failure types. We evaluate FoMo-FD on four surgically relevant manipulation tasks with twenty failure modes across simulation and real-world experiments using the da Vinci Research Kit (dVRK). Results show that FoMo-FD outperforms observation-level anomaly baselines and a prediction-error variant of the same world model, with the wrist-camera view achieving the strongest performance, including a 96.6% failure detection rate (FDR) at a 1.3% false alarm rate (FAR).",empirical,Zhefeng Huang; Yilin Cai; Ankit Patel; Mohammad Hajiha; Brendan Browne; Yue Chen,2026,2026-07-29,arXiv (Cornell University),,2607.27511,https://arxiv.org/abs/2607.27511,preprint,openalex,"""surgical world model"";""world model"" clinical;""world model"" patient",open-access,include,include_empirical,merged_inclusion_sources,A: The action-conditioned dynamics model is empirically evaluated for surgical policy monitoring. B: Action-conditioned nominal dynamics are directly probed through endpoint-consistency detection.,existing,MWM-0078,1,no
MWM-0094,Future Querying: Can LLMs Serve as Implicit Medical World Models?,"Traditional clinical prediction models rely on task-specific pipelines and curated, structured data, which scale poorly and underutilize unstructured text. To address this, we introduce future querying, a paradigm that probes whether large language models (LLMs) can function as implicit medical world models by evaluating their ability to answer time-indexed clinical queries about a patient's future. Our framework operates on unstructured clinical documentation using endpoint-agnostic training, enabling a single model to answer diverse clinical queries over patient trajectories without manual feature engineering or task-specific retraining. We show that small, locally fine-tuned open-weight models can match or approach larger proprietary systems, making the framework suitable for privacy-preserving, on-premise deployment. Evaluated on a new synthetic medical reports dataset and real ICU notes from the MIMIC-IV dataset, our results provide encouraging evidence that LLMs can capture aspects of clinical dynamics.",empirical,Siri Willems; James Butterworth; Lore Goetschalckx; Peter Vrancx; Philippe Modard; Elke Giets; Ludovic Denoyer,2026,2026-08-24,arXiv (Cornell University),10.48550/arxiv.2608.23248,2608.23248,https://arxiv.org/abs/2608.23248,preprint,openalex,"""medical world model"";""world model"" EHR;""world model"" clinical;""world model"" medicine;""world model"" patient;""world model"" treatment",open-access,include,include_empirical,merged_inclusion_sources,A: The study directly tests future-state prediction from longitudinal medical records. B: The implicit clinical future-state capability is explicitly trained and tested.,existing,MWM-0094,1,no
MWM-0095,"GEMEO: the first patient world model for rare disease, grounding generative clinical trajectories in the genome and a biomedical knowledge graph","GEMEO is, to our knowledge, the first patient world model built specifically for rare disease, and the first trained on real data from a national single-payer system (the Brazilian Unified Health System, SUS). It is a three-pillar architecture (Propose, Simulate, Verify): (A) a proposer that grounds candidate first-onset events in both a biomedical knowledge graph (PrimeKG) and the patient's genome via an ensemble of genomic foundation models (AlphaMissense, Evo 2, AlphaGenome); (B) a Causal Diffusion Forcing transformer trained with a recurrence-aware objective so it predicts genuinely novel events rather than echoing the patient's past; and (C) an agentic verifier that adjudicates every prediction with a traceable evidence path. On a new public benchmark designed to be immune to event autocorrelation (RareBench-BR Trajectory), GEMEO attains new-onset prediction Top-1 of 53.7% (95% CI 51.4-56.1) versus a 38.2% frequency baseline, and beats count-based methods on every long-context task: will-change AUROC 0.906, time-to-transition 0.827, and treatment discontinuation 0.838 versus 0.696. Its genomic pillar, validated on real ClinVar variants, scores variant pathogenicity at AUROC 0.93 (AlphaMissense, missense), 0.82 (Evo 2, zero-shot), and 0.73 (AlphaGenome, splice). We validate Level-1 (state-conditioned) and Level-2 (action-conditioned) capability on the clinical world-model rubric of Qazi et al., with the architecture designed for the counterfactual rollout of Level 3. This deposit contains the preprint (gemeo.pdf) and a snapshot of the open release (reference architecture, conformance suite, benchmark result files, and single-GPU reproducers). Dual licensing: the code, reference implementation, and conformance suite are released under Apache-2.0; the model weights and the RareBench-BR Trajectory benchmark are released under CC-BY-NC-4.0. Code: https://github.com/rarasAI/gemeo. Weights: https://huggingface.co/Raras-AI/gemeo-sus.",empirical,Dimas Timmers; Alexandre Kawassaki; Joao Bosco Oliveira,2026,2026-05-21,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.20328323,,https://doi.org/10.5281/zenodo.20328323,preprint,openalex,"""clinical world model"";""patient world model"";""world model"" clinical;""world model"" patient;""world model"" treatment",open-access,include,include_empirical,merged_inclusion_sources,A: The patient world model directly evaluates longitudinal and action-conditioned clinical dynamics. B: The patient trajectory model and action-conditioned rollout capability are empirically evaluated.,existing,MWM-0095,1,no
MWM-0103,Intervention-Aware Clinical World Model for Post-Op Outcome Forecasting in Cardiology,"Many clinical prediction models treat post-intervention outcomes as a one-step mapping from baseline measurements to a future endpoint. However, recovery after a procedure often unfolds as an irregular trajectory: clinical observations, medication changes, repeat interventions, and physiological measurements are recorded asynchronously and can change risk assessment over time. We propose an intervention-aware clinical world model that represents each patient with a structured latent state and evolves it through time-ordered post-intervention events. The model first encodes baseline imaging into a 3D spatial latent state. It then updates this state using procedural context, static covariates, elapsed time, and peri-event physiological embeddings. Follow-up imaging provides training-only supervision through a latent forecasting objective. We apply the framework to atrial fibrillation ablation. During the 90-day recovery window, irregular post-procedure records provide clinically meaningful evidence for long-term recurrence risk. In repeated internal cross-validation on DECAAF-II, our model achieves AUROC 0.756 and AUPRC 0.777 for recurrence prediction. It also achieves a scar-extent MAE of 2.971 percentage points without requiring follow-up MRI intensities at inference. The learned state supports recurrence-risk queries at different horizons and retrospective input editing of blanking-period records.",empirical,Yunsung Chung; Yingshuo Liu; Abboud F. Hassan; Han Feng; Mary M. Maleckar; Nassir Marrouche; Jihun Hamm,2026,2026-08-13,arXiv (Cornell University),10.48550/arxiv.2608.13518,2608.13518,https://arxiv.org/abs/2608.13518,preprint,openalex,"""clinical world model"";""medical world model"";""world model"" EHR;""world model"" clinical;""world model"" echocardiography;""world model"" medicine;""world model"" patient;""world model"" physiology;""world model"" treatment",open-access,include,include_empirical,merged_inclusion_sources,A: The model directly evaluates intervention-conditioned post-operative state evolution. B: The longitudinal post-intervention state model is directly assessed on future clinical outcomes.,existing,MWM-0103,1,no
MWM-0261,Learning Emotional Dynamics: A World Model Approach,"Traditional emotion recognition systems perform frame-wise classification of af-fective states, ignoring the rich temporal structure inherent in emotional experi-ences. This paper presents a novel framework for modeling emotional states asdynamical systems using world models adapted from reinforcement learning. Ourapproach learns compressed representations of physiological signals (blood volumepulse, electrodermal activity, and skin temperature) and predicts their temporalevolution through transformer-based dynamics modeling. We systematically com-pare three conditioning strategies—physiological signals, emotion labels, and ran-dom baseline—to establish causal relationships between information sources andprediction accuracy. Experiments on the WESAD dataset (N = 15 subjects, 3emotional states) demonstrate that physiological conditioning achieves 52.5% er-ror reduction compared to random baseline and outperforms label conditioning by34.1%. Multi-step rollout analysis reveals accurate predictions up to 5 timestepsahead (R2 = 0.74), suggesting a characteristic temporal horizon for emotional dy-namics. Optimal latent dimensionality (k = 5) balances classification accuracy(76% F1-score) with reconstruction fidelity (MSE=6.7 × 10−3). Our findings chal-lenge the dominant frame-wise paradigm in affective computing by demonstratingthat emotions exhibit learnable, structured dynamics, enabling not only recognitionbut forecasting of emotional states.Keywords: Affective Computing, World Models, Physiological Signals, Emotion Fore-casting, Causal Analysis, Deep Learning, Transformers, Time Series Prediction",empirical,"Tian, Zhigang",2025,2025-11-14,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.17609413,,https://doi.org/10.5281/zenodo.17609413,article,openalex,"""world model"" physiology",open-access,include,include_empirical,merged_inclusion_sources,"A: The study directly evaluates learned dynamics of physiological signals, which meet the protocol’s physiological scope. B: The health-relevant affect dynamics are directly evaluated through multistep forecasting.",existing,MWM-0261,1,no
