audit_id,route,title,abstract,authors,year,publication_date,venue,doi,arxiv_id,url,record_type,sources,query_labels,source_status,original_exclusion_reason,reviewer_e_decision,reviewer_e_corpus_type,reviewer_e_reason_code,reviewer_e_rationale,reviewer_f_decision,reviewer_f_corpus_type,reviewer_f_reason_code,reviewer_f_rationale,final_decision,final_corpus_type,final_reason_code,resolution_route,adjudication_rationale,qc_decision,qc_corpus_type,qc_reason_code,qc_rationale,full_text_anchor,confidence
AUD-8641031fc6e4,primary_phrase_filter_residual,Simulating closed-loop transcranial brain stimulation for reinforcement learning-based treatment discovery,,Chirath Hettiarachchi; Neil W. Bailey; Paul Fitzgerald; Hanna Suominen,2026,2026-02-20,Research Square,10.21203/rs.3.rs-7958165/v1,,https://doi.org/10.21203/rs.3.rs-7958165/v1,preprint,['openalex'],"['""world model"" treatment']",open-access,world-model phrase absent from title and abstract,uncertain,uncertain,insufficient_abstract,"The title suggests brain and mental-health processes dynamics or control, but no abstract establishes whether transitions are learned or adapted.",include,empirical,potential_empirical,"A learned or fitted model represents evolving biomedical states, trajectories, interventions, or sequential control.",exclude,empirical,no_learned_dynamics,reviewer_consensus,"A: RL learns stimulation choices, but the brain transition equations are hand-specified rather than data-fitted. B: Hand-specified neural circuit simulator; Sequential behavior is evaluated, but transition dynamics are not learned or data-adapted.",,,,,,
AUD-f860c86723ab,primary_phrase_filter_residual,"T-World Virtual Human Cardiomyocyte. I. Development, Validation, and Cell Arrhythmogenesis.","BACKGROUND: Cardiovascular disease is the leading global cause of morbidity and mortality. New technologies are needed to improve mechanistic understanding and inform therapeutic strategies. Human-centric cardiac simulations show great promise; however, existing cellular models can reproduce only a few arrhythmia-driving behaviors and show important discrepancies with experimental data. We aimed to develop a new model overcoming this lack of generality, which markedly limits the predictivity and translational utility of virtual cardiomyocytes. METHODS: We developed T-World, a novel virtual human cardiomyocyte, using data-driven differential equations to describe sex-specific excitation-contraction coupling, mechanical contraction, β-adrenergic signaling, and its effects on cellular targets. The model contains several key innovations, including a new approach to coupling L-type calcium channels and ryanodine receptors, with updated calcium-dependent-inactivation of the former and novel calcium-induced refractoriness and complete reparameterization of the latter. We also redeveloped the sodium-potassium pump and made major improvements to the sodium-calcium exchanger formulation. RESULTS: T-World shows broad agreement with experimental data on rate-dependent action potential (AP), calcium handling, and contraction properties. Extensively validated on independent data, T-World demonstrates strong predictive performance, for example, in drug-induced AP changes. The model reproduces the effects of sympathetic stimulation, including AP duration shortening and increased calcium-transient amplitude and contractility. Importantly, it recapitulates for the first time all key cellular mechanisms driving life-threatening arrhythmias (early and delayed afterdepolarizations, alternans, and steep S1-S2 restitution), including experimentally observed responses to interventions such as sympathetic activation, SERCA (sarco/endoplasmic reticulum Ca2+ ATPase) inhibition, and AP prolongation. Combined with the model’s ability to simulate physiological sex-specific differences in electrophysiology, this revealed increased proclivity of female cardiomyocytes to early afterdepolarizations and steep restitution of AP duration. CONCLUSIONS: T-World is a highly general and predictive open-source computer model of a human ventricular cardiomyocyte, suitable for multiscale research studies investigating determinants of arrhythmogenesis.","Tomek J, Holmes M, Bury T, Tomkova M, Jo H, Nagy N, Bertrand A, Bueno-Orovio A, Colman MA, Rodriguez B, Bers DM, Heijman J.",2026,2026-04-07,"White Rose Research Online (University of Leeds, The University of Sheffield, University of York)",10.1161/circresaha.125.328073,,https://europepmc.org/article/MED/41944014,article,"['europe_pmc', 'openalex']","['""world model"" physiology', 'europe_pmc_core']",indexed,world-model phrase absent from title and abstract,include,empirical,potential_empirical,"Learns or fits evolving cardiovascular physiology and care states for trajectory, simulation, or intervention analysis.",include,empirical,potential_empirical,"A learned or fitted model represents evolving biomedical states, trajectories, interventions, or sequential control.",exclude,not_applicable,hand_specified_mechanistic_dynamics,post_adjudication_inclusion_qc,"T-World is a manually assembled system of biophysical ODE modules adapted from prior cardiomyocyte models, with selected parameters optimized to experimental targets; the transition law itself is not learned or adapted from observed state sequences.",exclude,not_applicable,hand_specified_mechanistic_dynamics,"T-World is a manually assembled system of biophysical ODE modules adapted from prior cardiomyocyte models, with selected parameters optimized to experimental targets; the transition law itself is not learned or adapted from observed state sequences.","Version-of-record Methods describes hand-constructed ionic-current, calcium, signaling, and contraction equations followed by component-level parameter optimization.",high
AUD-480973cb8adc,primary_phrase_filter_residual,Toward Autonomous Clinics: Human-Robot Collaboration in Clinical Care.,"Robotic systems are entering clinical care, but full autonomy remains constrained by patient variability, safety requirements, dynamic clinical environments, and the need for professional oversight. Human-robot collaboration (HRC) offers a more realistic path: clinicians retain judgment and responsibility, while robots and AI support sensing, planning, action, and decision-making within defined task boundaries. In this narrative review, we examine recent advances in clinical HRC from a systems perspective, covering system architecture, learning and control, safety mechanisms, autonomy assessment, and real-world deployment. We propose a dual-brain framework, comprising a professional brain for clinical reasoning and decision support, and a physical brain for embodied sensing, planning, and task execution. Using examples from imaging, rehabilitation, surgery, and outpatient care, we argue that clinical autonomy is developing in stages from clinician-supervised imaging and decision support to bounded robotic subtasks and workflow-level coordination, instead of through unsupervised replacement of healthcare professionals. We further discuss how robustness, trust, accountability, and human factors shape safe adoption in practice. By framing autonomy as collaborative rather than substitutive, this review provides a unifying foundation for designing and evaluating the next generation of autonomous clinical systems.","Wu X, Zhang J, Xu M, Chu HK, Chen X, Zhong P, Liu B, He M, Shi D.",2026,2026-07-25,MedComm,10.1002/mco2.70885,,https://europepmc.org/article/MED/42502711,article,"['europe_pmc', 'openalex']","['""world model"" clinical', 'europe_pmc_core']",indexed,world-model phrase absent from title and abstract,include,review,potential_review,"Centrally synthesizes learned or adapted procedural and surgical care simulation, transition, or sequential-control systems.",exclude,empirical,static_or_isolated_prediction,"The learned model does not generate biomedical trajectories, transitions, or action responses.",exclude,review,review_not_primary,reviewer_consensus,A: The narrative systems review does not centrally synthesize learned medical transition simulators. B: Broad clinic robotics collaboration; Learned medical transition or rollout systems are not a central evidence category.,,,,,,
AUD-e7a5b608002f,primary_phrase_filter_residual,TwinCell: Large Causal Cell Model for Reliable and Interpretable Therapeutic Target Prioritisation,"Drug discovery is impeded by the difficulty of translating targets from preclinical models to patients. In this work, we present TwinCell, a Large Causal Cell Model for target identification that, trained on in vitro cancer cell line perturbation data, generalises to patient-derived cell types while providing biologically meaningful interpretations of its predictions. Rather than predicting perturbation outcomes, TwinCell identifies the upstream regulators most likely to drive the transition between two cell states, such as diseased and healthy, by decomposing target probability over signalling paths through a multiomics interactome conditioned on single-cell foundation model embeddings. To validate this approach, we introduce TwinBench, a benchmarking framework that evaluates virtual cell models using recommendation system metrics while correcting for mode collapse through empirical p -value estimation. On both in vitro zero-shot scenarios and in clinico validation across five therapeutic areas, TwinCell outperforms not only state-of-the-art virtual cell models but also linear baselines and network-based methods, classically used to perform target identification. When applied to patient data, TwinCell recovers clinically approved drug targets and reconstructs known disease mechanisms, such as the type I interferon signalling cascade in Systemic Lupus Erythematosus, without any disease-specific supervision. These results demonstrate that constraining learned perturbation patterns to a biological interactome enables cross-tissue, cross-disease target identification with mechanistic interpretability, bridging the gap between high-throughput in vitro experiments and clinical insights.",Jean-Baptiste Morlot; Thomaz Lüscher Dias; Sébastien Légaré; Alessandro Romualdi; Elie Hatem; Yann Abraham,2026,2026-02-02,bioRxiv (Cold Spring Harbor Laboratory),10.64898/2026.01.29.702072,,https://doi.org/10.64898/2026.01.29.702072,preprint,['openalex'],"['""world model"" clinical', '""world model"" patient']",open-access,world-model phrase absent from title and abstract,exclude,not_applicable,no_learned_or_adapted_dynamics,"Applies data-driven methods to cancer care without modeling evolving states, rollouts, or action response.",include,empirical,potential_empirical,"A learned or fitted model represents evolving biomedical states, trajectories, interventions, or sequential control.",exclude,not_applicable,no_future_or_action_evaluation,third_full_text_adjudication,"TwinCell explicitly frames its task as identifying upstream regulators that may drive a cell-state transition rather than predicting post-perturbation outcomes. The experiments evaluate target prioritization and recovery across disease applications, but do not evaluate a learned future cellular state, perturbation response, recursive rollout, or simulator fidelity.",,,,,,
AUD-88edf55a5ac3,primary_medical_filter_residual,A mechanistic theory of planning in prefrontal cortex,"Abstract Planning is critical for adaptive behaviour in a changing world, because it lets us anticipate the future and adjust our actions accordingly. While prefrontal cortex is crucial for this process, it remains unknown how planning is implemented in neural circuits. Prefrontal representations were recently discovered in simpler sequence memory tasks, where different populations of neurons represent different future time points. We demonstrate that combining such representations with the ubiquitous principle of neural attractor dynamics allows circuits to solve much richer problems including planning. This is achieved by embedding the environment structure directly in synaptic connections to implement an attractor network that infers desirable futures. The resulting ‘spacetime attractor’ excels at planning in challenging tasks known to depend on prefrontal cortex. Recurrent neural networks trained by gradient descent on such tasks learn a solution that precisely recapitulates the spacetime attractor – in representation, in dynamics, and in connectivity. Analyses of networks trained across different environment structures reveal a generalisation mechanism that rapidly reconfigures the world model used for planning, without the need for synaptic plasticity. The spacetime attractor is a testable mechanistic theory of planning. If true, it would provide a path towards detailed mechanistic understanding of how prefrontal cortex structures adaptive behaviour.",Kristopher T. Jensen; Peter T. Doohan; Mathias Sablé-Meyer; Sandra Reinert; Alon Baram; Maneesh Sahani; Thomas Akam; Timothy E.J. Behrens,2025,2025-09-24,eLife,10.1101/2025.09.23.677709,,https://doi.org/10.7554/elife.109757.2,preprint,['openalex'],"['""world model"" patient']",open-access,medical-domain term absent from title and abstract,exclude,not_applicable,no_learned_or_adapted_dynamics,"Applies data-driven methods to brain and mental-health processes without modeling evolving states, rollouts, or action response.",include,empirical,potential_empirical,"A learned or fitted model represents evolving biomedical states, trajectories, interventions, or sequential control.",exclude,not_applicable,wrong_domain,reviewer_consensus,A: The model is trained on synthetic tasks rather than observed medical or biomedical state dynamics. B: Trained planning network for abstract tasks; The modeled system is outside a substantive medical or biomedical state.,,,,,,
AUD-c77c5cd83736,primary_phrase_filter_residual,A Novel Model for Generating Patient Laboratory Test Orders from Admission: Transformer Model Approach,"There is a growing demand for medical pseudo-data that maintains statistical utility, enabling the analysis of a wide range of medical data without compromising patient privacy. Additionally, there is a growing need for effective sequence prediction in healthcare. The proposed model in this research, utilizes GPT-2, a Transformer model from natural language processing, to generate laboratory test order data for patients from admission to discharge while incorporating temporal processes. This research utilized patient data from Kochi Medical School Hospital, Japan, with specific inclusion criteria. The methodology involved converting patient profiles and order data into categorical formats and employing SentencePiece tokenization to create 8000 tokens for training the GPT-2 model. The model’s performance was evaluated across three patterns, predicting laboratory test orders at various times during hospitalization. It was compared to a gradient boosting decision tree (GBDT) model using F-scores as the evaluation metric. Results indicated that while the GBDT model performed better based solely on admission information, the GPT-2 model showed superior performance when using time-series information post-admission. Our research proposed a model that successfully considered temporal processes to generate laboratory test order data for patients from admission to discharge using GPT-2, a Transformer model developed in the field of natural language processing.",Yuki Hyohdoh; Kazukuni Yoshua Nomura; Keita Mitani; Yutaka Hatakeyama,2025,2025,Studies in Health Technology and Informatics,10.3233/shti250913,,https://doi.org/10.3233/shti250913,book-chapter,['crossref'],"['""patient world model""', '""world model"" medicine', '""world model"" patient']",registered,world-model phrase absent from title and abstract,exclude,not_applicable,no_learned_or_adapted_dynamics,"Applies data-driven methods to clinical records and healthcare operations without modeling evolving states, rollouts, or action response.",include,empirical,potential_empirical,"A learned or fitted model represents evolving biomedical states, trajectories, interventions, or sequential control.",exclude,not_applicable,no_substantive_medical_state,post_adjudication_inclusion_qc,"GPT-2 learns the sequence of clinicians' laboratory-order tokens from admission to discharge, but the generated process is an ordering workflow rather than an evolving patient physiological, pathological, cellular, or device state.",exclude,not_applicable,no_substantive_medical_state,"GPT-2 learns the sequence of clinicians' laboratory-order tokens from admission to discharge, but the generated process is an ordering workflow rather than an evolving patient physiological, pathological, cellular, or device state.","Primary proceedings abstract and methods describe tokenized laboratory-order generation and F-score evaluation, with no modeled patient-state transition or physiological rollout.",high
AUD-1ef3d697e152,primary_phrase_filter_residual,A time-dependent model for quantifying postoperative inflammatory trajectories and predicting survival in early triple-negative breast cancer,,Guoquan Wen; Yi Zeng; Yu Sun,2025,2025,World Journal of Surgical Oncology,10.1186/s12957-025-04168-4,,https://doi.org/10.1186/s12957-025-04168-4,journal-article,['crossref'],"['""surgical world model""']",registered,world-model phrase absent from title and abstract,uncertain,uncertain,insufficient_abstract,"The title suggests cancer care dynamics or control, but no abstract establishes whether transitions are learned or adapted.",exclude,empirical,static_or_isolated_prediction,The model targets a static label or isolated endpoint rather than evolving states.,exclude,empirical,no_learned_dynamics,reviewer_consensus,"A: Trajectory clustering and survival discrimination do not model patient-state transitions. B: Time-dependent prognostic covariates; The evaluation does not establish qualifying future-state, rollout, or action-response dynamics.",,,,,,
AUD-201e45b5752f,primary_phrase_filter_residual,Advancements and challenges in autonomous endovascular interventional robotics: A comprehensive review.,"Cardiovascular and cerebrovascular diseases remain major global health challenges. Minimally invasive endovascular interventions have become preferred treatments due to reduced trauma, pain, and recovery time. However, the advancement of endovascular interventional robotic systems (EIRSs) is constrained by limited imaging depth, heavy dependence on physician experience, and restricted device maneuverability. This review provides a comprehensive overview of the sensing, control, and execution modules that form the core of these EIRSs. It analyzes the fundamental challenges within each component and explores potential strategies to enhance system intelligence and autonomy. By integrating current progress with forward-looking insights, the review highlights pathways toward safer, more efficient, and greater autonomous robotic interventions. The ultimate aim is to advance the development of next-generation robotic platforms that can improve procedural precision and broaden patient access to high-quality vascular care.","Sun J, Tang R, Zhang Q, Liu J, Gao L, Yang W, Chen X, Tang Y.",2025,2025-11-14,,10.1016/j.isci.2025.114024,,https://europepmc.org/article/MED/41403837,,['europe_pmc'],['europe_pmc_core'],indexed,world-model phrase absent from title and abstract,uncertain,review,potential_review,"The review covers autonomous procedural and surgical care sensing and control, but the centrality of learned transition models is unclear.",exclude,empirical,no_learned_or_adapted_dynamics,No learned or data-adapted biomedical state evolution is described.,exclude,review,review_not_primary,reviewer_consensus,A: Learned action-conditioned anatomy or device dynamics are not a central review category. B: Broad endovascular robotics; Learned medical transition or rollout systems are not a central evidence category.,,,,,,
AUD-db69876f2c43,primary_phrase_filter_residual,AI-Based Decision Support for Perfusionists during Cardiopulmonary Bypass.,,"Natarajan M, Li Z, Chen L, Wu Z, Ogara P, Borges P, Rance G, Srey R, Harari RE, Mendu S, Zenati MA, Dias RD, Gombolay M.",2025,2025-06-01,,10.31256/hsmr25.86,,https://europepmc.org/article/MED/40693179,,['europe_pmc'],['europe_pmc_core'],indexed,world-model phrase absent from title and abstract,uncertain,uncertain,insufficient_abstract,"The title suggests cardiovascular physiology and care dynamics or control, but no abstract establishes whether transitions are learned or adapted.",exclude,not_applicable,wrong_domain,The record is outside the medical or biomedical domain.,exclude,empirical,no_learned_dynamics,reviewer_consensus,"A: The short proceedings report evaluates action prediction, not a learned bypass or patient transition model. B: Supervised and model-free offline policies; Sequential behavior is evaluated, but transition dynamics are not learned or data-adapted.",,,,,,
AUD-6cfd09330b40,primary_phrase_filter_residual,Constructing future behavior in the hippocampal formation through composition and replay.,"The hippocampus is critical for memory, imagination and constructive reasoning. Recent models have suggested that its neuronal responses can be well explained by state spaces that model the transitions between experiences. Here we use simulations and hippocampal recordings to reconcile these views. We show that if state spaces are constructed compositionally from existing building blocks, or primitives, hippocampal responses can be interpreted as compositional memories, binding these primitives together. Critically, this enables agents to behave optimally in new environments with no new learning, inferring behavior directly from the composition. We predict a role for hippocampal replay in building and consolidating these compositional memories. We test these predictions in two datasets by showing that replay events from newly discovered landmarks induce and strengthen new remote firing fields. When the landmark is moved, replay builds a new firing field at the same vector to the new location. Together, these findings provide a framework for reasoning about compositional memories and demonstrate that such memories are formed in hippocampal replay.","Bakermans JJW, Warren J, Whittington JCR, Behrens TEJ.",2025,2025-03-10,Nature Neuroscience,10.1038/s41593-025-01908-3,,https://europepmc.org/article/MED/40065185,article,"['europe_pmc', 'openalex']","['""world model"" clinical', '""world model"" patient', 'europe_pmc_core']",indexed,world-model phrase absent from title and abstract,exclude,not_applicable,no_learned_or_adapted_dynamics,"Reports on brain and mental-health processes without a learned, fitted, calibrated, or data-adapted dynamics model.",include,empirical,potential_empirical,"A learned or fitted model represents evolving biomedical states, trajectories, interventions, or sequential control.",exclude,not_applicable,wrong_domain,reviewer_consensus,A: The environment transitions are task-defined and the modeled state is basic spatial cognition rather than a medical system. B: Compositional task-state model; The modeled system is outside a substantive medical or biomedical state.,,,,,,
AUD-9ab3854e1ac9,primary_phrase_filter_residual,Flexible Blood Glucose Control: Offline Reinforcement Learning from Human Feedback,"Reinforcement learning (RL) has demonstrated success in automating insulin dosing in simulated type 1 diabetes (T1D) patients but is currently unable to incorporate patient expertise and preference. This work introduces PAINT (Preference Adaptation for INsulin control in T1D), an original RL framework for learning flexible insulin dosing policies from patient records. PAINT employs a sketch-based approach for reward learning, where past data is annotated with a continuous reward signal to reflect patient's desired outcomes. Labelled data trains a reward model, informing the actions of a novel safety-constrained offline RL algorithm, designed to restrict actions to a safe strategy and enable preference tuning via a sliding scale. In-silico evaluation shows PAINT achieves common glucose goals through simple labelling of desired states, reducing glycaemic risk by 15% over a commercial benchmark. Action labelling can also be used to incorporate patient expertise, demonstrating an ability to pre-empt meals (+10% time-in-range post-meal) and address certain device errors (-1.6% variance post-error) with patient guidance. These results hold under realistic conditions, including limited samples, labelling errors, and intra-patient variability. This work illustrates PAINT's potential in real-world T1D management and more broadly any tasks requiring rapid and precise preference learning under safety constraints.",Harry Emerson; Sam Gordon James; Matthew Guy; Ryan McConville,2025,2025-01-27,arXiv (Cornell University),10.48550/arxiv.2501.15972,2501.15972,http://arxiv.org/abs/2501.15972,preprint,['openalex'],"['""world model"" patient']",open-access,world-model phrase absent from title and abstract,include,empirical,potential_empirical,Fits or validates clinical exposure-response dynamics to support individualized drug dosing.,include,empirical,potential_empirical,"A learned or fitted model represents evolving biomedical states, trajectories, interventions, or sequential control.",exclude,empirical,no_learned_dynamics,reviewer_consensus,"A: Evaluation uses a fixed physiological simulator; patient transition dynamics are not learned from the records. B: Learned reward and model-free insulin policy; Sequential behavior is evaluated, but transition dynamics are not learned or data-adapted.",,,,,,
AUD-4e718d0793de,primary_phrase_filter_residual,"Forecasting Cancer Incidence in Canada by Age, Sex, and Region Until 2026 Using Machine Learning Techniques","This study analyzes cancer trends in Canada using machine learning techniques to extract insights from extensive cancer data sourced from the Canadian Cancer Society and Statistics Canada. It aims to enhance the understanding of cancer epidemiology and inform better prevention, diagnosis, and treatment strategies. Data preprocessing addressed issues like missing values and normalization, ensuring reliability. The findings indicate a steady increase in new cancer cases, with estimates reaching 248,700 in 2026, up from 244,000 in 2022. Male incidence rates are projected to rise slightly to 602.3 per 100,000, while female rates may decline to 530.6. Regions such as Alberta, British Columbia, Ontario, and Quebec show rising incidence rates, contrasted by declines in Newfoundland and Labrador, Nunavut, and Yukon. Notably, this research reveals significant increases in cancer cases among individuals aged 60 and older, particularly those 70+. The hybrid ARIMA-LSTM model demonstrated superior forecasting accuracy compared with the other selected models. These findings offer valuable insights for health policymakers and highlight the potential of machine learning in public health forecasting, providing a framework for future research in other disease areas.",Ehsan Kaviani; Kalpdrum Passi,2025,2025-05-04,Algorithms,10.3390/a18050265,,https://doi.org/10.3390/a18050265,article,['openalex'],"['""world model"" treatment']",open-access,world-model phrase absent from title and abstract,include,empirical,potential_empirical,Fits data-adapted temporal models to forecast infectious-disease spread over time.,include,empirical,potential_empirical,"A learned or fitted model represents evolving biomedical states, trajectories, interventions, or sequential control.",exclude,empirical,no_future_or_action_evaluation,reviewer_consensus,"A: This is ordinary incidence forecasting without an evolving biomedical-state simulator. B: Aggregate cancer-incidence forecasting; The evaluation does not establish qualifying future-state, rollout, or action-response dynamics.",,,,,,
AUD-312e8508d6a9,primary_phrase_filter_residual,Forecasting hospital resource demand using time series and machine learning models,"Efficient allocation of hospital resources is essential for ensuring timely and equitable healthcare delivery, particularly during periods of fluctuating patient demand such as pandemics, seasonal disease outbreaks, or disaster scenarios. This study presents a hybrid approach combining time series analysis and machine learning models to forecast hospital resource demand, including bed occupancy, ICU capacity, staffing requirements, and medical supplies. By integrating historical admission data, disease incidence trends, demographic information, and external factors such as weather and public health interventions, the model enables healthcare administrators to anticipate resource needs with greater precision. The forecasting framework employs autoregressive integrated moving average (ARIMA) models to capture temporal patterns, seasonality, and autocorrelation in hospital usage data. In parallel, machine learning algorithms such as Random Forest, Gradient Boosting, and Long Short-Term Memory (LSTM) neural networks are used to model complex, nonlinear relationships and exogenous variable impacts. The ensemble method leverages the strengths of both statistical and machine learning approaches, enhancing forecast robustness and adaptability. The model is trained and validated using real-world datasets from national health services and regional hospitals, spanning both normal and surge conditions. Evaluation metrics including Mean Absolute Error (MAE), Root Mean Square Error (RMSE), and Mean Absolute Percentage Error (MAPE) are used to assess performance across different time horizons and resource types. Results show that the hybrid model significantly outperforms traditional single-method approaches in terms of forecast accuracy and responsiveness to sudden demand changes. This research provides a decision-support tool for proactive hospital resource management, facilitating dynamic planning and improving preparedness during crises. The model’s ability to generate interpretable and timely forecasts can assist hospital administrators, policymakers, and emergency response teams in optimizing staffing schedules, managing inventory, and minimizing care delays. The study advocates for the integration of advanced predictive analytics into hospital operations as a pathway to more resilient and data-driven healthcare systems. Keywords: Hospital Resource Forecasting, Time Series Analysis, Machine Learning, ARIMA, LSTM, Random Forest, Healthcare Planning, Surge Capacity, Predictive Analytics, Hospital Operations.",Kamorudeen Abiola Taiwo; Glory Iyanuoluwa Olatunji; Opeoluwa Oluwanifemi Akomolafe,2025,2025-08-13,Gulf Journal of Advance Business Research,10.51594/gjabr.v3i8.152,,https://doi.org/10.51594/gjabr.v3i8.152,article,['openalex'],"['""world model"" EHR', '""world model"" patient']",open-access,world-model phrase absent from title and abstract,include,empirical,potential_empirical,Fits data-adapted temporal models to forecast procedural and surgical care over time.,include,empirical,potential_empirical,"A learned or fitted model represents evolving biomedical states, trajectories, interventions, or sequential control.",exclude,empirical,no_future_or_action_evaluation,reviewer_consensus,"A: Resource-demand prediction does not model and evaluate healthcare-system state transitions or actions. B: Hospital resource-demand forecasting; The evaluation does not establish qualifying future-state, rollout, or action-response dynamics.",,,,,,
AUD-47c956072226,primary_medical_filter_residual,GeneJepa: A Predictive World Model of the Transcriptome,"Abstract We introduce G ene J epa , a self-supervised foundation model that learns a predictive world model of single-cell transcriptomes. Based on the Joint-Embedding Predictive Architecture, G ene J epa predicts latent representations of masked gene sets from visible context, a shift away from reconstructing noisy expression values and toward world-model style inference over cellular state. To realize this at scale, a Perceiver encoder handles variable gene sets at fixed cost, and a tokenizer jointly represents gene identity and continuous expression using Fourier features. Trained on the Tahoe-100M atlas, G ene J epa learns general representations that transfer across tissues and datasets. On downstream tasks, including drug response and perturbation prediction, it surpasses strong baselines and enables test-time scaling by progressively enlarging the cross-attention over the gene set, trading a small read cost for higher accuracy at inference. G ene J epa moves toward foundation models that reason over gene–gene relations, enabling applications in annotation, prediction, and in-silico discovery.",Elon Litman; Tyler Myers; Vinayak Agarwal; Ekansh Mittal; Orion Li; Ashwin Gopinath; Timothy Kassis,2025,2025-10-15,bioRxiv (Cold Spring Harbor Laboratory),10.1101/2025.10.14.682378,,https://doi.org/10.1101/2025.10.14.682378,preprint,['openalex'],"['""world model"" medicine', '""world model"" treatment']",open-access,medical-domain term absent from title and abstract,exclude,not_applicable,no_learned_or_adapted_dynamics,"Applies data-driven methods to cellular and biological systems without modeling evolving states, rollouts, or action response.",include,empirical,potential_empirical,"A learned or fitted model represents evolving biomedical states, trajectories, interventions, or sequential control.",exclude,not_applicable,static_or_endpoint_prediction,post_adjudication_inclusion_qc,GeneJepa predicts masked gene-set embeddings within single-cell transcriptomic snapshots and transfers representations to drug-response and perturbation endpoints; it does not learn or evaluate baseline-to-future cellular state evolution or recursive rollout.,exclude,not_applicable,static_or_endpoint_prediction,GeneJepa predicts masked gene-set embeddings within single-cell transcriptomic snapshots and transfers representations to drug-response and perturbation endpoints; it does not learn or evaluate baseline-to-future cellular state evolution or recursive rollout.,"Primary bioRxiv text describes JEPA masked-gene latent prediction and downstream perturbation benchmarks, without a temporal or action-conditioned state-transition experiment.",high
AUD-7b0da5c1d62d,primary_medical_filter_residual,Impaired goal-directed planning in transdiagnostic compulsivity is explained by uncertainty about learned task structure,"Diminished use of goal-directed (“model-based”) decision-making is a hallmark of transdiagnostic compulsivity, promoting an over-reliance on inflexible and habitual behaviours. However, the origin of this impairment remains unclear. Here, we test the hypothesis that these impairments arise due to uncertainty within the internal world model that subserves goal-directed decision-making. We adapted a validated gamified decision-making task to characterise how individuals build an internal model of an environment, pairing this data with computational modelling to uncover the exact mechanisms underpinning behaviour and quantify individual differences. Two samples of participants (a discovery and pre-registered replication sample) performed the task, and we also acquired longitudinal data over 2 week and 3 month periods to assess task reliability and stability of behaviour over time. Across discovery (n=551) and replication (n=1322) samples, we found that individuals higher in compulsivity and intrusive thought learned more slowly and formed a less certain representation of the task’s structure. This uncertainty mediated the link between compulsive symptoms and use of goal-directed behaviour. Behaviour in the task was relatively stable over a 3 month (n=385) and 1 year (n=326) period and did not predict changes in symptoms. Our results suggest that reliance on habitual behaviours seen in those with high levels of compulsive symptoms result from a tendency to form less certain internal models of the external world. Given the stability of this behaviour and its links to symptoms, this may represent a trait-level vulnerability for this symptom dimension.",Sirichat Sookud; Ingrid M. Martin; Claire M. Gillan; Toby Wise,2025,2025-04-29,,10.31234/osf.io/zp6vk_v3,,https://doi.org/10.31234/osf.io/zp6vk_v3,preprint,['openalex'],"['""world model"" clinical', '""world model"" medicine', '""world model"" patient', '""world model"" treatment']",open-access,medical-domain term absent from title and abstract,exclude,not_applicable,wrong_domain,"Addresses general AI systems, not a medical or biomedical state-dynamics system.",include,empirical,potential_empirical,"A learned or fitted model represents evolving biomedical states, trajectories, interventions, or sequential control.",exclude,not_applicable,wrong_domain,reviewer_consensus,"A: The modeled state is the external decision task, not a patient or physiological trajectory. B: Internal task-structure learning; The modeled system is outside a substantive medical or biomedical state.",,,,,,
